Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
314,Terrence Upshaw*,Appalachian State,Sun Belt,6,68,314,4.6,4,52.3,2,4,2.0,0,0.7,70,318,4.5,4,,terrence-upshaw-1
315,Hayden Moore,Cincinnati,American,12,92,312,3.4,4,26.0,1,4,4.0,0,0.3,93,316,3.4,4,,hayden-moore-1
316,Zach Green*,Arizona,Pac-12,13,66,312,4.7,11,24.0,0,0,,0,0.0,66,312,4.7,11,,zach-green-2
317,Baker Mayfield*,Oklahoma,Big 12,14,97,311,3.2,5,22.2,1,2,2.0,1,0.1,98,313,3.2,6,H-1MaxwellAACamp,baker-mayfield-1
318,Demry Croft,Minnesota,Big Ten,9,79,311,3.9,4,34.6,0,0,,0,0.0,79,311,3.9,4,,demry-croft-1
319,Dustin Crum,Kent State,MAC,10,85,310,3.6,1,31.0,0,0,,0,0.0,85,310,3.6,1,,dustin-crum-1
320,Miklo Smalls,Rice,CUSA,6,64,308,4.8,3,51.3,0,0,,0,0.0,64,308,4.8,3,,miklo-smalls-1
321,Terell West*,Middle Tennessee State,CUSA,7,57,308,5.4,4,44.0,9,48,5.3,0,6.9,66,356,5.4,4,,terell-west-1
322,Kamryn Pettway*,Auburn,SEC,5,76,305,4.0,6,61.0,3,32,10.7,0,6.4,79,337,4.3,6,,kamryn-pettway-1
323,Robert Brown,Texas State,Sun Belt,12,77,305,4.0,0,25.4,8,27,3.4,0,2.3,85,332,3.9,0,,robert-brown-1
324,Ty Chandler,Tennessee,SEC,12,71,305,4.3,2,25.4,10,108,10.8,0,9.0,81,413,5.1,2,,ty-chandler-1
325,Madre London*,Michigan State,Big Ten,12,83,304,3.7,3,25.3,9,62,6.9,1,5.2,92,366,4.0,4,,madre-london-1
326,James Noble III*,UAB,CUSA,13,54,303,5.6,0,23.3,4,26,6.5,0,2.0,58,329,5.7,0,,james-noble-iii-2
327,Ula Tolutau,BYU,Ind,7,72,303,4.2,2,43.3,2,11,5.5,0,1.6,74,314,4.2,2,,ula-tolutau-1
328,Marcus McMaryion*,Fresno State,MWC,14,57,302,5.3,4,21.6,0,0,,0,0.0,57,302,5.3,4,,marcus-mcmaryion-1
329,Ryan Tuiasoa,Hawaii,MWC,12,46,299,6.5,5,24.9,2,7,3.5,0,0.6,48,306,6.4,5,,ryan-tuiasoa-1
330,Tre Bryant,Nebraska,Big Ten,2,51,299,5.9,2,149.5,0,0,,0,0.0,51,299,5.9,2,,tre-bryant-1
331,Garrett Groshek*,Wisconsin,Big Ten,14,61,297,4.9,2,21.2,4,40,10.0,0,2.9,65,337,5.2,2,,garrett-groshek-1
332,Mark Thompson,Florida,SEC,11,58,297,5.1,3,27.0,12,79,6.6,0,7.2,70,376,5.4,3,,mark-thompson-2
333,Thomas Tyner,Oregon State,Pac-12,10,64,297,4.6,3,29.7,5,42,8.4,0,4.2,69,339,4.9,3,,thomas-tyner-1
334,Daetrich Harrington*,Appalachian State,Sun Belt,9,59,296,5.0,2,32.9,3,19,6.3,0,2.1,62,315,5.1,2,,daetrich-harrington-1
335,Jaxson Kincaide,Nevada,MWC,9,63,295,4.7,0,32.8,13,56,4.3,1,6.2,76,351,4.6,1,,jaxson-kincaide-1
336,Thaddius Smith*,Boston College,ACC,13,37,295,8.0,2,22.7,1,42,42.0,1,3.2,38,337,8.9,3,,thaddius-smith-1
337,Elijah Holyfield*,Georgia,SEC,13,50,293,5.9,2,22.5,1,4,4.0,0,0.3,51,297,5.8,2,,elijah-holyfield-1
338,Kent Myers*,Utah State,MWC,10,80,291,3.6,5,29.1,0,-5,,0,-0.5,80,286,3.6,5,,kent-myers-1
339,Antonio Williams*,Ohio State,Big Ten,12,57,290,5.1,3,24.2,5,25,5.0,0,2.1,62,315,5.1,3,,antonio-williams-1
340,DeJon Packer,San Jose State,MWC,11,59,290,4.9,2,26.4,2,12,6.0,0,1.1,61,302,5.0,2,,dejon-packer-1
341,Tre Harbison*,Northern Illinois,MAC,10,55,290,5.3,3,29.0,3,57,19.0,0,5.7,58,347,6.0,3,,tre-harbison-1
342,David Pindell,Connecticut,American,9,72,289,4.0,3,32.1,0,0,,0,0.0,72,289,4.0,3,,david-pindell-1
343,Gerald Holmes*,Michigan State,Big Ten,11,79,287,3.6,1,26.1,8,80,10.0,1,7.3,87,367,4.2,2,,gerald-holmes-1
344,Taylor Martin,Kansas,Big 12,10,90,286,3.2,3,28.6,9,21,2.3,0,2.1,99,307,3.1,3,,taylor-martin-1
345,Eltoro Allen*,Utah State,MWC,9,68,284,4.2,1,31.6,8,61,7.6,0,6.8,76,345,4.5,1,,eltoro-allen-1
346,Joshua Jacobs*,Alabama,SEC,12,46,284,6.2,1,23.7,14,168,12.0,2,14.0,60,452,7.5,3,,joshua-jacobs-1
347,Manny Wilkins*,Arizona State,Pac-12,13,138,282,2.0,7,21.7,1,-3,-3.0,0,-0.2,139,279,2.0,7,,manny-wilkins-1
348,Devonta'e Henry-Cole*,Utah,Pac-12,12,55,279,5.1,2,23.3,0,0,,0,0.0,55,279,5.1,2,,devontae-henry-cole-1
349,Marcus Outlow,Coastal Carolina,Sun Belt,10,61,279,4.6,1,27.9,9,78,8.7,0,7.8,70,357,5.1,1,,marcus-outlow-1
350,Quadraiz Wadley,UTEP,CUSA,4,58,277,4.8,1,69.3,1,15,15.0,0,3.8,59,292,4.9,1,,quadraiz-wadley-1
351,Alex James,Coastal Carolina,Sun Belt,12,55,274,5.0,4,22.8,11,61,5.5,0,5.1,66,335,5.1,4,,alex-james-2
352,Desmond Nisby*,Texas Tech,Big 12,12,62,273,4.4,7,22.8,0,0,,0,0.0,62,273,4.4,7,,desmond-nisby-1
353,Tez Parks*,Southern Mississippi,CUSA,10,53,272,5.1,1,27.2,11,83,7.5,0,8.3,64,355,5.5,1,,tez-parks-1
354,Nate Cottrell,Georgia Tech,ACC,11,33,271,8.2,0,24.6,0,0,,0,0.0,33,271,8.2,0,,nate-cottrell-1
355,Kwadra Griggs*,Southern Mississippi,CUSA,10,83,270,3.3,3,27.0,1,18,18.0,0,1.8,84,288,3.4,3,,kwadra-griggs-1
356,Jakairi Moses*,Western Kentucky,CUSA,11,67,268,4.0,2,24.4,20,158,7.9,0,14.4,87,426,4.9,2,,jakairi-moses-1
357,Romell Jordan,New Mexico,MWC,12,56,267,4.8,2,22.3,8,48,6.0,0,4.0,64,315,4.9,2,,romell-jordan-1
358,Skylar Thompson*,Kansas State,Big 12,8,69,267,3.9,3,33.4,0,0,,0,0.0,69,267,3.9,3,,skylar-thompson-1
359,Steven Peoples*,Virginia Tech,ACC,7,70,267,3.8,2,38.1,4,79,19.8,2,11.3,74,346,4.7,4,,steven-peoples-1
360,Kendrick Foster,Illinois,Big Ten,12,73,266,3.6,1,22.2,6,67,11.2,0,5.6,79,333,4.2,1,,kendrick-foster-1
361,Brian Herrien*,Georgia,SEC,14,61,265,4.3,1,18.9,2,1,0.5,0,0.1,63,266,4.2,1,,brian-herrien-1
362,Steven Williams,Old Dominion,CUSA,10,92,263,2.9,3,26.3,0,0,,0,0.0,92,263,2.9,3,,steven-williams-2
363,Jaquis Dancy*,Louisiana Tech,CUSA,8,39,262,6.7,2,32.8,3,26,8.7,0,3.3,42,288,6.9,2,,jaquis-dancy-1
364,T.J. Hammonds,Arkansas,SEC,12,32,262,8.2,1,21.8,2,64,32.0,1,5.3,34,326,9.6,2,,tj-hammonds-1
365,Arkeel Newsome,Connecticut,American,10,67,261,3.9,3,26.1,25,541,21.6,2,54.1,92,802,8.7,5,,arkeel-newsome-1
366,Emmanuel Esukpa,Rice,CUSA,10,57,261,4.6,1,26.1,3,37,12.3,0,3.7,60,298,5.0,1,,emmanuel-esukpa-1
367,Kyle Porter*,Texas,Big 12,12,83,261,3.1,4,21.8,6,43,7.2,1,3.6,89,304,3.4,5,,kyle-porter-1
368,Tario Fuller*,Purdue,Big Ten,3,43,261,6.1,2,87.0,5,37,7.4,0,12.3,48,298,6.2,2,,tario-fuller-1
369,Vavae Malepeai*,USC,Pac-12,13,49,261,5.3,0,20.1,3,5,1.7,0,0.4,52,266,5.1,0,,vavae-malepeai-1
370,Elijah Mitchell,Louisiana,Sun Belt,5,42,257,6.1,4,51.4,3,25,8.3,1,5.0,45,282,6.3,5,,elijah-mitchell-2
371,Richie Worship*,Purdue,Big Ten,10,53,257,4.8,3,25.7,10,73,7.3,2,7.3,63,330,5.2,5,,richie-worship-1
372,Terence Williams,Baylor,Big 12,8,73,255,3.5,1,31.9,6,40,6.7,0,5.0,79,295,3.7,1,,terence-williams-2
373,Rashaad Boddie*,Colorado State,MWC,12,44,254,5.8,4,21.2,1,8,8.0,0,0.7,45,262,5.8,4,,rashaad-boddie-1
374,Dalvin Warmack*,Kansas State,Big 12,9,48,252,5.3,3,28.0,2,33,16.5,0,3.7,50,285,5.7,3,,dalvin-warmack-1
375,Toneil Carter*,Texas,Big 12,9,53,252,4.8,3,28.0,6,31,5.2,1,3.4,59,283,4.8,4,,toneil-carter-1
376,Quadree Henderson,Pitt,ACC,12,36,251,7.0,0,20.9,17,186,10.9,0,15.5,53,437,8.2,0,,quadree-henderson-1
377,Rico Dowdle*,South Carolina,SEC,8,66,251,3.8,2,31.4,11,128,11.6,1,16.0,77,379,4.9,3,,rico-dowdle-1
378,Julian Ross*,Ohio,MAC,8,60,250,4.2,3,31.3,2,13,6.5,0,1.6,62,263,4.2,3,,julian-ross-1
379,Gerold Bright*,Utah State,MWC,12,29,249,8.6,2,20.8,10,186,18.6,2,15.5,39,435,11.2,4,,gerold-bright-1
380,Aca'Cedric Ware*,USC,Pac-12,14,49,247,5.0,1,17.6,6,62,10.3,0,4.4,55,309,5.6,1,,acacedric-ware-1
381,Kevin Dove,UTEP,CUSA,12,70,244,3.5,0,20.3,4,16,4.0,0,1.3,74,260,3.5,0,,kevin-dove-1
382,Monteo Garrett,Georgia Southern,Sun Belt,12,33,243,7.4,2,20.3,1,6,6.0,0,0.5,34,249,7.3,2,,monteo-garrett-1
383,Evan Johnson*,North Texas,CUSA,14,43,239,5.6,3,17.1,7,46,6.6,0,3.3,50,285,5.7,3,,evan-johnson-1
384,Kendall Bussey*,Texas A&M,SEC,13,47,239,5.1,1,18.4,5,62,12.4,0,4.8,52,301,5.8,1,,kendall-bussey-3
385,Nick Gibson*,Mississippi State,SEC,13,45,239,5.3,1,18.4,3,25,8.3,0,1.9,48,264,5.5,1,,nick-gibson-1
386,George Bollas,Kent State,MAC,11,103,238,2.3,1,21.6,0,0,,0,0.0,103,238,2.3,1,,george-bollas-1
387,Raheem Blackshear,Rutgers,Big Ten,11,39,238,6.1,3,21.6,7,133,19.0,2,12.1,46,371,8.1,5,,raheem-blackshear-1
388,Dae Williams*,Louisville,ACC,6,38,235,6.2,3,39.2,2,17,8.5,0,2.8,40,252,6.3,3,,dae-williams-1
389,Taj McGowan*,UCF,American,13,69,235,3.4,8,18.1,7,36,5.1,0,2.8,76,271,3.6,8,,taj-mcgowan-1
390,Cam Thomas,Illinois,Big Ten,4,52,233,4.5,1,58.3,0,0,,0,0.0,52,233,4.5,1,,cam-thomas-4
391,Chris James*,Wisconsin,Big Ten,9,51,233,4.6,1,25.9,5,36,7.2,0,4.0,56,269,4.8,1,,chris-james-9
392,Quinton Baker*,Western Kentucky,CUSA,7,65,233,3.6,1,33.3,9,91,10.1,1,13.0,74,324,4.4,2,,quinton-baker-1
393,Cade Carney*,Wake Forest,ACC,8,63,232,3.7,2,29.0,3,31,10.3,0,3.9,66,263,4.0,2,,cade-carney-1
394,Russell Gage*,LSU,SEC,13,28,232,8.3,1,17.8,21,285,13.6,3,21.9,49,517,10.6,4,,russell-gage-1
395,Tony Jones Jr.*,Notre Dame,Ind,12,44,232,5.3,3,19.3,6,12,2.0,0,1.0,50,244,4.9,3,,tony-jones-jr-1
396,Alex McGough*,Florida International,CUSA,13,78,231,3.0,5,17.8,0,0,,0,0.0,78,231,3.0,5,,alex-mcgough-1
397,Samuel Stewart,Rice,CUSA,9,58,230,4.0,0,25.6,12,138,11.5,0,15.3,70,368,5.3,0,,samuel-stewart-1
398,Tony Pollard*,Memphis,American,13,30,230,7.7,2,17.7,36,536,14.9,4,41.2,66,766,11.6,6,,tony-pollard-1
399,Darius Pinnix,East Carolina,American,12,74,229,3.1,2,19.1,9,49,5.4,0,4.1,83,278,3.3,2,,darius-pinnix-1
400,John Franklin III*,Florida Atlantic,CUSA,13,16,229,14.3,2,17.6,7,95,13.6,1,7.3,23,324,14.1,3,,john-franklin-iii-1
401,Nolan Eriksen,Air Force,MWC,10,40,228,5.7,1,22.8,4,23,5.8,0,2.3,44,251,5.7,1,,nolan-eriksen-1
402,Austin Kafentzis,BYU,Ind,10,41,227,5.5,1,22.7,1,8,8.0,0,0.8,42,235,5.6,1,,austin-kafentzis-1
403,Jalen Holston*,Virginia Tech,ACC,12,70,226,3.2,3,18.8,1,-1,-1.0,0,-0.1,71,225,3.2,3,,jalen-holston-1
404,Peyton Ramsey,Indiana,Big Ten,9,92,226,2.5,2,25.1,0,0,,0,0.0,92,226,2.5,2,,peyton-ramsey-1
405,Justin Silmon*,Kansas State,Big 12,11,43,225,5.2,0,20.5,2,9,4.5,0,0.8,45,234,5.2,0,,justin-silmon-1
406,Coleman Fox*,Virginia Tech,ACC,10,39,223,5.7,1,22.3,5,33,6.6,0,3.3,44,256,5.8,1,,coleman-fox-1
407,LD Brown*,Oklahoma State,Big 12,9,34,223,6.6,3,24.8,1,-2,-2.0,0,-0.2,35,221,6.3,3,,ld-brown-1
408,LD Brown*,Oklahoma State,Big 12,11,34,223,6.6,3,20.3,1,-2,-2.0,0,-0.2,35,221,6.3,3,,ld-brown-2
409,Malik Willis*,Auburn,SEC,7,16,221,13.8,1,31.6,0,0,,0,0.0,16,221,13.8,1,,malik-willis-1
410,Coltin Gerhart,New Mexico,MWC,10,35,218,6.2,1,21.8,0,0,,0,0.0,35,218,6.2,1,,coltin-gerhart-1
411,Isaiah Sanders,Air Force,MWC,3,50,218,4.4,3,72.7,0,0,,0,0.0,50,218,4.4,3,,isaiah-sanders-1
412,C.J. Fuller*,Clemson,ACC,14,58,217,3.7,3,15.5,7,49,7.0,0,3.5,65,266,4.1,3,,cj-fuller-1
413,Deejay Dallas*,Miami (FL),ACC,12,41,217,5.3,3,18.1,4,92,23.0,0,7.7,45,309,6.9,3,,deejay-dallas-1
414,D'Vaughn Pennamon,Ole Miss,SEC,11,53,217,4.1,2,19.7,10,84,8.4,0,7.6,63,301,4.8,2,,dvaughn-pennamon-1
415,Qua Searcy,Georgia Tech,ACC,11,36,217,6.0,1,19.7,4,130,32.5,1,11.8,40,347,8.7,2,,qua-searcy-1
416,Tyshon Dye,East Carolina,American,8,50,217,4.3,0,27.1,6,56,9.3,0,7.0,56,273,4.9,0,,tyshon-dye-1
417,Connor Slomka*,Army,Ind,13,49,216,4.4,4,16.6,0,0,,0,0.0,49,216,4.4,4,,connor-slomka-1
418,Carlin Fils-Aime,Tennessee,SEC,11,31,215,6.9,2,19.5,2,18,9.0,0,1.6,33,233,7.1,2,,carlin-fils-aime-1
419,Calen Holt*,Army,Ind,13,42,214,5.1,1,16.5,2,19,9.5,0,1.5,44,233,5.3,1,,calen-holt-1
420,Kyle Postma*,Houston,American,7,47,212,4.5,1,30.3,1,22,22.0,1,3.1,48,234,4.9,2,,kyle-postma-1
421,Anthony Brown*,Boston College,ACC,10,42,210,5.0,1,21.0,1,25,25.0,1,2.5,43,235,5.5,2,,anthony-brown-11
422,Chazz Surratt,North Carolina,ACC,9,85,210,2.5,5,23.3,0,0,,0,0.0,85,210,2.5,5,,chazz-surratt-1
423,Clinton Lynch,Georgia Tech,ACC,10,28,209,7.5,0,20.9,3,43,14.3,0,4.3,31,252,8.1,0,,clinton-lynch-2
424,Ian Book*,Notre Dame,Ind,10,37,207,5.6,0,20.7,0,0,,0,0.0,37,207,5.6,0,,ian-book-1
425,James Gilbert,Ball State,MAC,3,48,207,4.3,3,69.0,2,24,12.0,1,8.0,50,231,4.6,4,,james-gilbert-2
426,Nick Holley,Kent State,MAC,3,35,207,5.9,1,69.0,0,0,,0,0.0,35,207,5.9,1,,nick-holley-1
427,Jocquez Bruce*,Middle Tennessee State,CUSA,12,42,206,4.9,1,17.2,9,59,6.6,1,4.9,51,265,5.2,2,,jocquez-bruce-1
428,KJ Hall,BYU,Ind,5,30,206,6.9,1,41.2,10,111,11.1,0,22.2,40,317,7.9,1,,kj-hall-1
429,Josh Allen*,Wyoming,MWC,11,92,204,2.2,5,18.5,1,2,2.0,0,0.2,93,206,2.2,5,,josh-allen-7
430,Kumehnnu Gwilly*,Central Michigan,MAC,13,53,204,3.8,2,15.7,6,37,6.2,0,2.8,59,241,4.1,2,,kumehnnu-gwilly-1
431,Josh Brown*,Navy,American,11,22,203,9.2,2,18.5,1,8,8.0,0,0.7,23,211,9.2,2,,josh-brown-6
432,Romello Ross*,Central Michigan,MAC,11,54,203,3.8,1,18.5,1,9,9.0,0,0.8,55,212,3.9,1,,romello-ross-1
433,Ra'Von Bonner,Illinois,Big Ten,6,67,202,3.0,4,33.7,2,5,2.5,0,0.8,69,207,3.0,4,,ravon-bonner-1
434,Doroland Dorceus*,Memphis,American,8,39,201,5.2,3,25.1,4,36,9.0,0,4.5,43,237,5.5,3,,doroland-dorceus-1
435,Bryant Shirreffs,Connecticut,American,9,90,200,2.2,0,22.2,1,6,6.0,0,0.7,91,206,2.3,0,,bryant-shirreffs-1
436,Parker Wilson,Air Force,MWC,7,44,200,4.5,0,28.6,0,0,,0,0.0,44,200,4.5,0,,parker-wilson-1
437,Jordan Myers,Rice,CUSA,10,42,199,4.7,1,19.9,11,119,10.8,0,11.9,53,318,6.0,1,,jordan-myers-1
438,Kato Nelson*,Akron,MAC,10,95,198,2.1,1,19.8,0,0,,0,0.0,95,198,2.1,1,,kato-nelson-1
439,Jamal Jones*,Arkansas State,Sun Belt,9,43,197,4.6,0,21.9,5,9,1.8,0,1.0,48,206,4.3,0,,jamal-jones-4
440,Tyree Jackson,Buffalo,MAC,9,47,197,4.2,4,21.9,0,0,,0,0.0,47,197,4.2,4,,tyree-jackson-1
441,Eric Swinney,Ole Miss,SEC,11,41,195,4.8,3,17.7,6,23,3.8,0,2.1,47,218,4.6,3,,eric-swinney-1
442,Ryan Finley*,North Carolina State,ACC,13,69,194,2.8,3,14.9,2,18,9.0,0,1.4,71,212,3.0,3,,ryan-finley-1
443,Johnathan Brantley,Tulane,American,6,34,193,5.7,3,32.2,0,0,,0,0.0,34,193,5.7,3,,johnathan-brantley-1
444,Toren Young*,Iowa,Big Ten,7,45,193,4.3,2,27.6,1,23,23.0,0,3.3,46,216,4.7,2,,toren-young-1
445,Miles Sanders*,Penn State,Big Ten,12,31,191,6.2,2,15.9,6,30,5.0,0,2.5,37,221,6.0,2,,miles-sanders-1
446,Kendall Hinton*,Wake Forest,ACC,5,46,190,4.1,1,38.0,0,0,,0,0.0,46,190,4.1,1,,kendall-hinton-1
447,Tommy Stevens*,Penn State,Big Ten,9,27,190,7.0,4,21.1,12,60,5.0,2,6.7,39,250,6.4,6,,tommy-stevens-1
448,Isaiah Wright*,Temple,American,13,25,188,7.5,1,14.5,46,668,14.5,4,51.4,71,856,12.1,5,,isaiah-wright-1
449,Will Matthews,Kent State,MAC,9,54,188,3.5,1,20.9,5,71,14.2,0,7.9,59,259,4.4,1,,will-mathews-1
450,Ivory Kelly-Martin*,Iowa,Big Ten,13,20,184,9.2,3,14.2,4,25,6.3,1,1.9,24,209,8.7,4,,ivory-kelly-martin-1
451,Kyler Neal*,Georgia State,Sun Belt,11,66,184,2.8,5,16.7,11,120,10.9,0,10.9,77,304,3.9,5,,kyler-neal-1
452,Justin Herbert*,Oregon,Pac-12,8,44,183,4.2,5,22.9,0,0,,0,0.0,44,183,4.2,5,,justin-herbert-1
453,Brandon Stephens*,UCLA,Pac-12,12,46,182,4.0,1,15.2,8,69,8.6,0,5.8,54,251,4.6,1,,brandon-stephens-2
454,Darrian Felix*,Oregon,Pac-12,9,30,182,6.1,1,20.2,3,15,5.0,0,1.7,33,197,6.0,1,,darrian-felix-1
455,Olamide Zaccheaus*,Virginia,ACC,13,27,182,6.7,1,14.0,85,895,10.5,5,68.8,112,1077,9.6,6,,olamide-zaccheaus-1
456,Kaleb Barker*,Troy,Sun Belt,13,21,181,8.6,2,13.9,0,0,,0,0.0,21,181,8.6,2,,kaleb-barker-1
457,Keon Howard*,Southern Mississippi,CUSA,9,54,181,3.4,0,20.1,0,0,,0,0.0,54,181,3.4,0,,keon-howard-1
458,Ty Gangi,Nevada,MWC,10,53,180,3.4,4,18.0,0,0,,0,0.0,53,180,3.4,4,,ty-gangi-1
459,Corey Taylor II,Tulsa,American,3,34,179,5.3,4,59.7,1,-1,-1.0,0,-0.3,35,178,5.1,4,,corey-taylor-ii-1
460,Darryl Bonner*,Navy,American,11,33,178,5.4,1,16.2,7,182,26.0,1,16.5,40,360,9.0,2,,darryl-bonner-1
461,Rob Ritrovato*,Temple,American,13,37,178,4.8,1,13.7,0,0,,0,0.0,37,178,4.8,1,,rob-ritrovato-1
462,Dom Williams,Kansas,Big 12,9,51,176,3.5,3,19.6,7,49,7.0,0,5.4,58,225,3.9,3,,dom-williams-2
463,Donovan Wilson,Bowling Green,MAC,12,48,176,3.7,0,14.7,5,24,4.8,0,2.0,53,200,3.8,0,,donovan-wilson-1
464,Taz Bateman*,Georgia State,Sun Belt,4,53,176,3.3,0,44.0,13,148,11.4,1,37.0,66,324,4.9,1,,taz-bateman-1
465,Jerry Howard,Georgia Tech,ACC,9,23,175,7.6,2,19.4,1,15,15.0,0,1.7,24,190,7.9,2,,jerry-howard-2
466,Levi Lewis,Louisiana,Sun Belt,4,37,175,4.7,1,43.8,0,0,,0,0.0,37,175,4.7,1,,levi-lewis-1
467,Marcus Green,Louisiana-Monroe,Sun Belt,12,14,175,12.5,0,14.6,54,829,15.4,5,69.1,68,1004,14.8,5,,marcus-green-6
468,Deltron Sands*,Akron,MAC,10,25,173,6.9,2,17.3,3,2,0.7,0,0.2,28,175,6.3,2,,deltron-sands-1
469,Sam Glaesmann,Rice,CUSA,6,42,172,4.1,3,28.7,0,0,,0,0.0,42,172,4.1,3,,sam-glaesmann-1
470,Kesean Gamble,Kent State,MAC,12,53,170,3.2,2,14.2,0,0,,0,0.0,53,170,3.2,2,,kesean-gamble-1
471,David Burroughs*,Ohio,MAC,10,19,169,8.9,0,16.9,2,11,5.5,0,1.1,21,180,8.6,0,,david-burroughs-1
472,Willie Jones III,Texas State,Sun Belt,10,43,168,3.9,0,16.8,1,2,2.0,0,0.2,44,170,3.9,0,,willie-jones-iii-1
473,Marquez Trigg*,Western Kentucky,CUSA,10,51,167,3.3,2,16.7,11,59,5.4,0,5.9,62,226,3.6,2,,marquez-trigg-1
474,Tommy Mister*,Northern Illinois,MAC,10,35,167,4.8,1,16.7,3,11,3.7,0,1.1,38,178,4.7,1,,tommy-mister-1
475,Charlie Brewer,Baylor,Big 12,8,65,166,2.6,0,20.8,1,20,20.0,0,2.5,66,186,2.8,0,,charlie-brewer-1
476,Brian Robinson Jr.*,Alabama,SEC,11,24,165,6.9,2,15.0,0,0,,0,0.0,24,165,6.9,2,,brian-robinson-jr-1
477,Jordan Love*,Utah State,MWC,12,46,165,3.6,2,13.8,0,0,,0,0.0,46,165,3.6,2,,jordan-love-2
478,Jordan Ta'amu,Ole Miss,SEC,8,57,165,2.9,4,20.6,0,0,,0,0.0,57,165,2.9,4,,jordan-taamu-1
479,Thomas Sirk,East Carolina,American,11,64,165,2.6,3,15.0,3,28,9.3,0,2.5,67,193,2.9,3,,thomas-sirk-1
480,Denzel Foster,South Alabama,Sun Belt,9,28,162,5.8,0,18.0,4,21,5.3,0,2.3,32,183,5.7,0,,denzel-foster-1
481,Kayin White,Louisiana-Monroe,Sun Belt,8,38,162,4.3,2,20.3,4,25,6.3,0,3.1,42,187,4.5,2,,kayin-white-1
482,Cordarrian Richardson*,UCF,American,8,45,161,3.6,2,20.1,1,3,3.0,0,0.4,46,164,3.6,2,,cordarrian-richardson-1
483,T'Rod Daniels*,Southern Mississippi,CUSA,11,21,160,7.6,2,14.5,2,12,6.0,0,1.1,23,172,7.5,2,,trod-daniels-1
484,Shawn Robinson*,Texas Christian,Big 12,5,23,159,6.9,0,31.8,0,0,,0,0.0,23,159,6.9,0,,shawn-robinson-2
485,Sheldon Croney Jr.*,Iowa State,Big 12,10,31,159,5.1,1,15.9,6,51,8.5,0,5.1,37,210,5.7,1,,sheldon-croney-jr-1
486,Blake Wright,Nevada,MWC,8,33,157,4.8,3,19.6,7,34,4.9,0,4.3,40,191,4.8,3,,blake-wright-1
487,Ross Comis,Massachusetts,Ind,10,47,157,3.3,3,15.7,1,8,8.0,0,0.8,48,165,3.4,3,,ross-comis-1
488,Gerard Wicks*,Washington State,Pac-12,10,32,156,4.9,1,15.6,14,72,5.1,0,7.2,46,228,5.0,1,,gerard-wicks-1
489,J.J. Green,Georgia Tech,ACC,10,21,156,7.4,2,15.6,3,30,10.0,2,3.0,24,186,7.8,4,,jj-green-1
490,Mike Carrigan,Kent State,MAC,12,14,156,11.1,1,13.0,14,281,20.1,2,23.4,28,437,15.6,3,,mike-carrigan-1
491,Giovanni Rescigno,Rutgers,Big Ten,9,53,153,2.9,1,17.0,0,0,,0,0.0,53,153,2.9,1,,giovanni-rescigno-1
492,Jarrett Stidham*,Auburn,SEC,14,103,153,1.5,4,10.9,0,0,,0,0.0,103,153,1.5,4,,jarrett-stidham-1
493,Amir Rasul*,Florida State,ACC,12,33,152,4.6,0,12.7,4,28,7.0,0,2.3,37,180,4.9,0,,amir-rasul-1
494,Mon Denson*,South Carolina,SEC,13,41,152,3.7,2,11.7,1,4,4.0,0,0.3,42,156,3.7,2,,mon-denson-1
495,Greg McCrae*,UCF,American,12,26,151,5.8,2,12.6,2,13,6.5,0,1.1,28,164,5.9,2,,greg-mccrae-1
496,Isaiah Clay,UTSA,CUSA,4,36,151,4.2,1,37.8,4,52,13.0,1,13.0,40,203,5.1,2,,isaiah-clay-1
497,Martell Pettaway*,West Virginia,Big 12,13,43,149,3.5,2,11.5,2,28,14.0,0,2.2,45,177,3.9,2,,martell-pettaway-1
498,Khari Blasingame,Vanderbilt,SEC,11,45,147,3.3,0,13.4,6,52,8.7,1,4.7,51,199,3.9,1,,khari-blasingame-1
499,Demarcus Kirk*,Georgia State,Sun Belt,11,25,145,5.8,2,13.2,0,0,,0,0.0,25,145,5.8,2,,demarcus-kirk-1
500,Jake Funk,Maryland,Big Ten,12,27,145,5.4,4,12.1,1,4,4.0,1,0.3,28,149,5.3,5,,jake-funk-1
501,Kado Brown,Georgia Southern,Sun Belt,6,53,145,2.7,2,24.2,0,0,,0,0.0,53,145,2.7,2,,kado-brown-1
502,Davon Tucker,Western Michigan,MAC,9,33,143,4.3,3,15.9,0,0,,0,0.0,33,143,4.3,3,,davon-tucker-1
503,Eno Benjamin*,Arizona State,Pac-12,10,23,142,6.2,1,14.2,5,15,3.0,0,1.5,28,157,5.6,1,,eno-benjamin-1
504,Jordan Whitehead,Pitt,ACC,9,22,142,6.5,1,15.8,2,7,3.5,0,0.8,24,149,6.2,1,,jordan-whitehead-1
505,Kyler Murray*,Oklahoma,Big 12,7,14,142,10.1,0,20.3,0,0,,0,0.0,14,142,10.1,0,,kyler-murray-1
506,Matt Alviti*,Northwestern,Big Ten,5,13,142,10.9,1,28.4,0,0,,0,0.0,13,142,10.9,1,,matt-alviti-1
507,Tevaka Tuioti,New Mexico,MWC,8,28,142,5.1,1,17.8,0,0,,0,0.0,28,142,5.1,1,,tevaka-tuioti-1
