Rk,School,G,Pts,Cmp,Att,Pct,Yds,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,Pass,Rush,Pen,Tot,No.,Yds,Fum,Int,Tot
11,Washington State,13,37.8,38.8,54.6,71.1,437.2,3.8,16.2,68.1,4.2,0.9,70.8,505.2,7.1,19.8,4.2,1.8,25.8,5.8,56.0,0.7,1.2,1.9
12,Navy,13,37.2,4.2,7.9,53.4,95.2,0.8,59.3,360.7,6.1,4.0,67.2,455.9,6.8,3.2,17.8,0.9,22.0,4.2,35.3,1.0,0.3,1.3
13,Notre Dame,13,36.8,19.5,32.0,60.8,252.2,2.8,36.4,179.0,4.9,1.5,68.4,431.2,6.3,10.4,8.8,1.8,20.9,6.5,52.8,0.4,0.5,0.8
14,Florida Atlantic,14,36.4,22.4,35.9,62.5,282.6,2.1,39.1,166.8,4.3,2.3,74.9,449.4,6.0,12.9,8.9,1.8,23.6,6.8,62.1,0.3,0.6,0.9
15,Penn State,13,35.8,16.7,28.4,58.8,221.3,1.9,39.3,192.0,4.9,2.6,67.7,413.3,6.1,10.3,9.7,1.4,21.2,4.4,45.3,0.4,0.7,1.1
16,Oregon,14,35.4,21.3,31.8,67.0,258.2,2.5,36.1,177.3,4.9,1.9,67.9,435.5,6.4,12.1,8.9,1.9,22.9,6.1,61.6,0.4,0.4,0.8
17,Texas,13,35.2,23.5,36.2,65.1,289.3,2.5,36.8,177.2,4.8,1.9,72.9,466.5,6.4,13.1,10.0,1.9,25.0,7.3,68.5,0.3,0.8,1.1
18,Ball State,12,34.8,19.9,31.1,64.1,243.6,2.0,44.2,221.3,5.0,2.3,75.3,464.8,6.2,11.4,9.8,2.2,24.3,5.9,53.0,0.8,0.6,1.3
19,Boise State,14,34.7,20.5,33.1,61.9,261.7,2.2,37.6,167.6,4.5,1.9,70.7,429.4,6.1,11.4,9.7,1.6,22.7,5.5,50.7,0.6,0.8,1.4
20,Ohio,13,34.3,15.6,25.8,60.6,220.5,1.6,40.5,221.8,5.5,2.8,66.2,442.2,6.7,9.7,11.4,1.8,22.8,5.4,48.2,1.0,0.5,1.5
21,Air Force,13,34.1,5.2,9.7,54.0,123.2,1.1,58.0,299.0,5.2,3.2,67.7,422.2,6.2,4.0,17.5,0.5,22.0,3.2,28.3,0.9,0.5,1.4
22,Minnesota,13,34.1,16.3,24.8,65.6,253.3,2.4,43.1,178.7,4.1,1.9,67.9,432.0,6.4,10.9,10.4,1.3,22.6,4.3,38.6,0.5,0.6,1.2
23,Wisconsin,14,34.1,17.6,25.1,70.1,200.1,1.3,43.3,233.7,5.4,2.7,68.4,433.9,6.3,9.6,12.4,0.9,22.9,4.9,45.4,1.2,0.4,1.6
24,Hawaii,15,33.9,26.4,42.3,62.4,337.1,2.8,27.7,134.7,4.9,1.4,70.1,471.8,6.7,14.7,8.3,1.3,24.5,6.9,61.2,0.9,1.1,2.0
25,Troy,12,33.8,26.3,40.9,64.4,313.2,2.5,33.3,145.3,4.4,1.6,74.2,458.4,6.2,13.7,8.5,2.3,24.5,5.3,50.3,0.6,0.9,1.5
26,Arkansas State,13,33.7,22.9,36.1,63.5,312.1,2.8,35.1,127.2,3.6,1.0,71.2,439.3,6.2,12.8,7.4,1.9,22.1,7.6,70.5,0.8,0.8,1.7
27,Baylor,14,33.6,19.8,31.7,62.4,255.1,1.7,36.0,166.4,4.6,2.5,67.7,421.5,6.2,10.8,9.2,2.3,22.0,6.5,55.6,0.8,0.6,1.4
28,Auburn,13,33.2,17.6,30.5,57.8,207.5,1.5,42.1,199.4,4.7,2.4,72.5,406.8,5.6,9.5,10.4,1.6,21.5,7.1,55.2,0.8,0.5,1.3
29,Florida,13,33.2,24.4,35.9,67.9,300.8,2.5,30.4,130.0,4.3,1.6,66.3,430.8,6.5,13.5,6.8,2.5,22.9,5.2,47.5,0.6,0.8,1.4
30,Louisville,13,33.1,13.6,23.2,58.8,234.2,2.5,43.7,213.8,4.9,1.8,66.8,448.0,6.7,8.8,10.0,1.5,20.2,7.2,60.0,0.8,0.7,1.5
31,North Carolina,13,33.1,20.4,33.2,61.5,285.8,3.0,40.6,188.2,4.6,0.9,73.8,474.0,6.4,12.8,10.1,1.3,24.2,6.2,53.9,0.4,0.5,0.9
32,Tulane,13,33.1,15.2,25.8,58.6,206.1,1.5,46.9,244.7,5.2,2.5,72.8,450.8,6.2,9.0,12.8,1.2,23.0,7.9,67.9,0.6,0.8,1.4
33,Western Michigan,13,33.1,18.9,31.8,59.6,240.6,1.6,38.7,205.1,5.3,2.7,70.5,445.7,6.3,10.2,10.2,1.8,22.2,6.3,58.4,0.5,0.6,1.1
34,Liberty,13,32.8,19.8,34.8,56.9,288.9,2.2,33.0,151.2,4.6,1.9,67.8,440.2,6.5,12.4,7.6,2.2,22.2,6.8,60.5,0.6,0.6,1.2
35,Louisiana Tech,13,32.5,21.9,35.2,62.2,268.5,1.6,36.5,168.4,4.6,2.1,71.8,436.8,6.1,12.2,9.2,2.1,23.4,5.5,47.0,0.7,0.8,1.5
36,Oklahoma State,13,32.5,17.8,27.8,64.1,224.3,1.8,43.2,229.6,5.3,2.1,71.1,453.9,6.4,8.5,11.0,2.5,22.0,5.2,47.1,0.6,0.9,1.5
37,USC,13,32.5,28.1,39.5,71.0,335.8,2.7,30.1,118.2,3.9,1.4,69.6,454.0,6.5,14.1,7.1,2.0,23.2,6.9,69.3,0.8,1.2,2.0
38,Utah,14,32.3,16.6,22.9,72.6,227.6,1.4,42.2,201.4,4.8,2.4,65.1,429.0,6.6,8.9,10.5,2.1,21.5,6.7,55.4,0.6,0.3,0.9
39,Iowa State,13,32.2,24.2,37.2,65.2,311.3,2.2,31.6,133.3,4.2,1.7,68.8,444.6,6.5,14.5,6.7,1.8,22.9,4.7,38.2,0.5,0.7,1.2
40,Virginia,14,32.1,24.0,37.1,64.7,267.1,1.6,31.6,121.2,3.8,2.0,68.6,388.4,5.7,12.8,6.4,2.0,21.1,4.7,43.7,0.4,1.1,1.5
41,Washington,13,32.0,20.2,31.6,64.0,243.4,1.8,35.2,149.5,4.2,1.8,66.8,392.9,5.9,10.7,8.4,1.2,20.3,6.1,49.2,0.5,0.6,1.1
42,Indiana,13,31.8,24.7,36.4,67.9,302.4,1.8,35.7,130.8,3.7,1.8,72.1,433.2,6.0,13.1,8.2,2.2,23.4,6.8,63.8,0.5,0.7,1.2
43,Wake Forest,13,31.8,21.7,36.1,60.1,288.3,2.4,45.1,175.7,3.9,1.4,81.2,464.0,5.7,12.6,9.3,1.7,23.6,4.4,35.4,0.3,1.0,1.3
44,Michigan,13,31.7,17.5,31.5,55.6,250.8,1.9,37.8,151.2,4.0,2.0,69.3,402.1,5.8,11.1,8.3,2.8,22.0,6.2,49.9,0.8,0.7,1.5
45,Louisiana-Monroe,12,31.6,20.4,34.3,59.6,253.4,1.8,37.9,207.7,5.5,2.4,72.2,461.1,6.4,10.8,10.1,1.8,22.7,7.9,64.4,0.5,1.0,1.5
46,Buffalo,13,31.5,11.5,21.4,54.0,138.1,1.1,50.7,250.5,4.9,2.8,72.1,388.5,5.4,6.4,13.3,1.5,21.2,4.9,44.6,0.6,0.5,1.1
47,Georgia State,13,31.2,18.3,29.6,61.8,198.2,1.7,45.8,241.6,5.3,2.3,75.5,439.8,5.8,9.9,12.2,1.3,23.5,4.3,42.8,0.5,0.7,1.2
48,Oregon State,12,31.2,21.7,35.0,61.9,255.1,2.5,34.0,157.0,4.6,1.8,69.0,412.1,6.0,11.7,9.3,1.4,22.3,6.5,58.5,0.2,0.3,0.5
49,Georgia,14,30.8,18.2,29.6,61.4,223.0,1.9,37.1,185.9,5.0,1.5,66.8,408.9,6.1,10.3,9.1,1.7,21.1,5.4,49.1,0.5,0.4,0.9
50,Virginia Tech,13,30.8,14.2,24.5,58.2,209.1,1.7,43.5,176.1,4.1,1.6,67.9,385.2,5.7,8.3,9.6,2.0,19.9,5.3,46.6,1.2,0.6,1.8
51,Houston,12,30.7,14.7,26.0,56.4,203.3,1.6,38.4,189.3,4.9,1.7,64.4,392.6,6.1,8.2,9.4,1.9,19.4,4.8,48.3,0.8,1.0,1.8
52,North Texas,12,30.6,23.6,37.8,62.3,283.3,2.8,32.9,135.7,4.1,0.9,70.8,419.0,5.9,12.5,7.3,1.3,21.1,5.3,56.0,0.6,1.0,1.6
53,Texas Tech,12,30.5,28.5,44.3,64.4,324.7,2.0,33.7,149.6,4.4,1.7,77.9,474.3,6.1,14.6,8.3,2.0,24.8,6.3,57.9,0.6,0.7,1.3
54,Central Michigan,14,30.4,20.7,33.8,61.3,252.2,1.4,37.3,183.0,4.9,2.6,71.1,435.2,6.1,11.4,8.7,2.1,22.3,8.4,66.1,1.2,0.9,2.1
55,Coastal Carolina,12,30.3,18.1,27.8,65.0,198.3,1.8,43.3,195.9,4.5,2.0,71.1,394.2,5.5,9.3,11.6,1.3,22.1,5.6,48.8,0.7,0.8,1.4
56,TCU,12,30.3,17.6,32.9,53.4,203.7,1.3,42.5,204.0,4.8,1.9,75.4,407.7,5.4,8.9,10.6,1.9,21.4,6.5,61.3,0.8,0.9,1.7
57,San Jose State,12,30.1,25.4,41.5,61.2,338.0,2.0,25.3,89.9,3.5,1.6,66.8,427.9,6.4,14.3,5.2,2.2,21.6,6.2,50.7,0.4,0.7,1.1
58,Fresno State,12,30.0,20.1,31.1,64.6,226.7,1.4,32.5,159.7,4.9,2.3,63.6,386.3,6.1,10.2,7.3,1.9,19.3,6.3,52.8,0.6,0.9,1.5
59,Charlotte,13,29.8,15.0,24.6,60.9,211.5,1.8,40.5,203.8,5.0,2.0,65.1,415.2,6.4,9.2,9.9,1.7,20.8,5.2,45.7,0.3,1.1,1.4
60,Cincinnati,14,29.6,14.9,26.9,55.2,182.3,1.4,44.0,208.0,4.7,2.1,70.9,390.3,5.5,7.9,11.4,1.5,20.8,8.8,69.8,0.6,0.8,1.4
61,Kansas State,13,29.6,13.9,23.3,59.7,180.9,0.9,41.0,179.5,4.4,2.2,64.3,360.5,5.6,8.9,9.0,1.6,19.5,5.9,52.2,0.7,0.4,1.1
62,Texas A&M,13,29.5,21.0,34.8,60.4,235.4,1.7,32.5,159.8,4.9,1.8,67.3,395.2,5.9,11.7,8.8,1.6,22.1,6.7,55.4,0.8,0.8,1.5
63,Eastern Michigan,13,29.2,24.1,35.8,67.3,283.2,2.1,32.1,122.5,3.8,1.6,67.8,405.6,6.0,12.8,7.1,2.0,21.8,4.5,40.8,0.4,0.9,1.3
64,Kent State,13,29.2,18.4,27.4,67.1,219.2,1.8,42.2,186.5,4.4,1.3,69.5,405.7,5.8,8.9,10.4,2.5,21.8,6.2,59.4,0.8,0.2,0.9
65,Utah State,13,29.2,24.2,38.8,62.5,279.1,1.7,35.0,155.1,4.4,1.4,73.8,434.2,5.9,12.0,8.8,1.5,22.2,5.7,47.3,0.6,1.4,2.0
66,Boston College,13,29.0,12.4,23.5,52.8,176.0,1.5,50.2,254.2,5.1,2.1,73.6,430.2,5.8,7.2,13.2,0.8,21.2,5.0,37.0,0.5,0.5,1.0
67,Army,13,28.5,4.5,9.7,46.8,82.0,0.5,57.2,297.2,5.2,3.5,66.8,379.2,5.7,2.9,16.9,1.2,20.9,4.6,38.2,0.8,0.5,1.4
68,Brigham Young,13,28.5,22.8,36.0,63.2,284.7,1.5,35.5,160.2,4.5,1.9,71.5,444.8,6.2,13.1,8.2,1.3,22.6,6.1,51.4,0.8,0.8,1.6
69,Syracuse,12,28.3,20.8,34.0,61.3,240.6,1.9,41.8,154.0,3.7,1.3,75.8,394.6,5.2,9.8,8.2,2.0,19.9,8.9,73.9,0.8,0.6,1.3
70,Georgia Southern,13,28.2,6.2,11.9,51.6,74.5,0.7,51.2,252.8,4.9,2.2,63.2,327.2,5.2,3.5,12.2,1.4,17.1,5.1,43.2,0.8,0.1,0.8
71,Colorado State,12,28.1,23.3,37.2,62.8,305.3,1.8,32.9,132.2,4.0,1.5,70.1,437.4,6.2,13.1,6.6,1.8,21.5,6.7,65.4,1.1,0.9,2.0
72,Nebraska,12,28.0,16.2,26.9,60.1,212.6,1.0,45.0,204.5,4.5,2.3,71.9,417.1,5.8,8.9,10.3,1.7,20.8,5.1,43.2,1.0,0.8,1.8
73,Florida State,13,27.9,21.5,33.2,64.6,267.6,1.8,36.7,140.7,3.8,1.8,69.9,408.3,5.8,10.6,8.1,1.9,20.4,9.2,73.3,0.6,1.0,1.6
74,Mississippi State,13,27.6,14.3,24.2,59.0,179.5,1.5,40.7,220.7,5.4,2.1,64.9,400.2,6.2,8.6,11.2,1.8,21.5,5.5,44.5,1.0,0.8,1.8
75,Toledo,12,27.3,16.1,28.3,56.9,209.6,1.3,42.9,225.3,5.2,2.3,71.2,434.8,6.1,9.7,10.5,1.6,21.8,5.6,50.3,1.0,0.6,1.6
76,Kentucky,13,27.2,9.8,19.8,49.8,113.7,0.7,43.9,279.1,6.4,2.8,63.7,392.8,6.2,5.1,12.7,1.6,19.4,5.8,50.8,0.9,0.6,1.5
77,Arizona,12,26.9,21.8,35.2,61.8,266.1,1.9,37.5,174.1,4.6,1.6,72.7,440.2,6.1,11.8,9.3,1.7,22.8,6.3,56.4,0.5,1.0,1.5
78,East Carolina,12,26.8,22.5,37.6,59.9,288.8,1.8,37.2,142.0,3.8,1.0,74.8,430.8,5.8,12.7,8.3,3.1,24.0,5.9,51.3,0.6,0.8,1.4
79,Illinois,13,26.7,15.2,28.1,54.2,185.3,1.5,37.6,144.4,3.8,1.5,65.7,329.7,5.0,8.5,7.5,1.4,17.4,6.7,61.3,0.7,0.7,1.4
80,UCLA,12,26.7,21.7,35.5,61.0,255.5,1.8,40.8,150.2,3.7,1.5,76.3,405.7,5.3,11.4,9.3,1.8,22.4,6.8,55.3,0.8,1.0,1.8
81,Ole Miss,12,26.6,15.5,27.5,56.4,194.0,0.9,46.5,251.3,5.4,2.4,74.0,445.3,6.0,9.3,11.8,1.9,22.8,4.9,48.8,0.8,0.5,1.3
82,Southern Mississippi,13,26.6,22.4,33.7,66.4,289.5,1.5,33.2,117.8,3.6,1.3,66.8,407.3,6.1,11.8,5.7,1.5,18.9,6.3,57.5,0.7,1.3,2.0
83,Florida International,13,26.5,17.2,29.9,57.3,213.8,1.1,37.2,166.2,4.5,1.8,67.2,379.9,5.7,9.8,7.8,2.3,19.9,6.1,57.8,0.7,0.5,1.2
84,Tulsa,12,26.4,21.2,37.0,57.2,281.3,1.7,41.9,138.3,3.3,1.5,78.9,419.7,5.3,11.3,8.6,2.1,21.9,9.1,79.1,0.8,0.8,1.6
85,Middle Tennessee State,12,26.3,18.9,30.6,61.9,236.4,1.8,33.4,172.5,5.2,1.5,64.0,408.9,6.4,10.1,8.7,1.8,20.6,4.8,42.6,0.4,0.8,1.2
86,Temple,13,26.3,21.7,36.3,59.7,254.8,2.0,36.6,137.8,3.8,1.2,72.9,392.5,5.4,11.2,7.1,1.9,20.2,7.1,61.6,0.5,1.0,1.5
87,Iowa,13,25.8,18.7,31.6,59.1,228.9,1.2,34.8,137.6,3.9,1.3,66.5,366.5,5.5,10.5,7.6,1.2,19.1,4.3,32.4,0.4,0.5,0.9
88,Marshall,13,25.8,15.4,27.3,56.3,200.4,1.2,40.8,193.5,4.7,1.6,68.2,393.8,5.8,7.7,10.9,2.2,20.8,5.8,52.3,0.5,0.8,1.4
89,Purdue,12,25.8,26.7,43.3,61.5,309.9,2.4,28.4,83.5,2.9,0.8,71.8,393.4,5.5,13.7,5.1,1.8,20.6,4.6,37.7,0.7,1.3,1.9
90,Miami (FL),13,25.7,19.6,33.5,58.5,249.2,2.1,31.2,118.2,3.8,1.2,64.8,367.4,5.7,11.2,6.2,2.1,19.5,7.0,60.7,0.5,0.8,1.3
91,Western Kentucky,13,25.4,24.1,36.1,66.7,259.3,1.5,33.2,128.5,3.9,1.4,69.2,387.8,5.6,11.8,7.1,1.6,20.5,4.1,39.8,0.7,0.9,1.6
92,Wyoming,13,25.4,9.2,19.7,46.9,136.2,0.8,44.0,215.2,4.9,2.1,63.7,351.3,5.5,6.3,9.8,1.6,17.7,5.2,51.1,0.5,0.7,1.2
93,Duke,12,25.3,17.8,31.5,56.3,179.3,1.5,41.3,150.3,3.6,1.3,72.8,329.7,4.5,8.5,8.4,1.7,18.7,5.3,45.3,1.2,1.2,2.3
94,Maryland,12,25.3,14.3,28.5,50.3,174.0,1.3,35.4,169.4,4.8,1.9,63.9,343.4,5.4,7.3,7.7,1.8,16.8,5.8,48.8,0.8,1.0,1.8
95,Missouri,12,25.3,18.8,31.3,60.1,222.6,1.4,39.7,151.7,3.8,1.2,71.0,374.3,5.3,9.1,9.2,2.2,20.4,6.9,67.3,0.5,0.7,1.2
96,Arizona State,13,24.8,17.9,29.5,60.8,248.8,1.6,35.3,123.2,3.5,1.0,64.8,372.1,5.7,9.6,6.8,1.5,17.9,6.5,62.9,0.8,0.3,1.1
97,Tennessee,13,24.2,15.4,27.7,55.6,221.4,1.5,35.4,144.3,4.1,1.0,63.1,365.7,5.8,9.5,7.1,2.0,18.5,6.4,52.5,0.5,1.0,1.5
98,UNLV,12,24.2,17.3,32.3,53.6,206.2,1.7,36.8,168.3,4.6,1.4,69.2,374.5,5.4,8.2,9.3,1.8,19.3,5.4,44.7,0.5,1.0,1.5
99,Miami (OH),14,24.1,13.1,24.1,54.3,178.2,0.8,37.6,132.3,3.5,1.6,61.7,310.5,5.0,7.2,6.9,1.4,15.4,5.7,48.8,0.6,0.7,1.3
100,Colorado,12,23.5,21.4,34.3,62.5,238.2,1.5,36.3,150.3,4.1,1.2,70.6,388.5,5.5,10.6,9.1,1.8,21.4,7.1,60.5,0.3,0.9,1.2
101,Kansas,12,23.5,19.6,32.4,60.4,231.5,2.1,31.6,146.3,4.6,0.8,64.0,377.8,5.9,9.7,7.7,1.3,18.7,5.5,50.1,0.5,1.2,1.7
102,UAB,14,23.1,13.7,24.1,56.8,201.1,1.4,39.6,151.0,3.8,1.1,63.8,352.1,5.5,8.4,7.1,1.4,18.0,7.2,70.9,0.6,1.4,2.0
103,Northern Illinois,12,22.8,17.9,30.8,58.1,217.6,1.2,37.7,141.3,3.8,1.3,68.5,358.9,5.2,9.5,7.5,1.3,18.4,5.2,44.9,0.7,0.9,1.6
104,Michigan State,13,22.4,20.8,35.7,58.2,244.8,1.3,35.6,128.2,3.6,0.9,71.3,372.9,5.2,11.4,7.6,2.1,21.1,5.8,53.8,0.7,1.2,1.8
105,South Carolina,12,22.4,22.3,38.8,57.5,222.3,1.0,33.0,149.7,4.5,1.5,71.8,371.9,5.2,10.7,7.1,1.6,19.3,6.6,54.7,0.6,0.6,1.2
106,New Mexico,12,22.3,13.6,27.5,49.4,195.0,1.1,41.7,205.3,4.9,1.7,69.2,400.3,5.8,8.6,9.5,2.3,20.3,6.8,60.8,0.9,1.3,2.2
107,North Carolina State,12,22.1,20.3,38.6,52.7,229.1,1.2,34.7,151.4,4.4,1.2,73.3,380.5,5.2,10.3,9.3,2.2,21.7,5.9,52.3,0.9,0.8,1.8
108,New Mexico State,12,21.7,23.2,37.2,62.3,217.6,1.3,32.2,143.5,4.5,1.3,69.3,361.1,5.2,9.8,7.8,1.4,18.9,5.7,50.3,1.0,1.3,2.3
109,Stanford,12,21.7,23.0,37.0,62.2,262.4,1.5,28.8,105.7,3.7,0.7,65.8,368.1,5.6,10.9,6.8,2.0,19.7,6.3,48.8,0.4,0.7,1.1
110,Arkansas,12,21.4,16.8,33.9,49.6,192.9,1.2,31.3,147.3,4.7,1.2,65.2,340.2,5.2,9.3,6.7,2.3,18.3,5.1,41.0,0.5,1.3,1.8
111,Nevada,13,21.3,23.8,38.5,62.0,249.7,1.1,34.2,115.8,3.4,1.2,72.6,365.5,5.0,11.1,6.9,1.3,19.3,7.4,59.4,0.8,1.0,1.8
112,California,13,21.2,15.7,28.1,55.9,197.0,1.5,36.5,132.0,3.6,1.2,64.5,329.0,5.1,8.0,8.1,2.7,18.8,4.7,41.8,0.3,0.7,1.0
113,Pitt,13,21.2,24.3,39.5,61.6,261.7,1.3,33.7,119.2,3.5,0.8,73.2,380.9,5.2,11.7,6.9,2.1,20.7,7.8,68.3,0.9,0.8,1.7
114,San Diego State,13,21.2,19.5,30.5,63.7,202.6,1.2,41.0,141.3,3.4,0.9,71.5,343.9,4.8,9.8,8.8,1.4,19.9,6.0,50.4,0.2,0.5,0.6
115,South Florida,12,20.8,14.8,27.3,54.0,169.6,1.5,37.0,161.5,4.4,1.3,64.3,331.1,5.1,6.7,8.7,1.3,16.7,8.5,74.0,0.8,0.8,1.6
116,West Virginia,12,20.6,24.1,37.8,63.7,248.7,1.8,27.8,73.4,2.6,0.6,65.6,322.1,4.9,10.8,5.2,1.8,17.7,5.9,48.9,0.4,1.3,1.7
117,UTSA,12,20.3,17.8,30.5,58.2,182.4,1.1,37.4,163.8,4.4,1.3,67.9,346.3,5.1,8.3,8.5,1.3,18.0,7.4,69.1,1.0,0.9,1.9
118,Massachusetts,12,19.8,18.2,32.7,55.6,168.5,1.3,35.8,124.6,3.5,1.2,68.5,293.1,4.3,7.8,6.3,1.7,15.8,6.9,63.7,0.3,1.3,1.7
119,UTEP,12,19.6,14.8,27.5,53.6,191.0,0.8,36.2,143.4,4.0,1.5,63.7,334.4,5.3,8.7,7.8,1.3,17.8,6.7,61.5,0.5,0.7,1.2
120,Connecticut,12,18.9,19.0,31.8,59.7,216.0,1.2,35.5,128.9,3.6,1.1,67.3,344.9,5.1,9.2,7.6,1.9,18.7,6.2,51.5,0.6,1.3,1.8
121,South Alabama,12,18.4,12.4,23.5,52.8,158.8,1.2,42.5,171.4,4.0,1.3,66.0,330.3,5.0,6.9,8.8,2.3,18.0,5.8,45.0,0.9,0.9,1.8
122,Texas State,12,18.4,23.2,36.8,63.0,241.1,1.4,27.3,76.7,2.8,0.7,64.0,317.8,5.0,9.8,5.3,1.8,16.9,5.5,51.4,0.3,1.7,2.0
123,Rice,12,17.9,15.0,26.6,56.4,166.0,1.1,35.9,129.3,3.6,1.2,62.5,295.3,4.7,8.2,6.6,2.3,17.0,3.8,28.8,1.0,0.3,1.3
124,Georgia Tech,12,16.7,10.3,22.4,46.1,133.9,1.2,37.3,152.6,4.1,1.0,59.7,286.5,4.8,5.3,8.3,1.6,15.1,4.8,41.1,0.8,0.8,1.7
125,Vanderbilt,12,16.5,16.8,31.8,53.0,172.0,0.8,29.9,126.8,4.2,0.9,61.7,298.8,4.8,6.8,7.1,2.0,15.8,6.3,54.1,0.3,0.8,1.1
126,Northwestern,12,16.3,13.0,26.0,50.0,117.0,0.5,44.1,180.2,4.1,1.4,70.1,297.2,4.2,6.3,9.2,2.2,17.7,5.4,48.5,0.8,1.3,2.0
127,Old Dominion,12,16.3,17.3,31.6,54.6,176.4,0.4,35.8,98.6,2.8,1.3,67.3,275.0,4.1,8.7,6.3,1.9,16.9,5.9,60.3,0.6,1.0,1.6
128,Bowling Green State,12,16.0,15.8,28.0,56.3,157.3,0.8,41.4,162.5,3.9,1.3,69.4,319.8,4.6,7.3,8.6,1.1,17.0,7.0,59.2,0.5,1.3,1.8
129,Rutgers,12,13.3,12.8,23.2,55.4,139.3,0.6,37.8,134.3,3.6,0.9,61.0,273.7,4.5,5.7,6.5,1.2,13.3,6.3,59.1,0.7,1.3,1.9
130,Akron,12,10.5,17.1,33.2,51.5,195.2,1.0,27.3,48.0,1.8,0.2,60.4,243.2,4.0,7.6,4.3,1.1,12.9,6.7,53.3,1.0,1.2,2.2
