,,,,,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,-additional
Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
1322,Mossi Johnson*,UCLA,Pac-12,5,1,1,1.0,0,0.2,8,41,5.1,0,8.2,9,42,4.7,0,,mossi-johnson-1
1323,Reggie Davis*,Georgia,SEC,13,2,1,0.5,0,0.1,12,187,15.6,1,14.4,14,188,13.4,1,,reggie-davis-4
1324,Ryan Timmons,Kentucky,SEC,12,2,1,0.5,0,0.1,12,114,9.5,1,9.5,14,115,8.2,1,,ryan-timmons-1
1325,Squally Canada*,BYU,Ind,1,1,1,1.0,0,1.0,0,0,,0,0.0,1,1,1.0,0,,squally-canada-1
1326,T.J. Rahming*,Duke,ACC,12,1,1,1.0,0,0.1,43,571,13.3,2,47.6,44,572,13.0,2,,tj-rahming-1
1327,Wallace Gonzalez*,Utah,Pac-12,1,1,1,1.0,0,1.0,0,0,,0,0.0,1,1,1.0,0,,wallace-gonzalez-1
1328,Zack Greenlee,Fresno State,MWC,7,27,1,0.0,0,0.1,0,0,,0,0.0,27,1,0.0,0,,zack-greenlee-1
1329,Alvin Cornelius,Syracuse,ACC,12,1,0,0.0,0,0.0,6,56,9.3,0,4.7,7,56,8.0,0,,alvin-cornelius-1
1330,Anthony Melchiori,Kent State,MAC,12,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,anthony-melchiori-1
1331,Avery Sweeting*,Georgia State,Sun Belt,7,1,0,0.0,0,0.0,1,43,43.0,0,6.1,2,43,21.5,0,,avery-sweeting-1
1332,Blake Mack*,Arkansas State,Sun Belt,10,1,0,0.0,0,0.0,7,86,12.3,0,8.6,8,86,10.8,0,,blake-mack-1
1333,Bobby Wolford,Boston College,ACC,11,2,0,0.0,0,0.0,9,80,8.9,1,7.3,11,80,7.3,1,,bobby-wolford-1
1334,Bryce English*,Kansas State,Big 12,1,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,bryce-english-1
1335,Chris Qualls,Louisiana-Monroe,Sun Belt,13,2,0,0.0,0,0.0,0,0,,0,0.0,2,0,0.0,0,,chris-qualls-1
1336,Darren Andrews*,UCLA,Pac-12,12,1,0,0.0,0,0.0,42,429,10.2,1,35.8,43,429,10.0,1,,darren-andrews-1
1337,Dylan Collie,Hawaii,MWC,13,1,0,0.0,0,0.0,29,342,11.8,1,26.3,30,342,11.4,1,,dylan-collie-1
1338,Evan Schwan*,Penn State,Big Ten,12,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,evan-schwan-1
1339,Garrett Johnson,Kentucky,SEC,12,1,0,0.0,0,0.0,46,694,15.1,2,57.8,47,694,14.8,2,,garrett-johnson-3
1340,Jamal Lyles*,Michigan State,Big Ten,14,1,0,0.0,0,0.0,8,133,16.6,1,9.5,9,133,14.8,1,,jamal-lyles-1
1341,Joe Bacci*,Central Michigan,MAC,13,1,0,0.0,0,0.0,11,49,4.5,3,3.8,12,49,4.1,3,,joe-bacci-1
1342,Joseph Parker,Wyoming,MWC,12,1,0,0.0,0,0.0,7,68,9.7,0,5.7,8,68,8.5,0,,joseph-parker-2
1343,Josh Anderson*,Notre Dame,Ind,1,2,0,0.0,0,0.0,0,0,,0,0.0,2,0,0.0,0,,josh-anderson-3
1344,Keon Hatcher*,Arkansas,SEC,2,1,0,0.0,0,0.0,13,198,15.2,2,99.0,14,198,14.1,2,,keon-hatcher-1
1345,Kyle Foster*,Akron,MAC,13,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,kyle-foster-3
1346,Kyle Fulks*,Utah,Pac-12,7,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,kyle-fulks-1
1347,Ladarius Banks,Vanderbilt,SEC,11,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,ladarius-banks-1
1348,Logan Piper*,Houston,American,14,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,logan-piper-1
1349,Mark Saari*,Wisconsin,Big Ten,1,3,0,0.0,0,0.0,0,0,,0,0.0,3,0,0.0,0,,mark-saari-1
1350,Michael Scarnecchia,South Carolina,SEC,1,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,michael-scarnecchia-1
1351,Payne Sullins*,Texas Tech,Big 12,1,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,payne-sullins-1
1352,Rayvean Moore,New Mexico State,Sun Belt,9,1,0,0.0,0,0.0,9,80,8.9,0,8.9,10,80,8.0,0,,rayvean-moore-1
1353,Richie Cooper*,Akron,MAC,7,1,0,0.0,0,0.0,6,49,8.2,0,7.0,7,49,7.0,0,,richie-cooper-1
1354,Salanoa-Alo Wily,Nevada-Las Vegas,MWC,12,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,salanoa-alo-wily-1
1355,Trevon Pendleton*,Michigan State,Big Ten,14,1,0,0.0,0,0.0,4,94,23.5,1,6.7,5,94,18.8,1,,trevon-pendleton-1
1356,Xavian Marks*,Alabama,SEC,1,1,0,0.0,0,0.0,2,19,9.5,0,19.0,3,19,6.3,0,,xavian-marks-1
1357,Arthur Hart,Charlotte,CUSA,12,3,-1,-0.3,0,-0.1,0,0,,0,0.0,3,-1,-0.3,0,,arthur-hart-1
1358,Chuck Wade,Wake Forest,ACC,12,1,-1,-1.0,0,-0.1,33,348,10.5,1,29.0,34,347,10.2,1,,chuck-wade-1
1359,Drew Eckels*,Western Kentucky,CUSA,1,2,-1,-0.5,0,-1.0,0,0,,0,0.0,2,-1,-0.5,0,,drew-eckels-1
1360,Drew Riggleman*,Arizona,Pac-12,13,1,-1,-1.0,0,-0.1,0,0,,0,0.0,1,-1,-1.0,0,,drew-riggleman-1
1361,Hayden Plinke,UTEP,CUSA,11,1,-1,-1.0,0,-0.1,37,405,10.9,0,36.8,38,404,10.6,0,,hayden-plinke-2
1362,Hayden Rettig,Rutgers,Big Ten,5,7,-1,-0.1,1,-0.2,0,0,,0,0.0,7,-1,-0.1,1,,hayden-rettig-1
1363,Jay Lee*,Baylor,Big 12,13,1,-1,-1.0,0,-0.1,38,758,19.9,8,58.3,39,757,19.4,8,,jay-lee-1
1364,K.J. Carta-Samuels*,Washington,Pac-12,8,9,-1,-0.1,1,-0.1,0,0,,0,0.0,9,-1,-0.1,1,,kj-carta-samuels-1
1365,Matt Macksood*,Michigan State,Big Ten,14,1,-1,-1.0,0,-0.1,0,0,,0,0.0,1,-1,-1.0,0,,matt-macksood-1
1366,Samuel Benjamin*,Temple,American,14,2,-1,-0.5,0,-0.1,3,37,12.3,0,2.6,5,36,7.2,0,,samuel-benjamin-1
1367,Taven Bryan*,Florida,SEC,12,1,-1,-1.0,0,-0.1,0,0,,0,0.0,1,-1,-1.0,0,,taven-bryan-1
1368,Teldrick Morgan,New Mexico State,Sun Belt,9,2,-1,-0.5,0,-0.1,45,551,12.2,4,61.2,47,550,11.7,4,,teldrick-morgan-1
1369,Trey Dye*,BYU,Ind,12,4,-1,-0.3,0,-0.1,4,67,16.8,0,5.6,8,66,8.3,0,,trey-dye-1
1370,Alan Cross*,Memphis,American,13,1,-2,-2.0,0,-0.2,25,229,9.2,3,17.6,26,227,8.7,3,,alan-cross-2
1371,Austin Wilson,Syracuse,ACC,2,1,-2,-2.0,0,-1.0,0,0,,0,0.0,1,-2,-2.0,0,,austin-wilson-2
1372,Cody Tuttle,Eastern Michigan,MAC,12,1,-2,-2.0,0,-0.2,33,348,10.5,0,29.0,34,346,10.2,0,,cody-tuttle-1
1373,Connor Brewer,Virginia,ACC,2,2,-2,-1.0,0,-1.0,0,0,,0,0.0,2,-2,-1.0,0,,connor-brewer-1
1374,Devonte Robinson*,Utah State,MWC,12,4,-2,-0.5,0,-0.2,20,326,16.3,2,27.2,24,324,13.5,2,,devonte-robinson-1
1375,Donovan Harden*,Georgia State,Sun Belt,10,1,-2,-2.0,0,-0.2,39,725,18.6,5,72.5,40,723,18.1,5,,donovan-harden-2
1376,Gehrig Dieter*,Bowling Green,MAC,14,1,-2,-2.0,0,-0.1,94,1033,11.0,10,73.8,95,1031,10.9,10,,gehrig-dieter-1
1377,Jajuan Lawson*,New Mexico,MWC,1,1,-2,-2.0,0,-2.0,0,0,,0,0.0,1,-2,-2.0,0,,jajuan-lawson-1
1378,Jalen Robinette*,Air Force,MWC,14,2,-2,-1.0,0,-0.1,26,641,24.7,5,45.8,28,639,22.8,5,,jalen-robinette-1
1379,Jaylan Barbour*,Appalachian State,Sun Belt,13,1,-2,-2.0,0,-0.2,3,49,16.3,0,3.8,4,47,11.8,0,,jaylan-barbour-1
1380,John Burt,Texas,Big 12,12,1,-2,-2.0,0,-0.2,28,457,16.3,2,38.1,29,455,15.7,2,,john-burt-1
1381,Josh Magee,South Alabama,Sun Belt,12,1,-2,-2.0,0,-0.2,23,504,21.9,3,42.0,24,502,20.9,3,,josh-magee-1
1382,Khai Anderson*,Georgia State,Sun Belt,2,3,-2,-0.7,0,-1.0,0,0,,0,0.0,3,-2,-0.7,0,,khai-anderson-1
1383,Malcolm Lewis*,Miami (FL),ACC,9,1,-2,-2.0,0,-0.2,5,47,9.4,0,5.2,6,45,7.5,0,,malcolm-lewis-2
1384,Malik Rosier*,Miami (FL),ACC,7,14,-2,-0.1,0,-0.3,0,0,,0,0.0,14,-2,-0.1,0,,malik-rosier-1
1385,Matt Alviti*,Northwestern,Big Ten,2,3,-2,-0.7,0,-1.0,0,0,,0,0.0,3,-2,-0.7,0,,matt-alviti-1
1386,Ross Comis,Massachusetts,MAC,6,6,-2,-0.3,0,-0.3,0,0,,0,0.0,6,-2,-0.3,0,,ross-comis-1
1387,Tyrain Taylor,New Mexico State,Sun Belt,12,1,-2,-2.0,0,-0.2,39,691,17.7,4,57.6,40,689,17.2,4,,tyrain-taylor-1
1388,Tyreik Gray*,Houston,American,1,1,-2,-2.0,0,-2.0,2,24,12.0,0,24.0,3,22,7.3,0,,tyreik-gray-1
1389,Aleem Sunanon,South Alabama,Sun Belt,12,1,-3,-3.0,0,-0.3,0,0,,0,0.0,1,-3,-3.0,0,,aleem-sunanon-1
1390,Anthony Nixon,Maryland,Big Ten,12,1,-3,-3.0,0,-0.3,0,0,,0,0.0,1,-3,-3.0,0,,anthony-nixon-1
1391,B.J. Johnson*,Georgia Southern,Sun Belt,9,1,-3,-3.0,0,-0.3,15,249,16.6,0,27.7,16,246,15.4,0,,bj-johnson-3
1392,Bra'Lon Cherry*,North Carolina State,ACC,13,3,-3,-1.0,0,-0.2,22,288,13.1,0,22.2,25,285,11.4,0,,bralon-cherry-1
1393,Chris Barr*,South Florida,American,13,1,-3,-3.0,0,-0.2,23,200,8.7,1,15.4,24,197,8.2,1,,chris-barr-1
1394,Dalton Schomp,Florida Atlantic,CUSA,12,2,-3,-1.5,0,-0.3,0,0,,0,0.0,2,-3,-1.5,0,,dalton-schomp-1
1395,Delshawn McClellon*,Utah,Pac-12,13,1,-3,-3.0,0,-0.2,1,12,12.0,0,0.9,2,9,4.5,0,,delshawn-mcclellon-1
1396,Deondre Ford,Kansas,Big 12,2,5,-3,-0.6,0,-1.5,0,0,,0,0.0,5,-3,-0.6,0,,deondre-ford-1
1397,De'Vonte Haggerty,Louisiana-Monroe,Sun Belt,8,3,-3,-1.0,0,-0.4,2,17,8.5,0,2.1,5,14,2.8,0,,devonte-haggerty-1
1398,Erich Toth*,Indiana,Big Ten,13,1,-3,-3.0,0,-0.2,0,0,,0,0.0,1,-3,-3.0,0,,erich-toth-1
1399,Johnny Townsend*,Florida,SEC,14,1,-3,-3.0,0,-0.2,0,0,,0,0.0,1,-3,-3.0,0,,johnny-townsend-1
1400,Kamrin Solomon,Florida Atlantic,CUSA,12,1,-3,-3.0,0,-0.3,22,382,17.4,2,31.8,23,379,16.5,2,,kamrin-solomon-1
1401,Nate Iese*,UCLA,Pac-12,13,1,-3,-3.0,0,-0.2,11,96,8.7,0,7.4,12,93,7.8,0,,nate-iese-1
1402,Nyiakki Height*,Georgia State,Sun Belt,7,1,-3,-3.0,0,-0.4,8,122,15.3,0,17.4,9,119,13.2,0,,nyiakki-height-1
1403,Roberto Hinojosa,Georgia Tech,ACC,1,1,-3,-3.0,0,-3.0,0,0,,0,0.0,1,-3,-3.0,0,,roberto-hinojosa-1
1404,Ryan Longoria*,Georgia Southern,Sun Belt,13,1,-3,-3.0,0,-0.2,12,121,10.1,0,9.3,13,118,9.1,0,,ryan-longoria-1
1405,Tajae Sharpe,Massachusetts,MAC,12,1,-3,-3.0,0,-0.3,111,1319,11.9,5,109.9,112,1316,11.8,5,,tajae-sharpe-1
1406,Tim Digiorgio*,Temple,American,1,1,-3,-3.0,0,-3.0,0,0,,0,0.0,1,-3,-3.0,0,,tim-digiorgio-2
1407,A.J. Hughes*,Virginia Tech,ACC,13,1,-4,-4.0,0,-0.3,0,0,,0,0.0,1,-4,-4.0,0,,aj-hughes-1
1408,Conner Sullivan*,USC,Pac-12,14,1,-4,-4.0,0,-0.3,0,0,,0,0.0,1,-4,-4.0,0,,conner-sullivan-1
1409,Danny Anthrop,Purdue,Big Ten,12,2,-4,-2.0,0,-0.3,57,430,7.5,2,35.8,59,426,7.2,2,,danny-anthrop-1
1410,Donavan Hale*,Indiana,Big Ten,10,1,-4,-4.0,0,-0.4,1,10,10.0,0,1.0,2,6,3.0,0,,donavan-hale-1
1411,Frank Nutile*,Temple,American,3,1,-4,-4.0,0,-1.3,0,0,,0,0.0,1,-4,-4.0,0,,frank-nutile-1
1412,Kevonn Mabon,Ball State,MAC,12,2,-4,-2.0,0,-0.3,70,745,10.6,2,62.1,72,741,10.3,2,,kevonn-mabon-1
1413,Michael Means Jr.*,Akron,MAC,8,1,-4,-4.0,0,-0.5,5,61,12.2,0,7.6,6,57,9.5,0,,michael-means-jr-1
1414,Ryan Lamb*,Central Michigan,MAC,3,2,-4,-2.0,0,-1.3,0,0,,0,0.0,2,-4,-2.0,0,,ryan-lamb-1
1415,Zach Charme*,Washington State,Pac-12,13,1,-4,-4.0,0,-0.3,0,0,,0,0.0,1,-4,-4.0,0,,zach-charme-1
1416,Ben Grazen*,North Carolina State,ACC,6,1,-5,-5.0,0,-0.8,0,0,,0,0.0,1,-5,-5.0,0,,ben-grazen-1
1417,Casey Martin*,Southern Mississippi,CUSA,14,1,-5,-5.0,0,-0.4,80,925,11.6,7,66.1,81,920,11.4,7,,casey-martin-1
1418,Daniel Grochowski,Army,Ind,12,1,-5,-5.0,0,-0.4,0,0,,0,0.0,1,-5,-5.0,0,,daniel-grochowski-1
1419,Deon Cain*,Clemson,ACC,13,1,-5,-5.0,0,-0.4,34,582,17.1,5,44.8,35,577,16.5,5,,deon-cain-1
1420,Keaton Perry,Kansas,Big 12,2,2,-5,-2.5,0,-2.5,0,0,,0,0.0,2,-5,-2.5,0,,keaton-perry-1
1421,Laquon Treadwell*,Ole Miss,SEC,13,1,-5,-5.0,0,-0.4,82,1153,14.1,11,88.7,83,1148,13.8,11,,laquon-treadwell-1
1422,Von Pearson*,Tennessee,SEC,13,4,-5,-1.3,0,-0.4,38,409,10.8,3,31.5,42,404,9.6,3,,von-pearson-1
1423,Blake O'Neill*,Michigan,Big Ten,13,2,-6,-3.0,0,-0.5,0,0,,0,0.0,2,-6,-3.0,0,,blake-oneill-1
1424,Deandre Bell,Army,Ind,12,1,-6,-6.0,0,-0.5,7,166,23.7,1,13.8,8,160,20.0,1,,deandre-bell-1
1425,Greg Campbell Jr.,UTSA,CUSA,4,1,-6,-6.0,0,-1.5,1,3,3.0,0,0.8,2,-3,-1.5,0,,greg-campbell-3
1426,Zay Jones,East Carolina,American,12,1,-6,-6.0,0,-0.5,98,1099,11.2,5,91.6,99,1093,11.0,5,,isaiah-jones-2
1427,Michael Geiger*,Michigan State,Big Ten,13,1,-6,-6.0,0,-0.5,0,0,,0,0.0,1,-6,-6.0,0,,michael-geiger-1
1428,Michael Rector*,Stanford,Pac-12,14,1,-6,-6.0,0,-0.4,34,559,16.4,7,39.9,35,553,15.8,7,,michael-rector-1
1429,Nick Porebski,Oregon State,Pac-12,12,1,-6,-6.0,0,-0.5,0,0,,0,0.0,1,-6,-6.0,0,,nick-porebski-1
1430,Roderick Proctor*,Memphis,American,11,3,-6,-2.0,0,-0.5,26,332,12.8,0,30.2,29,326,11.2,0,,roderick-proctor-1
1431,Tyler Johnstone*,Oregon,Pac-12,13,1,-6,-6.0,0,-0.5,0,0,,0,0.0,1,-6,-6.0,0,,tyler-johnstone-1
1432,Xavier Hawkins,Oregon State,Pac-12,9,1,-6,-6.0,0,-0.7,3,24,8.0,0,2.7,4,18,4.5,0,,xavier-hawkins-1
1433,Yannis Routsas,UTSA,CUSA,12,1,-6,-6.0,0,-0.5,0,0,,0,0.0,1,-6,-6.0,0,,yannis-routsas-1
1434,Austin Carr*,Northwestern,Big Ten,12,1,-7,-7.0,0,-0.6,16,302,18.9,2,25.2,17,295,17.4,2,,austin-carr-1
1435,Bilal Marshall,Purdue,Big Ten,9,1,-7,-7.0,0,-0.8,7,72,10.3,0,8.0,8,65,8.1,0,,bilal-marshall-1
1436,Cole Freytag,UTEP,CUSA,11,1,-7,-7.0,0,-0.6,14,257,18.4,3,23.4,15,250,16.7,3,,cole-freytag-1
1437,Danny Woodson Jr.,South Alabama,Sun Belt,10,1,-7,-7.0,0,-0.7,19,253,13.3,1,25.3,20,246,12.3,1,,danny-woodson-jr-1
1438,Josh Greer,North Texas,CUSA,4,3,-7,-2.3,0,-1.8,0,0,,0,0.0,3,-7,-2.3,0,,josh-greer-1
1439,Ryan Frain,Illinois,Big Ten,12,1,-7,-7.0,0,-0.6,0,0,,0,0.0,1,-7,-7.0,0,,ryan-frain-1
1440,Tim Boyle*,Connecticut,American,10,6,-7,-1.2,0,-0.7,0,0,,0,0.0,6,-7,-1.2,0,,tim-boyle-1
1441,Blake Kemp,East Carolina,American,11,39,-8,-0.2,2,-0.7,0,0,,0,0.0,39,-8,-0.2,2,,blake-kemp-1
1442,Dante Pettis*,Washington,Pac-12,13,1,-8,-8.0,0,-0.6,30,414,13.8,1,31.8,31,406,13.1,1,,dante-pettis-1
1443,Frederick Gammage*,Arizona State,Pac-12,6,2,-8,-4.0,0,-1.3,4,44,11.0,0,7.3,6,36,6.0,0,,frederick-gammage-1
1444,Jacob Ambrose*,Northern Illinois,MAC,14,1,-8,-8.0,0,-0.6,0,0,,0,0.0,1,-8,-8.0,0,,jacob-ambrose-1
1445,Jared Goff*,California,Pac-12,13,56,-8,-0.1,0,-0.6,1,11,11.0,0,0.8,57,3,0.1,0,,jared-goff-1
1446,Marcus Davis*,Auburn,SEC,13,1,-8,-8.0,0,-0.6,30,181,6.0,1,13.9,31,173,5.6,1,,marcus-davis-3
1447,Tyler Wiegers*,Iowa,Big Ten,4,1,-8,-8.0,0,-2.0,0,0,,0,0.0,1,-8,-8.0,0,,tyler-wiegers-1
1448,Andrew Gantz*,Cincinnati,American,13,1,-9,-9.0,0,-0.7,0,0,,0,0.0,1,-9,-9.0,0,,andrew-gantz-1
1449,Dane Evans*,Tulsa,American,13,96,-9,-0.1,2,-0.7,0,0,,0,0.0,96,-9,-0.1,2,,dane-evans-1
1450,Demornay Pierson-El*,Nebraska,Big Ten,5,3,-9,-3.0,0,-1.8,12,111,9.3,1,22.2,15,102,6.8,1,,demornay-pierson-el-1
1451,Dijon Paschal*,Arkansas State,Sun Belt,13,1,-9,-9.0,0,-0.7,28,541,19.3,3,41.6,29,532,18.3,3,,dijon-paschal-1
1452,Koy Detmer Jr.*,BYU,Ind,1,1,-9,-9.0,0,-9.0,0,0,,0,0.0,1,-9,-9.0,0,,koy-detmer-jr-1
1453,Royce Caldwell,New Mexico State,Sun Belt,10,1,-9,-9.0,0,-0.9,22,272,12.4,1,27.2,23,263,11.4,1,,royce-caldwell-1
1454,Steven Sims Jr.,Kansas,Big 12,11,1,-9,-9.0,0,-0.8,30,349,11.6,2,31.7,31,340,11.0,2,,steven-sims-jr-1
1455,Taywan Taylor*,Western Kentucky,CUSA,14,7,-9,-1.3,0,-0.6,86,1467,17.1,17,104.8,93,1458,15.7,17,,taywan-taylor-1
1456,Brad Stewart,Georgia Tech,ACC,12,1,-10,-10.0,0,-0.8,7,93,13.3,0,7.8,8,83,10.4,0,,brad-stewart-2
1457,Chris Davis*,New Mexico,MWC,9,1,-10,-10.0,0,-1.1,6,65,10.8,0,7.2,7,55,7.9,0,,chris-davis-12
1458,Conner Floyd*,Tulsa,American,13,2,-10,-5.0,0,-0.8,45,458,10.2,3,35.2,47,448,9.5,3,,conner-floyd-1
1459,Devin Powell,Tulane,American,5,4,-10,-2.5,0,-2.0,0,0,,0,0.0,4,-10,-2.5,0,,devin-powell-1
1460,Jonathan Parker*,Iowa,Big Ten,6,2,-10,-5.0,0,-1.7,0,0,,0,0.0,2,-10,-5.0,0,,jonathan-parker-1
1461,Peter Picerelli,Tulane,American,12,1,-10,-10.0,0,-0.8,0,0,,0,0.0,1,-10,-10.0,0,,peter-picerelli-1
1462,Zachary Block,Tulane,American,8,1,-10,-10.0,0,-1.3,0,0,,0,0.0,1,-10,-10.0,0,,zachary-block-1
1463,Joe Gray*,San Jose State,MWC,6,16,-11,-0.7,1,-1.8,0,0,,0,0.0,16,-11,-0.7,1,,joe-gray-1
1464,Anthony Torres,New Mexico State,Sun Belt,12,1,-12,-12.0,0,-1.0,0,0,,0,0.0,1,-12,-12.0,0,,anthony-torres-1
1465,J.J. Cosentino*,Florida State,ACC,3,2,-12,-6.0,0,-4.0,0,0,,0,0.0,2,-12,-6.0,0,,jj-cosentino-1
1466,Danny Cameron*,Indiana,Big Ten,1,1,-13,-13.0,0,-13.0,0,0,,0,0.0,1,-13,-13.0,0,,danny-cameron-1
1467,Daxx Garman,Maryland,Big Ten,2,11,-13,-1.2,0,-6.5,0,0,,0,0.0,11,-13,-1.2,0,,daxx-garman-1
1468,Matthew Wyman,Kansas,Big 12,12,1,-13,-13.0,0,-1.1,0,0,,0,0.0,1,-13,-13.0,0,,matthew-wyman-1
1469,Tabari Hines,Wake Forest,ACC,12,3,-13,-4.3,0,-1.1,32,366,11.4,3,30.5,35,353,10.1,3,,tabari-hines-1
1470,Ryan Kay,Troy,Sun Belt,12,1,-14,-14.0,0,-1.2,0,0,,0,0.0,1,-14,-14.0,0,,ryan-kay-1
1471,James O'Hagan,Buffalo,MAC,12,1,-16,-16.0,0,-1.3,0,0,,0,0.0,1,-16,-16.0,0,,james-ohagan-1
1472,Alex Egan,Ball State,MAC,4,1,-17,-17.0,0,-4.3,0,0,,0,0.0,1,-17,-17.0,0,,alex-egan-1
1473,Bart Houston*,Wisconsin,Big Ten,7,4,-17,-4.3,0,-2.4,0,0,,0,0.0,4,-17,-4.3,0,,bart-houston-1
1474,Brice Ramsey*,Georgia,SEC,11,3,-17,-5.7,0,-1.5,0,0,,0,0.0,3,-17,-5.7,0,,brice-ramsey-1
1475,John Johnson,Troy,Sun Belt,12,1,-17,-17.0,0,-1.4,23,258,11.2,0,21.5,24,241,10.0,0,,john-johnson-14
1476,Peyton Bender*,Washington State,Pac-12,5,3,-18,-6.0,0,-3.6,0,0,,0,0.0,3,-18,-6.0,0,,peyton-bender-1
1477,Ford Childress,Fresno State,MWC,2,2,-19,-9.5,0,-9.5,0,0,,0,0.0,2,-19,-9.5,0,,ford-childress-1
1478,Jordan Gehrke,Colorado,Pac-12,3,7,-19,-2.7,0,-6.3,0,0,,0,0.0,7,-19,-2.7,0,,jordan-gehrke-1
1479,Josh Williams,SMU,American,9,1,-19,-19.0,0,-2.1,0,0,,0,0.0,1,-19,-19.0,0,,josh-williams-9
1480,Nolan Genovese*,Middle Tennessee State,CUSA,4,1,-22,-22.0,0,-5.5,0,0,,0,0.0,1,-22,-22.0,0,,nolan-genovese-1
1481,Tyler Stehling,Rice,CUSA,6,9,-22,-2.4,0,-3.7,0,0,,0,0.0,9,-22,-2.4,0,,tyler-stehling-1
1482,Andrew McNulty,North Texas,CUSA,8,26,-23,-0.9,0,-2.9,0,0,,0,0.0,26,-23,-0.9,0,,andrew-mcnulty-1
1483,Nick Schuessler*,Clemson,ACC,5,6,-23,-3.8,0,-4.6,0,0,,0,0.0,6,-23,-3.8,0,,nick-schuessler-1
1484,Evan Wilson*,South Florida,American,6,1,-24,-24.0,0,-4.0,0,0,,0,0.0,1,-24,-24.0,0,,evan-wilson-2
1485,Korey Durkee*,Washington,Pac-12,13,1,-27,-27.0,0,-2.1,0,0,,0,0.0,1,-27,-27.0,0,,korey-durkee-1
1486,Tyler Harris,UCF,American,6,5,-28,-5.6,0,-4.7,1,-2,-2.0,0,-0.3,6,-30,-5.0,0,,tyler-harris-2
1487,Zack Oliver*,Northwestern,Big Ten,6,8,-30,-3.8,1,-5.0,0,0,,0,0.0,8,-30,-3.8,1,,zack-oliver-1
1488,Dallas Davis,South Alabama,Sun Belt,6,16,-31,-1.9,0,-5.2,0,0,,0,0.0,16,-31,-1.9,0,,dallas-davis-2
1489,Kyle Shurmur,Vanderbilt,SEC,6,14,-33,-2.4,0,-5.5,0,0,,0,0.0,14,-33,-2.4,0,,kyle-shurmur-1
1490,Cade Apsay,Colorado,Pac-12,5,27,-35,-1.3,0,-7.0,0,0,,0,0.0,27,-35,-1.3,0,,cade-apsay-1
1491,Everett Golson*,Florida State,ACC,9,47,-35,-0.7,0,-3.9,0,0,,0,0.0,47,-35,-0.7,0,,everett-golson-1
1492,Mason Rudolph*,Oklahoma State,Big 12,13,67,-35,-0.5,1,-2.7,1,7,7.0,0,0.5,68,-28,-0.4,1,,mason-rudolph-1
1493,Ryker Fyfe*,Nebraska,Big Ten,2,7,-35,-5.0,0,-17.5,0,0,,0,0.0,7,-35,-5.0,0,,ryker-fyfe-1
1494,Shuler Bentley,Old Dominion,CUSA,10,45,-36,-0.8,2,-3.6,0,0,,0,0.0,45,-36,-0.8,2,,shuler-bentley-1
1495,Chris Laviano,Rutgers,Big Ten,12,65,-38,-0.6,0,-3.2,1,5,5.0,1,0.4,66,-33,-0.5,1,,chris-laviano-1
1496,Greyson Lambert*,Georgia,SEC,12,29,-39,-1.3,1,-3.3,0,0,,0,0.0,29,-39,-1.3,1,,greyson-lambert-1
1497,Maxwell Smith*,San Diego State,MWC,12,32,-44,-1.4,2,-3.7,1,7,7.0,1,0.6,33,-37,-1.1,3,,maxwell-smith-1
1498,Kyle Bolin*,Louisville,ACC,7,16,-59,-3.7,0,-8.4,0,0,,0,0.0,16,-59,-3.7,0,,kyle-bolin-1
1499,Joe Licata,Buffalo,MAC,12,33,-60,-1.8,1,-5.0,0,0,,0,0.0,33,-60,-1.8,1,,joe-licata-1
1500,Bo Schneider,UCF,American,8,16,-62,-3.9,0,-7.8,0,0,,0,0.0,16,-62,-3.9,0,,bo-schneider-1
1501,Billy Bahl,Miami (OH),MAC,11,39,-70,-1.8,0,-6.4,1,18,18.0,0,1.6,40,-52,-1.3,0,,billy-bahl-1
1502,Sean Maguire*,Florida State,ACC,8,7,-71,-10.1,0,-8.9,0,0,,0,0.0,7,-71,-10.1,0,,sean-maguire-1
1503,Brett Rypien*,Boise State,MWC,11,40,-72,-1.8,1,-6.5,1,-10,-10.0,1,-0.9,41,-82,-2.0,2,,brett-rypien-1
1504,Ryan Willis,Kansas,Big 12,10,59,-79,-1.3,0,-7.9,0,0,,0,0.0,59,-79,-1.3,0,,ryan-willis-2
1505,Christian Hackenberg*,Penn State,Big Ten,13,66,-80,-1.2,2,-6.2,1,14,14.0,1,1.1,67,-66,-1.0,3,,christian-hackenberg-1
