Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
324,Feleipe Franks,Arkansas,SEC,10,105,204,1.9,1,20.4,0,0,,0,0.0,105,204,1.9,1,,feleipe-franks-1
325,Nathaniel Peat,Stanford,Pac-12,6,29,204,7.0,1,34.0,0,0,,0,0.0,29,204,7.0,1,,nathaniel-peat-1
326,Nick Nash,San Jose State,MWC,8,40,204,5.1,1,25.5,0,0,,0,0.0,40,204,5.1,1,,nick-nash-1
327,Trevor Lawrence,Clemson,ACC,10,68,203,3.0,8,20.3,1,8,8.0,0,0.8,69,211,3.1,8,H-2,trevor-lawrence-1
328,Johnny Langan,Rutgers,Big Ten,9,56,201,3.6,4,22.3,2,10,5.0,0,1.1,58,211,3.6,4,,johnny-langan-1
329,Connor Heyward,Michigan State,Big Ten,7,65,200,3.1,0,28.6,18,71,3.9,2,10.1,83,271,3.3,2,,connor-heyward-1
330,D.J. Williams,Auburn,SEC,7,38,199,5.2,3,28.4,7,40,5.7,0,5.7,45,239,5.3,3,,dj-williams-7
331,Emari Demercado,TCU,Big 12,8,46,199,4.3,0,24.9,10,110,11.0,0,13.8,56,309,5.5,0,,emari-demercado-1
332,Craig Williams,Baylor,Big 12,4,26,197,7.6,2,49.3,0,0,,0,0.0,26,197,7.6,2,,craig-williams-2
333,Justin Tomlin,Georgia Southern,Sun Belt,8,38,197,5.2,1,24.6,0,0,,0,0.0,38,197,5.2,1,,justin-tomlin-1
334,Pooka Williams,Kansas,Big 12,4,51,196,3.8,2,49.0,6,31,5.2,0,7.8,57,227,4.0,2,,pooka-williams-1
335,Andrew Peasley,Utah State,MWC,5,22,195,8.9,1,39.0,0,0,,0,0.0,22,195,8.9,1,,andrew-peasley-1
336,Juma Otoviano,Rice,CUSA,2,45,195,4.3,0,97.5,1,8,8.0,0,4.0,46,203,4.4,0,,juma-otoviano-1
337,Boogie Knight,Akron,MAC,6,39,194,5.0,0,32.3,3,25,8.3,0,4.2,42,219,5.2,0,,boogie-knight-1
338,Damien Moore,California,Pac-12,4,38,194,5.1,0,48.5,1,10,10.0,0,2.5,39,204,5.2,0,,damien-moore-1
339,Kendall Milton,Georgia,SEC,7,35,193,5.5,0,27.6,1,22,22.0,0,3.1,36,215,6.0,0,,kendall-milton-1
340,Noah Vedral,Rutgers,Big Ten,7,68,193,2.8,1,27.6,0,-9,,0,-1.3,68,184,2.7,1,,noah-vedral-1
341,Erin Collins,Northern Illinois,MAC,6,50,192,3.8,4,32.0,2,3,1.5,0,0.5,52,195,3.8,4,,erin-collins-2
342,Mulbah Car,Houston,American,7,52,192,3.7,2,27.4,6,32,5.3,0,4.6,58,224,3.9,2,,mulbah-car-1
343,Preston Hutchinson,Eastern Michigan,MAC,6,87,192,2.2,8,32.0,0,0,,0,0.0,87,192,2.2,8,,preston-hutchinson-1
344,Nakia Watson,Wisconsin,Big Ten,6,53,191,3.6,3,31.8,0,0,,0,0.0,53,191,3.6,3,,nakia-watson-1
345,Lyn-J Dixon,Clemson,ACC,10,42,190,4.5,2,19.0,3,21,7.0,0,2.1,45,211,4.7,2,,lyn-j-dixon-1
346,Marquavius Weaver,Memphis,American,11,37,190,5.1,1,17.3,1,8,8.0,0,0.7,38,198,5.2,1,,marquavius-weaver-1
347,Ronald Awatt,UTEP,CUSA,6,42,190,4.5,3,31.7,0,0,,0,0.0,42,190,4.5,3,,ronald-awatt-1
348,Jalen Holston,Virginia Tech,ACC,10,40,189,4.7,2,18.9,3,58,19.3,0,5.8,43,247,5.7,2,,jalen-holston-1
349,Shaun Peterson Jr.,Florida International,CUSA,3,28,188,6.7,2,62.7,0,0,,0,0.0,28,188,6.7,2,,shaun-peterson-jr-1
350,Marcus Major,Oklahoma,Big 12,10,35,187,5.3,3,18.7,2,29,14.5,0,2.9,37,216,5.8,3,,marcus-major-1
351,Ja'Veon Marlow,Vanderbilt,SEC,4,46,186,4.0,0,46.5,4,-3,-0.8,0,-0.8,50,183,3.7,0,,javeon-marlow-1
352,Samson Evans,Eastern Michigan,MAC,4,41,185,4.5,1,46.3,6,46,7.7,0,11.5,47,231,4.9,1,,samson-evans-1
353,Dae Dae Hunter,Hawaii,MWC,9,46,183,4.0,2,20.3,12,71,5.9,2,7.9,58,254,4.4,4,,dae-dae-hunter-1
354,DJ Williams,Auburn,SEC,8,32,183,5.7,2,22.9,6,35,5.8,0,4.4,38,218,5.7,2,,dj-williams-9
355,Braxton Burmeister,Virginia Tech,ACC,6,46,182,4.0,2,30.3,0,0,,0,0.0,46,182,4.0,2,,braxton-burmeister-1
356,Brandon Lewis,Air Force,MWC,5,20,180,9.0,1,36.0,9,79,8.8,0,15.8,29,259,8.9,1,,brandon-lewis-4
357,Devonta'e Henry-Cole,Utah State,MWC,5,41,180,4.4,0,36.0,3,11,3.7,0,2.2,44,191,4.3,0,,devontae-henry-cole-1
358,Maurice Burkley,Louisville,ACC,8,33,180,5.5,1,22.5,3,21,7.0,0,2.6,36,201,5.6,1,,maurice-burkley-1
359,Terrion Avery,South Alabama,Sun Belt,10,51,180,3.5,1,18.0,6,20,3.3,0,2.0,57,200,3.5,1,,terrion-avery-1
360,Cam Wiley,Minnesota,Big Ten,7,29,179,6.2,1,25.6,4,26,6.5,1,3.7,33,205,6.2,2,,cam-wiley-1
361,Timothy Jackson,Air Force,MWC,2,34,178,5.2,0,89.0,0,0,,0,0.0,34,178,5.2,0,,timothy-jackson-1
362,Stephen Carr,USC,Pac-12,6,46,176,3.8,2,29.3,10,64,6.4,0,10.7,56,240,4.3,2,,stephen-carr-2
363,Grant Wells,Marshall,CUSA,10,54,174,3.2,2,17.4,0,0,,0,0.0,54,174,3.2,2,,grant-wells-1
364,Dillon Gabriel,UCF,American,10,72,169,2.3,2,16.9,0,0,,0,0.0,72,169,2.3,2,,dillon-gabriel-1
365,Shaun Peterson Jr.,Florida International,CUSA,3,28,168,6.0,2,56.0,0,0,,0,0.0,28,168,6.0,2,,shaun-peterson-jr-2
366,Markese Stepp,USC,Pac-12,5,45,165,3.7,3,33.0,3,28,9.3,0,5.6,48,193,4.0,3,,markese-stepp-1
367,Nic Smith,North Texas,CUSA,7,35,164,4.7,0,23.4,0,0,,0,0.0,35,164,4.7,0,,nic-smith-1
368,Kadarius Toney,Florida,SEC,11,19,161,8.5,1,14.6,70,984,14.1,10,89.5,89,1145,12.9,11,,kadarius-toney-1
369,Myles Fells,Navy,American,10,25,161,6.4,0,16.1,3,108,36.0,1,10.8,28,269,9.6,1,,myles-fells-1
370,Spencer Rattler,Oklahoma,Big 12,11,81,160,2.0,6,14.5,0,0,,0,0.0,81,160,2.0,6,,spencer-rattler-1
371,Kay'ron Adams,Rutgers,Big Ten,9,35,159,4.5,1,17.7,4,73,18.3,1,8.1,39,232,5.9,2,,kayron-adams-1
372,Marcel Murray,Arkansas State,Sun Belt,5,47,158,3.4,1,31.6,1,2,2.0,0,0.4,48,160,3.3,1,,marcel-murray-1
373,Marcel Dancy,California,Pac-12,4,31,156,5.0,0,39.0,9,68,7.6,0,17.0,40,224,5.6,0,,marcel-dancy-1
374,Charlie Brewer,Baylor,Big 12,9,107,154,1.4,4,17.1,0,0,,0,0.0,107,154,1.4,4,,charlie-brewer-1
375,Javy McDonald,Middle Tennessee State,CUSA,9,37,153,4.1,0,17.0,9,55,6.1,0,6.1,46,208,4.5,0,,javy-mcdonald-1
376,Chez Mellusi,Clemson,ACC,9,27,151,5.6,3,16.8,5,38,7.6,1,4.2,32,189,5.9,4,,chez-mellusi-1
377,Phil Jurkovec,Boston College,ACC,10,77,150,1.9,3,15.0,0,0,,0,0.0,77,150,1.9,3,,phil-jurkovec-1
378,Khalil Shakir,Boise State,MWC,7,17,148,8.7,0,21.1,52,719,13.8,6,102.7,69,867,12.6,6,,khalil-shakir-1
379,Chance Nolan,Oregon State,Pac-12,4,30,147,4.9,1,36.8,0,0,,0,0.0,30,147,4.9,1,,chance-nolan-1
380,Bryson Denley,Bowling Green,MAC,5,39,146,3.7,0,29.2,0,0,,0,0.0,39,146,3.7,0,,bryson-denley-1
381,Kadin Remsberg,Air Force,MWC,4,25,146,5.8,1,36.5,0,0,,0,0.0,25,146,5.8,1,,kadin-remsberg-1
382,Sam Howell,North Carolina,ACC,12,92,146,1.6,5,12.2,1,1,1.0,1,0.1,93,147,1.6,6,,sam-howell-1
383,Amauri Pesek-Hickson,Kansas,Big 12,4,40,145,3.6,0,36.3,2,10,5.0,0,2.5,42,155,3.7,0,,amauri-pesek-hickson-1
384,Chris Curry,LSU,SEC,9,45,145,3.2,0,16.1,1,10,10.0,0,1.1,46,155,3.4,0,,chris-curry-2
385,Jordan Mims,Fresno State,MWC,6,28,145,5.2,1,24.2,10,92,9.2,1,15.3,38,237,6.2,2,,jordan-mims-1
386,Kenny Pickett,Pitt,ACC,9,81,145,1.8,8,16.1,0,0,,0,0.0,81,145,1.8,8,,kenny-pickett-1
387,C.J. Jones,Western Kentucky,CUSA,7,21,144,6.9,2,20.6,0,0,,0,0.0,21,144,6.9,2,,cj-jones-10
388,Kamari Pleasant,Washington,Pac-12,4,34,144,4.2,3,36.0,8,66,8.3,0,16.5,42,210,5.0,3,,kamari-pleasant-1
389,Jordan Houston,North Carolina State,ACC,12,42,143,3.4,3,11.9,14,59,4.2,0,4.9,56,202,3.6,3,,jordan-houston-1
390,Jared Wilson,South Alabama,Sun Belt,11,44,142,3.2,1,12.9,4,19,4.8,0,1.7,48,161,3.4,1,,jared-wilson-1
391,Kyric McGowan,Northwestern,Big Ten,8,24,141,5.9,1,17.6,34,366,10.8,0,45.8,58,507,8.7,1,,kyric-mcgowan-1
392,Tim Baldwin Jr.,Indiana,Big Ten,4,22,141,6.4,0,35.3,0,0,,0,0.0,22,141,6.4,0,,tim-baldwin-jr-1
393,Troy Henderson,Liberty,Ind,4,32,141,4.4,0,35.3,0,0,,0,0.0,32,141,4.4,0,,troy-henderson-2
394,Tevaka Tuioti,New Mexico,MWC,2,19,140,7.4,1,70.0,0,0,,0,0.0,19,140,7.4,1,,tevaka-tuioti-1
395,Nick Tronti,Florida Atlantic,CUSA,9,70,139,2.0,2,15.4,0,0,,0,0.0,70,139,2.0,2,,nick-tronti-1
396,Darien Rencher,Clemson,ACC,12,24,137,5.7,1,11.4,2,15,7.5,0,1.3,26,152,5.8,1,,darien-rencher-1
397,Brandon Peters,Illinois,Big Ten,5,24,136,5.7,1,27.2,0,0,,0,0.0,24,136,5.7,1,,brandon-peters-1
398,Kalil Pimpleton,Central Michigan,MAC,6,16,134,8.4,3,22.3,26,277,10.7,2,46.2,42,411,9.8,5,,kalil-pimpleton-1
399,Trey Sanders,Alabama,SEC,4,30,134,4.5,0,33.5,1,-2,-2.0,0,-0.5,31,132,4.3,0,,trey-sanders-2
400,John Lovett,Baylor,Big 12,5,45,130,2.9,1,26.0,9,49,5.4,1,9.8,54,179,3.3,2,,john-lovett-1
401,B.J. Daniels,UTSA,CUSA,12,23,129,5.6,2,10.8,1,0,0.0,0,0.0,24,129,5.4,2,,bj-daniels-2
402,Tyler Vitt,Texas State,Sun Belt,7,37,129,3.5,1,18.4,0,0,,0,0.0,37,129,3.5,1,,tyler-vitt-1
403,Elija Robinson,Air Force,MWC,2,19,128,6.7,0,64.0,0,0,,0,0.0,19,128,6.7,0,,elija-robinson-1
404,Jack Colletto,Oregon State,Pac-12,7,15,128,8.5,2,18.3,0,0,,0,0.0,15,128,8.5,2,,jack-colletto-1
405,Shakif Seymour,Toledo,MAC,2,16,127,7.9,2,63.5,2,10,5.0,0,5.0,18,137,7.6,2,,shakif-seymour-1
406,Lowell Narcisse,UTSA,CUSA,4,32,126,3.9,0,31.5,0,0,,0,0.0,32,126,3.9,0,,lowell-narcisse-1
407,B.J. Baylor,Oregon State,Pac-12,7,27,124,4.6,1,17.7,5,30,6.0,0,4.3,32,154,4.8,1,,bj-baylor-1
408,Myles Price,Texas Tech,Big 12,9,12,124,10.3,1,13.8,29,305,10.5,1,33.9,41,429,10.5,2,,myles-price-1
409,Qualan Jones,Baylor,Big 12,7,34,124,3.6,0,17.7,14,57,4.1,0,8.1,48,181,3.8,0,,qualan-jones-1
410,Zach Charbonnet,Michigan,Big Ten,5,19,124,6.5,1,24.8,6,41,6.8,0,8.2,25,165,6.6,1,,zach-charbonnet-1
411,Jamauri Wakefield,Vanderbilt,SEC,4,38,123,3.2,0,30.8,5,16,3.2,0,4.0,43,139,3.2,0,,jamauri-wakefield-1
412,Patrick Garwo,Boston College,ACC,7,33,122,3.7,0,17.4,7,31,4.4,0,4.4,40,153,3.8,0,,patrick-garwo-1
413,Richard Newton,Washington,Pac-12,2,23,122,5.3,2,61.0,1,7,7.0,0,3.5,24,129,5.4,2,,richard-newton-1
414,Treyson Potts,Minnesota,Big Ten,5,19,121,6.4,1,24.2,4,20,5.0,0,4.0,23,141,6.1,1,,treyson-potts-1
415,Darius Pinnix,East Carolina,American,6,44,120,2.7,2,20.0,2,19,9.5,2,3.2,46,139,3.0,4,,darius-pinnix-1
416,Cade Barnard,Army,Ind,11,25,119,4.8,1,10.8,0,0,,0,0.0,25,119,4.8,1,,cade-barnard-1
417,Chandler Smith,Houston,American,8,25,119,4.8,0,14.9,3,29,9.7,0,3.6,28,148,5.3,0,,chandler-smith-1
418,Max Johnson,LSU,SEC,6,54,119,2.2,2,19.8,0,0,,0,0.0,54,119,2.2,2,,max-johnson-2
419,Lucious Stanley,UAB,CUSA,8,20,118,5.9,2,14.8,3,37,12.3,0,4.6,23,155,6.7,2,,lucious-stanley-1
420,Ty Brock,Central Michigan,MAC,5,25,118,4.7,2,23.6,1,34,34.0,0,6.8,26,152,5.8,2,,ty-brock-1
421,Jabari Small,Tennessee,SEC,10,26,117,4.5,0,11.7,4,24,6.0,0,2.4,30,141,4.7,0,,jabari-small-1
422,Mitchell Pryor,Vanderbilt,SEC,8,28,117,4.2,1,14.6,3,21,7.0,0,2.6,31,138,4.5,1,,mitchell-pryor-1
423,B.J. Emmons,Florida Atlantic,CUSA,4,37,116,3.1,1,29.0,3,14,4.7,0,3.5,40,130,3.3,1,,bj-emmons-1
424,Warren Bryan,Air Force,MWC,3,23,116,5.0,1,38.7,0,0,,0,0.0,23,116,5.0,1,,warren-bryan-1
425,Charles McClelland,Cincinnati,American,4,22,115,5.2,0,28.8,1,5,5.0,0,1.3,23,120,5.2,0,,charles-mcclelland-1
426,Ellis Merriweather,Massachusetts,Ind,4,42,115,2.7,0,28.8,1,4,4.0,0,1.0,43,119,2.8,0,,ellis-merriweather-1
427,Greg Garner,Louisiana Tech,CUSA,9,33,115,3.5,2,12.8,3,16,5.3,0,1.8,36,131,3.6,2,,greg-garner-1
428,Armani Rogers,Ohio,MAC,3,19,114,6.0,2,38.0,0,0,,0,0.0,19,114,6.0,2,,armani-rogers-1
429,Calvin Brownholtz,UTEP,CUSA,8,27,114,4.2,3,14.3,0,0,,0,0.0,27,114,4.2,3,,calvin-brownholtz-1
430,Re-al Mitchell,Temple,American,3,34,114,3.4,0,38.0,0,0,,0,0.0,34,114,3.4,0,,re-al-mitchell-1
431,Jake Bentley,Utah,Pac-12,5,34,113,3.3,1,22.6,0,0,,0,0.0,34,113,3.3,1,,jake-bentley-2
432,Justice Ellison,Wake Forest,ACC,8,30,113,3.8,1,14.1,1,3,3.0,0,0.4,31,116,3.7,1,,justice-ellison-1
433,Caullin Lacy,South Alabama,Sun Belt,11,20,112,5.6,0,10.2,11,98,8.9,0,8.9,31,210,6.8,0,,caullin-lacy-1
434,Kadyn Roach,Louisiana-Monroe,Sun Belt,10,18,112,6.2,1,11.2,7,45,6.4,1,4.5,25,157,6.3,2,,kadyn-roach-1
435,Matthew Murla,Air Force,MWC,6,23,112,4.9,4,18.7,0,0,,0,0.0,23,112,4.9,4,,matthew-murla-1
436,Isaiah Chavez,New Mexico,MWC,3,22,111,5.0,1,37.0,0,0,,0,0.0,22,111,5.0,1,,isaiah-chavez-1
437,Isaiah Phillips,Louisiana-Monroe,Sun Belt,10,35,110,3.1,0,11.0,15,79,5.3,0,7.9,50,189,3.8,0,,isaiah-phillips-1
438,Marcus McElroy,Colorado State,MWC,4,41,110,2.7,3,27.5,1,12,12.0,0,3.0,42,122,2.9,3,,marcus-mcelroy-1
439,Ryan Graham,Arkansas State,Sun Belt,8,28,110,3.9,1,13.8,1,20,20.0,0,2.5,29,130,4.5,1,,ryan-graham-2
440,Holton Ahlers,East Carolina,American,8,54,109,2.0,1,13.6,0,0,,0,0.0,54,109,2.0,1,,holton-ahlers-1
441,Joe Milton,Michigan,Big Ten,6,38,109,2.9,1,18.2,0,0,,0,0.0,38,109,2.9,1,,joe-milton-2
442,Daniyel Ngata,Arizona State,Pac-12,4,26,108,4.2,1,27.0,1,16,16.0,0,4.0,27,124,4.6,1,,daniyel-ngata-1
443,George Holani,Boise State,MWC,4,19,108,5.7,1,27.0,7,52,7.4,2,13.0,26,160,6.2,3,,george-holani-1
444,Trevon Raymore,Bowling Green,MAC,3,23,108,4.7,0,36.0,0,0,,0,0.0,23,108,4.7,0,,trevon-raymore-1
445,Bryson Carroll,New Mexico,MWC,7,25,107,4.3,0,15.3,9,79,8.8,0,11.3,34,186,5.5,0,,bryson-carroll-1
446,Trestan Ebner,Baylor,Big 12,9,50,107,2.1,1,11.9,26,299,11.5,3,33.2,76,406,5.3,4,,trestan-ebner-1
447,Artice Hobbs IV,Army,Ind,9,17,106,6.2,0,11.8,2,11,5.5,0,1.2,19,117,6.2,0,,artice-hobbs-iv-1
448,Noah Johnson,South Florida,American,6,41,106,2.6,3,17.7,0,0,,0,0.0,41,106,2.6,3,,noah-johnson-3
449,CJ Williams,Navy,American,7,17,105,6.2,0,15.0,8,80,10.0,1,11.4,25,185,7.4,1,,cj-williams-2
450,Kelan Walker,Houston,American,7,21,105,5.0,0,15.0,1,5,5.0,0,0.7,22,110,5.0,0,,kelan-walker-1
451,Shane Buechele,SMU,American,10,58,105,1.8,2,10.5,1,0,0.0,0,0.0,59,105,1.8,2,,shane-buechele-1
452,Anderson Castle,Appalachian State,Sun Belt,12,17,104,6.1,0,8.7,0,0,,0,0.0,17,104,6.1,0,,anderson-castle-1
453,Trey Lowe III,Southern Mississippi,CUSA,4,44,104,2.4,1,26.0,0,0,,0,0.0,44,104,2.4,1,,trey-lowe-iii-1
454,Henry Colombi,Texas Tech,Big 12,6,51,103,2.0,1,17.2,0,0,,0,0.0,51,103,2.0,1,,henry-colombi-1
455,Trae Hall,New Mexico,MWC,4,39,102,2.6,0,25.5,1,16,16.0,1,4.0,40,118,3.0,1,,trae-hall-1
456,Trey Bess III,Eastern Michigan,MAC,4,16,102,6.4,0,25.5,0,0,,0,0.0,16,102,6.4,0,,trey-bess-iii-1
457,Dominique Shoffner,Charlotte,CUSA,4,21,101,4.8,0,25.3,0,0,,0,0.0,21,101,4.8,0,,dominique-shoffner-1
458,Jordon Brookshire,San Diego State,MWC,3,45,101,2.2,0,33.7,0,0,,0,0.0,45,101,2.2,0,,jordon-brookshire-1
459,T.J. Hammonds,Arkansas,SEC,8,14,101,7.2,0,12.6,3,63,21.0,0,7.9,17,164,9.6,0,,tj-hammonds-1
460,Jordan Waters,Duke,ACC,11,16,100,6.3,2,9.1,1,-7,-7.0,0,-0.6,17,93,5.5,2,,jordan-waters-1
461,Levi Williams,Wyoming,MWC,6,56,100,1.8,6,16.7,0,0,,0,0.0,56,100,1.8,6,,levi-williams-1
462,Malik Knowles,Kansas State,Big 12,9,6,100,16.7,1,11.1,13,204,15.7,3,22.7,19,304,16.0,4,,malik-knowles-1
463,British Brooks,North Carolina,ACC,12,24,99,4.1,0,8.3,0,0,,0,0.0,24,99,4.1,0,,british-brooks-1
464,Chadarius Townsend,Texas Tech,Big 12,9,18,99,5.5,1,11.0,3,23,7.7,0,2.6,21,122,5.8,1,,chadarius-townsend-1
465,Dustin Fletcher,Northern Illinois,MAC,3,16,99,6.2,0,33.0,0,0,,0,0.0,16,99,6.2,0,,dustin-fletcher-1
466,Rashad Amos,South Carolina,SEC,3,18,99,5.5,0,33.0,3,13,4.3,0,4.3,21,112,5.3,0,,rashad-amos-1
467,Leonard Parker,South Florida,American,6,22,98,4.5,2,16.3,1,12,12.0,0,2.0,23,110,4.8,2,,leonard-parker-2
468,TaMerik Williams,SMU,American,10,13,98,7.5,2,9.8,3,5,1.7,0,0.5,16,103,6.4,2,,tamerik-williams-1
469,Aaron Young,Rutgers,Big Ten,9,35,96,2.7,1,10.7,23,100,4.3,0,11.1,58,196,3.4,1,,aaron-young-5
470,DK Billingsley,Troy,Sun Belt,9,27,96,3.6,1,10.7,3,23,7.7,0,2.6,30,119,4.0,1,,dk-billingsley-1
471,Miles Davis,BYU,Ind,4,15,96,6.4,2,24.0,4,43,10.8,0,10.8,19,139,7.3,2,,miles-davis-1
472,Sampson James,Indiana,Big Ten,6,32,96,3.0,0,16.0,1,9,9.0,0,1.5,33,105,3.2,0,,sampson-james-1
473,Chance Warren,Navy,American,10,29,95,3.3,3,9.5,6,94,15.7,0,9.4,35,189,5.4,3,,chance-warren-1
474,Darius Bracy,Central Michigan,MAC,5,15,95,6.3,0,19.0,0,0,,0,0.0,15,95,6.3,0,,darius-bracy-1
475,Israel Abanikanda,Pitt,ACC,7,28,95,3.4,1,13.6,2,11,5.5,1,1.6,30,106,3.5,2,,israel-abanikanda-1
476,Jalen Knox,Missouri,SEC,9,12,95,7.9,1,10.6,31,305,9.8,0,33.9,43,400,9.3,1,,jalen-knox-1
477,Jalen Knox,Missouri,SEC,9,12,95,7.9,1,10.6,31,305,9.8,0,33.9,43,400,9.3,1,,jalen-knox-2
478,Max Borghi,Washington State,Pac-12,2,10,95,9.5,1,47.5,1,7,7.0,0,3.5,11,102,9.3,1,,max-borghi-1
479,Will Plummer,Arizona,Pac-12,3,29,95,3.3,0,31.7,0,0,,0,0.0,29,95,3.3,0,,will-plummer-1
480,John Rhys Plumlee,Ole Miss,SEC,7,25,94,3.8,0,13.4,6,79,13.2,0,11.3,31,173,5.6,0,,john-rhys-plumlee-1
481,Chase Brice,Duke,ACC,11,91,93,1.0,1,8.5,0,0,,0,0.0,91,93,1.0,1,,chase-brice-1
482,Rocko Griffin,Vanderbilt,SEC,8,37,92,2.5,0,11.5,1,3,3.0,0,0.4,38,95,2.5,0,,rocko-griffin-1
483,Todd Centeio,Colorado State,MWC,3,25,92,3.7,0,30.7,0,0,,0,0.0,25,92,3.7,0,,todd-centeio-1
484,Zach Kahn,Miami (OH),MAC,3,18,92,5.1,2,30.7,2,5,2.5,0,1.7,20,97,4.9,2,,zach-kahn-1
485,Luke Doty,South Carolina,SEC,8,41,91,2.2,0,11.4,0,0,,0,0.0,41,91,2.2,0,,luke-doty-1
486,Elijah Collins,Michigan State,Big Ten,7,41,90,2.2,0,12.9,4,34,8.5,0,4.9,45,124,2.8,0,,elijah-collins-1
487,Avery Morrow,Nevada,MWC,9,14,89,6.4,1,9.9,4,13,3.3,0,1.4,18,102,5.7,1,,avery-morrow-1
488,Brady White,Memphis,American,11,63,88,1.4,2,8.0,1,7,7.0,0,0.6,64,95,1.5,2,,brady-white-1
489,Josh Williams,LSU,SEC,10,22,88,4.0,0,8.8,0,0,,0,0.0,22,88,4.0,0,,josh-williams-10
490,Terrance Dixon,Georgia State,Sun Belt,10,9,88,9.8,0,8.8,21,226,10.8,0,22.6,30,314,10.5,0,,terrance-dixon-1
491,Ari Broussard,Rice,CUSA,5,25,87,3.5,0,17.4,1,10,10.0,0,2.0,26,97,3.7,0,,ari-broussard-1
492,Cameron Young,Cincinnati,American,2,2,87,43.5,1,43.5,0,0,,0,0.0,2,87,43.5,1,,cameron-young-3
493,Dee Baker,Southern Mississippi,CUSA,9,18,87,4.8,0,9.7,2,5,2.5,0,0.6,20,92,4.6,0,,dee-baker-1
494,Mason Garcia,East Carolina,American,3,19,87,4.6,1,29.0,0,0,,0,0.0,19,87,4.6,1,,mason-garcia-1
495,Calvin Camp,Charlotte,CUSA,6,19,86,4.5,1,14.3,0,0,,0,0.0,19,86,4.5,1,,calvin-camp-1
496,Jalen White,Georgia Southern,Sun Belt,12,20,86,4.3,0,7.2,0,0,,0,0.0,20,86,4.3,0,,jalen-white-1
497,Peny Boone,Maryland,Big Ten,4,19,86,4.5,0,21.5,2,21,10.5,0,5.3,21,107,5.1,0,,peny-boone-1
498,Steele Chambers,Ohio State,Big Ten,5,9,86,9.6,0,17.2,0,0,,0,0.0,9,86,9.6,0,,steele-chambers-1
499,Victor Tucker,Charlotte,CUSA,6,8,86,10.8,0,14.3,30,400,13.3,2,66.7,38,486,12.8,2,,victor-tucker-1
500,Collin Schlee,Kent State,MAC,3,12,85,7.1,1,28.3,0,0,,0,0.0,12,85,7.1,1,,collin-schlee-1
501,Devin Brumfield,Utah,Pac-12,4,21,85,4.0,1,21.3,5,26,5.2,0,6.5,26,111,4.3,1,,devin-brumfield-1
502,Jovoni Johnson,Rice,CUSA,4,26,83,3.2,0,20.8,0,0,,0,0.0,26,83,3.2,0,,jovoni-johnson-1
503,Baden Pinson,Coastal Carolina,Sun Belt,12,13,82,6.3,1,6.8,2,22,11.0,0,1.8,15,104,6.9,1,,baden-pinson-1
504,Donny Marcus,Ball State,MAC,4,15,82,5.5,0,20.5,1,5,5.0,0,1.3,16,87,5.4,0,,donny-marcus-1
505,Fred Payton,Coastal Carolina,Sun Belt,9,15,82,5.5,0,9.1,0,0,,0,0.0,15,82,5.5,0,,fred-payton-1
506,Nykeim Johnson,Syracuse,ACC,11,8,82,10.3,0,7.5,20,323,16.2,4,29.4,28,405,14.5,4,,nykeim-johnson-1
507,Alex Escobar,New Mexico State,Ind,1,14,81,5.8,0,81.0,0,0,,0,0.0,14,81,5.8,0,,alex-escobar-1
508,Don Ragsdale,Southern Mississippi,CUSA,4,24,81,3.4,1,20.3,1,1,1.0,0,0.3,25,82,3.3,1,,don-ragsdale-1
509,Elelyon Noa,Utah State,MWC,6,31,81,2.6,0,13.5,3,15,5.0,0,2.5,34,96,2.8,0,,elelyon-noa-1
510,Mikey Henderson,Oklahoma,Big 12,9,9,81,9.0,1,9.0,12,168,14.0,1,18.7,21,249,11.9,2,,mikey-henderson-2
511,Ron Cook Jr.,Buffalo,MAC,7,20,81,4.1,0,11.6,1,15,15.0,0,2.1,21,96,4.6,0,,ron-cook-jr-1
512,John Chenal,Wisconsin,Big Ten,7,12,80,6.7,2,11.4,0,0,,0,0.0,12,80,6.7,2,,john-chenal-1
513,Jonah Johnson,New Mexico State,Ind,2,19,80,4.2,2,40.0,0,0,,0,0.0,19,80,4.2,2,,jonah-johnson-1
514,Lucas Johnson,San Diego State,MWC,3,8,80,10.0,1,26.7,0,0,,0,0.0,8,80,10.0,1,,lucas-johnson-2
515,Kaylan Wiggins,Florida International,CUSA,3,16,79,4.9,1,26.3,0,0,,0,0.0,16,79,4.9,1,,kaylan-wiggins-1
516,Larry McCammon III,Florida Atlantic,CUSA,2,17,79,4.6,0,39.5,2,9,4.5,0,4.5,19,88,4.6,0,,larry-mccammon-iii-1
517,Elijah Young,Missouri,SEC,7,10,78,7.8,0,11.1,0,0,,0,0.0,10,78,7.8,0,,elijah-young-1
518,Blake Corum,Michigan,Big Ten,6,26,77,3.0,2,12.8,5,73,14.6,0,12.2,31,150,4.8,2,,blake-corum-1
519,Brady McBride,Texas State,Sun Belt,9,64,76,1.2,0,8.4,0,0,,0,0.0,64,76,1.2,0,,brady-mcbride-1
520,Luke Zban,Marshall,CUSA,4,9,76,8.4,0,19.0,0,0,,0,0.0,9,76,8.4,0,,luke-zban-1
