Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,BMI,Position,Drafted,Round,Pick
22,Florida,1.8796,101.6046909,4.62,76.2,NA,284.48,7.14,4.32,28.75960297,WR,No,,
22,Fresno St.,1.778,85.27536556,4.58,78.74,16,292.1,6.74,3.94,26.97491448,WR,No,,
22,Michigan St.,1.905,112.9445001,4.78,78.74,30,284.48,7.22,4.3,31.12254673,ILB,No,,
22,Ohio St.,1.8034,80.73944186,4.51,83.82,NA,294.64,7.16,4.22,24.82570624,WR,No,,
21,Illinois,1.8288,107.9549841,5.03,78.74,16,274.32,7.77,4.56,32.2782716,OLB,No,,
22,Vanderbilt,1.9304,93.44002822,4.73,NA,12,NA,NA,NA,25.07484997,WR,No,,
22,Rice,1.8796,83.91458845,4.93,NA,NA,NA,NA,NA,23.75235066,K,No,,
22,Iowa,1.9304,135.1705263,5.3,63.5,21,256.54,7.44,4.61,36.27332665,OG,No,,
21,Colorado St.,1.7526,96.16158244,4.67,73.66,24,269.24,NA,NA,31.30660594,RB,No,,
22,Alabama,1.8034,82.55381134,4.48,NA,11,NA,NA,NA,25.38358728,CB,No,,
22,USC,1.8288,91.17206637,4.66,86.36,NA,287.02,6.97,4.15,27.26022097,FS,No,,
21,Notre Dame,1.8542,98.88313666,4.48,96.52,19,307.34,7.07,4.46,28.76133766,RB,No,,
21,Western Kentucky,1.778,102.0582833,4.82,74.93,20,269.24,7.24,4.49,32.28380723,RB,No,,
NA,SE Louisiana,1.8034,88.90410452,4.57,NA,13,NA,NA,NA,27.33617092,CB,No,,
NA,BYU,1.8542,104.7798375,4.82,NA,NA,NA,NA,NA,30.4764633,ILB,No,,
NA,Utah St.,1.905,121.1091628,4.95,NA,NA,NA,NA,NA,33.37236938,TE,No,,
NA,Grand Valley St.,1.8796,136.9848957,5.18,NA,NA,NA,NA,NA,38.77410757,C,No,,
NA,Kansas,1.9304,106.594207,4.69,82.55,NA,NA,NA,NA,28.60480457,TE,No,,
NA,Dixie State,1.905,121.5627552,4.79,NA,35,NA,NA,NA,33.49735953,TE,No,,
NA,Texas,1.8542,95.70799007,4.85,NA,NA,NA,NA,NA,27.83780846,K,No,,
NA,SMU,1.7526,93.89362059,4.75,81.28,20,287.02,7.07,NA,30.56824259,RB,No,,
NA,Kansas St.,1.905,117.0268315,4.91,73.66,NA,292.1,NA,NA,32.24745805,LS,No,,
NA,Utah St.,1.9304,141.9744118,5.17,59.69,36,259.08,8.22,4.7,38.09916524,C,No,,
NA,Tennessee St.,1.8796,114.3052772,4.5,86.36,20,325.12,NA,NA,32.35455334,TE,No,,
NA,Cornell,1.9304,101.1510985,5.26,64.77,NA,266.7,7.14,4.36,27.1441337,QB,No,,
NA,San Diego St.,1.778,91.62565874,4.56,NA,NA,NA,NA,NA,28.98368471,RB,No,,
22,East Carolina,1.8796,95.70799007,4.59,NA,12,NA,NA,NA,27.09051887,WR,No,,
23,Oklahoma,1.8796,92.98643585,4.58,91.44,NA,317.5,6.94,4.22,26.32017236,CB,No,,
22,Texas A&M,1.7018,88.45051215,4.49,85.09,18,302.26,6.84,4.12,30.54100424,RB,No,,
NA,TCU,1.7526,83.00740371,4.63,90.17,18,307.34,NA,NA,27.02409852,CB,No,,
21,Auburn,1.8034,89.35769689,4.59,93.98,15,325.12,6.95,4.11,27.47564118,FS,No,,
23,Alabama,1.8034,87.54332741,4.44,87.63,NA,299.72,6.97,4.18,26.91776014,WR,No,,
NA,Oregon,1.9304,112.0373154,4.99,82.55,17,279.4,7.2,4.31,30.06547545,OLB,No,,
23,Iowa,1.8542,131.5417873,4.96,81.28,NA,266.7,7.4,4.3,38.26049505,DT,No,,
22,Texas-El Paso,1.9812,119.2947933,4.98,77.47,19,279.4,7.46,4.54,30.39238978,TE,No,,
21,USC,1.8796,112.9445001,4.91,77.47,20,284.48,NA,NA,31.96938008,OLB,No,,
22,South Carolina,1.8542,137.8920805,5.19,76.2,29,269.24,7.78,4.71,40.10755343,DT,No,,
22,Alabama,1.8034,98.88313666,4.57,77.47,NA,292.1,NA,NA,30.40451664,QB,No,,
NA,Massachusetts,1.9558,111.1301307,4.84,83.82,NA,289.56,7.5,4.6,29.05246197,TE,No,,
21,South Alabama,1.905,112.4909078,4.65,91.44,NA,302.26,7.29,4.49,30.99755658,TE,No,,
22,San Diego St.,1.8288,98.88313666,4.68,69.85,17,279.4,7.35,4.58,29.5658118,WR,No,,
21,Baylor,1.9304,102.965468,5.06,NA,NA,NA,NA,NA,27.63102399,P,No,,
NA,Colorado St.,1.8288,95.2543977,5.02,NA,NA,NA,NA,NA,28.48082788,K,No,,
22,Indiana,1.905,128.3666407,5.16,82.55,NA,269.24,7.57,4.41,35.37221174,DT,No,,
NA,Texas,1.9558,122.0163475,4.89,NA,22,NA,NA,NA,31.89841743,DE,No,,
21,Central Michigan,1.7526,97.52235955,4.65,90.17,15,294.64,NA,NA,31.74962395,RB,No,,
22,Mississippi,1.8796,94.34721296,4.6,88.9,11,317.5,7.12,4.23,26.70534561,FS,No,,
NA,Clemson,1.8288,86.63614267,4.61,82.55,7,302.26,6.8,4,25.90399107,CB,No,,
NA,Kansas,1.9304,102.965468,5.12,NA,NA,NA,NA,NA,27.63102399,P,No,,
23,Florida,1.9558,146.5103355,5.16,71.12,NA,254,8.26,4.9,38.30181721,DT,No,,
21,Kentucky,1.9558,139.2528576,5.51,63.5,NA,246.38,7.91,4.87,36.40451357,OT,No,,
22,East. Washington,1.8034,88.45051215,4.63,83.82,19,284.48,7.01,4.26,27.19670066,FS,No,,
20,UCLA,1.9558,153.3142211,5.21,81.28,24,276.86,8.16,5.07,40.08053937,DT,No,,
21,Houston,1.905,141.9744118,5.54,57.15,NA,246.38,8.2,5.01,39.12191617,DT,No,,
22,Auburn,1.8542,93.89362059,4.54,95.25,12,314.96,6.96,4.15,27.3100775,CB,No,,
22,James Madison,1.8542,92.07925111,4.58,85.09,16,289.56,7,4.18,26.78234653,FS,No,,
22,La-Monroe,1.905,88.90410452,4.93,NA,NA,NA,NA,NA,24.49806891,K,No,,
22,Toledo,1.9304,136.5313034,5.08,NA,NA,NA,NA,NA,36.63849437,C,No,,
21,LSU,1.7272,96.61517481,4.62,93.98,22,292.1,7.52,4.37,32.38620685,RB,No,,
NA,Maryland,1.8288,87.08973504,4.51,86.36,12,304.8,6.98,4.27,26.03961406,WR,No,,
24,Texas A&M,1.8288,97.97595192,5.16,NA,NA,NA,NA,NA,29.29456582,K,No,,
21,Michigan St.,1.905,111.1301307,4.95,81.28,19,292.1,7.25,4.33,30.62258614,ILB,No,,
NA,Texas St.,1.8796,93.44002822,5.02,NA,NA,NA,NA,NA,26.44856344,P,No,,
NA,UCLA,1.8542,89.81128926,4.72,85.09,15,294.64,7.18,4.15,26.12268282,SS,No,,
23,Penn St.,1.8288,107.5013917,4.68,NA,31,NA,6.99,4.15,32.14264861,OLB,No,,
23,Oregon,1.778,81.6466266,4.55,82.55,NA,304.8,6.81,4.21,25.82704578,CB,No,,
NA,Syracuse,1.9558,140.1600423,5.39,NA,35,NA,NA,NA,36.64167652,OT,No,,
NA,Colorado St.,1.7018,90.26488163,4.8,83.82,NA,287.02,7.2,4.38,31.16748638,RB,No,,
NA,Virginia,1.8542,83.00740371,4.56,NA,NA,NA,NA,NA,24.1436917,FS,No,,
NA,Fresno St.,1.8542,86.63614267,4.64,81.28,13,274.32,7.15,4.36,25.19915363,WR,No,,
22,Central Florida,1.8288,89.81128926,4.6,104.14,16,335.28,6.86,4.15,26.853352,WR,No,,
NA,Washington St.,1.905,92.53284348,4.87,NA,NA,NA,NA,NA,25.49799009,QB,No,,
NA,TCU,1.8288,88.45051215,4.81,81.28,NA,279.4,7.12,4.2,26.44648303,FS,No,,
22,Miami (FL),1.8542,91.62565874,4.62,85.09,12,274.32,7.18,4.41,26.65041379,FS,No,,
23,Baylor,1.778,94.80080533,4.44,NA,NA,NA,NA,NA,29.98806983,WR,No,,
21,Central Florida,1.8288,81.19303423,4.64,86.36,NA,312.42,6.97,4.26,24.27651519,CB,No,,
23,BYU,1.9558,107.9549841,4.73,87.63,18,299.72,6.83,4.15,28.22239163,OLB,No,,
22,Penn St.,1.8542,86.63614267,5.06,NA,NA,NA,NA,NA,25.19915363,K,No,,
22,Nevada,1.8542,101.1510985,4.63,82.55,NA,299.72,6.95,4.1,29.42100136,QB,No,,
NA,Syracuse,1.905,94.34721296,4.56,78.74,NA,297.18,7.09,4.26,25.99795068,FS,No,,
22,Ball St.,1.7526,99.7903214,4.8,90.17,16,297.18,7.63,4.5,32.4879873,RB,No,,
24,Louisville,1.7272,98.88313666,4.58,86.36,26,304.8,NA,NA,33.14644645,RB,No,,
23,Michigan St.,1.8542,94.34721296,4.65,100.33,NA,302.26,7.09,4.33,27.44201024,FS,No,,
22,Auburn,1.905,134.2633415,5.31,69.85,23,271.78,8.14,4.7,36.99708366,C,No,,
NA,Alabama,1.8288,115.212462,4.93,NA,NA,NA,NA,NA,34.44823944,ILB,No,,
23,Towson,1.9304,115.212462,4.97,NA,23,NA,NA,NA,30.91753345,DE,No,,
NA,Central Michigan,1.8542,88.90410452,4.51,82.55,NA,302.26,7.14,4.28,25.85881734,WR,No,,
21,Colorado St.,1.8288,102.0582833,4.95,73.66,16,271.78,7.38,4.37,30.51517273,OLB,No,,
23,North Dakota St.,1.8288,98.42954429,4.62,101.6,15,317.5,7.15,4.25,29.43018881,RB,No,,
23,Clemson,1.9558,135.6241186,5.01,83.82,NA,279.4,7.64,4.65,35.45586175,DE,No,,
NA,Mississippi St.,1.8542,86.63614267,4.36,96.52,15,327.66,7.05,4.07,25.19915363,CB,No,,
21,LSU,1.9304,138.3456729,5.1,68.58,21,274.32,7.7,4.63,37.12538466,OT,No,,
21,Tennessee,1.8034,83.91458845,4.53,95.25,20,314.96,6.61,3.98,25.80199806,CB,No,,
NA,Texas A&M,1.9558,125.6450865,4.98,81.28,NA,274.32,7.52,4.48,32.84706925,OT,No,,
NA,Florida,1.8796,91.62565874,4.93,NA,NA,NA,NA,NA,25.9349991,P,No,,
NA,West. Michigan,1.8034,87.99691978,4.62,NA,NA,304.8,NA,NA,27.0572304,CB,No,,
NA,TCU,1.7018,84.36818082,4.57,91.44,NA,289.56,6.9,4.15,29.13141943,RB,No,,
23,East Carolina,1.8796,98.88313666,4.94,74.93,NA,264.16,7.17,4.45,27.98925646,QB,No,,
23,Louisville,1.8796,106.1406146,4.63,NA,17,NA,NA,NA,30.04351381,RB,No,,
22,Notre Dame,1.8542,107.0477993,5.17,NA,14,NA,NA,NA,31.136127,K,No,,
22,South Alabama,1.9304,103.8726527,4.72,83.82,NA,279.4,7.18,4.37,27.87446914,QB,No,,
NA,Duke,1.8288,104.7798375,5.03,67.31,NA,254,7.47,4.62,31.32891067,QB,No,,
23,Virginia Tech,1.8288,93.89362059,4.56,NA,15,NA,NA,NA,28.07395891,FS,No,,
23,Memphis,1.9304,137.4384881,5.57,59.69,22,228.6,7.9,4.65,36.88193951,OG,No,,
23,Iowa St.,1.8796,117.0268315,4.88,NA,20,NA,NA,NA,33.12489984,TE,No,,
23,Clemson,1.9304,127.9130483,4.8,NA,22,NA,NA,NA,34.32576549,DE,No,,
22,Utah,1.8542,84.82177319,4.54,NA,13,NA,NA,NA,24.67142267,WR,No,,
NA,South Dakota St.,1.8034,101.1510985,4.6,104.14,25,307.34,7.08,4.14,31.10186794,FB,No,,
NA,Montana,1.905,112.0373154,4.81,95.25,14,276.86,7.07,4.26,30.87256643,DE,No,,
NA,Yale,1.8034,100.6975061,4.69,NA,23,NA,NA,NA,30.96239768,FB,No,,
NA,Norfolk St.,2.0066,122.0163475,4.91,82.55,24,297.18,7.32,4.48,30.30375211,DE,No,,
NA,Oklahoma,1.9304,153.3142211,5.74,NA,26,NA,NA,NA,41.14222956,OG,No,,
NA,Lafayette,1.8288,92.53284348,4.62,83.82,15,307.34,7.08,4.11,27.66708994,WR,No,,
NA,Boise St.,1.9812,84.82177319,5.14,NA,NA,NA,NA,NA,21.60979806,P,No,,
NA,SE Louisiana,1.8796,95.70799007,4.81,93.98,NA,317.5,7.13,4.2,27.09051887,QB,No,,
NA,UNLV,2.0066,136.5313034,5.6,63.5,NA,261.62,7.91,4.75,33.90865943,OG,No,,
NA,Texas,1.8034,101.6046909,4.62,87.63,19,297.18,6.86,4.15,31.2413382,RB,No,,
NA,Duke,1.9304,140.6136347,5.19,76.2,23,256.54,8.09,4.79,37.73399752,OT,No,,
NA,Boise St.,2.0066,136.5313034,5.26,82.55,26,271.78,8.07,4.6,33.90865943,OT,No,,
NA,Maryland,1.8796,112.4909078,4.8,NA,25,NA,NA,NA,31.840989,OLB,No,,
NA,Notre Dame,1.8542,91.17206637,4.62,93.98,13,309.88,NA,NA,26.51848105,WR,No,,
NA,UNLV,1.905,99.7903214,4.57,90.17,16,292.1,7.25,4.12,27.49783245,WR,No,,
NA,Arkansas,1.9304,115.6660544,4.72,NA,15,NA,NA,NA,31.03925603,TE,No,,
NA,Kansas St.,1.9304,144.2423737,5.25,60.96,20,251.46,NA,4.76,38.7077781,C,No,,
NA,Florida,1.905,118.3876086,4.6,82.55,19,284.48,7.4,4.32,32.6224285,OLB,No,,
NA,Coastal Carolina,1.8796,132.448972,4.97,NA,NA,NA,NA,NA,37.49019672,C,No,,
NA,Kentucky,1.778,89.81128926,4.63,77.47,19,294.64,7.19,4.4,28.40975036,RB,No,,
NA,Harvard,1.8796,113.3980925,4.68,85.09,NA,317.5,NA,4.65,32.09777117,OLB,No,,
NA,Stephen F. Austin,1.778,97.52235955,4.7,92.71,26,304.8,7.09,4.13,30.84897135,RB,No,,
NA,Alabama,1.778,82.55381134,4.63,82.55,8,302.26,6.91,4.19,26.11401296,WR,No,,
NA,Central Arkansas,1.9304,97.06876718,4.58,85.09,16,302.26,7.11,4.28,26.04863055,WR,No,,
NA,Portland St.,1.8796,100.2439138,5.08,NA,NA,NA,NA,NA,28.37442971,P,No,,
NA,Tenn-Chattanooga,1.9304,142.4280042,4.99,67.31,30,269.24,7.3,4.44,38.22088781,DT,No,,
NA,Prairie View,1.9304,112.4909078,4.99,80.01,NA,287.02,7.3,4.51,30.18719802,QB,No,,
NA,Harding,1.8288,95.70799007,4.4,86.36,17,299.72,7.51,4.5,28.61645087,WR,No,,
NA,Florida St.,1.9558,140.1600423,5.52,44.45,NA,213.36,8.19,5.12,36.64167652,OG,No,,
23,Auburn,1.9558,148.7782974,5.39,NA,NA,NA,8.22,4.91,38.8947246,OT,No,,
NA,Boston Col.,1.8796,131.9953797,4.91,87.63,22,297.18,7.32,4.27,37.36180564,DT,No,,
21,Mississippi St.,1.9558,101.6046909,4.85,71.12,NA,287.02,NA,NA,26.56225094,WR,No,,
NA,Auburn,1.8796,103.8726527,4.72,76.2,14,307.34,7.43,4.47,29.40155839,WR,No,,
23,East Carolina,1.9812,116.5732391,4.94,74.93,19,281.94,7.19,4.53,29.69902728,TE,No,,
22,South Carolina,1.8542,99.7903214,4.54,92.71,21,299.72,7.08,4.33,29.02520314,RB,No,,
23,USC,1.8034,111.583723,4.68,81.28,26,274.32,NA,NA,34.30968391,FB,No,,
22,North Carolina,1.9304,149.6854821,5.58,48.26,30,223.52,NA,NA,40.16844898,OG,No,,
22,Syracuse,1.905,114.7588696,4.92,NA,18,NA,7.46,4.5,31.62250732,DE,No,,
22,Michigan St.,1.905,129.7274178,4.98,88.9,NA,287.02,NA,NA,35.74718218,DT,No,,
NA,Oklahoma,1.8034,102.965468,4.8,76.2,23,294.64,7.3,4.46,31.65974897,OLB,No,,
23,Wisconsin,1.9558,107.0477993,4.8,85.09,NA,292.1,7.29,4.33,27.98522867,QB,No,,
NA,Kentucky,1.8034,87.54332741,4.79,83.82,15,292.1,7.17,4.25,26.91776014,FS,No,,
23,Colorado,1.8542,93.44002822,4.69,88.9,12,289.56,7.09,4.2,27.17814476,WR,No,,
22,Florida St.,1.905,106.594207,4.77,87.63,19,304.8,NA,NA,29.37268466,ILB,No,,
21,San Diego St.,2.0066,149.2318897,5.42,58.42,17,233.68,8.36,5.12,37.06295333,OT,No,,
23,Duke,1.905,138.3456729,5.39,60.96,27,261.62,7.89,4.76,38.12199499,C,No,,
22,Notre Dame,1.8288,97.97595192,4.58,83.82,18,302.26,NA,4.51,29.29456582,SS,No,,
21,Utah St.,1.8034,89.81128926,4.58,82.55,12,294.64,7.12,4.19,27.61511144,WR,No,,
24,Miami (FL),1.8542,90.26488163,4.54,82.55,17,294.64,NA,NA,26.25461557,WR,No,,
23,Toledo,1.9304,93.44002822,4.54,74.93,12,284.48,7.18,4.33,25.07484997,WR,No,,
21,UCLA,1.9558,133.3561568,5.3,71.12,30,281.94,7.75,4.9,34.86295436,OG,No,,
22,Ohio St.,1.905,95.70799007,4.46,87.63,15,304.8,7.03,4.25,26.37292112,SS,No,,
23,Alabama,1.8796,120.2019781,4.99,71.12,17,274.32,7.74,4.69,34.02363744,DE,No,,
21,Oklahoma St.,1.778,82.10021897,4.58,90.17,14,307.34,6.94,4.31,25.97052937,CB,No,,
NA,Utah,1.778,104.7798375,5.05,78.74,22,287.02,NA,NA,33.14470876,ILB,No,,
24,East Carolina,1.8796,101.1510985,4.61,86.36,18,312.42,7.15,4.47,28.63121188,OLB,No,,
22,Iowa,1.9304,123.830717,4.88,NA,NA,NA,NA,NA,33.23026233,DE,No,,
NA,West Virginia,1.905,99.33672903,5.05,NA,NA,NA,NA,NA,27.3728423,P,No,,
20,Notre Dame,1.9558,120.2019781,4.9,83.82,23,304.8,7.38,4.53,31.42409152,DE,No,,
NA,TCU,1.8796,84.36818082,4.96,NA,NA,NA,NA,NA,23.88074175,K,No,,
23,Baylor,2.032,130.1810102,4.96,81.28,23,312.42,7.53,4.56,31.52827646,DE,No,,
22,Utah,1.8542,109.3157612,4.8,74.93,19,289.56,NA,4.52,31.79579071,ILB,No,,
NA,Florida St.,1.9558,129.2738255,4.94,76.2,20,289.56,7.53,4.78,33.79572107,DE,No,,
24,Colorado,2.0066,146.0567431,5.39,67.31,32,261.62,8.55,5.15,36.27437985,OT,No,,
23,Duke,1.9304,96.16158244,5.1,NA,NA,NA,NA,NA,25.8051854,P,No,,
23,Auburn,1.8542,112.4909078,4.83,NA,21,NA,NA,NA,32.7193199,ILB,No,,
22,Cincinnati,1.9304,93.89362059,4.55,88.9,12,312.42,7.08,4.63,25.19657254,WR,No,,
24,Florida,1.9558,113.3980925,4.83,NA,17,NA,NA,NA,29.64536936,TE,No,,
23,Wisconsin,2.0066,143.3351889,5.54,69.85,19,251.46,8.38,4.97,35.59845973,OT,No,,
20,Ohio St.,1.778,90.718474,4.6,95.25,16,317.5,6.8,4.13,28.69671754,WR,No,,
22,Oregon,1.7526,91.17206637,4.42,NA,17,NA,NA,NA,29.68220658,WR,No,,
22,Virginia Tech,1.9304,112.0373154,4.77,87.63,18,307.34,7,4.33,30.06547545,TE,No,,
23,Tennessee,1.905,112.0373154,4.73,NA,NA,NA,NA,NA,30.87256643,OLB,No,,
22,USC,1.8288,101.1510985,4.53,NA,24,NA,NA,NA,30.24392675,RB,No,,
23,Virginia Tech,1.8288,130.1810102,4.96,NA,29,NA,NA,NA,38.9237981,DT,No,,
21,Rutgers,1.8542,109.3157612,4.78,81.28,19,294.64,7.5,4.56,31.79579071,ILB,No,,
22,Iowa,1.778,91.62565874,4.75,91.44,8,304.8,7.18,4.15,28.98368471,FS,No,,
NA,Washington,1.905,107.9549841,4.73,74.93,NA,289.56,7.11,4.32,29.7476551,OLB,No,,
21,Indiana,1.9304,141.0672271,5.32,73.66,NA,254,7.76,4.63,37.8557201,DT,No,,
22,Arkansas,1.9304,151.953444,5.55,57.15,19,238.76,8.72,5.06,40.77706184,OT,No,,
22,Oklahoma,1.905,143.7887813,5.32,69.85,12,271.78,8.3,4.83,39.62187676,OG,No,,
NA,Auburn,1.7526,84.36818082,4.33,91.44,19,312.42,7.25,4.25,27.46711653,CB,No,,
22,Arizona,1.905,94.80080533,4.65,85.09,9,NA,6.99,4.14,26.12294083,WR,No,,
23,Oregon,1.9558,136.5313034,5.21,77.47,24,264.16,7.31,4.6,35.69302471,OT,No,,
22,Marshall,1.8288,107.9549841,4.64,NA,NA,NA,NA,NA,32.2782716,RB,No,,
23,Mississippi,1.8542,106.1406146,4.81,NA,NA,NA,NA,4.52,30.87226152,ILB,No,,
NA,Alabama,1.9558,141.9744118,5.38,66.04,20,246.38,NA,NA,37.11600243,OT,No,,
23,Texas Tech,1.9304,123.830717,5.06,80.01,20,287.02,7.4,4.77,33.23026233,DE,No,,
21,Georgia,1.8542,117.4804238,4.82,NA,NA,NA,NA,NA,34.17058006,FB,No,,
22,Michigan St.,1.9558,132.9025644,5.02,83.82,26,287.02,7.44,4.52,34.74437289,DT,No,,
23,Utah,1.778,89.81128926,4.86,NA,NA,NA,NA,NA,28.40975036,P,No,,
22,Kansas St.,1.8796,108.4085764,4.71,83.82,17,304.8,7.1,4.45,30.68546924,FB,No,,
23,San Diego St.,1.905,145.6031508,5.2,54.61,28,248.92,8.07,4.98,40.12183735,OG,No,,
23,Tulsa,1.905,99.7903214,4.53,92.71,14,325.12,7.3,4.33,27.49783245,WR,No,,
NA,Auburn,1.8796,108.8621688,4.97,73.66,NA,287.02,NA,NA,30.81386032,OLB,No,,
22,Arizona St.,1.778,87.54332741,4.57,90.17,14,297.18,6.75,4.07,27.69233242,WR,No,,
22,Illinois,1.7526,89.81128926,4.48,87.63,21,304.8,NA,NA,29.23918857,RB,No,,
23,Utah,1.8796,122.9235323,4.92,90.17,23,287.02,7.06,4.39,34.79398395,DE,No,,
22,UCLA,1.8034,83.00740371,4.96,NA,NA,NA,NA,NA,25.52305754,K,No,,
22,Colorado,1.8288,84.82177319,4.43,92.71,NA,302.26,NA,NA,25.36149911,CB,No,,
NA,Maryland,1.8288,84.36818082,4.88,NA,NA,NA,NA,NA,25.22587612,K,No,,
23,Duke,1.8288,96.16158244,4.56,NA,NA,NA,NA,NA,28.75207386,SS,No,,
23,Utah,1.8542,98.88313666,4.48,NA,19,NA,NA,NA,28.76133766,SS,No,,
23,Texas A&M,1.8034,102.965468,4.63,NA,19,NA,NA,NA,31.65974897,RB,No,,
23,Mississippi St.,1.8288,87.08973504,4.58,85.09,14,NA,NA,NA,26.03961406,CB,No,,
23,Stanford,1.9304,106.1406146,4.62,91.44,12,312.42,6.49,4.2,28.483082,WR,No,,
23,Florida St.,1.8288,93.44002822,4.76,83.82,14,289.56,7.08,4.33,27.93833592,SS,No,,
22,Notre Dame,1.8796,87.99691978,4.48,NA,NA,NA,NA,NA,24.90787043,WR,No,,
22,Mississippi St.,1.8542,103.8726527,4.77,78.74,18,279.4,7.07,4.28,30.21259781,OLB,No,,
23,UCLA,1.905,137.4384881,5.01,71.12,25,274.32,7.31,4.27,37.87201469,C,No,,
NA,Minnesota,1.7526,87.54332741,4.47,88.9,10,312.42,7.16,4.22,28.50082522,CB,No,,
22,Oklahoma St.,1.9558,119.7483857,4.87,NA,20,NA,NA,NA,31.30551004,DE,No,,
22,Auburn,1.778,103.4190604,4.64,82.55,20,281.94,7,4.21,32.71425799,RB,No,,
22,Illinois,1.905,88.90410452,4.67,83.82,NA,322.58,7.4,4.28,24.49806891,WR,No,,
23,Michigan St.,1.8542,133.3561568,5.29,67.31,23,256.54,7.9,4.73,38.78822601,C,No,,
NA,Oklahoma,1.8288,105.2334298,4.64,72.39,17,264.16,NA,NA,31.46453366,ILB,No,,
22,Oregon,1.7526,89.35769689,4.66,87.63,13,294.64,6.95,4.14,29.0915159,WR,No,,
NA,Georgia,1.9304,129.2738255,5.23,76.2,20,281.94,7.46,4.73,34.69093321,DE,No,,
NA,California,1.8796,104.3262451,4.59,96.52,16,302.26,NA,NA,29.52994947,TE,No,,
NA,Boston Col.,1.9812,128.8202331,5.1,74.93,25,274.32,7.55,4.62,32.81915855,DE,No,,
NA,Oregon,1.8034,90.718474,4.83,74.93,NA,289.56,6.82,4.2,27.89405196,QB,No,,
NA,TCU,1.8288,96.16158244,4.77,81.28,NA,279.4,NA,4.4,28.75207386,QB,No,,
NA,Harvard,1.905,113.3980925,4.73,90.17,20,307.34,6.9,4.2,31.24753687,TE,No,,
NA,Texas A&M,1.9812,133.8097492,5.27,NA,20,NA,NA,NA,34.09032314,OG,No,,
NA,Illinois St.,1.7272,93.89362059,4.47,86.36,17,284.48,7.26,4.58,31.47391933,RB,No,,
NA,North Carolina St.,1.8288,98.42954429,4.75,78.74,12,294.64,6.85,4.21,29.43018881,RB,No,,
NA,North Carolina St.,1.9558,112.4909078,4.9,74.93,NA,269.24,NA,NA,29.4082064,TE,No,,
NA,Miami (FL),1.8288,107.0477993,4.72,NA,27,NA,NA,NA,32.00702562,ILB,No,,
NA,Bowling Green,1.8288,91.17206637,4.57,85.09,8,294.64,NA,NA,27.26022097,WR,No,,
NA,Texas A&M,1.8034,79.83225712,4.56,97.79,NA,314.96,6.82,4.06,24.54676572,CB,No,,
NA,Northern Iowa,1.8796,90.26488163,4.68,93.98,NA,322.58,7.07,4.06,25.54982585,CB,No,,
NA,Cincinnati,1.8542,86.1825503,4.54,80.01,8,312.42,NA,NA,25.06722089,WR,No,,
NA,Miami (FL),1.9558,133.8097492,5.01,63.5,26,269.24,7.32,4.58,34.98153584,DE,No,,
NA,Iowa,1.8542,89.35769689,4.61,NA,NA,NA,NA,NA,25.99075008,K,No,,
NA,Tennessee,1.8796,101.1510985,4.48,88.9,17,312.42,6.9,4.13,28.63121188,WR,No,,
NA,Stony Brook,1.8542,111.583723,4.86,81.28,NA,302.26,7.24,4.4,32.45545442,DE,No,,
NA,Liberty,1.8542,97.06876718,4.74,NA,NA,NA,NA,NA,28.23360669,K,No,,
NA,San Jose St.,1.8288,89.81128926,4.73,81.28,19,297.18,NA,NA,26.853352,CB,No,,
NA,West Georgia,1.9558,146.9639279,5.36,72.39,30,254,8.42,4.83,38.42039869,OT,No,,
NA,Louisiana St,1.8542,77.56429527,4.49,90.17,NA,307.34,NA,NA,22.5604988,CB,No,,
NA,Southern Utah,1.905,112.4909078,4.82,80.01,21,281.94,6.8,4.31,30.99755658,DE,No,,
NA,Sam Houston St.,1.9304,94.80080533,4.98,NA,NA,NA,NA,NA,25.44001768,P,No,,
NA,Colorado St.,1.8542,85.27536556,4.55,104.14,NA,317.5,6.93,3.94,24.80335541,CB,No,,
NA,Jacksonville St.,1.905,135.1705263,5.15,63.5,23,NA,7.9,4.97,37.24706395,DT,No,,
NA,San Jose St.,1.8034,85.27536556,4.68,90.17,NA,312.42,NA,NA,26.22040884,CB,No,,
NA,Liberty,1.905,104.7798375,4.8,78.74,NA,294.64,6.74,4.31,28.87272407,QB,No,,
22,Florida St.,1.7526,85.72895793,4.57,NA,10,302.26,NA,4.57,27.91013454,WR,No,,
21,Kentucky,1.7018,86.1825503,4.51,91.44,18,307.34,6.86,4.18,29.75790157,RB,No,,
23,Florida St.,1.7272,83.91458845,4.44,82.55,8,304.8,7.17,4.37,28.1288651,WR,No,,
23,USC,2.0066,138.7992652,5.48,52.07,15,266.7,NA,5.01,34.47192619,OT,No,,
21,Houston,1.8034,84.36818082,NA,NA,10,NA,NA,NA,25.94146832,WR,No,,
NA,Oklahoma,1.8796,140.6136347,4.96,71.12,25,271.78,7.89,4.96,39.80123625,DT,No,,
23,Miami (FL),1.9304,99.33672903,4.7,86.36,NA,NA,NA,NA,26.65724341,P,No,,
NA,Stanford,1.8288,86.1825503,NA,NA,NA,NA,NA,NA,25.76836808,K,No,,
22,Minnesota,1.8542,93.44002822,NA,82.55,13,292.1,7.08,4.28,27.17814476,SS,No,,
