Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,BMI,Position,Drafted,Round,Pick
22,Arkansas,2.0066,114.7588696,5.37,60.96,NA,261.62,NA,NA,28.50129845,QB,Yes,3,74
22,LSU,1.8034,102.0582833,4.65,91.44,18,299.72,6.78,4.21,31.38080846,RB,Yes,3,73
21,California,1.778,95.2543977,4.49,86.36,31,292.1,6.95,4.28,30.13155341,RB,Yes,2,56
23,Marshall,1.9812,120.6555704,4.94,73.66,25,274.32,7.13,4.28,30.73907104,TE,Yes,5,159
22,Illinois,1.9304,113.3980925,4.42,91.44,23,314.96,7.04,4.28,30.43064316,ILB,Yes,3,72
21,Alabama,1.7526,97.52235955,4.62,80.01,21,299.72,7.13,4.62,31.74962395,RB,Yes,1,28
21,California,1.9304,130.1810102,4.74,78.74,25,297.18,7.07,4.37,34.93437835,DE,Yes,1,24
22,Pittsburgh,1.9558,119.7483857,4.79,NA,NA,NA,NA,NA,31.30551004,DE,Yes,7,226
22,Louisville,1.8034,86.63614267,4.59,81.28,13,279.4,NA,4.16,26.63881962,CB,Yes,3,88
22,North Carolina,1.8796,140.1600423,4.84,77.47,38,284.48,7.33,4.4,39.67284516,DT,Yes,2,52
22,Iowa,1.8288,95.70799007,4.62,83.82,11,274.32,6.9,4.27,28.61645087,SS,Yes,6,198
21,Nebraska,1.8288,93.44002822,4.38,96.52,15,325.12,6.97,4.08,27.93833592,CB,Yes,1,19
22,Michigan St.,1.8288,109.7693535,4.75,80.01,21,297.18,7.27,4.27,32.82076356,ILB,Yes,6,185
23,Indiana,1.9812,146.5103355,5.21,66.04,25,254,7.84,4.81,37.32601483,OT,Yes,4,117
21,Troy,1.7526,83.91458845,4.46,95.25,11,314.96,7.07,4.25,27.31944386,WR,Yes,3,83
22,Maryland,1.8034,95.70799007,4.4,86.36,19,297.18,7.15,4.2,29.42822482,RB,Yes,7,221
23,Kansas St.,1.9558,156.94296,5.19,NA,26,NA,NA,NA,41.02919119,DT,Yes,3,94
21,Temple,1.9304,142.8815966,4.96,66.04,27,269.24,7.31,4.59,38.34261039,DT,Yes,1,30
22,Alabama,1.8796,99.7903214,4.84,83.82,NA,271.78,7.11,4.45,28.24603863,QB,Yes,7,208
22,TCU,1.7526,85.72895793,4.56,87.63,16,304.8,NA,NA,27.91013454,WR,Yes,5,153
22,Louisville,1.778,93.89362059,4.51,NA,18,NA,NA,NA,29.70110265,RB,Yes,4,126
23,LSU,1.9558,147.4175203,5.31,73.66,29,261.62,8.27,4.75,38.53898016,OT,Yes,3,92
22,Miami (FL),1.8542,79.83225712,4.28,85.09,5,307.34,6.97,4.09,23.22016251,CB,Yes,3,81
22,Tennessee,1.8288,87.99691978,4.43,91.44,13,299.72,6.78,4.15,26.31086004,WR,Yes,5,148
21,Penn St.,1.905,141.9744118,5.29,72.39,30,254,7.51,4.63,39.12191617,C,Yes,2,48
22,East. Washington,1.8288,87.99691978,4.33,NA,13,NA,NA,NA,26.31086004,RB,Yes,4,125
22,Ohio St.,1.8288,86.63614267,4.38,87.63,NA,320.04,NA,NA,25.90399107,CB,Yes,4,113
22,Oregon,1.8542,104.7798375,4.78,NA,13,NA,NA,NA,30.4764633,ILB,Yes,4,116
23,Cincinnati,1.905,127.0058636,4.89,77.47,NA,279.4,7.22,4.14,34.9972413,C,Yes,6,191
23,Utah St.,1.8288,89.35769689,4.42,95.25,12,312.42,6.87,4.07,26.71772901,CB,Yes,3,90
23,Iowa,1.8796,136.5313034,5.12,78.74,23,264.16,7.46,4.59,38.64571649,OG,Yes,5,161
23,USC,1.8288,102.965468,4.64,NA,NA,NA,NA,NA,30.78641871,FB,Yes,7,240
21,Temple,1.8288,89.81128926,4.62,76.2,14,287.02,6.95,4.14,26.853352,FS,Yes,2,54
20,Pittsburgh,1.7018,87.54332741,4.56,87.63,17,284.48,6.9,4.18,30.22776317,RB,Yes,5,149
22,Connecticut,1.8542,111.583723,4.8,81.28,22,276.86,7.17,4.46,32.45545442,ILB,Yes,7,237
26,Baylor,1.905,140.6136347,5.36,66.04,29,233.68,7.61,4.62,38.74694572,OG,Yes,1,23
23,Nebraska,1.8542,80.28584949,4.87,NA,NA,NA,NA,NA,23.35209525,K,Yes,4,120
22,Ohio St.,1.778,103.8726527,4.53,83.82,28,292.1,6.89,4.26,32.85774158,OLB,Yes,6,193
22,Citadel,1.8542,89.35769689,4.5,90.17,18,327.66,6.76,4.01,25.99075008,CB,Yes,4,128
22,Texas,1.8288,83.91458845,4.51,100.33,10,325.12,6.59,4,25.09025313,CB,Yes,3,95
23,Florida,1.9812,149.6854821,5.41,NA,30,NA,NA,NA,38.13493775,OT,Yes,2,63
22,Nebraska,1.9304,144.2423737,5.28,62.23,23,236.22,8.42,5.03,38.7077781,OG,Yes,6,196
21,Ohio St.,1.9558,133.3561568,4.95,76.2,NA,NA,NA,NA,34.86295436,DE,Yes,1,31
21,Fresno St.,1.8542,112.4909078,4.58,91.44,27,289.56,6.88,4.34,32.7193199,OLB,Yes,5,162
22,South Carolina,1.8288,90.26488163,4.36,97.79,NA,312.42,6.88,4.08,26.98897499,CB,Yes,3,80
23,Central Florida,1.8542,115.212462,4.81,78.74,35,287.02,7.05,4.34,33.51091635,OLB,Yes,7,211
23,Nevada,1.9558,105.6870222,4.53,82.55,NA,292.1,6.85,4.18,27.62948424,QB,Yes,2,36
22,USC,1.8034,90.26488163,4.46,NA,16,NA,NA,NA,27.7545817,WR,Yes,6,182
21,Missouri,1.9304,119.2947933,4.74,86.36,20,299.72,7.19,4.5,32.01303661,DE,Yes,1,7
23,Appalachian St.,1.905,139.70645,5.28,82.55,23,266.7,7.59,4.68,38.49696543,OG,Yes,5,163
22,Oklahoma St.,1.7018,90.26488163,4.46,88.9,24,309.88,6.74,4.21,31.16748638,RB,Yes,4,115
22,Montana St.,1.9304,135.6241186,5.07,71.12,21,274.32,7.44,4.5,36.39504922,OG,Yes,7,239
22,Stanford,1.905,88.45051215,4.54,96.52,16,317.5,6.82,4.33,24.37307876,CB,Yes,5,154
21,Mississippi St.,1.905,111.583723,4.71,81.28,20,304.8,7.26,4.46,30.74757628,OLB,Yes,4,99
24,Wisconsin,1.9304,144.695966,5.51,77.47,23,259.08,7.79,4.53,38.82950068,OG,Yes,3,75
23,Clemson,1.8288,91.62565874,4.43,83.82,24,314.96,NA,NA,27.39584396,CB,Yes,6,173
21,Alabama,1.9304,145.6031508,5.22,NA,23,NA,NA,NA,39.07294582,OT,Yes,1,25
21,Appalachian St.,1.8034,95.2543977,4.49,78.74,21,294.64,6.9,4.09,29.28875456,FS,Yes,5,156
22,Washington,1.8542,111.1301307,4.75,78.74,22,279.4,7.14,4.45,32.32352168,OLB,Yes,3,84
23,Idaho,1.9304,112.9445001,4.78,NA,18,NA,NA,NA,30.30892059,TE,Yes,7,238
21,Clemson,1.905,127.0058636,4.92,NA,22,NA,NA,NA,34.9972413,DE,Yes,2,51
22,USC,1.8034,109.7693535,4.53,73.66,28,287.02,6.97,4.39,33.75180287,RB,Yes,6,187
22,Iowa,1.905,127.459456,4.78,83.82,NA,287.02,7.3,4.13,35.12223145,DE,Yes,1,20
21,Florida,1.7526,83.46099608,4.7,90.17,18,302.26,6.85,4.2,27.17177119,SS,Yes,5,151
22,Tennessee,1.9558,117.0268315,4.68,83.82,27,292.1,7.03,4.4,30.59402118,TE,Yes,4,104
21,Miami (FL),1.8542,107.9549841,4.59,92.71,23,302.26,6.93,4.2,31.39999249,ILB,Yes,4,109
21,USC,1.8542,136.077711,5.04,69.85,26,256.54,7.51,4.78,39.57982246,DT,Yes,3,77
21,UCLA,1.8796,115.212462,4.81,78.74,18,294.64,7.49,4.28,32.61133551,OLB,Yes,2,39
22,Iowa,1.905,124.7379018,4.85,NA,22,NA,NA,NA,34.37229056,DE,Yes,5,142
22,Washington,1.8796,104.7798375,4.51,88.9,NA,304.8,6.77,4.12,29.65834056,QB,Yes,1,8
21,Clemson,1.8034,105.6870222,4.53,92.71,24,304.8,7.16,4.39,32.49657053,RB,Yes,4,130
22,Nebraska,1.8034,99.33672903,4.4,92.71,11,302.26,6.67,4.01,30.5439869,RB,Yes,4,105
22,SMU,1.778,83.46099608,4.35,101.6,17,320.04,6.65,4.09,26.40098013,WR,Yes,6,178
23,West Virginia,1.8796,144.695966,5.06,73.66,30,269.24,7.56,4.46,40.95675601,DT,Yes,7,253
22,Miami (FL),1.8542,94.80080533,4.4,91.44,14,297.18,6.94,4.21,27.57394298,WR,Yes,3,79
23,Penn St.,1.8288,96.16158244,4.65,86.36,20,287.02,7.07,4.18,28.75207386,RB,Yes,6,177
23,Florida St.,1.905,120.6555704,4.86,82.55,14,297.18,7.25,4.51,33.24737923,DE,Yes,7,224
22,Clemson,1.9304,140.6136347,5.03,67.31,17,248.92,7.42,4.83,37.73399752,DT,Yes,2,41
21,Nebraska,1.8542,101.6046909,4.45,87.63,24,297.18,6.9,4.14,29.5529341,WR,Yes,5,155
23,Florida,1.905,144.2423737,5.39,NA,18,NA,NA,NA,39.7468669,OG,Yes,7,217
22,Purdue,1.9304,121.1091628,4.67,85.09,31,309.88,7.18,4.39,32.4999269,DE,Yes,1,16
21,Nebraska,1.8034,94.34721296,4.5,78.74,13,279.4,NA,NA,29.00981404,SS,Yes,5,146
21,Boise St.,1.7526,85.72895793,4.5,85.09,13,289.56,6.66,4.12,27.91013454,CB,Yes,7,213
22,Oklahoma,1.8034,93.44002822,4.43,86.36,23,317.5,6.71,3.97,28.73087352,CB,Yes,3,80
22,San Diego St.,1.9304,103.8726527,4.86,74.93,NA,274.32,7.52,4.45,27.87446914,QB,Yes,6,185
22,Notre Dame,1.905,99.7903214,4.4,92.71,16,309.88,NA,NA,27.49783245,WR,Yes,1,13
21,Presbyterian,1.8288,90.718474,4.52,100.33,19,332.74,6.79,4.3,27.12459798,FS,Yes,6,177
21,Washington,1.9304,139.2528576,5.39,63.5,21,256.54,7.77,4.58,37.36882981,OG,Yes,5,151
22,Mississippi,1.9812,143.3351889,5.18,69.85,22,261.62,7.7,4.95,36.51709191,OT,Yes,4,112
23,Boise St.,1.9812,137.4384881,5.26,72.39,22,254,7.49,4.67,35.01480648,OT,Yes,7,221
22,Wisconsin,1.8288,108.4085764,4.73,92.71,14,304.8,7.14,4.16,32.41389459,FB,Yes,5,157
22,Southern Miss,1.9558,146.5103355,5.29,68.58,22,264.16,7.74,4.8,38.30181721,OT,Yes,3,91
23,South Carolina,1.9304,136.9848957,5.12,66.04,30,259.08,NA,NA,36.76021694,DT,Yes,7,249
22,Wisconsin,1.9558,142.4280042,5.16,NA,18,NA,NA,NA,37.23458391,C,Yes,2,55
22,Mississippi St.,1.8034,91.62565874,4.56,93.98,19,322.58,6.93,4.22,28.17299248,SS,Yes,6,192
23,Troy,1.8796,119.7483857,4.81,85.09,20,304.8,7.38,4.53,33.89524635,OLB,Yes,5,164
22,Alabama,1.8796,123.3771246,4.74,NA,22,NA,NA,NA,34.92237503,DE,Yes,2,35
22,Cal Poly,1.778,86.63614267,4.48,87.63,19,299.72,6.97,4.03,27.40536525,CB,Yes,5,169
21,South Carolina St.,1.8288,95.70799007,4.42,80.01,18,309.88,7.33,4.13,28.61645087,FS,Yes,4,130
20,Temple,1.8288,98.88313666,4.45,92.71,17,312.42,7.07,4.28,29.5658118,RB,Yes,3,84
22,Georgia,1.8796,142.8815966,5,NA,NA,NA,NA,NA,40.44319167,DT,Yes,7,236
22,Iowa St.,1.9558,151.0462592,5.22,67.31,32,264.16,7.91,4.87,39.48763198,OT,Yes,2,60
22,Miami (FL),1.9558,99.33672903,4.37,83.82,17,317.5,7.08,NA,25.96934356,WR,Yes,6,198
22,Georgia,1.9812,156.4893677,5.08,59.69,31,236.22,8.13,5,39.86834401,OT,Yes,2,41
22,Florida St.,1.9812,145.1495584,5.33,68.58,28,254,8.15,4.99,36.97933358,OT,Yes,5,144
21,South Carolina,1.8288,86.1825503,4.38,91.44,15,312.42,6.61,3.94,25.76836808,CB,Yes,1,10
23,LSU,1.778,86.1825503,4.37,96.52,12,304.8,NA,NA,27.26188166,CB,Yes,4,124
22,Florida St.,1.8796,109.3157612,4.56,93.98,24,307.34,7.18,4.37,30.94225141,OLB,Yes,4,105
26,Oregon,1.9812,144.695966,5.32,NA,23,NA,NA,NA,36.86377316,OG,Yes,6,178
22,North Carolina St.,1.8034,85.27536556,4.34,85.09,8,304.8,6.77,4.18,26.22040884,WR,Yes,3,69
23,TCU,1.8796,107.0477993,4.58,87.63,19,307.34,6.89,4.18,30.30029598,ILB,Yes,5,147
22,Arkansas,1.8034,81.19303423,4.51,91.44,NA,312.42,7.09,NA,24.9651765,WR,Yes,4,104
22,Oklahoma,1.9304,122.4699399,4.8,NA,NA,NA,NA,NA,32.86509462,DE,Yes,4,103
23,Midwestern St.,1.9304,141.0672271,5.33,80.01,28,271.78,7.95,4.87,37.8557201,OG,Yes,2,40
22,Wisconsin,1.8796,96.61517481,4.78,NA,NA,NA,NA,NA,27.34730103,P,Yes,6,207
20,Boston Col.,1.905,109.7693535,4.58,96.52,27,312.42,6.92,4.12,30.24761569,ILB,Yes,1,9
24,Coastal Carolina,1.8288,89.35769689,4.61,83.82,14,314.96,7.09,4.23,26.71772901,CB,Yes,5,143
23,Temple,1.8542,108.4085764,4.53,91.44,18,302.26,6.94,4.28,31.53192523,FB,Yes,4,111
22,South Carolina,1.905,97.97595192,4.48,NA,NA,NA,NA,NA,26.99787186,WR,Yes,2,45
22,Boise St.,1.905,117.9340162,4.62,80.01,19,299.72,7.07,4.33,32.49743835,OLB,Yes,1,19
22,Rutgers,1.8542,95.70799007,4.62,91.44,19,320.04,6.88,4.22,27.83780846,WR,Yes,3,83
21,California,1.8796,90.26488163,4.46,83.82,22,284.48,6.81,4.11,25.54982585,WR,Yes,5,166
22,Penn St.,1.9558,137.4384881,5.01,74.93,26,NA,NA,NA,35.93018766,DT,Yes,2,53
22,Iowa,1.778,86.1825503,4.5,NA,14,NA,NA,NA,27.26188166,CB,Yes,5,156
21,Wisconsin,1.9304,142.4280042,5.32,73.66,32,256.54,7.77,4.61,38.22088781,OG,Yes,1,27
21,Georgia,1.8796,113.8516849,4.73,NA,35,NA,NA,NA,32.22616225,TE,Yes,4,116
22,Ohio St.,1.778,96.61517481,4.57,88.9,22,297.18,6.97,4.04,30.56200418,RB,Yes,6,191
22,Alabama,1.8796,84.36818082,4.5,88.9,NA,304.8,NA,NA,23.88074175,CB,Yes,1,17
22,Clemson,1.8796,142.4280042,5.2,78.74,35,254,7.97,4.71,40.31480059,DT,Yes,3,93
21,Boise St.,1.9304,102.0582833,4.6,87.63,20,314.96,7.03,4.03,27.38757885,FS,Yes,5,167
21,Alabama,1.7526,103.4190604,4.48,NA,NA,NA,NA,NA,33.66936865,RB,Yes,1,3
22,Miami (FL),1.778,78.01788764,4.31,96.52,14,302.26,NA,NA,24.67917708,WR,Yes,4,100
22,Boise St.,1.9304,133.3561568,4.86,68.58,24,271.78,7.37,4.44,35.78643636,DE,Yes,6,205
23,Cincinnati,1.8796,140.1600423,5.32,NA,28,NA,NA,NA,39.67284516,DT,Yes,3,87
21,Texas,1.8796,107.9549841,4.64,90.17,24,299.72,NA,NA,30.55707815,OLB,Yes,6,204
22,California,1.9558,144.2423737,5.38,67.31,23,226.06,7.86,4.87,37.70890982,OT,Yes,2,37
22,Colorado,2.0066,145.6031508,5.16,71.12,32,254,7.72,4.78,36.1617265,OG,Yes,5,160
28,Oklahoma St.,1.905,100.2439138,4.89,NA,NA,NA,NA,NA,27.6228226,QB,Yes,1,22
22,Nevada,1.8542,109.3157612,4.6,93.98,23,314.96,7.34,4.37,31.79579071,ILB,Yes,4,120
22,Arizona,1.778,87.08973504,4.52,87.63,18,294.64,6.87,4,27.54884884,CB,Yes,7,245
22,Boise St.,1.9304,124.7379018,4.82,83.82,28,287.02,7.09,4.44,33.47370748,DE,Yes,3,81
22,Montana,1.8542,111.1301307,4.82,76.2,26,279.4,7.26,4.28,32.32352168,ILB,Yes,7,222
22,LSU,1.8034,85.27536556,4.5,87.63,NA,299.72,7.01,4.12,26.22040884,CB,Yes,1,6
22,Oklahoma,1.9304,114.3052772,4.43,91.44,24,309.88,6.76,4.11,30.67408831,TE,Yes,6,186
23,Virginia Tech,1.8288,91.17206637,4.42,88.9,12,292.1,6.69,4.15,27.26022097,WR,Yes,5,152
22,Wake Forest,1.9304,112.9445001,4.73,85.09,25,297.18,7.11,4.31,30.30892059,OLB,Yes,4,113
21,Arizona St.,2.0066,109.7693535,4.83,NA,NA,NA,NA,NA,27.26211156,QB,Yes,2,57
22,Tennessee,1.9558,128.8202331,4.85,71.12,25,266.7,7.38,4.41,33.67713959,DE,Yes,5,137
22,Cincinnati,1.9558,133.8097492,4.93,85.09,33,274.32,7.26,4.44,34.98153584,DT,Yes,2,36
26,Baylor,1.905,141.0672271,5.17,74.93,22,266.7,7.86,4.65,38.87193587,C,Yes,4,108
23,Arizona St.,1.778,91.62565874,4.51,NA,24,NA,NA,NA,28.98368471,CB,Yes,4,101
20,San Diego St.,1.7526,90.718474,4.42,93.98,17,NA,NA,NA,29.53453391,RB,Yes,3,67
21,Kentucky,1.8288,107.5013917,4.84,80.01,18,281.94,NA,NA,32.14264861,OLB,Yes,6,188
21,Oklahoma,1.8796,114.7588696,4.65,78.74,36,284.48,7.09,4.4,32.48294442,OLB,Yes,4,125
22,Colorado,1.778,82.55381134,4.42,80.01,13,289.56,6.99,4.5,26.11401296,CB,Yes,3,85
23,Oklahoma,1.778,87.08973504,4.57,NA,21,NA,NA,NA,27.54884884,WR,Yes,2,54
24,Oklahoma,1.8542,111.583723,4.83,91.44,22,309.88,NA,NA,32.45545442,OLB,Yes,7,223
23,Iowa,1.9812,141.9744118,5.16,67.31,23,248.92,7.87,4.75,36.17041066,OT,Yes,1,23
21,Temple,1.8542,105.6870222,4.62,93.98,21,314.96,7.14,4.37,30.74032878,OLB,Yes,5,138
21,Michigan St.,1.8796,139.70645,5,72.39,NA,271.78,7.6,4.56,39.54445408,DT,Yes,2,51
21,USC,1.905,122.9235323,4.55,97.79,35,314.96,7.25,4.66,33.87232997,DE,Yes,1,28
22,Maine,1.8034,92.07925111,4.47,92.71,17,304.8,6.69,4.22,28.31246274,SS,Yes,4,133
21,North Carolina St.,1.8796,107.5013917,4.71,82.55,22,289.56,7.18,4.43,30.42868707,OLB,Yes,5,163
22,Vanderbilt,1.8034,87.08973504,4.47,86.36,19,302.26,6.76,3.9,26.77828988,CB,Yes,2,62
21,Florida St.,1.9812,142.8815966,5.19,74.93,NA,254,7.71,4.54,36.40153149,OT,Yes,7,241
22,Iowa,1.8288,131.9953797,4.84,NA,NA,NA,NA,NA,39.46629006,DT,Yes,4,132
23,Tenn-Chattanooga,1.905,105.6870222,4.94,NA,NA,276.86,7.07,4.38,29.12270437,QB,Yes,7,243
21,Ohio St.,1.8796,95.70799007,4.39,92.71,14,312.42,7.03,4.15,27.09051887,WR,Yes,3,68
22,Texas A&M,1.7526,92.98643585,NA,NA,NA,NA,NA,NA,30.27289725,K,Yes,5,161
21,Illinois,1.9304,118.3876086,4.68,81.28,27,299.72,7.17,4.53,31.76959146,DE,Yes,1,26
22,Nebraska,1.9304,126.5522712,4.91,78.74,NA,264.16,7.47,4.4,33.96059777,DE,Yes,4,126
21,Michigan St.,1.8034,85.27536556,4.42,100.33,13,309.88,6.85,4.13,26.22040884,WR,Yes,4,121
22,Georgia,1.905,137.4384881,5.35,77.47,29,266.7,7.95,4.74,37.87201469,C,Yes,4,99
22,Florida International,1.7526,83.00740371,4.34,NA,NA,NA,NA,NA,27.02409852,WR,Yes,3,92
23,Georgia,1.9304,151.953444,5.24,68.58,32,256.54,8.04,4.99,40.77706184,OT,Yes,7,208
22,Clemson,1.905,115.6660544,4.85,81.28,27,279.4,7.12,4.37,31.87248761,TE,Yes,3,64
22,Ohio,1.8034,87.08973504,4.43,82.55,11,NA,NA,NA,26.77828988,WR,Yes,6,206
23,Stanford,1.9812,112.0373154,4.51,NA,27,NA,NA,NA,28.54342311,TE,Yes,2,34
21,Mississippi St.,1.778,99.33672903,4.59,83.82,23,292.1,7.03,4.19,31.4229057,RB,Yes,5,170
22,Stanford,1.9304,106.1406146,4.59,91.44,NA,314.96,6.8,4.28,28.483082,QB,Yes,1,1
22,Alabama,1.8542,143.3351889,5.02,NA,NA,NA,NA,NA,41.69074633,DT,Yes,5,136
23,Northern Illinois,1.8796,99.33672903,4.68,82.55,NA,284.48,6.78,4.15,28.11764754,QB,Yes,7,253
22,Oklahoma St.,1.8542,93.89362059,4.46,NA,14,NA,NA,NA,27.3100775,WR,Yes,1,5
23,Florida St.,1.778,85.27536556,4.52,91.44,NA,297.18,6.81,4.07,26.97491448,CB,Yes,6,176
22,Nevada,1.8542,109.7693535,4.72,77.47,28,274.32,7.05,4.09,31.92772345,OLB,Yes,5,142
23,California,1.9304,94.34721296,4.86,NA,NA,NA,NA,NA,25.31829511,P,Yes,3,70
22,Clemson,1.9304,117.4804238,4.67,82.55,19,304.8,7.19,4.25,31.52614632,DE,Yes,2,38
22,Illinois,1.9304,139.2528576,5.17,69.85,26,259.08,8.01,4.9,37.36882981,OT,Yes,2,44
22,Texas A&M,1.778,93.44002822,4.4,82.55,21,289.56,7.17,NA,29.55761906,RB,Yes,6,182
21,Memphis,1.905,156.94296,4.89,74.93,44,266.7,7.9,4.56,43.24659103,DT,Yes,1,11
22,Alabama,1.8034,91.62565874,4.65,83.82,NA,294.64,NA,NA,28.17299248,CB,Yes,5,146
23,Fresno St.,1.7526,84.82177319,4.36,99.06,17,312.42,NA,NA,27.6147892,WR,Yes,4,107
23,Oklahoma,1.9558,141.5208194,4.94,90.17,19,289.56,7.52,4.78,36.99742096,OT,Yes,3,74
23,Michigan,1.8542,102.0582833,4.48,90.17,21,314.96,6.59,3.98,29.68486685,WR,Yes,7,238
22,Connecticut,1.9304,135.6241186,4.82,87.63,36,287.02,7.43,4.53,36.39504922,DT,Yes,2,49
23,Michigan,1.8542,135.1705263,5.18,NA,41,NA,NA,NA,39.31595698,C,Yes,7,226
22,South Carolina,1.8542,119.7483857,4.69,87.63,28,276.86,6.83,4.18,34.83024377,OLB,Yes,1,18
24,Penn St.,1.9304,147.4175203,5.52,69.85,31,NA,7.96,5,39.55983611,OG,Yes,5,149
21,Louisiana-Lafayette,1.9812,107.9549841,4.45,87.63,16,314.96,7.12,4.47,27.50337935,TE,Yes,4,110
22,LSU,1.8034,94.80080533,4.52,85.09,NA,299.72,7.32,4.37,29.1492843,SS,Yes,3,73
20,Michigan St.,1.7272,92.53284348,4.44,88.9,20,281.94,7.27,4.31,31.01777557,RB,Yes,7,250
23,South Carolina,1.9304,153.3142211,5.29,68.58,NA,259.08,7.87,4.9,41.14222956,OG,Yes,5,150
22,Appalachian St.,1.905,99.7903214,4.5,86.36,15,302.26,7.1,4.23,27.49783245,WR,Yes,2,33
22,Cincinnati,1.778,89.35769689,4.39,83.82,NA,294.64,6.95,4.32,28.26626677,RB,Yes,2,50
22,Montana,1.8796,92.53284348,4.5,90.17,19,309.88,7.2,4.15,26.19178127,CB,Yes,3,65
23,Florida,1.778,87.54332741,4.41,85.09,NA,307.34,6.95,4.13,27.69233242,CB,Yes,2,39
22,Wake Forest,1.8034,89.81128926,4.35,85.09,19,299.72,6.97,4.23,27.61511144,WR,Yes,4,96
21,LSU,1.9558,146.0567431,5.31,67.31,NA,266.7,7.46,4.81,38.18323573,DT,Yes,1,14
22,Missouri,1.9558,114.3052772,4.52,91.44,21,332.74,7.03,4.32,29.88253231,TE,Yes,3,78
22,Texas,1.9558,132.9025644,5,86.36,28,281.94,7.49,4.84,34.74437289,DT,Yes,7,215
21,Miami (FL),1.8796,118.3876086,4.73,87.63,31,309.88,7.39,4.5,33.5100731,DE,Yes,3,72
22,Michigan St.,1.8542,95.70799007,4.52,80.01,12,294.64,7.1,NA,27.83780846,WR,Yes,6,183
22,Stanford,1.9558,141.5208194,5.27,NA,NA,NA,NA,NA,36.99742096,OT,Yes,2,42
21,Oregon,1.905,108.4085764,4.67,86.36,20,302.26,NA,NA,29.87264525,OLB,Yes,5,155
23,Texas A&M,1.9304,100.2439138,4.65,NA,NA,NA,NA,NA,26.90068856,QB,Yes,1,8
20,Miami (FL),1.8034,96.16158244,4.34,83.82,NA,NA,NA,NA,29.56769508,RB,Yes,4,97
22,Nevada,1.8288,98.42954429,4.54,91.44,20,NA,6.88,4.19,29.43018881,WR,Yes,7,227
23,Notre Dame,1.8796,96.61517481,4.54,86.36,19,309.88,6.63,4.12,27.34730103,SS,Yes,1,29
21,Arkansas,1.905,99.33672903,4.52,92.71,19,317.5,NA,NA,27.3728423,WR,Yes,4,134
NA,California,1.905,129.2738255,5.01,78.74,NA,266.7,7.45,4.53,35.62219204,DE,Yes,7,219
22,USC,2.0066,138.7992652,4.96,68.58,30,NA,7.33,4.65,34.47192619,OT,Yes,1,4
23,USC,1.9558,113.8516849,4.78,80.01,NA,276.86,NA,NA,29.76395083,TE,Yes,4,128
22,North Carolina St.,1.9304,111.583723,4.76,88.9,15,289.56,6.96,4.29,29.94375287,ILB,Yes,7,210
22,Arkansas,1.778,82.55381134,4.39,96.52,11,304.8,6.93,4.03,26.11401296,WR,Yes,4,118
22,Georgia,1.7526,84.82177319,4.96,NA,NA,NA,NA,NA,27.6147892,K,Yes,6,175
21,Central Florida,1.778,90.26488163,4.29,97.79,17,337.82,6.55,3.97,28.55323395,CB,Yes,3,66
22,Notre Dame,1.8542,94.34721296,4.66,86.36,12,294.64,6.71,3.97,27.44201024,CB,Yes,5,139
23,Arkansas,1.9558,124.2843094,4.75,86.36,NA,287.02,6.9,4.07,32.49132481,DE,Yes,3,90
21,Alabama,1.8796,120.2019781,4.62,81.28,NA,NA,NA,NA,34.02363744,ILB,Yes,1,25
22,Syracuse,1.9558,120.6555704,4.77,88.9,22,304.8,7.07,4.38,31.542673,DE,Yes,1,21
22,Nebraska,1.778,92.53284348,4.48,93.98,NA,307.34,NA,NA,29.27065189,CB,Yes,7,224
21,Samford,1.8034,93.44002822,4.53,95.25,15,320.04,6.72,4.22,28.73087352,SS,Yes,5,162
23,Wisconsin,1.8796,97.52235955,4.49,95.25,18,NA,NA,NA,27.6040832,WR,Yes,4,122
23,Nebraska,1.9812,145.1495584,5.57,69.85,13,241.3,8.03,5.12,36.97933358,OT,Yes,7,234
22,Syracuse,1.9304,146.9639279,5.44,58.42,16,215.9,7.92,4.8,39.43811354,OG,Yes,6,179
21,Virginia Tech,1.778,80.73944186,4.38,NA,11,NA,NA,NA,25.54007861,CB,Yes,3,94
20,LSU,1.905,95.2543977,4.55,78.74,15,307.34,6.99,4.36,26.24793097,WR,Yes,2,63
25,North Carolina St.,1.9558,135.6241186,4.87,87.63,28,284.48,7.43,4.41,35.45586175,DT,Yes,7,239
20,Virginia Tech,1.778,93.44002822,4.38,104.14,NA,335.28,7.09,4.12,29.55761906,RB,Yes,1,32
22,Ala-Birmingham,1.9812,139.70645,5.4,64.77,17,246.38,NA,NA,35.59260857,OT,Yes,6,201
23,Auburn,1.9812,142.4280042,5.14,68.58,30,261.62,7.43,4.78,36.28597107,OT,Yes,4,131
21,North Carolina,1.9812,128.8202331,4.69,80.01,25,276.86,7.57,4.78,32.81915855,DE,Yes,1,16
23,South Carolina,1.8542,95.2543977,4.58,86.36,17,299.72,7.02,4.25,27.70587572,SS,Yes,7,242
23,Baylor,1.8034,108.4085764,4.61,95.25,NA,302.26,7.15,4.25,33.33339209,RB,Yes,6,202
23,Arkansas St.,1.8796,106.594207,4.49,97.79,32,314.96,7.19,4.28,30.1719049,OLB,Yes,3,77
