Rk,Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl,MTkl%,Awards,-9999
155,Richard Sherman,31,SFO,CB,15,15,3,69,43,62.3,368,8.6,5.3,1,63.0,8.9,257,111,1,1,0,0,0.0,1,61,7,10.3,PBAP-2AP CPoY-5,SherRi00
156,Jackrabbit Jenkins,31,2TM,CB,15,14,5,88,49,55.7,572,11.7,6.5,4,67.0,10.7,436,136,7,0,0,0,0.0,0,61,9,12.9,,JenkJa03
156,Jackrabbit Jenkins,31,NYG,CB,13,13,4,78,42,53.8,503,12.0,6.4,3,65.3,11.1,391,112,5,0,0,0,0.0,0,54,9,14.3,,JenkJa03
156,Jackrabbit Jenkins,31,NOR,CB,2,1,1,10,7,70.0,69,9.9,6.9,1,82.9,7.4,45,24,2,0,0,0,0.0,0,7,0,0.0,,JenkJa03
157,Vernon Hargreaves III,24,2TM,CB,15,11,1,101,70,69.3,904,12.9,9.0,7,116.1,11.3,567,337,3,0,0,0,0.0,0,61,11,15.3,,HargVe00
157,Vernon Hargreaves III,24,TAM,CB,9,9,1,68,47,69.1,634,13.5,9.3,4,112.0,11.6,421,213,1,0,0,0,0.0,0,40,6,13.0,,HargVe00
157,Vernon Hargreaves III,24,HOU,CB,6,2,0,33,23,69.7,270,11.7,8.2,3,124.6,10.7,146,124,2,0,0,0,0.0,0,21,5,19.2,,HargVe00
158,Carlton Davis,22,TAM,CB,14,14,1,117,58,49.6,648,11.2,5.5,6,80.0,10.7,513,135,1,0,0,0,0.0,0,60,10,14.3,,DaviCa02
159,Javon Hargrave,26,PIT,DT,16,13,0,1,1,100.0,12,12.0,12.0,0,116.7,-6.0,-6,18,0,8,2,0,4.0,14,60,5,7.7,,HargJa00
160,Anthony Harris,28,MIN,S,14,14,6,23,15,65.2,151,10.1,6.6,0,44.2,8.6,113,38,17,0,0,0,0.0,0,60,3,4.8,,HarrAn01
161,Eddie Jackson,26,CHI,S,16,16,2,43,23,53.5,233,10.1,5.4,1,57.6,8.7,138,95,9,1,0,0,1.0,2,60,11,15.5,PB,JackEd01
162,Vince Biegel,26,MIA,LB,15,10,1,7,5,71.4,23,4.6,3.3,0,35.7,1.4,0,23,68,6,9,0,2.5,18,59,6,9.2,,BiegVi00
163,Brian Poole,27,NYJ,CB,14,10,1,64,40,62.5,431,10.8,6.7,3,91.3,6.8,142,289,25,3,5,0,0.0,8,59,5,7.8,,PoolBr01
164,Jaire Alexander,22,GNB,CB,16,16,2,110,59,53.6,831,14.1,7.6,5,85.8,11.1,519,312,0,0,0,0,0.0,0,58,8,12.1,,AlexJa00
165,Eli Apple,24,NOR,CB,15,15,0,76,48,63.2,683,14.2,9.0,2,100.9,11.4,483,200,1,0,1,0,0.0,1,58,6,9.4,,ApplEl00
166,Shaquil Barrett,27,TAM,LB,16,16,1,11,9,81.8,66,7.3,6.0,0,53.8,0.5,7,59,174,14,16,2,19.5,51,58,6,9.4,PBAP-2AP DPoY-4,BarrSh00
167,Dante Fowler,25,LAR,LB,16,14,0,9,4,44.4,36,9.0,4.0,0,55.8,2.3,-14,50,48,19,3,4,11.5,35,58,8,12.1,,FowlDa00
168,Devon Kennard,28,DET,LB,16,15,0,13,11,84.6,57,5.2,4.4,2,124.5,0.2,-5,62,50,13,10,0,7.0,30,58,11,15.9,,KennDe00
169,Devin McCourty,32,NWE,S,16,16,5,33,20,60.6,220,11.0,6.7,2,61.0,8.6,95,125,16,1,0,0,0.0,1,58,5,7.9,,McCoDe99
170,Jamal Perry,25,MIA,CB,14,6,1,66,42,63.6,462,11.0,7.0,4,98.2,8.7,300,162,14,1,0,0,0.0,1,58,10,14.7,,WiltJo01
171,Troy Reeder,25,LAR,LB,16,8,0,17,16,94.1,245,15.3,14.4,1,138.4,6.5,110,135,3,0,0,0,0.0,0,58,9,13.4,,ReedTr01
172,Jahlani Tavai,23,DET,LB,15,6,1,23,16,69.6,201,12.6,8.7,0,78.4,5.7,80,121,23,1,1,0,2.0,4,58,8,12.1,,TavaJa00
173,Juan Thornhill,24,KAN,S,16,16,3,28,13,46.4,121,9.3,4.3,2,43.0,12.1,58,63,12,1,0,0,0.0,1,58,14,19.4,,ThorJu00
174,Trae Waynes,27,MIN,CB,14,14,1,96,71,74.0,719,10.1,7.5,5,107.9,10.1,557,162,2,0,0,0,0.0,0,58,5,7.9,,WaynTr00
175,Tre'Davious White,24,BUF,CB,15,15,6,90,45,50.0,590,13.1,6.6,0,43.3,9.9,360,230,6,0,0,0,1.0,1,58,9,13.4,PBAP-1AP DPoY-5,WhitTr01
176,Daryl Worley,24,LVR,CB,15,15,1,86,46,53.5,711,15.5,8.3,5,95.6,11.0,447,264,2,1,0,0,0.0,1,58,8,12.1,,WorlDa00
177,Marshon Lattimore,23,NOR,CB,14,14,1,88,44,50.0,612,13.9,7.0,3,79.4,11.7,432,180,1,0,0,0,0.0,0,57,5,8.1,PB,LattMa01
178,Daniel Sorensen,29,KAN,CB,16,3,2,56,37,66.1,354,9.6,6.3,1,74.6,5.5,148,206,29,0,2,0,0.0,2,57,4,6.6,,SoreDa01
179,Jalen Thompson,21,ARI,S,15,9,1,30,25,83.3,203,8.1,6.8,1,92.1,4.9,130,73,7,0,1,0,0.0,1,57,8,12.3,,ThomJa04
180,Calais Campbell,33,JAX,DE,16,16,0,0,0,,0,,,0,,,0,0,0,10,16,1,6.5,33,56,16,22.2,PB,CampCa99
181,Chris Harris Jr.,30,DEN,CB,16,16,1,73,49,67.1,677,13.8,9.3,3,104.7,11.1,456,221,1,0,0,0,0.0,0,56,2,3.4,,HarrCh01
182,Ben Niemann,24,KAN,LB,16,1,0,33,25,75.8,202,8.1,6.1,1,100.8,3.7,59,143,44,1,1,0,0.0,2,56,3,5.1,,NiemBe00
183,Daron Payne,22,WAS,DT,15,9,0,1,0,0.0,0,,0.0,0,39.6,-4.0,0,0,0,5,2,2,2.0,9,56,5,8.2,,PaynDa00
184,Preston Smith,27,GNB,LB,16,16,1,16,11,68.8,88,8.0,5.5,0,56.2,3.6,15,73,36,11,9,3,12.0,34,56,5,8.2,,SmitPr00
185,Kyle Van Noy,28,NWE,LB,15,15,0,9,5,55.6,60,12.0,6.7,1,113.2,8.2,31,29,115,11,7,3,6.5,24,56,6,9.7,,VanNKy00
186,Christian Wilkins,24,MIA,DE,16,14,0,2,2,100.0,10,5.0,5.0,0,87.5,4.5,4,6,0,8,2,1,2.0,12,56,3,5.1,,WilkCh00
187,Lorenzo Alexander,36,BUF,LB,16,7,0,15,12,80.0,81,6.8,5.4,1,111.4,3.3,21,60,35,4,6,4,2.0,13,55,6,9.8,,AlexLo99
188,Tyeler Davison,27,ATL,DT,16,12,0,0,0,,0,,,0,,,0,0,0,2,1,0,1.0,4,55,0,0.0,,DaviTy01
189,Tre Herndon,23,JAX,CB,16,14,3,80,37,46.3,613,16.6,7.7,3,69.4,15.1,452,161,1,0,0,0,0.0,0,55,9,14.1,,HernTr00
190,Darnell Savage Jr.,22,GNB,S,14,14,2,30,17,56.7,197,11.6,6.6,2,71.1,10.6,138,59,17,1,1,0,0.0,2,55,8,12.7,,SavaDa00
191,Za'Darius Smith,27,GNB,LB,16,16,0,3,2,66.7,15,7.5,5.0,0,78.5,-2.3,-9,24,36,13,22,0,13.5,50,55,9,14.1,PB,SmitZa00
192,T.J. Watt,25,PIT,LB,16,16,2,5,2,40.0,13,6.5,2.6,0,8.3,3.6,0,13,80,23,19,5,14.5,59,55,8,12.7,PBAP-1AP DPoY-3,WattT.00
193,Marcus Williams,23,NOR,S,15,15,4,39,24,61.5,538,22.4,13.8,6,105.4,10.4,240,298,5,0,0,0,0.0,0,55,9,14.1,,WillMa06
194,Vince Williams,30,PIT,LB,14,8,0,15,13,86.7,117,9.0,7.8,1,121.4,6.1,81,36,24,3,5,0,2.5,11,55,4,6.8,,WillVi01
195,Preston Brown,27,2TM,LB,10,8,0,18,17,94.4,138,8.1,7.7,1,117.1,2.6,49,89,17,0,0,0,0.0,0,55,1,1.8,,BrowPr00
195,Preston Brown,27,CIN,LB,9,8,0,17,16,94.1,132,8.3,7.8,1,118.6,2.5,46,86,16,0,0,0,0.0,0,54,1,1.8,,BrowPr00
195,Preston Brown,27,LVR,LB,1,0,0,1,1,100.0,6,6.0,6.0,0,91.7,3.0,3,3,1,0,0,0,0.0,0,1,0,0.0,,BrowPr00
196,Arik Armstead,26,SFO,DE,16,16,0,1,0,0.0,0,,0.0,0,39.6,-3.0,0,0,0,17,6,1,10.0,35,54,9,14.3,,ArmsAr01
197,Justin Coleman,26,DET,CB,16,11,1,103,65,63.1,811,12.5,7.9,6,102.9,10.3,497,314,16,2,1,1,0.0,3,54,7,11.5,,ColeJu01
198,Clayton Geathers,27,IND,S,15,10,1,24,19,79.2,226,11.9,9.4,3,128.1,9.5,168,58,3,0,0,1,0.0,0,54,7,11.5,,GeatCl00
199,Rayshawn Jenkins,25,LAC,S,16,16,3,16,9,56.3,240,26.7,15.0,2,101.0,23.3,189,51,6,2,0,0,0.0,2,54,8,12.9,,JenkRa00
200,Matt Judon,27,BAL,LB,16,16,0,11,8,72.7,78,9.8,7.1,0,92.2,4.1,13,65,150,4,17,0,9.5,31,54,9,14.3,PB,JudoMa00
201,Nik Needham,23,MIA,CB,12,11,2,74,43,58.1,646,15.0,8.7,8,111.7,12.1,453,193,9,1,2,1,1.0,4,54,8,12.9,,NeedNi00
202,Prince Amukamara,30,CHI,CB,15,15,0,71,47,66.2,657,14.0,9.3,2,105.2,12.4,447,210,1,0,0,1,0.0,0,53,4,7.0,,AmukPr00
203,Stephon Gilmore,29,NWE,CB,16,16,6,101,51,50.5,599,11.7,5.9,0,44.1,11.5,382,217,0,0,0,0,0.0,0,53,6,10.2,PBAP-1AP DPoY-1,GilmSt00
204,Chandler Jones,29,ARI,LB,16,16,0,10,9,90.0,87,9.7,8.7,1,136.2,0.8,12,75,143,15,5,6,19.0,40,53,5,8.6,PBAP-1AP DPoY-2,JoneCh03
205,Jonathan Jones,26,NWE,CB,15,9,0,75,45,60.0,534,11.9,7.1,5,104.0,11.1,317,217,2,0,0,0,0.0,0,53,5,8.6,,JoneJo03
206,Cameron Jordan,30,NOR,DE,16,16,0,3,1,33.3,11,11.0,3.7,0,45.1,1.0,-1,12,11,27,6,3,15.5,49,53,5,8.6,PBAP-2,JordCa00
207,Patrick Peterson,29,ARI,CB,10,10,2,73,48,65.8,621,12.9,8.5,4,99.2,9.2,354,267,2,0,0,0,1.0,1,53,6,10.2,,PetePa00
208,Marcus Peters,26,2TM,CB,16,15,5,90,50,55.6,597,11.9,6.6,5,71.4,9.8,346,251,1,0,0,1,0.0,0,53,8,13.1,PBAP-1,PeteMa00
208,Marcus Peters,26,LAR,CB,6,6,2,25,13,52.0,241,18.5,9.6,3,91.8,10.2,137,104,0,0,0,1,0.0,0,14,3,17.6,,PeteMa00
208,Marcus Peters,26,BAL,CB,10,9,3,65,37,56.9,356,9.6,5.5,2,63.4,9.7,209,147,1,0,0,0,0.0,0,39,5,11.4,,PeteMa00
209,T.J. Carrie,29,CLE,CB,16,6,1,60,41,68.3,524,12.8,8.7,3,105.1,8.6,303,221,37,3,1,1,1.0,5,52,10,16.1,,CarrTr00
210,D.J. Reader,25,HOU,DT,15,15,0,2,2,100.0,7,3.5,3.5,0,81.2,2.0,4,3,0,2,7,0,2.5,12,52,2,3.7,,ReadD.00
211,Patrick Chung,32,NWE,S,13,12,0,44,31,70.5,311,10.0,7.1,1,97.8,7.6,179,132,38,0,0,0,0.0,0,51,4,7.3,,ChunPa99
212,Trey Flowers,26,DET,DE,15,15,0,4,3,75.0,17,5.7,4.3,0,82.3,0.3,4,13,0,14,14,1,7.0,35,51,8,13.6,,FlowTr00
213,Tashaun Gipson,29,HOU,S,14,14,3,37,20,54.1,290,14.5,7.8,1,55.0,13.2,202,88,16,0,2,0,0.0,2,51,8,13.6,,GipsTa00
214,Malik Hooker,23,IND,S,13,13,2,25,19,76.0,321,16.9,12.8,2,110.8,12.3,224,97,0,0,0,0,0.0,0,51,8,13.6,,HookMa00
215,John Johnson,24,LAR,S,6,5,2,23,16,69.6,214,13.4,9.3,1,77.1,9.5,122,92,5,0,0,0,0.0,0,51,7,12.1,,JohnJo10
216,Christian Jones,28,DET,LB,13,13,0,27,18,66.7,186,10.3,6.9,1,98.7,6.6,87,99,35,3,1,3,2.0,6,51,5,8.9,,JoneCh05
217,Johnathan Joseph,35,HOU,CB,14,11,1,78,50,64.1,658,13.2,8.4,2,93.9,11.2,432,226,1,0,0,0,0.0,0,51,11,17.7,,JoseJo20
218,Desmond King,25,LAC,CB,15,8,0,54,45,83.3,514,11.4,9.5,3,124.8,6.0,268,246,15,2,2,0,2.5,7,51,2,3.8,,KingDe01
219,Jourdan Lewis,24,DAL,CB,16,5,2,64,44,68.8,542,12.3,8.5,1,86.8,6.6,251,291,25,1,0,0,4.0,5,51,4,7.3,,LewiJo01
220,Brennan Scarlett,26,HOU,LB,15,10,0,12,11,91.7,79,7.2,6.6,1,121.9,2.3,29,50,45,2,2,2,3.5,8,51,5,8.9,,ScarBr00
221,K'Waun Williams,28,SFO,CB,15,8,2,61,42,68.9,364,8.7,6.0,1,76.1,3.6,123,241,27,3,2,0,1.0,7,51,11,17.7,,WillKW00
222,Pierre Desir,29,IND,CB,12,11,3,74,48,64.9,616,12.8,8.3,5,96.5,11.4,424,192,0,0,0,0,0.0,0,50,8,13.8,,DesiPi00
223,Brandon Graham,31,PHI,DE,16,16,0,7,7,100.0,27,3.9,3.9,0,82.7,-2.9,-20,47,1,13,8,0,8.5,30,50,12,19.4,,GrahBr99
224,Johnathan Hankins,27,LVR,DT,16,16,0,1,1,100.0,1,1.0,1.0,0,79.2,0.0,0,1,0,6,3,1,1.5,11,50,8,13.8,,HankJo00
225,Taron Johnson,23,BUF,CB,12,7,0,49,33,67.3,368,11.2,7.5,1,96.3,8.0,181,187,22,2,0,0,1.0,3,50,13,20.6,,JohnTa01
226,Emmanuel Moseley,23,SFO,CB,16,9,1,59,32,54.2,392,12.3,6.6,2,79.2,9.4,165,227,2,0,0,0,0.0,0,50,5,9.1,,MoseEm00
227,Trayvon Mullen,22,LVR,CB,16,10,1,68,38,55.9,424,11.2,6.2,2,78.3,9.9,240,184,1,0,1,0,0.0,1,50,5,9.1,,MullTr00
228,Larry Ogunjobi,25,CLE,DT,15,15,0,0,0,,0,,,0,,,0,0,0,10,6,1,5.5,22,50,5,9.1,,OgunLa00
229,Montez Sweat,23,WAS,LB,16,16,0,9,6,66.7,17,2.8,1.9,0,70.1,-0.4,-3,20,37,14,5,3,7.0,27,50,1,2.0,,SweaMo00
230,Tramaine Brock,31,2TM,CB,14,11,0,63,41,65.1,438,10.7,7.0,2,95.9,8.2,267,171,17,1,2,1,0.0,3,50,9,15.3,,BrocTr00
230,Tramaine Brock,31,ARI,CB,10,7,0,47,30,63.8,353,11.8,7.5,2,100.8,8.0,222,131,15,1,2,1,0.0,3,37,6,14.0,,BrocTr00
230,Tramaine Brock,31,TEN,CB,4,4,0,16,11,68.8,85,7.7,5.3,0,81.5,8.6,45,40,2,0,0,0,0.0,0,13,3,18.8,,BrocTr00
231,Jalen Ramsey,25,2TM,CB,12,11,1,68,45,66.2,549,12.2,8.1,1,89.6,11.2,448,101,0,0,0,0,0.0,0,50,2,3.8,PB,RamsJa00
231,Jalen Ramsey,25,JAX,CB,3,3,0,25,16,64.0,147,9.2,5.9,1,93.2,10.7,135,12,0,0,0,0,0.0,0,17,0,0.0,,RamsJa00
231,Jalen Ramsey,25,LAR,CB,9,8,1,43,29,67.4,402,13.9,9.3,0,87.5,11.6,313,89,0,0,0,0,0.0,0,33,2,5.7,,RamsJa00
232,D.J. Swearinger,28,3TM,CB,9,7,0,23,16,69.6,222,13.9,9.7,2,129.3,10.1,147,75,22,4,1,1,0.0,5,50,10,16.7,,SweaDJ00
232,D.J. Swearinger,28,ARI,CB,4,4,0,14,11,78.6,133,12.1,9.5,2,145.8,9.8,105,28,12,1,1,1,0.0,2,28,6,17.6,,SweaDJ00
232,D.J. Swearinger,28,LVR,CB,4,3,0,6,4,66.7,61,15.3,10.2,0,100.0,12.8,32,29,8,3,0,0,0.0,3,20,3,13.0,,SweaDJ00
232,D.J. Swearinger,28,NOR,CB,1,0,0,3,1,33.3,28,28.0,9.3,0,68.7,6.3,10,18,2,0,0,0,0.0,0,2,1,33.3,,SweaDJ00
233,Gareon Conley,24,2TM,CB,14,12,1,73,42,57.5,615,14.6,8.4,6,106.8,13.8,405,210,0,0,0,0,0.0,0,50,6,10.7,,ConlGa00
233,Gareon Conley,24,LVR,CB,6,6,1,27,18,66.7,316,17.6,11.7,4,130.6,13.0,192,124,0,0,0,0,0.0,0,23,2,8.0,,ConlGa00
233,Gareon Conley,24,HOU,CB,8,6,0,46,24,52.2,299,12.5,6.5,2,87.1,14.3,213,86,0,0,0,0,0.0,0,27,4,12.9,,ConlGa00
234,Brandon Carr,33,BAL,S,16,16,0,64,35,54.7,406,11.6,6.3,5,100.1,10.3,282,124,30,2,4,0,2.0,8,49,11,18.3,,CarrBr99
235,Kendall Fuller,24,KAN,CB,11,4,0,36,28,77.8,321,11.5,8.9,3,131.6,7.6,173,148,19,2,0,1,1.0,3,49,3,5.8,,FullKe00
236,C.J. Gardner-Johnson,22,NOR,CB,16,7,1,51,36,70.6,340,9.4,6.7,2,93.6,6.4,136,204,30,3,4,0,0.0,7,49,4,7.5,,GardCh00
237,Shaun Dion Hamilton,24,WAS,LB,16,0,1,24,12,50.0,71,5.9,3.0,1,52.8,2.6,27,44,19,2,1,0,1.0,4,49,4,7.5,,DionSh00
238,Shelby Harris,28,DEN,DE,16,16,0,1,0,0.0,0,,0.0,0,39.6,0.0,0,0,0,5,0,9,6.0,11,49,1,2.0,,HarrSh00
239,Damon Harrison,31,DET,DT,15,15,0,2,2,100.0,7,3.5,3.5,0,81.2,0.0,0,7,0,0,0,3,2.0,2,49,11,18.3,,HarrDa03
240,Karl Joseph,26,LVR,S,9,9,1,25,17,68.0,324,19.1,13.0,1,107.5,16.6,246,78,11,1,2,0,0.0,3,49,8,14.0,,JoseKa00
241,Lamarcus Joyner,29,LVR,CB,14,10,0,72,50,69.4,541,10.8,7.5,4,109.8,7.1,289,252,15,1,0,0,0.0,1,49,6,10.9,,JoynLa00
242,Earl Thomas,30,BAL,S,15,15,2,25,11,44.0,113,10.3,4.5,0,24.2,12.4,74,39,54,1,2,0,2.0,6,49,8,14.0,PB,ThomEa99
243,Dalvin Tomlinson,25,NYG,DT,16,16,0,0,0,,0,,,0,,,0,0,0,3,5,1,3.5,13,49,3,5.8,,TomlDa00
244,Bashaud Breeland,27,KAN,CB,16,15,2,62,30,48.4,489,16.3,7.9,5,88.7,13.6,292,197,3,0,1,0,0.0,1,48,8,14.3,,BreeBa00
245,Aaron Donald,28,LAR,DE,16,16,0,0,0,,0,,,0,,,0,0,0,32,9,2,12.5,55,48,6,11.1,PBAP-1AP DPoY-5,DonaAa00
246,Samson Ebukam,24,LAR,LB,16,5,0,11,7,63.6,53,7.6,4.8,0,75.2,1.9,11,42,57,5,5,3,4.5,15,48,5,9.4,,EbukSa00
247,Melvin Ingram,30,LAC,DE,13,13,1,6,5,83.3,54,10.8,9.0,0,64.6,-2.2,-8,62,4,11,4,2,7.0,23,48,6,11.1,PB,IngrMe00
248,Whitney Mercilus,29,HOU,LB,16,16,2,7,4,57.1,77,19.3,11.0,0,56.0,4.7,14,63,89,11,6,0,7.5,25,48,6,11.1,,MercWh00
249,Derrick Nnadi,23,KAN,DT,16,16,1,0,0,,0,,,0,,,0,0,0,3,1,0,1.0,5,48,3,5.9,,NnadDe00
250,Mike Purcell,28,DEN,DT,13,7,0,0,0,,0,,,0,,,0,0,0,4,2,0,0.0,6,48,6,11.1,,PurcMi00
251,Buster Skrine,30,CHI,CB,16,4,0,81,48,59.3,465,9.7,5.7,4,91.8,7.4,278,187,19,1,2,0,0.0,3,48,13,21.3,,SkriBu00
252,Jaquiski Tartt,27,SFO,S,12,12,0,23,10,43.5,77,7.7,3.3,1,66.8,10.2,34,43,13,2,0,0,0.5,3,48,4,7.7,,TartJa00
253,Quincy Williams,23,JAX,LB,11,8,0,28,22,78.6,229,10.4,8.2,0,100.7,5.1,77,152,22,0,0,0,0.0,0,48,13,21.3,,WillQu01
254,Geno Atkins,31,CIN,DT,16,14,0,1,1,100.0,16,16.0,16.0,0,118.7,-4.0,-4,20,0,10,5,0,4.5,20,47,6,11.3,PB,AtkiGe99
255,Nick Bosa,22,SFO,DE,16,14,1,3,2,66.7,31,15.5,10.3,0,61.1,3.3,15,16,1,24,12,0,9.0,45,47,3,6.0,PBAP DRoY-1,BosaNi00
256,Maxx Crosby,22,LVR,DE,16,10,0,0,0,,0,,,0,,,0,0,0,16,4,3,10.0,31,47,11,19.0,AP DRoY-2,CrosMa00
257,Dean Lowry,25,GNB,DE,16,16,1,0,0,,0,,,0,,,0,0,0,3,2,3,0.0,5,47,4,7.8,,LowrDe00
258,Khalil Mack,28,CHI,LB,16,16,0,8,6,75.0,42,7.0,5.3,0,86.5,0.0,4,38,56,30,6,2,8.5,45,47,6,11.3,PB,MackKh00
259,Avonte Maddox,23,PHI,CB,12,6,0,75,46,61.3,495,10.8,6.6,1,85.1,8.6,274,221,7,1,1,0,1.0,3,47,5,9.6,,MaddAv00
260,Michael Thomas,29,NYG,CB,16,2,0,27,20,74.1,208,10.4,7.7,2,120.6,7.4,145,63,15,1,0,0,0.0,1,47,0,0.0,,ThomMi02
261,Greedy Williams,22,CLE,CB,12,12,0,62,38,61.3,472,12.4,7.6,0,84.9,11.9,324,148,3,0,0,0,0.0,0,47,8,14.5,,WillGr00
262,Andrew Adams,27,TAM,S,14,11,1,19,13,68.4,208,16.0,10.9,2,117.9,13.1,167,41,10,0,0,0,0.0,0,46,4,8.0,,AdamAn00
263,Josh Bynes,30,BAL,LB,12,7,2,16,11,68.8,106,9.6,6.6,0,47.4,1.6,16,90,37,2,1,0,1.0,4,46,6,11.5,,ByneJo00
264,Byron Jones,27,DAL,CB,15,14,0,64,34,53.1,395,11.6,6.2,3,87.7,10.0,260,135,2,0,0,0,0.0,0,46,1,2.1,,JoneBy00
265,Von Miller,30,DEN,LB,15,15,0,4,4,100.0,41,10.3,10.3,0,109.4,3.8,15,26,52,18,10,1,8.0,37,46,2,4.2,PB,MillVo00
266,Kendall Sheffield,23,ATL,CB,16,11,0,55,41,74.5,445,10.9,8.1,2,110.0,6.5,213,232,5,1,0,0,0.0,1,46,5,9.8,,ShefKe00
267,Darius Slay,28,DET,CB,14,14,2,93,52,55.9,694,13.3,7.5,3,81.6,13.5,554,140,0,1,0,0,0.0,1,46,6,11.5,PB,SlayDa00
268,Leonard Williams,25,2TM,DE,15,12,0,1,1,100.0,6,6.0,6.0,0,91.7,6.0,6,0,0,8,14,3,0.5,23,46,3,6.1,,WillLe02
268,Leonard Williams,25,NYJ,DE,7,7,0,1,1,100.0,6,6.0,6.0,0,91.7,6.0,6,0,0,2,4,1,0.0,6,20,2,9.1,,WillLe02
268,Leonard Williams,25,NYG,DE,8,5,0,0,0,,0,,,0,,,0,0,0,6,10,2,0.5,17,26,1,3.7,,WillLe02
269,Maurice Canady,25,2TM,CB,13,3,1,49,31,63.3,338,10.9,6.9,0,75.0,11.0,286,52,2,0,0,0,0.0,0,46,2,4.2,,CanaMa00
269,Maurice Canady,25,BAL,CB,5,1,1,30,19,63.3,187,9.8,6.2,0,66.9,10.8,164,23,0,0,0,0,0.0,0,21,1,4.5,,CanaMa00
269,Maurice Canady,25,NYJ,CB,8,2,0,19,12,63.2,151,12.6,7.9,0,87.8,11.3,122,29,2,0,0,0,0.0,0,25,1,3.8,,CanaMa00
270,Jahleel Addae,29,HOU,CB,16,3,2,33,24,72.7,308,12.8,9.3,2,96.5,8.4,160,148,26,1,0,0,0.0,1,45,6,11.8,,AddaJa00
271,Lorenzo Carter,24,NYG,LB,15,12,0,5,3,60.0,35,11.7,7.0,0,81.2,9.0,-7,42,78,9,9,4,4.5,23,45,8,15.1,,CartLo01
272,Mike Edwards,23,TAM,S,15,7,0,50,33,66.0,487,14.8,9.7,7,137.2,8.3,254,233,15,0,0,0,1.0,1,45,8,15.1,,EdwaMi01
273,Mike Hughes,22,MIN,CB,14,3,1,67,41,61.2,484,11.8,7.2,3,91.9,11.6,364,120,1,0,0,0,0.0,0,45,6,11.8,,HughMi00
274,Adoree' Jackson,24,TEN,CB,11,10,0,54,36,66.7,395,11.0,7.3,1,94.3,9.5,261,134,3,0,0,0,0.0,0,45,5,10.0,,JackAd00
275,DeMarcus Lawrence,27,DAL,DE,16,16,0,0,0,,0,,,0,,,0,0,1,13,10,3,5.0,29,45,6,11.8,,LawrDe00
276,Darian Thompson,26,DAL,CB,15,4,0,16,10,62.5,156,15.6,9.8,2,134.4,13.7,108,48,7,0,0,0,1.5,2,45,6,11.8,,ThomDa05
277,Andrew Sendejo,32,2TM,CB,15,3,3,21,12,57.1,190,15.8,9.0,2,79.6,9.7,123,67,9,0,1,0,1.0,2,45,5,10.0,,SendAn00
277,Andrew Sendejo,32,PHI,CB,9,1,1,15,9,60.0,132,14.7,8.8,2,100.6,6.7,76,56,7,0,1,0,1.0,2,28,3,9.7,,SendAn00
277,Andrew Sendejo,32,MIN,CB,6,2,2,6,3,50.0,58,19.3,9.7,0,44.4,17.2,47,11,2,0,0,0,0.0,0,17,2,10.5,,SendAn00
278,Ryan Anderson,25,WAS,LB,16,4,0,16,13,81.3,108,8.3,6.8,5,134.4,4.3,61,47,44,9,6,0,4.0,19,44,3,6.4,,AndeRy00
279,Ja'Whaun Bentley,23,NWE,LB,16,2,0,15,11,73.3,64,5.8,4.3,0,81.0,3.5,26,38,27,3,1,0,0.0,4,44,3,6.4,,BentJa00
280,Jurrell Casey,30,TEN,DE,14,14,0,0,0,,0,,,0,,,0,0,0,12,4,0,5.0,21,44,5,10.2,PB,CaseJu00
281,Josh Hines-Allen,22,JAX,LB,16,4,0,4,3,75.0,15,5.0,3.8,0,80.2,3.8,-6,21,30,14,14,0,10.5,39,44,3,6.4,PBAP DRoY-4,AlleJo03
282,Justin Houston,30,IND,DE,16,16,0,0,0,,0,,,0,,,0,0,1,9,8,0,11.0,28,44,2,4.3,,HousJu00
283,Kemal Ishmael,28,ATL,CB,14,3,0,19,16,84.2,204,12.8,10.7,2,146.5,8.9,134,70,7,1,0,0,0.0,1,44,3,6.4,,IshmKe00
284,Linval Joseph,31,MIN,DT,13,13,0,0,0,,0,,,0,,,0,0,0,2,2,0,3.0,7,44,1,2.2,,JoseLi99
285,Sebastian Joseph-Day,24,LAR,DT,16,15,0,1,1,100.0,4,4.0,4.0,0,83.3,-6.0,-6,10,3,5,1,1,2.0,8,44,3,6.4,,JoseSe00
286,Fabian Moreau,25,WAS,CB,12,7,3,49,39,79.6,453,11.6,9.2,2,93.3,9.8,281,172,0,0,0,0,0.0,0,44,9,17.0,,MoreFa00
287,Sean Murphy-Bunting,22,TAM,CB,16,10,3,60,39,65.0,384,9.8,6.4,4,84.3,10.2,260,124,17,0,0,1,1.0,1,44,10,18.5,,BuntSe00
288,John Simon,29,NWE,DE,16,12,1,4,2,50.0,21,10.5,5.3,0,26.0,5.0,2,19,13,3,1,2,4.0,8,44,3,6.4,,SimoJo01
289,Denzel Ward,22,CLE,CB,12,12,2,83,40,48.2,517,12.9,6.2,1,62.2,11.0,323,194,6,1,1,0,0.0,2,44,12,21.4,,WardDe02
