Rk,Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl,MTkl%,Awards,-9999
153,Charles Harris,26,DET,LB,17,14,0,9,8,88.9,41,5.1,4.6,1,122.7,1.3,9,32,31,19,7,0,7.5,34,65,6,8.5,,HarrCh03
154,Chidobe Awuzie,26,CIN,CB,14,14,2,91,53,58.2,494,9.3,5.4,3,75.1,11.9,301,193,1,0,0,0,0.0,0,64,5,7.2,,AwuzCh00
155,Erik Harris,31,ATL,S,12,12,0,41,28,68.3,309,11.0,7.5,1,98.5,9.3,196,113,9,1,1,0,0.5,3,64,11,14.7,,HarrEr00
156,Dont'a Hightower,31,NWE,LB,15,15,0,31,28,90.3,238,8.5,7.7,1,109.4,3.3,96,142,36,7,1,1,1.5,10,64,10,13.5,,HighDo01
157,Byron Murphy,23,ARI,CB,16,16,4,98,64,65.3,731,11.4,7.5,5,87.6,7.7,443,288,20,3,0,1,0.5,4,64,7,9.9,,MurpBy00
158,Juan Thornhill,26,KAN,S,17,12,1,25,17,68.0,239,14.1,9.6,2,108.6,12.8,161,78,10,1,1,0,0.0,2,64,4,5.9,,ThorJu00
159,T.J. Watt,27,PIT,LB,15,15,0,4,4,100.0,41,10.3,10.3,0,109.4,3.0,12,29,45,15,13,6,22.5,52,64,13,16.9,PBAP-1AP DPoY-1,WattT.00
160,Arik Armstead,28,SFO,DE,17,17,0,0,0,,0,,,0,,,0,0,1,6,4,0,6.0,17,63,2,3.1,,ArmsAr01
161,Bashaud Breeland,29,MIN,CB,13,13,2,88,56,63.6,778,13.9,8.8,7,109.0,11.0,493,285,1,0,0,0,0.0,0,63,13,17.1,,BreeBa00
162,Brandin Echols,24,NYJ,CB,14,14,2,75,46,61.3,599,13.0,8.0,1,79.8,10.9,421,178,2,0,0,0,0.0,0,63,11,14.9,,EchoBr00
163,Javon Hargrave,28,PHI,DT,16,16,0,1,1,100.0,0,0.0,0.0,0,79.2,-3.0,-3,3,0,6,10,1,7.5,24,63,2,3.1,PB,HargJa00
164,Bobby McCain,28,WAS,S,17,16,4,32,20,62.5,311,15.6,9.7,1,65.5,13.1,213,98,4,0,0,0,0.0,0,63,8,11.3,,McCaBo01
165,Darnell Savage Jr.,24,GNB,S,17,17,2,57,37,64.9,496,13.4,8.7,8,117.4,11.5,244,252,5,2,0,0,0.0,2,63,10,13.7,,SavaDa00
166,Khari Willis,25,IND,S,11,10,2,27,20,74.1,344,17.2,12.7,4,124.6,10.9,235,109,26,1,0,0,1.5,3,63,3,4.5,,WillKh00
167,Jonathan Allen,26,WAS,DT,17,17,0,0,0,,0,,,0,,,0,0,0,8,16,0,9.0,34,62,3,4.6,PB,AlleJo01
168,Ashtyn Davis,25,NYJ,S,13,10,2,33,26,78.8,407,15.7,12.3,3,123.1,10.1,168,239,8,0,0,0,0.5,1,62,10,13.9,,DaviAs00
169,Marcus Epps,25,PHI,CB,16,3,1,28,22,78.6,280,12.7,10.0,2,117.3,10.7,218,62,3,0,0,0,0.0,0,62,4,6.1,,EppsMa00
170,Amani Hooker,23,TEN,S,12,12,1,35,24,68.6,269,11.2,7.7,0,79.3,7.7,133,136,4,0,0,0,0.0,0,62,7,10.1,,HookAm00
171,Sam Hubbard,26,CIN,DE,16,16,0,5,3,60.0,14,4.7,2.8,0,64.6,0.4,-2,16,9,20,10,3,7.5,39,62,3,4.6,,HubbSa00
172,Adoree' Jackson,26,NYG,CB,13,12,1,73,38,52.1,353,9.3,4.8,2,69.0,10.7,252,101,2,0,0,0,0.0,0,62,6,8.8,,JackAd00
173,Elijah Molden,22,TEN,CB,16,7,1,61,41,67.2,489,11.9,8.0,3,101.1,6.6,224,265,37,5,1,0,0.0,6,62,9,12.7,,MoldEl00
174,Zach Sieler,26,MIA,DT,17,9,0,0,0,,0,,,0,,,0,0,0,4,3,2,2.0,9,62,5,7.5,,SielZa00
175,Pete Werner,22,NOR,CB,15,8,0,28,21,75.0,134,6.4,4.8,0,84.5,2.9,28,106,12,0,1,0,0.0,1,62,1,1.6,,WernPe00
176,Donte Jackson,26,CAR,CB,12,12,2,67,42,62.7,478,11.4,7.1,3,86.5,10.9,328,150,0,0,0,0,0.0,0,61,9,12.9,,JackDo02
177,John Johnson,26,CLE,S,15,15,3,36,21,58.3,308,14.7,8.6,2,70.1,12.5,189,119,3,0,1,0,0.5,2,61,9,12.9,,JohnJo10
178,Ernest Jones,22,LAR,LB,15,7,2,43,32,74.4,226,7.1,5.3,1,74.4,3.5,61,165,20,0,1,0,1.0,3,61,4,6.2,,JoneEr01
179,Jourdan Lewis,26,DAL,CB,16,13,3,76,52,68.4,686,13.2,9.0,3,93.4,8.5,381,305,9,0,1,0,1.5,3,61,9,12.9,,LewiJo01
180,Fabian Moreau,27,ATL,CB,16,16,0,88,55,62.5,647,11.8,7.4,8,115.1,10.1,404,243,3,0,0,0,0.0,0,61,8,11.6,,MoreFa00
181,Daron Payne,24,WAS,DT,17,17,0,0,0,,0,,,0,,,0,0,0,13,9,0,4.5,27,61,9,12.9,,PaynDa00
182,Lawrence Guy,31,NWE,DE,17,17,0,0,0,,0,,,0,,,0,0,0,4,3,0,1.5,9,60,6,9.1,,GuyxLa00
183,Neville Hewitt,28,HOU,LB,17,5,0,11,9,81.8,99,11.0,9.0,0,104.2,3.6,40,59,14,0,1,0,0.0,1,60,2,3.2,,HewiNe00
184,Matt Judon,29,NWE,LB,17,16,0,6,3,50.0,12,4.0,2.0,0,56.2,3.3,0,12,59,18,10,0,12.5,42,60,7,10.4,PB,JudoMa00
185,Devin McCourty,34,NWE,S,17,17,3,26,9,34.6,164,18.2,6.3,0,17.6,15.2,112,52,5,1,0,0,0.0,1,60,5,7.7,,McCoDe99
186,Terrance Mitchell,29,HOU,CB,14,13,1,76,45,59.2,556,12.4,7.3,5,98.4,9.1,410,146,0,0,0,0,0.0,0,60,8,11.8,,MitcTe00
187,Tyus Bowser,26,BAL,LB,17,17,0,20,16,80.0,209,13.1,10.5,1,126.9,4.1,52,157,69,11,7,0,7.0,26,59,11,15.7,,BowsTy00
188,Grady Jarrett,28,ATL,DE,17,17,0,2,2,100.0,11,5.5,5.5,0,89.6,2.5,5,6,0,6,10,1,1.0,17,59,8,11.9,,JarrGr00
189,Cameron Jordan,32,NOR,DE,16,16,0,2,2,100.0,0,0.0,0.0,0,79.2,-2.5,-5,5,2,10,11,4,12.5,34,59,3,4.8,PB,JordCa00
190,Nik Needham,25,MIA,CB,17,5,2,63,41,65.1,459,11.2,7.3,0,73.4,7.1,225,234,20,0,1,0,1.0,2,59,5,7.8,,NeedNi00
191,Baron Browning,22,DEN,LB,14,9,0,37,27,73.0,290,10.7,7.8,0,95.6,2.8,54,236,28,0,1,0,0.0,1,58,5,7.9,,BrowBa01
192,Ronnie Harrison,24,CLE,S,12,11,1,31,19,61.3,251,13.2,8.1,6,113.0,6.3,118,133,8,0,0,0,1.0,1,58,3,4.9,,HarrRo02
193,Marlon Humphrey,25,BAL,CB,12,12,1,84,45,53.6,665,14.8,7.9,6,98.6,11.3,383,282,8,0,1,0,0.0,1,58,8,12.1,,HumpMa00
194,J.C. Jackson,26,NWE,CB,17,17,8,106,52,49.1,658,12.7,6.2,3,46.8,11.2,405,253,1,0,0,0,0.0,0,58,11,15.9,PBAP-2,JackJ.00
195,Byron Jones,29,MIA,CB,16,16,0,90,54,60.0,729,13.5,8.1,4,100.6,11.3,444,285,3,0,0,0,0.0,0,58,2,3.3,,JoneBy00
196,Rodney McLeod,31,PHI,S,13,13,2,28,20,71.4,255,12.8,9.1,0,69.8,8.8,181,74,4,1,0,0,0.0,1,58,5,7.9,,McLeRo00
197,Patrick Surtain II,21,DEN,CB,16,15,4,96,49,51.0,545,11.1,5.7,3,61.3,11.4,382,163,0,0,0,0,0.0,0,58,5,7.9,,SurtPa01
198,Levi Wallace,26,BUF,CB,17,17,2,81,47,58.0,470,10.0,5.8,2,72.6,9.8,266,204,3,0,0,0,0.0,0,58,7,10.8,,WallLe00
199,Malcom Brown,27,JAX,DT,17,17,0,1,1,100.0,9,9.0,9.0,0,104.2,-5.0,-5,14,0,5,1,1,2.0,8,57,5,8.1,,BrowMa01
200,Rasul Douglas,26,GNB,CB,12,9,5,64,32,50.0,351,11.0,5.5,2,44.5,11.4,267,84,0,0,0,0,0.0,0,57,5,8.1,,DougRa00
201,Rashaan Evans,26,TEN,LB,12,11,2,25,19,76.0,221,11.6,8.8,1,82.2,6.6,113,108,12,1,0,0,0.0,1,57,4,6.6,,EvanRa01
202,Linval Joseph,33,LAC,DT,14,12,0,0,0,,0,,,0,,,0,0,0,3,1,0,1.0,5,57,1,1.7,,JoseLi99
203,Ben Niemann,26,KAN,LB,17,5,0,36,29,80.6,321,11.1,8.9,1,113.1,3.3,39,282,59,6,0,1,1.0,7,57,7,10.9,,NiemBe00
204,Amani Oruwariye,25,DET,CB,14,14,6,77,47,61.0,671,14.3,8.7,4,74.1,10.7,476,195,0,0,0,0,0.0,0,57,10,14.9,,OruwAm00
205,Maxx Crosby,24,LVR,DE,17,17,0,1,1,100.0,5,5.0,5.0,0,87.5,-3.0,-3,8,0,13,19,3,8.0,42,56,3,5.1,PBAP-2,CrosMa00
206,D.J. Jones,26,SFO,DT,17,17,0,3,3,100.0,5,1.7,1.7,0,79.2,-4.7,-14,19,0,3,1,0,2.0,6,56,5,8.2,,JoneD.01
207,Robert Spillane,26,PIT,LB,14,4,0,24,16,66.7,161,10.1,6.7,0,85.6,5.7,84,77,15,0,0,0,0.0,0,56,4,6.7,,SpilRo00
208,Jayon Brown,26,TEN,LB,10,6,1,25,20,80.0,187,9.4,7.5,1,94.5,4.5,82,105,8,0,0,0,0.0,0,55,4,6.8,,BrowJa06
209,Brandon Facyson,27,LVR,CB,12,9,1,81,45,55.6,522,11.6,6.4,6,94.8,11.8,377,145,2,0,1,0,0.0,1,55,8,12.7,,FacyBr00
210,Greg Gaines,25,LAR,DT,17,13,0,3,2,66.7,8,4.0,2.7,0,70.1,-2.0,-4,12,0,9,6,0,4.5,21,55,5,8.3,,GainGr00
211,Lonnie Johnson Jr.,26,HOU,CB,14,7,3,38,22,57.9,380,17.3,10.0,2,76.6,12.8,292,88,0,0,0,0,0.0,0,55,6,9.8,,JohnLo01
212,Tre'von Moehrig,22,LVR,S,17,17,1,24,14,58.3,181,12.9,7.5,2,92.5,15.7,148,33,2,1,0,0,0.0,1,55,9,14.1,,MoehTr00
213,George Odum,28,IND,S,17,7,1,28,19,67.9,292,15.4,10.4,3,122.9,12.4,205,87,3,1,1,0,0.0,2,55,4,6.8,,OdumGe00
214,Eric Stokes,22,GNB,CB,16,14,1,97,48,49.5,511,10.6,5.3,3,71.3,13.0,376,135,1,0,0,0,0.0,0,55,6,9.8,,StokEr00
215,Ugo Amadi,24,SEA,CB,17,7,1,61,48,78.7,465,9.7,7.6,1,97.1,3.7,144,321,14,3,0,2,0.0,3,54,8,12.9,,AmadUg00
216,Anthony Averett,27,BAL,CB,14,14,3,101,56,55.4,768,13.7,7.6,3,77.5,11.3,513,255,3,1,0,0,0.0,1,54,8,12.9,,AverAn00
217,Michael Davis,26,LAC,CB,14,14,1,86,46,53.5,534,11.6,6.2,5,87.1,9.6,332,202,1,0,0,0,0.0,0,54,6,10.0,,DaviMi03
218,Jackrabbit Jenkins,33,TEN,CB,14,13,1,90,55,61.1,639,11.6,7.1,6,100.2,9.7,396,243,1,0,0,0,0.0,0,54,3,5.3,,JenkJa03
219,Dexter Lawrence,24,NYG,DE,16,10,0,2,2,100.0,2,1.0,1.0,0,79.2,-3.0,-6,8,0,6,8,1,2.5,17,54,1,1.8,,LawrDe03
220,Jeffery Simmons,24,TEN,DT,17,17,0,2,1,50.0,1,1.0,0.5,0,56.2,-4.0,-4,5,0,10,6,4,8.5,25,54,8,12.9,PBAP-2,SimmJe01
221,Cameron Dantzler,23,MIN,CB,14,7,1,74,40,54.1,349,8.7,4.7,3,74.7,9.2,243,106,2,0,0,0,0.0,0,53,4,7.0,,DantCa00
222,Ronald Darby,27,DEN,CB,11,11,0,70,38,54.3,470,12.4,6.7,2,84.8,12.6,371,99,0,0,0,0,0.0,0,53,2,3.6,,DarbRo00
223,Jamel Dean,25,TAM,CB,15,11,2,66,32,48.5,319,10.0,4.8,0,50.0,9.2,203,116,1,0,0,0,0.0,0,53,4,7.0,,DeanJa00
224,Poona Ford,26,SEA,DT,17,17,0,5,5,100.0,41,8.2,8.2,0,100.8,-0.6,-3,44,0,9,3,1,2.0,15,53,4,7.0,,FordPo00
225,Rudy Ford,27,JAX,CB,15,4,1,54,43,79.6,367,8.5,6.8,1,93.4,4.0,151,216,43,3,1,0,0.5,5,53,3,5.4,,FordRu00
226,Quinnen Williams,24,NYJ,DT,15,15,0,2,2,100.0,28,14.0,14.0,0,118.7,-4.5,-9,37,0,4,5,3,6.0,16,53,3,5.4,,WillQu00
227,Nick Bosa,24,SFO,DE,17,17,0,1,1,100.0,-8,-8.0,-8.0,0,79.2,-8.0,-8,0,0,17,16,2,15.5,49,52,3,5.5,PB,BosaNi00
228,Michael Brockers,31,DET,DE,16,16,0,0,0,,0,,,0,,,0,0,0,4,0,0,1.0,5,52,5,8.8,,BrocMi00
229,Christian Covington,28,LAC,DT,16,3,0,0,0,,0,,,0,,,0,0,0,0,0,0,1.0,1,52,3,5.5,,CoviCh00
230,Trevon Diggs,23,DAL,CB,16,16,11,103,54,52.4,907,16.8,8.8,4,55.8,10.4,496,411,0,0,0,0,0.0,0,52,10,16.1,PBAP-1,DiggTr00
231,Damontae Kazee,28,DAL,S,17,15,2,25,13,52.0,205,15.8,8.2,4,85.8,14.2,135,70,4,0,0,0,0.0,0,52,6,10.3,,KazeDa00
232,Darius Slay,30,PHI,CB,16,16,3,85,50,58.8,535,10.7,6.3,3,74.4,10.3,350,185,0,0,0,0,0.0,0,52,8,13.3,PB,SlayDa00
233,Cameron Sutton,26,PIT,CB,16,16,2,72,48,66.7,617,12.9,8.6,5,104.9,9.8,417,200,2,1,0,0,0.0,1,52,10,16.1,,SuttCa00
234,K'Waun Williams,30,SFO,CB,14,8,1,49,38,77.6,314,8.3,6.4,1,91.7,5.6,169,145,28,3,1,0,1.0,5,52,6,10.3,,WillKW00
235,Mackensie Alexander,28,MIN,LB,16,5,0,70,46,65.7,648,14.1,9.3,5,119.2,8.6,338,310,15,1,0,0,0.0,1,51,8,13.6,,AlexMa01
236,Shaquil Barrett,29,TAM,LB,15,15,1,11,9,81.8,79,8.8,7.2,0,58.7,3.3,24,55,66,15,13,0,10.0,39,51,4,7.3,PB,BarrSh00
237,Joey Bosa,26,LAC,LB,16,16,0,4,4,100.0,16,4.0,4.0,0,83.3,-2.5,-10,26,22,21,11,0,10.5,43,51,13,20.3,PB,BosaJo00
238,Kyle Fuller,29,DEN,CB,16,10,0,67,43,64.2,553,12.9,8.3,6,119.8,9.1,342,211,4,2,0,0,0.0,2,51,4,7.3,,FullKy00
239,Myles Garrett,26,CLE,DE,17,17,0,3,2,66.7,15,7.5,5.0,0,78.5,-2.7,-4,19,2,17,17,2,16.0,52,51,2,3.8,PBAP-1,GarrMy00
240,DeAndre Houston-Carson,28,CHI,CB,13,3,1,28,20,71.4,220,11.0,7.9,2,103.3,7.7,155,65,12,2,0,0,0.0,2,51,7,12.1,,HousDe00
241,Bilal Nichols,25,CHI,DE,17,15,0,2,2,100.0,17,8.5,8.5,1,141.7,2.5,5,12,0,3,5,0,3.0,12,51,0,0.0,,NichBi00
242,Harrison Phillips,25,BUF,DT,14,8,0,1,1,100.0,4,4.0,4.0,0,83.3,-5.0,-5,9,0,2,5,1,1.0,8,51,4,7.3,,PhilHa00
243,Malcolm Smith,32,CLE,LB,15,6,2,39,32,82.1,264,8.3,6.8,4,107.7,2.9,84,180,12,0,0,0,0.0,0,51,6,10.5,,SmitMa02
244,Daniel Sorensen,31,KAN,S,17,7,2,43,31,72.1,522,16.8,12.1,6,132.9,10.7,283,239,40,3,2,1,1.0,6,51,17,25.0,,SoreDa01
245,Jerry Tillery,25,LAC,DE,16,15,0,1,0,0.0,0,,0.0,0,39.6,-4.0,0,0,0,7,9,0,4.5,21,51,8,13.6,,TillJe00
246,Chris Wormley,28,PIT,DE,15,14,0,1,0,0.0,0,,0.0,0,39.6,-10.0,0,0,0,8,2,3,7.0,18,51,4,7.3,,WormCh00
247,K.J. Wright,32,LVR,LB,17,8,0,17,16,94.1,119,7.4,7.0,1,115.4,2.2,40,79,6,1,0,0,0.0,1,51,3,5.6,,WrigK.00
248,Kwon Alexander,27,NOR,LB,12,8,1,40,29,72.5,282,9.7,7.1,0,81.5,3.4,79,203,18,0,4,0,3.5,8,50,8,13.8,,AlexKw00
249,Brian Burns,23,CAR,DE,17,16,0,10,10,100.0,82,8.2,8.2,0,100.8,4.0,40,42,28,13,8,2,9.0,31,50,8,13.8,PB,BurnBr00
250,Lorenzo Carter,26,NYG,LB,14,14,1,7,5,71.4,37,7.4,5.3,0,44.0,1.7,16,21,16,8,3,2,5.0,16,50,8,13.8,,CartLo01
251,B.J. Hill,26,CIN,DT,16,2,0,2,2,100.0,9,4.5,4.5,0,85.4,-5.5,-11,20,0,5,4,0,5.5,15,50,1,2.0,,HillB.00
252,Xavien Howard,28,MIA,CB,16,16,5,93,49,52.7,614,12.5,6.6,6,72.6,10.0,396,218,8,0,1,0,1.0,2,50,6,10.7,PB,HowaXa00
253,Steven Nelson,28,PHI,CB,16,16,1,72,48,66.7,577,12.0,8.0,5,108.4,9.2,421,156,0,0,0,0,0.0,0,50,2,3.8,,NelsSt01
254,AJ Parker,23,DET,CB,13,7,1,55,38,69.1,379,10.0,6.9,4,105.0,6.9,231,148,23,2,0,0,0.0,2,50,12,19.4,,ParkAJ00
255,Gregory Rousseau,21,BUF,DE,17,17,1,6,5,83.3,26,5.2,4.3,0,45.1,-1.3,-6,32,2,14,6,4,4.0,24,50,4,7.4,,RousGr00
256,Al Woods,34,SEA,DE,16,16,0,3,3,100.0,21,7.0,7.0,0,95.8,0.0,0,21,0,6,3,3,1.5,11,50,3,5.7,,WoodAl99
257,Von Miller,32,2TM,LB,15,15,0,8,7,87.5,68,9.7,8.5,0,102.1,4.8,5,63,71,12,8,0,9.5,30,50,5,9.1,,MillVo00
257,Von Miller,32,DEN,LB,7,7,0,3,3,100.0,57,19.0,19.0,0,118.7,1.3,4,53,33,7,4,0,4.5,16,19,2,9.5,,MillVo00
257,Von Miller,32,LAR,DE,8,8,0,5,4,80.0,11,2.8,2.2,0,79.2,6.8,1,10,38,5,4,0,5.0,14,31,3,8.8,,MillVo00
258,Eli Apple,26,CIN,CB,16,15,2,78,47,60.3,602,12.8,7.7,3,86.6,11.0,390,212,1,0,0,0,0.0,0,49,12,19.7,,ApplEl00
259,Calais Campbell,35,BAL,DE,15,14,0,2,1,50.0,76,76.0,38.0,1,135.4,-3.5,-4,80,0,4,10,1,1.5,16,49,7,12.5,,CampCa99
260,Rashad Fenton,24,KAN,CB,14,8,0,54,37,68.5,322,8.7,6.0,0,84.0,7.5,187,135,5,0,0,0,0.0,0,49,0,0.0,,FentRa00
261,Shaquill Griffin,26,JAX,CB,14,14,0,66,46,69.7,542,11.8,8.2,3,109.5,9.3,359,183,3,0,2,0,0.0,2,49,5,9.3,,GrifSh00
262,Shelby Harris,30,DEN,DE,16,16,0,0,0,,0,,,0,,,0,0,0,6,5,1,6.0,18,49,2,3.9,,HarrSh00
263,Troy Hill,30,CLE,CB,12,4,0,42,31,73.8,346,11.2,8.2,4,129.7,6.9,169,177,18,1,1,0,2.0,4,49,6,10.9,,HillTr01
264,Ryan Neal,26,SEA,S,16,5,0,29,21,72.4,286,13.6,9.9,3,138.0,8.2,120,166,13,0,2,0,1.0,3,49,4,7.5,,NealRy00
265,Josh Norman,34,SFO,CB,15,14,1,60,40,66.7,542,13.6,9.0,4,110.6,13.7,411,131,5,0,0,0,0.0,0,49,7,12.5,,NormJo01
266,Larry Ogunjobi,27,CIN,DT,16,16,0,2,2,100.0,3,1.5,1.5,0,79.2,-4.0,-8,11,4,9,7,0,7.0,24,49,9,15.5,,OgunLa00
267,Azeez Ojulari,21,NYG,LB,17,13,0,8,8,100.0,50,6.3,6.3,0,92.7,-2.3,-18,68,23,14,4,2,8.0,27,49,5,9.3,,OjulAz00
268,Robert Quinn,31,CHI,LB,16,16,0,4,2,50.0,9,4.5,2.3,0,56.2,6.8,9,0,23,8,5,0,18.5,34,49,6,10.9,PBAP-2,QuinRo00
269,Isaiah Rodgers,23,IND,CB,17,1,3,65,41,63.1,426,10.4,6.6,3,78.1,9.6,317,109,0,0,0,0,0.0,0,49,6,10.9,,RodgIs00
270,Zach Allen,24,ARI,DE,15,14,1,3,2,66.7,10,5.0,3.3,0,31.9,-4.0,-6,16,0,4,10,2,4.0,18,48,4,7.7,,AlleZa01
271,Sean Chandler,25,CAR,S,15,7,0,12,10,83.3,154,15.4,12.8,2,158.3,13.4,133,21,7,0,1,0,0.0,1,48,3,5.9,,ChanSe00
272,Kenny Clark,26,GNB,DT,16,16,0,0,0,,0,,,0,,,0,0,0,15,9,0,4.0,28,48,7,12.7,PB,ClarKe01
273,Willie Gay Jr.,23,KAN,LB,12,11,2,26,23,88.5,247,10.7,9.5,1,87.0,3.4,77,170,29,3,0,1,0.5,4,48,5,9.4,,GayJWi00
274,Markus Golden,30,ARI,LB,16,5,0,7,5,71.4,43,8.6,6.1,0,87.2,2.0,10,33,41,15,9,0,11.0,35,48,13,21.3,,GoldMa00
275,Rasheem Green,24,SEA,LB,17,16,0,8,8,100.0,89,11.1,11.1,0,113.0,1.6,13,76,0,10,6,4,6.5,24,48,7,12.7,,GreeRa01
276,Javelin Guidry,23,NYJ,CB,17,3,0,41,30,73.2,345,11.5,8.4,3,122.5,9.8,229,116,15,0,1,0,0.0,1,48,5,9.4,,GuidJa01
277,Al-Quadin Muhammad,26,IND,DE,17,17,0,4,3,75.0,36,12.0,9.0,0,102.1,5.8,12,24,0,7,5,0,6.0,19,48,6,11.1,,MuhaAl00
278,Shy Tuttle,26,NOR,DT,17,15,0,0,0,,0,,,0,,,0,0,0,4,1,3,0.0,5,48,2,4.0,,TuttSh00
279,Marco Wilson,22,ARI,CB,14,13,0,74,52,70.3,588,11.3,7.9,6,120.8,9.4,421,167,0,0,0,0,0.0,0,48,5,9.4,,WilsMa04
280,James Bradberry,28,NYG,CB,17,16,4,115,71,61.7,848,11.9,7.4,8,93.0,9.3,555,293,1,0,0,0,0.0,0,47,13,21.7,,BradJa00
281,Rashan Gary,24,GNB,LB,16,16,0,1,1,100.0,9,9.0,9.0,0,104.2,-2.0,-2,11,62,20,16,0,9.5,47,47,0,0.0,,GaryRa00
282,Tashaun Gipson,31,CHI,S,12,12,2,30,23,76.7,192,8.3,6.4,1,76.0,4.3,69,123,8,1,0,0,1.0,2,47,6,11.3,,GipsTa00
283,Mike Hughes,24,KAN,CB,17,5,1,61,36,59.0,424,11.8,7.0,5,100.7,11.0,290,134,1,0,0,0,0.0,0,47,3,6.0,,HughMi00
284,Quinton Jefferson,28,LVR,DT,17,17,0,1,1,100.0,4,4.0,4.0,0,83.3,-4.0,-4,8,0,10,9,0,4.5,25,47,1,2.1,,JeffQu00
285,Arthur Maulet,28,PIT,CB,16,2,0,29,22,75.9,294,13.4,10.1,1,119.0,9.1,135,159,31,3,2,0,0.0,5,47,1,2.1,,MaulAr00
286,Jalen Mills,27,NWE,CB,16,16,0,65,37,56.9,406,11.0,6.2,7,111.4,9.6,278,128,5,0,0,0,0.0,0,47,6,11.3,,MillJa02
287,James Pierre,25,PIT,CB,17,4,1,53,32,60.4,458,14.3,8.6,4,105.7,12.2,335,123,0,0,0,0,0.0,0,47,3,6.0,,PierJa01
288,Nick Scott,26,LAR,CB,17,1,2,24,16,66.7,221,13.8,9.2,0,61.3,12.9,132,89,1,0,0,0,0.0,0,47,5,9.6,,ScotNi01
289,M.J. Stewart,26,CLE,CB,13,3,0,35,22,62.9,174,7.9,5.0,1,84.7,4.6,91,83,6,2,0,0,0.0,2,47,4,7.8,,StewM.00
290,D.J. Wonnum,24,MIN,DE,17,14,0,6,5,83.3,35,7.0,5.8,0,91.0,2.3,5,30,0,15,7,4,8.0,30,47,3,6.0,,WonnDJ00
291,Christian Barmore,22,NWE,DT,17,2,0,0,0,,0,,,0,,,0,0,0,9,7,2,1.5,18,46,2,4.2,,BarmCh00
292,Derek Barnett,25,PHI,DE,16,15,0,3,2,66.7,17,8.5,5.7,1,120.8,1.7,8,9,3,12,8,0,2.0,22,46,6,11.5,,BarnDe01
293,Mike Edwards,25,TAM,CB,14,4,3,35,19,54.3,233,12.3,6.7,3,67.9,8.8,129,104,24,3,0,1,0.0,3,46,2,4.2,,EdwaMi01
294,Folorunso Fatukasi,26,NYJ,DT,15,15,0,0,0,,0,,,0,,,0,0,0,4,4,0,0.0,8,46,4,8.0,,FatuFo00
295,C.J. Gardner-Johnson,24,NOR,LB,12,11,3,61,39,63.9,400,10.3,6.6,1,67.7,8.4,179,221,22,1,2,0,2.0,5,46,9,16.4,,GardCh00
296,Jonas Griffith,24,DEN,LB,13,4,0,16,14,87.5,83,5.9,5.2,1,109.1,3.6,39,44,9,2,2,0,0.0,4,46,2,4.2,,GrifJo01
297,DaVon Hamilton,24,JAX,DE,16,8,0,0,0,,0,,,0,,,0,0,2,5,1,2,1.0,7,46,6,11.5,,HamiDa02
298,Casey Hayward,32,LVR,CB,17,17,1,56,32,57.1,427,13.3,7.6,3,91.9,14.7,327,100,0,0,0,0,0.0,0,46,5,9.8,,HaywCa00
299,Jaylon Johnson,22,CHI,CB,15,15,1,72,43,59.7,564,13.1,7.8,5,101.9,11.9,350,214,0,0,0,1,0.0,0,46,7,13.2,,JohnJa13
300,Marcus Maye,28,NYJ,S,6,6,0,21,10,47.6,199,19.9,9.5,1,97.1,10.0,78,121,4,0,0,0,1.0,1,46,5,9.8,,MayeMa00
301,Grover Stewart,28,IND,DT,17,17,0,2,1,50.0,7,7.0,3.5,0,58.3,2.5,2,5,0,2,4,1,1.0,7,46,2,4.2,,StewGr00
302,Kindle Vildor,24,CHI,CB,17,12,0,59,41,69.5,598,14.6,10.1,6,136.1,10.3,417,181,2,0,0,0,1.0,1,46,6,11.5,,VildKi00
303,Armon Watts,25,MIN,DT,17,9,0,1,1,100.0,7,7.0,7.0,0,95.8,0.0,0,7,0,10,6,0,5.0,21,46,3,6.1,,WattAr01
304,Divine Deablo,23,LVR,LB,17,5,0,13,9,69.2,141,15.7,10.8,0,105.0,6.9,75,66,7,1,0,0,0.0,1,45,1,2.2,,DeabDi00
305,Myles Hartsfield,24,CAR,DE,10,9,0,40,26,65.0,242,9.3,6.1,3,106.5,6.6,103,139,13,0,0,0,1.0,1,45,3,6.3,,HartMy00
306,Patrick Peterson,31,MIN,CB,13,13,1,76,43,56.6,477,11.1,6.3,2,78.7,8.4,227,250,0,0,0,0,0.0,0,45,7,13.5,,PetePa00
307,Elijah Riley,23,NYJ,S,7,7,0,13,10,76.9,168,16.8,12.9,3,157.9,15.0,141,27,5,0,0,0,1.0,1,45,5,10.0,,RileEl01
308,Josh Sweat,24,PHI,DE,16,13,0,0,0,,0,,,0,,,0,0,1,10,6,0,7.5,25,45,1,2.2,PB,SweaJo00
309,Marcell Harris,27,SFO,LB,15,7,1,20,18,90.0,144,8.0,7.2,0,75.8,1.5,21,123,5,1,0,0,1.0,2,44,9,17.0,,HarrMa03
310,Malik Hooker,25,DAL,CB,15,3,1,28,16,57.1,149,9.3,5.3,2,80.8,9.6,59,90,4,0,0,0,0.0,0,44,6,12.0,,HookMa00
