Rk,Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl,MTkl%,Awards,-9999
374,Derrick Brown,22,CAR,DT,16,15,0,0,0,,0,,,0,,,0,0,0,7,10,3,2.0,19,34,5,12.8,,BrowDe05
375,Adam Butler,26,NWE,DT,15,4,0,0,0,,0,,,0,,,0,0,0,8,3,2,4.0,15,34,1,2.9,,ButlAd00
376,Kyler Fackrell,29,NYG,LB,12,9,1,13,12,92.3,99,8.3,7.6,1,92.0,2.5,27,72,31,5,6,1,4.0,15,34,7,17.1,,FackKy00
377,P.J. Hall,25,HOU,DE,10,9,0,1,1,100.0,6,6.0,6.0,0,91.7,0.0,0,6,0,3,1,0,1.0,5,34,1,2.9,,HallP.00
378,Donte Jackson,25,CAR,CB,14,13,3,65,37,56.9,435,11.8,6.7,4,78.7,11.9,284,151,0,0,0,0,0.0,0,34,11,24.4,,JackDo02
379,Justin Jones,24,LAC,DT,13,12,0,1,1,100.0,8,8.0,8.0,0,100.0,8.0,8,0,0,1,3,0,1.0,5,34,1,2.9,,JoneJu03
380,Pernell McPhee,32,BAL,LB,15,13,0,7,5,71.4,39,7.8,5.6,0,84.8,5.1,13,26,65,4,12,1,3.0,19,34,10,22.7,,McPhPe00
381,Shamar Stephen,29,MIN,DT,16,16,0,1,1,100.0,7,7.0,7.0,0,95.8,-6.0,-6,13,0,2,2,1,0.5,5,34,2,5.6,,StepSh00
382,Dorance Armstrong Jr.,23,DAL,DE,16,2,0,9,6,66.7,54,9.0,6.0,0,82.6,2.9,16,38,6,5,1,0,0.0,6,33,2,5.7,,ArmsDo00
383,Denico Autry,30,IND,DE,14,13,0,5,5,100.0,44,8.8,8.8,0,103.3,4.2,21,23,0,12,2,0,7.5,22,33,2,5.7,,AutrDe00
384,Devante Downs,25,NYG,LB,16,8,0,21,14,66.7,121,8.6,5.8,1,97.5,2.9,55,66,5,0,1,0,0.0,1,33,1,2.9,,DownDe00
385,Javon Kinlaw,23,SFO,DT,14,12,1,0,0,,0,,,0,,,0,0,0,6,2,1,1.5,10,33,0,0.0,,KinlJa00
386,Uchenna Nwosu,24,LAC,LB,13,4,0,5,2,40.0,10,5.0,2.0,0,47.9,4.4,6,4,14,6,6,0,4.5,17,33,2,5.7,,NwosUc00
387,Ed Oliver,23,BUF,DT,16,16,0,0,0,,0,,,0,,,0,0,0,9,4,2,3.0,16,33,3,8.3,,OlivEd00
388,Brandon Williams,31,BAL,DT,13,13,0,1,1,100.0,6,6.0,6.0,0,91.7,2.0,2,4,0,3,1,1,0.0,4,33,0,0.0,,WillBr02
389,Logan Wilson,24,CIN,LB,12,2,2,14,9,64.3,89,9.9,6.4,1,66.4,4.9,57,32,43,0,1,0,1.0,2,33,2,5.7,,WilsLo00
390,Markus Golden,29,2TM,LB,16,9,1,8,6,75.0,18,3.0,2.3,0,37.5,-1.5,-25,43,71,10,15,1,4.5,30,33,3,8.3,,GoldMa00
390,Markus Golden,29,NYG,LB,7,1,0,2,2,100.0,1,0.5,0.5,0,79.2,-3.5,-7,8,18,4,4,0,1.5,10,10,1,9.1,,GoldMa00
390,Markus Golden,29,ARI,LB,9,8,1,6,4,66.7,17,4.3,2.8,0,30.6,-0.8,-18,35,53,6,11,1,3.0,20,23,2,8.0,,GoldMa00
391,Everson Griffen,33,2TM,DE,14,2,0,1,1,100.0,21,21.0,21.0,0,118.7,0.0,0,21,5,9,7,3,6.0,23,33,6,15.4,,GrifEv99
391,Everson Griffen,33,DAL,DE,7,0,0,0,0,,0,,,0,,,0,0,1,8,3,1,2.5,14,20,4,16.7,,GrifEv99
391,Everson Griffen,33,DET,DE,7,2,0,1,1,100.0,21,21.0,21.0,0,118.7,0.0,0,21,4,1,4,2,3.5,9,13,2,13.3,,GrifEv99
392,T.J. Carrie,30,IND,CB,15,2,2,40,23,57.5,309,13.4,7.7,2,78.0,11.1,214,95,1,0,0,0,0.0,0,32,4,11.1,,CarrTr00
393,Doug Costin,23,JAX,DT,12,9,0,2,2,100.0,15,7.5,7.5,0,97.9,-5.0,-10,25,7,2,1,1,0.0,3,32,0,0.0,,CostDo00
394,Shelby Harris,29,DEN,DE,11,11,0,2,1,50.0,7,7.0,3.5,0,58.3,0.0,-6,13,0,6,8,4,2.5,17,32,1,3.0,,HarrSh00
395,B.J. Hill,25,NYG,DT,16,0,0,0,0,,0,,,0,,,0,0,0,3,2,1,1.0,6,32,1,3.0,,HillB.00
396,Jordan Jenkins,26,NYJ,LB,12,12,0,4,2,50.0,30,15.0,7.5,0,75.0,-2.3,-9,39,47,7,3,0,2.0,13,32,5,13.5,,JenkJo01
397,Zach Kerr,30,CAR,DT,13,4,0,2,2,100.0,20,10.0,10.0,0,108.3,-3.5,-7,27,0,3,6,0,2.0,13,32,0,0.0,,KerrZa00
398,Shaq Lawson,26,MIA,LB,14,7,0,2,1,50.0,6,6.0,3.0,0,56.2,8.0,8,-2,19,6,14,0,4.0,25,32,2,5.9,,LawsSh00
399,Johnathan Joseph,36,2TM,CB,11,6,1,48,27,56.3,363,13.4,7.6,4,99.6,10.6,262,101,5,0,0,0,0.0,0,32,4,11.1,,JoseJo20
399,Johnathan Joseph,36,TEN,CB,7,6,1,44,25,56.8,353,14.1,8.0,4,103.7,10.9,253,100,3,0,0,0,0.0,0,29,3,9.4,,JoseJo20
399,Johnathan Joseph,36,ARI,CB,4,0,0,4,2,50.0,10,5.0,2.5,0,56.2,7.5,9,1,2,0,0,0,0.0,0,3,1,25.0,,JoseJo20
400,Carlos Dunlap,31,2TM,DE,15,10,0,5,5,100.0,47,9.4,9.4,0,105.8,5.0,25,22,1,8,11,4,6.0,26,32,3,8.6,,DunlCa99
400,Carlos Dunlap,31,CIN,DE,7,4,0,3,3,100.0,18,6.0,6.0,0,91.7,3.3,10,8,1,4,3,2,1.0,8,18,2,10.0,,DunlCa99
400,Carlos Dunlap,31,SEA,LB,8,6,0,2,2,100.0,29,14.5,14.5,0,118.7,7.5,15,14,0,4,8,2,5.0,18,14,1,6.7,,DunlCa99
401,Jeremiah Attaochu,27,DEN,LB,13,5,0,4,4,100.0,32,8.0,8.0,0,100.0,0.0,0,32,28,8,6,0,5.0,19,31,3,8.8,,AttaJe00
402,Chris Board,25,BAL,LB,16,2,0,21,16,76.2,134,8.4,6.4,1,108.0,2.2,10,124,39,2,3,0,2.5,8,31,9,22.5,,BoarCh00
403,Akeem Davis-Gaither,23,CIN,LB,16,2,1,18,12,66.7,135,11.3,7.5,0,65.7,7.4,68,67,31,5,1,0,0.5,7,31,3,8.8,,DaviAk01
404,Bud Dupree,27,PIT,LB,11,11,0,3,2,66.7,16,8.0,5.3,0,79.9,2.7,2,14,81,12,7,0,8.0,28,31,2,6.1,,DuprAl00
405,Samson Ebukam,25,LAR,LB,16,14,0,1,0,0.0,0,,0.0,0,39.6,-3.0,0,0,29,5,3,0,4.5,13,31,3,8.8,,EbukSa00
406,Deshazor Everett,28,WAS,S,11,6,0,11,7,63.6,98,14.0,8.9,0,92.2,11.4,81,17,3,0,0,0,0.0,0,31,7,18.4,,EverDe01
407,Jacob Tuioti-Mariner,24,ATL,DT,16,0,0,5,3,60.0,43,14.3,8.6,0,87.9,7.6,27,16,2,9,4,1,1.0,15,31,0,0.0,,TuioJa00
408,Armon Watts,24,MIN,DT,16,0,0,0,0,,0,,,0,,,0,0,0,3,1,0,0.5,5,31,2,6.1,,WattAr01
409,Will Parks,26,2TM,CB,10,3,0,29,21,72.4,191,9.1,6.6,1,101.4,7.4,113,78,13,0,0,0,1.0,1,31,4,11.4,,ParkWi01
409,Will Parks,26,PHI,CB,6,3,0,9,5,55.6,26,5.2,2.9,0,60.9,10.1,10,16,2,0,0,0,0.0,0,13,3,18.8,,ParkWi01
409,Will Parks,26,DEN,CB,4,0,0,20,16,80.0,165,10.3,8.3,1,117.7,6.3,103,62,11,0,0,0,1.0,1,18,1,5.3,,ParkWi01
410,Steve McLendon,34,2TM,DT,15,6,0,0,0,,0,,,0,,,0,0,0,3,0,0,0.0,3,31,3,8.8,,McLeSt00
410,Steve McLendon,34,NYJ,DT,6,6,0,0,0,,0,,,0,,,0,0,0,1,0,0,0.0,1,14,3,17.6,,McLeSt00
410,Steve McLendon,34,TAM,DT,9,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,0.0,2,17,0,0.0,,McLeSt00
411,Mario Addison,33,BUF,DE,15,7,0,7,6,85.7,47,7.8,6.7,0,94.6,2.9,14,33,0,3,3,4,5.0,11,30,3,9.1,,AddiMa00
412,Marcus Allen,24,PIT,CB,14,2,0,10,8,80.0,64,8.0,6.4,0,93.3,4.5,32,32,24,0,2,0,0.0,2,30,5,14.3,,AlleMa03
413,Justin Coleman,27,DET,CB,11,5,0,45,35,77.8,418,11.9,9.3,4,135.0,7.2,232,186,13,1,0,0,0.0,1,30,7,18.9,,ColeJu01
414,Quinton Dunbar,28,SEA,CB,6,6,1,54,35,64.8,491,14.0,9.1,4,111.0,10.8,334,157,5,0,0,0,0.0,0,30,4,11.8,,DunbQu00
415,Jaylon Ferguson,25,BAL,DE,14,1,0,4,3,75.0,14,4.7,3.5,0,79.2,-4.8,-19,33,39,5,3,0,2.0,10,30,4,11.8,,FergJa02
416,Porter Gustin,23,CLE,DE,14,3,0,1,0,0.0,0,,0.0,0,39.6,5.0,0,0,1,5,2,0,0.0,7,30,3,9.1,,GustPo01
417,DaVon Hamilton,23,JAX,DT,11,6,0,0,0,,0,,,0,,,0,0,7,2,4,1,1.0,7,30,3,9.1,,HamiDa02
418,Darnay Holmes,22,NYG,CB,12,5,1,44,33,75.0,323,9.8,7.3,0,85.7,5.1,136,187,23,1,1,0,0.5,3,30,7,18.9,,HolmDa01
419,Cameron Sutton,25,PIT,CB,16,6,1,56,34,60.7,373,11.0,6.7,1,78.9,9.0,211,162,7,1,0,0,1.0,2,30,5,14.3,,SuttCa00
420,Jaquiski Tartt,28,SFO,S,7,7,1,8,5,62.5,41,8.2,5.1,0,35.9,10.3,36,5,5,0,0,0,0.0,0,30,2,6.3,,TartJa00
421,Tavierre Thomas,24,CLE,CB,16,3,0,24,19,79.2,170,8.9,7.1,1,110.1,6.4,113,57,13,0,0,0,1.0,1,30,1,3.2,,ThomTa01
422,Jerry Tillery,24,LAC,DE,16,11,0,2,1,50.0,13,13.0,6.5,1,110.4,-4.5,-3,16,0,7,12,0,3.0,22,30,9,23.1,,TillJe00
423,Frank Clark,27,KAN,DE,15,15,0,5,4,80.0,6,1.5,1.2,0,79.2,-2.6,-13,19,10,9,10,2,6.0,25,29,4,12.1,PB,ClarFr01
424,Jerry Hughes,32,BUF,DE,15,15,1,3,2,66.7,15,7.5,5.0,0,38.9,0.0,1,14,0,12,7,1,4.5,25,29,11,27.5,,HughJe99
425,Arthur Maulet,27,NYJ,S,11,5,1,32,20,62.5,227,11.4,7.1,2,91.5,8.5,113,114,7,0,0,0,1.0,1,29,6,17.1,,MaulAr00
426,David Mayo,27,NYG,LB,11,2,0,10,10,100.0,86,8.6,8.6,0,102.5,1.7,17,69,11,0,0,0,0.0,0,29,2,6.5,,MayoDa00
427,Mike Pennel,29,KAN,DT,14,1,0,2,2,100.0,10,5.0,5.0,1,127.1,1.0,2,8,0,0,1,0,0.0,1,29,1,3.3,,PennMi00
428,Isaac Rochell,25,LAC,DE,16,6,0,1,1,100.0,14,14.0,14.0,0,118.7,-4.0,-4,18,0,5,1,0,2.5,9,29,3,9.4,,RochIs00
429,Bravvion Roy,24,CAR,DT,15,9,0,1,1,100.0,1,1.0,1.0,0,79.2,-8.0,-8,9,0,3,4,0,1.0,8,29,5,14.7,,RoyxBr00
430,Calais Campbell,34,BAL,DE,12,12,0,1,1,100.0,-6,-6.0,-6.0,0,79.2,-4.0,-4,-2,0,3,5,5,4.0,13,28,6,17.6,PB,CampCa99
431,John Cominsky,25,ATL,DE,13,1,0,1,1,100.0,11,11.0,11.0,0,112.5,-7.0,-7,18,5,7,2,0,1.0,10,28,2,6.7,,ComiJo00
432,Jack Crawford,32,TEN,DE,16,9,0,0,0,,0,,,0,,,0,0,0,1,8,0,2.0,11,28,5,15.2,,CrawJa00
433,Troy Dye,24,MIN,LB,11,5,0,12,8,66.7,60,7.5,5.0,1,106.2,4.3,5,55,6,0,1,0,0.0,1,28,3,9.7,,DyexTr00
434,Neville Gallimore,23,DAL,DT,14,9,0,1,1,100.0,10,10.0,10.0,0,108.3,7.0,7,3,0,2,3,1,0.5,6,28,1,3.4,,GallNe00
435,Kamu Grugier-Hill,26,MIA,LB,15,1,0,14,12,85.7,109,9.1,7.8,1,122.9,4.4,51,58,22,0,1,0,1.0,2,28,3,9.7,,GrugKa00
436,Justin Hollins,24,LAR,LB,16,0,0,5,4,80.0,59,14.8,11.8,0,115.8,9.8,34,25,34,0,2,0,3.0,6,28,1,3.4,,HollJu00
437,Lamar Jackson,22,NYJ,CB,13,6,0,46,28,60.9,434,15.5,9.4,5,128.4,10.9,326,108,0,0,0,0,0.0,0,28,1,3.4,,JackLa02
438,Malik Jackson,30,PHI,DT,15,6,0,0,0,,0,,,0,,,0,0,0,5,10,2,2.5,18,28,2,6.7,,JackMa02
439,Tanoh Kpassagnon,26,KAN,DE,16,15,0,6,5,83.3,26,5.2,4.3,1,124.3,-1.0,0,26,1,1,3,2,1.0,5,28,10,26.3,,KpasTa00
440,Carl Nassib,27,LVR,DE,14,5,1,3,1,33.3,12,12.0,4.0,0,6.9,6.0,11,1,0,6,6,2,2.5,15,28,7,20.0,,NassCa00
441,Will Redmond,27,GNB,CB,13,1,0,22,15,68.2,201,13.4,9.1,1,112.1,5.5,76,125,9,2,2,0,0.0,4,28,7,20.0,,RedmWi00
442,Brennan Scarlett,27,HOU,LB,11,4,0,6,3,50.0,23,7.7,3.8,0,59.7,-0.8,7,16,18,2,1,0,0.0,3,28,6,17.6,,ScarBr00
443,Shy Tuttle,25,NOR,DT,13,3,0,0,0,,0,,,0,,,0,0,0,2,1,2,0.0,3,28,4,12.5,,TuttSh00
444,Anthony Averett,26,BAL,CB,10,4,0,44,33,75.0,353,10.7,8.0,1,105.6,8.0,219,134,0,0,0,0,0.0,0,27,5,15.6,,AverAn00
445,Breon Borders,25,TEN,CB,6,5,1,47,24,51.1,333,13.9,7.1,3,86.6,11.3,207,126,0,0,0,0,0.0,0,27,3,10.0,,BordBr00
446,Malcom Brown,26,NOR,DT,13,13,0,0,0,,0,,,0,,,0,0,1,1,1,0,1.0,3,27,1,3.6,,BrowMa01
447,Byron Cowart,24,NWE,DT,14,14,0,1,1,100.0,2,2.0,2.0,0,79.2,-3.0,-3,5,0,2,2,0,1.0,5,27,0,0.0,,CowaBy00
448,Clelin Ferrell,23,LVR,DE,11,11,0,2,2,100.0,29,14.5,14.5,0,118.7,-1.5,-3,32,0,10,8,2,2.0,21,27,3,10.0,,FerrCl00
449,Morgan Fox,26,LAR,CB,16,2,0,1,0,0.0,0,,0.0,0,39.6,-6.0,0,0,0,4,3,0,6.0,13,27,0,0.0,,FoxxMo00
450,Maurice Hurst Jr.,25,LVR,DT,11,3,0,1,1,100.0,5,5.0,5.0,0,87.5,0.0,0,5,1,2,5,1,0.5,8,27,3,10.0,,HursMa00
451,Raekwon McMillan,24,LVR,LB,16,4,0,7,5,71.4,61,12.2,8.7,0,97.9,12.7,42,19,11,0,0,0,0.0,0,27,5,15.6,,McMiRa02
452,Sharrod Neasman,29,ATL,CB,16,2,0,9,7,77.8,91,13.0,10.1,0,108.8,13.7,61,30,3,0,0,0,1.0,1,27,2,6.9,,NeasSh00
453,Sheldrick Redwine,24,CLE,CB,15,3,1,8,6,75.0,78,13.0,9.8,0,65.6,12.3,49,29,8,1,0,0,0.5,2,27,3,10.0,,RedwSh00
454,Jimmy Smith,32,BAL,CB,11,5,0,36,18,50.0,118,6.6,3.3,0,57.4,10.7,77,41,3,0,0,0,1.0,1,27,4,12.9,,SmitJi03
455,Deionte Thompson,23,ARI,S,13,4,0,19,8,42.1,84,10.5,4.4,2,90.7,9.2,26,58,3,0,1,0,0.0,1,27,5,15.6,,ThomDe06
456,Carlos Watkins,27,HOU,LB,16,11,0,2,1,50.0,5,5.0,2.5,0,56.2,-3.0,-4,9,0,3,0,3,2.0,5,27,1,3.6,,WatkCa00
457,Tershawn Wharton,22,KAN,DE,16,1,0,0,0,,0,,,0,,,0,0,0,4,2,0,2.0,8,27,3,10.0,,WharTe00
458,Devin Bush Jr.,22,PIT,LB,5,5,0,22,14,63.6,151,10.8,6.9,1,98.9,6.7,95,56,27,1,0,0,1.0,3,26,4,13.3,,BushDe01
459,Brandon Dunn,28,HOU,DT,13,13,0,0,0,,0,,,0,,,0,0,0,3,3,0,0.0,6,26,0,0.0,,DunnBr00
460,Josh Jackson,24,GNB,CB,12,5,0,31,23,74.2,285,12.4,9.2,1,113.0,9.3,142,143,0,0,0,0,0.0,0,26,7,21.2,,JackJo01
461,Sidney Jones,24,JAX,CB,9,6,2,38,22,57.9,442,20.1,11.6,3,103.2,13.5,254,188,0,0,0,0,0.0,0,26,3,10.3,,JoneSi00
462,Jamal Perry,26,MIA,CB,13,1,0,7,5,71.4,52,10.4,7.4,0,92.6,6.0,22,30,2,0,0,0,0.0,0,26,2,7.1,,WiltJo01
463,Tanner Vallejo,26,ARI,LB,16,0,0,8,4,50.0,25,6.3,3.1,0,56.8,4.6,0,25,7,0,2,0,1.0,3,26,1,3.7,,VallTa00
464,Tavon Wilson,30,IND,CB,15,2,0,10,6,60.0,31,5.2,3.1,1,98.3,8.5,27,4,1,0,1,0,0.0,1,26,2,7.1,,WilsTa00
465,Ricardo Allen,29,ATL,S,12,12,2,23,13,56.5,278,21.4,12.1,3,102.9,18.0,223,55,4,0,0,0,0.0,0,25,1,3.8,,AlleRi00
466,Damon Arnette,24,LVR,CB,9,7,0,32,25,78.1,309,12.4,9.7,0,106.9,10.6,221,88,0,0,0,0,0.0,0,25,13,34.2,,ArneDa00
467,Michael Danna,23,KAN,DE,13,1,0,0,0,,0,,,0,,,0,0,10,3,3,0,2.5,9,25,3,10.7,,DannMi00
468,Trey Hendrickson,26,NOR,DE,15,15,0,2,2,100.0,20,10.0,10.0,0,108.3,3.5,7,13,2,7,11,0,13.5,33,25,2,7.4,,HendTr00
469,Justin Houston,31,IND,DE,16,16,0,3,1,33.3,9,9.0,3.0,0,42.4,0.7,7,2,6,12,3,0,8.0,25,25,2,7.4,,HousJu00
470,Frankie Luvu,24,NYJ,LB,13,3,0,12,10,83.3,106,10.6,8.8,1,131.2,4.8,53,53,27,3,2,0,2.0,7,25,6,19.4,,LuvuFr00
471,Xavier McKinney,22,NYG,S,6,4,1,13,12,92.3,96,8.0,7.4,0,65.4,5.9,48,48,7,0,0,0,0.0,0,25,1,3.8,,McKiXa00
472,Jacob Phillips,21,CLE,LB,9,3,0,13,12,92.3,108,9.0,8.3,0,101.3,2.6,27,81,7,1,1,0,0.0,2,25,1,3.8,,PhilJa01
473,Jeremy Reaves,24,WAS,CB,9,3,1,10,7,70.0,98,14.0,9.8,0,61.7,16.1,84,14,5,1,0,0,1.0,2,25,2,7.4,,ReavJe00
474,Dawuane Smoot,25,JAX,DE,16,7,0,1,1,100.0,-2,-2.0,-2.0,0,79.2,-4.0,-4,2,0,13,11,0,5.5,31,25,6,19.4,,SmooDa00
475,Angelo Blackson,28,ARI,DT,16,9,0,0,0,,0,,,0,,,0,0,0,4,5,0,2.5,12,24,3,11.1,,BlacAn00
476,Matthias Farley,28,NYJ,CB,16,2,0,12,3,25.0,22,7.3,1.8,2,79.2,10.1,8,14,15,0,1,0,0.0,1,24,4,14.3,,FarlMa00
477,Phillip Gaines,29,HOU,CB,12,2,0,28,17,60.7,252,14.8,9.0,3,125.9,11.1,176,76,0,0,0,0,0.0,0,24,1,4.0,,GainPh00
478,Yetur Gross-Matos,22,CAR,DE,12,7,0,0,0,,0,,,0,,,0,0,0,5,4,0,2.5,12,24,1,4.0,,GrosYe00
479,Holton Hill,23,MIN,CB,4,2,0,27,18,66.7,250,13.9,9.3,2,120.9,12.2,205,45,1,0,0,0,1.0,1,24,2,7.7,,HillHo00
480,Chris Jackson,22,TEN,S,11,3,0,27,21,77.8,229,10.9,8.5,1,114.4,9.0,126,103,8,0,0,0,0.0,0,24,4,14.3,,JackCh01
481,Tyquan Lewis,25,IND,DE,16,4,0,0,0,,0,,,0,,,0,0,0,10,1,1,4.0,16,24,3,11.1,,LewiTy00
482,Kamal Martin,22,GNB,LB,10,6,0,5,4,80.0,47,11.8,9.4,0,105.8,2.2,15,32,12,1,1,0,1.0,3,24,3,11.1,,MartKa01
483,Hercules Mata'afa,25,MIN,DE,13,1,0,0,0,,0,,,0,,,0,0,9,5,2,0,2.5,11,24,5,17.2,,MataHe00
484,Benson Mayowa,29,SEA,LB,13,9,0,6,3,50.0,22,7.3,3.7,0,59.0,0.8,1,21,13,11,5,1,6.0,22,24,4,14.3,,MayoBe00
485,Josh Norman,33,BUF,CB,9,3,1,32,21,65.6,229,10.9,7.2,1,84.0,8.4,161,68,0,0,0,0,0.0,0,24,4,14.3,,NormJo01
486,Brandon Rusnak,25,JAX,CB,16,1,0,10,3,30.0,31,10.3,3.1,0,40.0,10.4,3,28,4,1,0,0,0.0,1,24,3,11.1,,WatsBr01
487,D.J. Wonnum,23,MIN,DE,14,2,0,1,0,0.0,0,,0.0,0,39.6,-1.0,0,0,3,4,6,0,3.0,14,24,5,17.2,,WonnDJ00
488,Essang Bassey,22,DEN,CB,12,3,1,22,18,81.8,170,9.4,7.7,0,79.9,7.5,103,67,6,1,0,0,0.0,1,23,3,11.5,,BassEs01
489,A.J. Bouye,29,DEN,CB,7,7,0,35,23,65.7,273,11.9,7.8,2,108.4,10.7,170,103,0,0,0,0,0.0,0,23,3,11.5,,BouyA.00
490,Terrence Brooks,28,NWE,CB,14,2,0,10,9,90.0,160,17.8,16.0,0,118.7,15.6,96,64,10,0,1,0,0.0,1,23,3,11.5,,BrooTe00
491,Dante Fowler,26,ATL,DE,14,13,0,5,3,60.0,8,2.7,1.6,0,64.6,2.4,3,5,32,14,5,0,3.0,23,23,8,25.8,,FowlDa00
492,Sam Franklin,24,CAR,LB,14,4,0,11,5,45.5,55,11.0,5.0,1,91.1,12.0,49,6,3,0,0,0,1.0,1,23,4,14.8,,FranSa00
493,Bryce Hager,28,NYJ,LB,10,2,0,11,10,90.9,111,11.1,10.1,1,139.0,4.5,44,67,12,0,0,0,0.5,1,23,2,8.0,,HageBr00
494,Quinton Jefferson,27,BUF,DT,16,4,0,1,1,100.0,2,2.0,2.0,0,79.2,-5.0,-5,7,0,2,4,1,3.0,9,23,3,11.5,,JeffQu00
495,Dontae Johnson,29,SFO,CB,14,3,0,28,19,67.9,200,10.5,7.1,1,100.3,7.4,135,65,9,0,1,0,1.0,2,23,5,17.9,,JohnDo02
496,Tyler Lancaster,26,GNB,DT,15,3,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,23,2,8.0,,LancTy00
497,Tyler Matakevich,28,BUF,LB,16,0,0,8,6,75.0,50,8.3,6.3,0,90.6,4.9,23,27,7,1,0,0,0.0,1,23,0,0.0,,MataTy00
498,Al-Quadin Muhammad,25,IND,DE,16,0,0,2,0,0.0,0,,0.0,0,39.6,4.5,0,0,0,8,4,0,2.0,14,23,1,4.2,,MuhaAl00
499,Nick Williams,30,DET,DE,14,13,0,0,0,,0,,,0,,,0,0,0,7,2,2,1.0,10,23,1,4.2,,WillNi01
500,Antwaun Woods,27,DAL,DT,14,7,0,1,1,100.0,5,5.0,5.0,0,87.5,-3.0,-3,8,0,1,1,0,1.0,3,23,1,4.2,,WoodAn02
501,Yannick Ngakoue,25,2TM,DE,15,8,0,2,2,100.0,20,10.0,10.0,0,108.3,0.0,0,20,0,12,6,0,8.0,26,23,7,23.3,,NgakYa00
501,Yannick Ngakoue,25,MIN,DE,6,5,0,1,1,100.0,17,17.0,17.0,0,118.7,4.0,4,13,0,4,4,0,5.0,13,12,4,25.0,,NgakYa00
501,Yannick Ngakoue,25,BAL,DE,9,3,0,1,1,100.0,3,3.0,3.0,0,79.2,-4.0,-4,7,0,8,2,0,3.0,13,11,3,21.4,,NgakYa00
502,Tevaughn Campbell,27,LAC,CB,14,4,1,31,20,64.5,251,12.6,8.1,4,115.7,10.8,156,95,6,0,1,0,0.0,1,22,2,8.3,,CampTe00
503,L.J. Collier,25,SEA,DE,16,16,0,1,1,100.0,8,8.0,8.0,0,100.0,3.0,3,5,0,10,4,1,3.0,17,22,1,4.3,,CollLJ00
504,Tyrel Dodson,22,BUF,LB,10,2,0,14,11,78.6,69,6.3,4.9,0,87.2,5.6,23,46,16,0,0,0,1.0,1,22,4,15.4,,DodsTy01
505,Trey Flowers,27,DET,DE,7,5,0,1,1,100.0,11,11.0,11.0,0,112.5,2.0,2,9,0,3,2,0,2.0,7,22,2,8.3,,FlowTr00
506,Javelin Guidry,22,NYJ,CB,11,2,0,16,13,81.3,127,9.8,7.9,1,120.6,6.1,87,40,5,0,1,0,0.0,1,22,1,4.3,,GuidJa01
507,Justin Layne,22,PIT,CB,16,0,0,12,10,83.3,127,12.7,10.6,1,138.5,7.8,72,55,0,0,0,0,0.0,0,22,5,18.5,,LaynJu00
508,Cre'von LeBlanc,26,PHI,CB,9,1,0,32,25,78.1,243,9.7,7.6,1,108.7,6.2,127,116,11,0,0,0,1.0,1,22,5,18.5,,LeBlCr01
509,Dean Marlowe,28,BUF,CB,15,4,2,13,9,69.2,142,15.8,10.9,2,105.3,12.8,106,36,11,0,0,1,1.5,2,22,4,15.4,,MarlDe00
510,Alton Robinson,22,SEA,DE,14,1,0,1,1,100.0,5,5.0,5.0,0,87.5,4.0,4,1,2,6,1,0,4.0,11,22,3,12.0,,RobiAl03
511,M.J. Stewart,25,CLE,CB,16,0,2,21,14,66.7,184,13.1,8.8,2,86.3,8.4,105,79,17,3,0,0,1.0,4,22,2,8.3,,StewM.00
512,Jamar Taylor,30,SFO,CB,8,3,2,17,13,76.5,175,13.5,10.3,0,69.1,4.8,63,112,13,2,1,0,1.0,4,22,1,4.3,,TaylJa01
513,James Vaughters,27,CHI,LB,14,0,0,5,4,80.0,25,6.3,5.0,0,87.5,1.4,14,11,15,1,0,0,1.5,3,22,0,0.0,,VaugJa01
514,K'Waun Williams,29,SFO,CB,8,4,0,20,15,75.0,83,5.5,4.2,0,81.9,2.4,31,52,26,2,0,1,2.0,4,22,3,12.0,,WillKW00
515,Xavier Williams,28,CIN,DT,11,3,0,1,0,0.0,0,,0.0,0,39.6,3.0,0,0,0,1,0,0,1.0,2,22,3,12.0,,WillXa00
516,Daryl Worley,25,2TM,CB,9,5,0,18,12,66.7,231,19.3,12.8,4,149.3,12.8,126,105,5,0,0,0,0.0,0,22,3,12.0,,WorlDa00
516,Daryl Worley,25,DAL,CB,7,4,0,11,8,72.7,79,9.9,7.2,2,132.2,9.0,54,25,2,0,0,0,0.0,0,14,2,12.5,,WorlDa00
516,Daryl Worley,25,LVR,CB,2,1,0,7,4,57.1,152,38.0,21.7,2,141.4,18.7,72,80,3,0,0,0,0.0,0,8,1,11.1,,WorlDa00
517,Jahleel Addae,30,LAC,CB,11,0,1,11,8,72.7,66,8.3,6.0,0,49.8,8.5,35,31,1,0,0,0,0.5,1,21,3,12.5,,AddaJa00
518,Oren Burks,25,GNB,LB,16,0,0,5,5,100.0,91,18.2,18.2,0,118.7,10.0,50,41,3,0,0,0,0.0,0,21,1,4.5,,BurkOr00
519,Marcus Davenport,24,NOR,DE,11,1,0,0,0,,0,,,0,,,0,0,1,9,6,1,1.5,17,21,0,0.0,,DaveMa00
