Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
16,Damonte Coxie,Memphis,American,14,72,1174,16.3,7,83.9,0,0,,0,0.0,72,1174,16.3,7,,damonte-coxie-1
17,Tyler Johnson,Minnesota,Big Ten,13,78,1169,15.0,12,89.9,0,0,,0,0.0,78,1169,15.0,12,,tyler-johnson-6
18,CeeDee Lamb,Oklahoma,Big 12,14,65,1158,17.8,11,82.7,0,0,,0,0.0,65,1158,17.8,11,,ceedee-lamb-1
19,Scott Miller,Bowling Green,MAC,11,71,1148,16.2,9,104.4,4,16,4.0,0,1.5,75,1164,15.5,9,,scott-miller-3
20,Adrian Hardy,Louisiana Tech,CUSA,13,75,1145,15.3,6,88.1,0,0,,0,0.0,75,1145,15.3,6,,adrian-hardy-1
21,Trevon Brown,East Carolina,American,12,74,1123,15.2,9,93.6,1,-2,-2.0,0,-0.2,75,1121,14.9,9,,trevon-brown-1
22,N'Keal Harry,Arizona State,Pac-12,12,73,1088,14.9,9,90.7,7,10,1.4,1,0.8,80,1098,13.7,10,,nkeal-harry-1
23,Travis Fulgham,Old Dominion,CUSA,12,63,1083,17.2,9,90.3,0,0,,0,0.0,63,1083,17.2,9,,travis-fulgham-1
24,Greg Dortch,Wake Forest,ACC,12,89,1078,12.1,8,89.8,5,20,4.0,0,1.7,94,1098,11.7,8,,greg-dortch-1
25,Parris Campbell,Ohio State,Big Ten,14,90,1063,11.8,12,75.9,9,24,2.7,0,1.7,99,1087,11.0,12,,parris-campbell-1
26,Jalen Reagor,TCU,Big 12,13,72,1061,14.7,9,81.6,13,170,13.1,2,13.1,85,1231,14.5,11,,jalen-reagor-1
27,JJ Arcega-Whiteside,Stanford,Pac-12,12,63,1059,16.8,14,88.3,0,0,,0,0.0,63,1059,16.8,14,,jj-arcega-whiteside-1
28,Olamide Zaccheaus,Virginia,ACC,13,93,1058,11.4,9,81.4,16,83,5.2,0,6.4,109,1141,10.5,9,,olamide-zaccheaus-1
29,Jakobi Meyers,North Carolina State,ACC,12,92,1047,11.4,4,87.3,3,-9,-3.0,0,-0.8,95,1038,10.9,4,,jakobi-meyers-1
30,Jonathan Duhart,Old Dominion,CUSA,12,74,1045,14.1,9,87.1,0,0,,0,0.0,74,1045,14.1,9,,jonathan-duhart-1
31,Antonio Gandy-Golden,Liberty,Ind,11,71,1037,14.6,10,94.3,0,0,,0,0.0,71,1037,14.6,10,,antonio-gandy-golden-1
32,Marquez Stevenson,Houston,American,13,75,1019,13.6,9,78.4,14,126,9.0,2,9.7,89,1145,12.9,11,,marquez-stevenson-1
33,Rico Bussey Jr.,North Texas,CUSA,12,68,1017,15.0,12,84.8,0,0,,0,0.0,68,1017,15.0,12,,rico-bussey-jr-1
34,Anthony Johnson,Buffalo,MAC,13,57,1011,17.7,11,77.8,0,0,,0,0.0,57,1011,17.7,11,,anthony-johnson-13
35,Laviska Shenault Jr.,Colorado,Pac-12,9,86,1011,11.8,6,112.3,17,115,6.8,5,12.8,103,1126,10.9,11,,laviska-shenault-jr-1
36,Kirk Merritt,Arkansas State,Sun Belt,13,83,1005,12.1,7,77.3,5,31,6.2,0,2.4,88,1036,11.8,7,,kirk-merritt-1
37,Stanley Morgan Jr.,Nebraska,Big Ten,12,70,1004,14.3,7,83.7,1,4,4.0,0,0.3,71,1008,14.2,7,,stanley-morgan-jr-1
38,Tyre Brady,Marshall,CUSA,13,71,1002,14.1,9,77.1,1,14,14.0,0,1.1,72,1016,14.1,9,,tyre-brady-1
39,Justyn Ross,Clemson,ACC,15,46,1000,21.7,9,66.7,0,0,,0,0.0,46,1000,21.7,9,,justyn-ross-1
40,Darnell Mooney,Tulane,American,13,48,993,20.7,8,76.4,1,6,6.0,0,0.5,49,999,20.4,8,,darnell-mooney-1
41,Papi White,Ohio,MAC,13,62,987,15.9,9,75.9,3,24,8.0,1,1.8,65,1011,15.6,10,,papi-white-1
42,David Sills,West Virginia,Big 12,12,65,986,15.2,15,82.2,0,14,,0,1.2,65,1000,15.4,15,,david-sills-1
43,Collin Johnson,Texas,Big 12,13,68,985,14.5,7,75.8,0,0,,0,0.0,68,985,14.5,7,,collin-johnson-2
44,Sean Modster,Boise State,MWC,13,68,978,14.4,8,75.2,0,0,,0,0.0,68,978,14.4,8,,sean-modster-1
45,Cedric Byrd,Hawaii,MWC,14,79,970,12.3,9,69.3,0,0,,0,0.0,79,970,12.3,9,,cedric-byrd-1
46,Caleb Wilson,UCLA,Pac-12,12,60,965,16.1,4,80.4,1,4,4.0,0,0.3,61,969,15.9,4,,caleb-wilson-2
47,Jalen Hurd,Baylor,Big 12,12,69,946,13.7,4,78.8,48,209,4.4,3,17.4,117,1155,9.9,7,,jalen-hurd-1
48,Tee Higgins,Clemson,ACC,15,59,936,15.9,12,62.4,0,0,,0,0.0,59,936,15.9,12,,tee-higgins-1
49,Gary Jennings,West Virginia,Big 12,11,54,917,17.0,13,83.4,0,0,,0,0.0,54,917,17.0,13,,gary-jennings-1
50,Kalija Lipscomb,Vanderbilt,SEC,13,87,916,10.5,9,70.5,14,75,5.4,1,5.8,101,991,9.8,10,,kalija-lipscomb-1
51,Jamal Custis,Syracuse,ACC,13,51,906,17.8,6,69.7,1,-5,-5.0,0,-0.4,52,901,17.3,6,,jamal-custis-1
52,K.J. Osborn,Buffalo,MAC,14,53,892,16.8,7,63.7,5,16,3.2,0,1.1,58,908,15.7,7,,kj-osborn-1
53,Quez Watkins,Southern Mississippi,CUSA,11,72,889,12.3,9,80.8,4,11,2.8,0,1.0,76,900,11.8,9,,quez-watkins-1
54,K.J. Hill,Ohio State,Big Ten,14,70,885,12.6,6,63.2,1,-3,-3.0,0,-0.2,71,882,12.4,6,,kj-hill-1
55,Ty Lee,Middle Tennessee State,CUSA,14,71,883,12.4,7,63.1,4,18,4.5,0,1.3,75,901,12.0,7,,ty-lee-1
56,Deebo Samuel,South Carolina,SEC,12,62,882,14.2,11,73.5,8,26,3.3,0,2.2,70,908,13.0,11,,deebo-samuel-1
57,Riley Miller,Ball State,MAC,12,61,878,14.4,7,73.2,0,0,,0,0.0,61,878,14.4,7,,riley-miller-1
58,DaMarkus Lodge,Ole Miss,SEC,11,65,877,13.5,4,79.7,0,0,,0,0.0,65,877,13.5,4,,damarkus-lodge-1
59,Damion Willis,Troy,Sun Belt,11,56,876,15.6,10,79.6,0,0,,0,0.0,56,876,15.6,10,,damion-willis-1
60,Isaiah Hodgins,Oregon State,Pac-12,11,59,876,14.8,5,79.6,0,0,,0,0.0,59,876,14.8,5,,isaiah-hodgins-1
61,Justin Jefferson,LSU,SEC,13,54,875,16.2,6,67.3,5,26,5.2,0,2.0,59,901,15.3,6,,justin-jefferson-1
62,McLane Mannix,Nevada,MWC,12,50,875,17.5,7,72.9,3,25,8.3,0,2.1,53,900,17.0,7,,mclane-mannix-1
63,Aaron Fuller,Washington,Pac-12,14,58,874,15.1,4,62.4,0,0,,0,0.0,58,874,15.1,4,,aaron-fuller-1
64,Jovon Durante,Florida Atlantic,CUSA,12,65,873,13.4,5,72.8,8,39,4.9,0,3.3,73,912,12.5,5,,jovon-durante-1
65,Miles Boykin,Notre Dame,Ind,13,59,872,14.8,8,67.1,0,0,,0,0.0,59,872,14.8,8,,miles-boykin-1
66,JoJo Ward,Hawaii,MWC,14,51,865,17.0,9,61.8,0,0,,0,0.0,51,865,17.0,9,,jojo-ward-1
67,Jamarius Way,South Alabama,Sun Belt,12,61,855,14.0,8,71.3,1,1,1.0,0,0.1,62,856,13.8,8,,jamarius-way-1
68,Marcus Green,Louisiana-Monroe,Sun Belt,12,50,855,17.1,8,71.3,20,193,9.7,1,16.1,70,1048,15.0,9,,marcus-green-6
69,Jaylen Waddle,Alabama,SEC,15,45,848,18.8,7,56.5,0,0,,0,0.0,45,848,18.8,7,,jaylen-waddle-1
70,Bryan Edwards,South Carolina,SEC,13,55,846,15.4,7,65.1,0,0,,0,0.0,55,846,15.4,7,,bryan-edwards-1
71,Tyron Johnson,Oklahoma State,Big 12,13,53,845,15.9,7,65.0,1,1,1.0,1,0.1,54,846,15.7,8,,tyron-johnson-1
72,Xavier Ubosi,UAB,CUSA,14,35,837,23.9,8,59.8,0,0,,0,0.0,35,837,23.9,8,,xavier-ubosi-1
73,Jace Sternberger,Texas A&M,SEC,13,48,832,17.3,10,64.0,1,4,4.0,0,0.3,49,836,17.1,10,AA,jace-sternberger-1
74,Emanuel Hall,Missouri,SEC,9,37,828,22.4,6,92.0,0,0,,0,0.0,37,828,22.4,6,,emanuel-hall-1
75,A.J. Richardson,Boise State,MWC,13,54,825,15.3,8,63.5,0,0,,0,0.0,54,825,15.3,8,,aj-richardson-1
76,JD Spielman,Nebraska,Big Ten,10,66,818,12.4,8,81.8,7,24,3.4,0,2.4,73,842,11.5,8,,jd-spielman-1
77,Dezmon Patmon,Washington State,Pac-12,13,61,816,13.4,5,62.8,0,0,,0,0.0,61,816,13.4,5,,dezmon-patmon-1
78,Gabriel Davis,UCF,American,12,53,815,15.4,7,67.9,0,0,,0,0.0,53,815,15.4,7,,gabriel-davis-1
79,T.J. Rahming,Duke,ACC,13,75,811,10.8,8,62.4,9,82,9.1,0,6.3,84,893,10.6,8,,tj-rahming-1
80,Jalen Guyton,North Texas,CUSA,13,54,805,14.9,6,61.9,0,0,,0,0.0,54,805,14.9,6,,jalen-guyton-1
81,Ja'Deion High,Texas Tech,Big 12,12,62,804,13.0,4,67.0,0,0,,0,0.0,62,804,13.0,4,,jadeion-high-1
82,Damon Hazelton Jr.,Virginia Tech,ACC,13,51,802,15.7,8,61.7,1,4,4.0,0,0.3,52,806,15.5,8,,damon-hazelton-jr-1
83,Reggie Roberson Jr.,SMU,American,10,52,802,15.4,6,80.2,3,10,3.3,0,1.0,55,812,14.8,6,,reggie-roberson-jr-1
84,Jayden Reed,Western Michigan,MAC,13,56,797,14.2,8,61.3,1,-9,-9.0,0,-0.7,57,788,13.8,8,,jayden-reed-1
85,Olabisi Johnson,Colorado State,MWC,11,54,796,14.7,4,72.4,0,0,,0,0.0,54,796,14.7,4,,olabisi-johnson-1
86,Denzel Mims,Baylor,Big 12,12,55,794,14.4,8,66.2,0,0,,0,0.0,55,794,14.4,8,,denzel-mims-1
87,Kahlil Lewis,Cincinnati,American,13,56,782,14.0,9,60.2,1,11,11.0,1,0.8,57,793,13.9,10,,kahlil-lewis-1
88,Flynn Nagel,Northwestern,Big Ten,14,68,780,11.5,2,55.7,2,2,1.0,0,0.1,70,782,11.2,2,,flynn-nagel-1
89,D'Wayne Eskridge,Western Michigan,MAC,11,38,776,20.4,3,70.5,0,0,,0,0.0,38,776,20.4,3,,dwayne-eskridge-1
90,Jared Pinkney,Vanderbilt,SEC,13,50,774,15.5,7,59.5,0,0,,0,0.0,50,774,15.5,7,,jared-pinkney-1
91,Corey Sutton,Appalachian State,Sun Belt,13,44,773,17.6,10,59.5,0,0,,0,0.0,44,773,17.6,10,,corey-sutton-2
92,Diontae Johnson,Toledo,MAC,13,49,761,15.5,8,58.5,2,17,8.5,0,1.3,51,778,15.3,8,,diontae-johnson-1
93,T.J. Hockenson,Iowa,Big Ten,13,49,760,15.5,6,58.5,1,4,4.0,1,0.3,50,764,15.3,7,,tj-hockenson-1
94,Shawn Poindexter,Arizona,Pac-12,12,42,759,18.1,11,63.3,0,0,,0,0.0,42,759,18.1,11,,shawn-poindexter-1
95,Blake Banham,Eastern Michigan,MAC,13,60,758,12.6,5,58.3,8,32,4.0,1,2.5,68,790,11.6,6,,blake-banham-1
96,Michael Pittman Jr.,USC,Pac-12,11,41,758,18.5,6,68.9,1,9,9.0,0,0.8,42,767,18.3,6,,michael-pittman-jr-1
97,Sean Riley,Syracuse,ACC,13,64,756,11.8,3,58.2,5,37,7.4,0,2.8,69,793,11.5,3,,sean-riley-2
98,KJ Hamler,Penn State,Big Ten,13,42,754,18.0,5,58.0,4,44,11.0,1,3.4,46,798,17.3,6,,kj-hamler-1
99,Amon-Ra St. Brown,USC,Pac-12,12,60,750,12.5,3,62.5,2,9,4.5,0,0.8,62,759,12.2,3,,amon-ra-st-brown-1
100,Justin McInnis,Arkansas State,Sun Belt,13,61,748,12.3,5,57.5,1,-11,-11.0,0,-0.8,62,737,11.9,5,,justin-mcinnis-1
101,Lynn Bowden Jr.,Kentucky,SEC,13,67,745,11.1,5,57.3,9,25,2.8,0,1.9,76,770,10.1,5,,lynn-bowden-jr-1
102,Nyqwan Murray,Florida State,ACC,12,54,744,13.8,3,62.0,5,4,0.8,0,0.3,59,748,12.7,3,,nyqwan-murray-1
103,Tamorrion Terry,Florida State,ACC,12,35,744,21.3,8,62.0,0,0,,0,0.0,35,744,21.3,8,,tamorrion-terry-1
104,Isaac Zico,Purdue,Big Ten,13,46,743,16.2,6,57.2,0,0,,0,0.0,46,743,16.2,6,,isaac-zico-1
105,Jack Sorenson,Miami (OH),MAC,12,53,742,14.0,2,61.8,0,0,,0,0.0,53,742,14.0,2,,jack-sorenson-1
106,Henry Ruggs III,Alabama,SEC,15,46,741,16.1,11,49.4,0,0,,0,0.0,46,741,16.1,11,,henry-ruggs-iii-1
107,Johnathon Johnson,Missouri,SEC,13,59,737,12.5,5,56.7,1,8,8.0,0,0.6,60,745,12.4,5,,johnathon-johnson-2
108,Kaleb Fossum,Nevada,MWC,13,70,734,10.5,1,56.5,2,13,6.5,0,1.0,72,747,10.4,1,,kaleb-fossum-1
109,Terren Encalade,Tulane,American,13,44,727,16.5,5,55.9,5,56,11.2,0,4.3,49,783,16.0,5,,terren-encalade-1
110,Malcolm Williams,Coastal Carolina,Sun Belt,12,47,724,15.4,5,60.3,10,22,2.2,1,1.8,57,746,13.1,6,,malcolm-williams-4
111,Teddy Veal,Louisiana Tech,CUSA,12,70,716,10.2,1,59.7,0,0,,0,0.0,70,716,10.2,1,,teddy-veal-1
112,Johnathan Boone,New Mexico State,Ind,12,59,715,12.1,3,59.6,2,-9,-4.5,0,-0.8,61,706,11.6,3,,johnathan-boone-1
113,Tre Walker,San Jose State,MWC,9,39,714,18.3,5,79.3,1,0,0.0,0,0.0,40,714,17.9,5,,tre-walker-3
114,Victor Tucker,Charlotte,CUSA,11,54,712,13.2,2,64.7,0,0,,0,0.0,54,712,13.2,2,,victor-tucker-1
115,Irv Smith Jr.,Alabama,SEC,15,44,710,16.1,7,47.3,0,0,,0,0.0,44,710,16.1,7,,irv-smith-jr-1
116,Josh Oliver,San Jose State,MWC,12,56,709,12.7,4,59.1,0,0,,0,0.0,56,709,12.7,4,,josh-oliver-1
117,Ron'Quavion Tarver,Utah State,MWC,13,66,709,10.7,8,54.5,1,4,4.0,0,0.3,67,713,10.6,8,,ronquavion-tarver-1
118,Rashod Bateman,Minnesota,Big Ten,13,51,704,13.8,6,54.2,0,0,,0,0.0,51,704,13.8,6,,rashod-bateman-1
119,Terry McLaurin,Ohio State,Big Ten,14,35,701,20.0,11,50.1,0,0,,0,0.0,35,701,20.0,11,,terry-mclaurin-1
120,Marcus Simms,West Virginia,Big 12,11,46,699,15.2,2,63.5,1,5,5.0,0,0.5,47,704,15.0,2,,marcus-simms-1
121,DeVonta Smith,Alabama,SEC,14,42,693,16.5,6,49.5,0,0,,0,0.0,42,693,16.5,6,,devonta-smith-1
122,Keith Corbin,Houston,American,12,40,691,17.3,10,57.6,4,5,1.3,0,0.4,44,696,15.8,10,,keith-corbin-1
123,Ventell Bryant,Temple,American,13,51,690,13.5,3,53.1,3,12,4.0,0,0.9,54,702,13.0,3,,ventell-bryant-1
124,Anthony Ratliff-Williams,North Carolina,ACC,11,42,689,16.4,2,62.6,11,83,7.5,1,7.5,53,772,14.6,3,,anthony-ratliff-williams-1
125,Jalen Greene,Utah State,MWC,13,44,689,15.7,6,53.0,0,0,,0,0.0,44,689,15.7,6,,jalen-greene-1
126,Dredrick Snelson,UCF,American,12,43,688,16.0,5,57.3,1,4,4.0,0,0.3,44,692,15.7,5,,dredrick-snelson-1
127,T.J. Vasher,Texas Tech,Big 12,11,54,687,12.7,7,62.5,0,0,,0,0.0,54,687,12.7,7,,tj-vasher-1
128,Tay Martin,Washington State,Pac-12,13,69,685,9.9,8,52.7,0,0,,0,0.0,69,685,9.9,8,,tay-martin-1
129,Trenton Irwin,Stanford,Pac-12,12,60,685,11.4,2,57.1,0,0,,0,0.0,60,685,11.4,2,,trenton-irwin-1
130,Randall St. Felix,South Florida,American,11,33,679,20.6,4,61.7,0,0,,0,0.0,33,679,20.6,4,,randall-st-felix-1
131,Theo Howard,UCLA,Pac-12,12,51,677,13.3,4,56.4,3,26,8.7,0,2.2,54,703,13.0,4,,theo-howard-1
132,Tyler Vaughns,USC,Pac-12,12,58,674,11.6,6,56.2,0,0,,0,0.0,58,674,11.6,6,,tyler-vaughns-1
133,Shi Smith,South Carolina,SEC,12,45,673,15.0,4,56.1,0,0,,0,0.0,45,673,15.0,4,,shi-smith-1
134,Darius Slayton,Auburn,SEC,12,35,670,19.1,5,55.8,0,0,,0,0.0,35,670,19.1,5,,darius-slayton-1
135,Johnnie Dixon,Ohio State,Big Ten,14,42,669,15.9,8,47.8,0,0,,0,0.0,42,669,15.9,8,,johnnie-dixon-1
136,Penny Hart,Georgia State,Sun Belt,12,49,669,13.7,2,55.8,4,-10,-2.5,0,-0.8,53,659,12.4,2,,penny-hart-1
137,Jared Rice,Fresno State,MWC,14,55,664,12.1,3,47.4,1,3,3.0,0,0.2,56,667,11.9,3,,jared-rice-1
138,Harrison Bryant,Florida Atlantic,CUSA,12,45,662,14.7,4,55.2,1,2,2.0,0,0.2,46,664,14.4,4,,harrison-bryant-1
139,Timmy Hernandez,Oregon State,Pac-12,12,58,661,11.4,3,55.1,1,3,3.0,0,0.3,59,664,11.3,3,,timmy-hernandez-1
140,Jon'Vea Johnson,Toledo,MAC,13,32,660,20.6,9,50.8,0,0,,0,0.0,32,660,20.6,9,,jonvea-johnson-1
141,Greg Campbell Jr.,UTSA,CUSA,11,58,658,11.3,2,59.8,6,23,3.8,0,2.1,64,681,10.6,2,,greg-campbell-3
142,Shun Brown,Arizona,Pac-12,12,64,655,10.2,6,54.6,2,40,20.0,0,3.3,66,695,10.5,6,,shun-brown-1
143,Easop Winston,Washington State,Pac-12,13,52,654,12.6,8,50.3,0,0,,0,0.0,52,654,12.6,8,,easop-winston-1
144,Andre Williams,Akron,MAC,11,46,649,14.1,6,59.0,1,4,4.0,0,0.4,47,653,13.9,6,,andre-williams-5
145,Trevon Bradford,Oregon State,Pac-12,11,56,649,11.6,6,59.0,12,136,11.3,0,12.4,68,785,11.5,6,,trevon-bradford-1
146,Cody Thompson,Toledo,MAC,13,48,647,13.5,10,49.8,0,0,,0,0.0,48,647,13.5,10,,cody-thompson-1
147,Chase Claypool,Notre Dame,Ind,13,50,639,12.8,4,49.2,0,0,,0,0.0,50,639,12.8,4,,chase-claypool-1
148,Britain Covey,Utah,Pac-12,13,60,637,10.6,1,49.0,21,172,8.2,0,13.2,81,809,10.0,1,,britain-covey-1
149,K.D. Nixon,Colorado,Pac-12,11,52,636,12.2,4,57.8,9,-8,-0.9,1,-0.7,61,628,10.3,5,,kd-nixon-1
150,Kaden Smith,Stanford,Pac-12,10,47,635,13.5,2,63.5,0,0,,0,0.0,47,635,13.5,2,,kaden-smith-1
151,Austin Trammell,Rice,CUSA,13,62,632,10.2,3,48.6,1,3,3.0,0,0.2,63,635,10.1,3,,austin-trammell-1
152,Nico Collins,Michigan,Big Ten,13,38,632,16.6,6,48.6,0,0,,0,0.0,38,632,16.6,6,,nico-collins-1
153,D.J. Stubbs,Liberty,Ind,12,50,631,12.6,1,52.6,0,0,,0,0.0,50,631,12.6,1,,dj-stubbs-1
154,C.J. Worton,Florida International,CUSA,13,37,627,16.9,6,48.2,0,0,,0,0.0,37,627,16.9,6,,cj-worton-1
155,Justin Hall,Ball State,MAC,12,69,622,9.0,0,51.8,20,133,6.7,1,11.1,89,755,8.5,1,,justin-hall-3
156,Isaiah Zuber,Kansas State,Big 12,12,52,619,11.9,5,51.6,1,17,17.0,0,1.4,53,636,12.0,5,,isaiah-zuber-1
157,Jauan Wesley,Northern Illinois,MAC,14,54,619,11.5,2,44.2,1,2,2.0,0,0.1,55,621,11.3,2,,jauan-wesley-1
158,Tyree McCants,South Florida,American,13,59,617,10.5,3,47.5,8,52,6.5,0,4.0,67,669,10.0,3,,tyree-mccants-1
159,Emeka Emezie,North Carolina State,ACC,13,53,616,11.6,5,47.4,0,0,,0,0.0,53,616,11.6,5,,emeka-emezie-1
160,James Williams,Washington State,Pac-12,13,83,613,7.4,4,47.2,122,560,4.6,12,43.1,205,1173,5.7,16,,james-williams-13
161,Donovan Peoples-Jones,Michigan,Big Ten,13,47,612,13.0,8,47.1,3,37,12.3,0,2.8,50,649,13.0,8,,donovan-peoples-jones-1
162,Austin Maloney,Florida International,CUSA,13,30,610,20.3,5,46.9,0,0,,0,0.0,30,610,20.3,5,,austin-maloney-1
163,Ja'Marcus Bradley,Louisiana,Sun Belt,14,40,608,15.2,10,43.4,1,5,5.0,0,0.4,41,613,15.0,10,,jamarcus-bradley-1
164,Johnathan Lloyd,Duke,ACC,13,51,604,11.8,5,46.5,2,4,2.0,0,0.3,53,608,11.5,5,,johnathan-lloyd-1
165,Dillon Stoner,Oklahoma State,Big 12,12,48,603,12.6,2,50.3,0,0,,0,0.0,48,603,12.6,2,,dillon-stoner-1
166,Branden Mack,Temple,American,13,44,601,13.7,5,46.2,0,0,,0,0.0,44,601,13.7,5,,branden-mack-1
167,Fred Trevillion,San Diego State,MWC,13,22,598,27.2,3,46.0,4,-3,-0.8,0,-0.2,26,595,22.9,3,,fred-trevillion-1
168,Mike Carrigan,Kent State,MAC,12,45,597,13.3,5,49.8,0,0,,0,0.0,45,597,13.3,5,,mike-carrigan-1
169,Arthur Jackson III,Eastern Michigan,MAC,13,46,592,12.9,5,45.5,0,0,,0,0.0,46,592,12.9,5,,arthur-jackson-iii-1
170,Marquez Callaway,Tennessee,SEC,12,37,592,16.0,2,49.3,0,0,,0,0.0,37,592,16.0,2,,marquez-callaway-1
171,Nick Westbrook,Indiana,Big Ten,12,42,590,14.0,4,49.2,0,0,,0,0.0,42,590,14.0,4,,nick-westbrook-1
172,Jaylen Dixon,Utah,Pac-12,14,32,589,18.4,2,42.1,1,-3,-3.0,0,-0.2,33,586,17.8,2,,jaylen-dixon-1
173,Quartney Davis,Texas A&M,SEC,13,45,585,13.0,7,45.0,3,13,4.3,0,1.0,48,598,12.5,7,,quartney-davis-1
174,Andre Baccellia,Washington,Pac-12,14,55,584,10.6,0,41.7,2,50,25.0,0,3.6,57,634,11.1,0,,andre-baccellia-1
175,Brycen Hopkins,Purdue,Big Ten,13,34,583,17.1,2,44.8,0,0,,0,0.0,34,583,17.1,2,,brycen-hopkins-1
176,Aaren Vaughns,Utah State,MWC,13,33,581,17.6,5,44.7,12,100,8.3,0,7.7,45,681,15.1,5,,aaren-vaughns-1
177,Sage Surratt,Wake Forest,ACC,13,41,581,14.2,4,44.7,0,0,,0,0.0,41,581,14.2,4,,sage-surratt-1
178,Hasise Dubois,Virginia,ACC,13,52,578,11.1,5,44.5,0,0,,0,0.0,52,578,11.1,5,,hasise-dubois-1
179,Keenen Brown,Texas State,Sun Belt,12,51,577,11.3,5,48.1,8,75,9.4,2,6.3,59,652,11.1,7,,keenen-brown-2
180,Amari Rodgers,Clemson,ACC,15,55,575,10.5,4,38.3,1,5,5.0,0,0.3,56,580,10.4,4,,amari-rodgers-1
181,Jaelon Darden,North Texas,CUSA,13,48,575,12.0,4,44.2,3,16,5.3,0,1.2,51,591,11.6,4,,jaelon-darden-1
182,Keylon Stokes,Tulsa,American,12,41,575,14.0,2,47.9,15,104,6.9,2,8.7,56,679,12.1,4,,keylon-stokes-1
183,Marcus Armstrong-Brown,Hawaii,MWC,14,50,573,11.5,2,40.9,0,0,,0,0.0,50,573,11.5,2,,marcus-armstrong-brown-1
184,Chris Finke,Notre Dame,Ind,13,49,571,11.7,2,43.9,5,20,4.0,0,1.5,54,591,10.9,2,,chris-finke-1
185,Riley Ridley,Georgia,SEC,14,44,570,13.0,9,40.7,0,0,,0,0.0,44,570,13.0,9,,riley-ridley-1
186,D.K. Metcalf,Ole Miss,SEC,7,26,569,21.9,5,81.3,0,0,,0,0.0,26,569,21.9,5,,dk-metcalf-1
187,Omar Bayless,Arkansas State,Sun Belt,12,39,566,14.5,2,47.2,0,0,,0,0.0,39,566,14.5,2,,omar-bayless-1
188,Aaron Cephus,Rice,CUSA,11,40,565,14.1,5,51.4,0,0,,0,0.0,40,565,14.1,5,,aaron-cephus-1
189,Nykeim Johnson,Syracuse,ACC,12,41,565,13.8,4,47.1,4,9,2.3,0,0.8,45,574,12.8,4,,nykeim-johnson-1
190,Patrick Smith,Middle Tennessee State,CUSA,14,57,565,9.9,6,40.4,0,0,,0,0.0,57,565,9.9,6,,patrick-smith-1
191,Taj Harris,Syracuse,ACC,12,40,565,14.1,3,47.1,0,0,,0,0.0,40,565,14.1,3,,taj-harris-1
192,Jeff Thomas,Miami (FL),ACC,11,35,563,16.1,3,51.2,1,19,19.0,0,1.7,36,582,16.2,3,,jeff-thomas-6
193,Lucky Jackson,Western Kentucky,CUSA,12,51,563,11.0,4,46.9,3,30,10.0,1,2.5,54,593,11.0,5,,lucky-jackson-1
