Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,-9999
27,Terrell Edmunds,24,PIT,S,17,17,2,15,0,15,6,0,0,0,0,0,1.0,89,63,26,8,1,0,,EdmuTe00
28,David Edwards,24,LAR,LG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,EdwaDa01
29,Ezekiel Elliott,26,DAL,RB,17,17,0,0,0,0,0,0,1,2,0,0,0.0,1,1,0,0,0,0,,ElliEz00
30,Leonard Floyd,29,LAR,LB,17,17,1,11,0,11,3,1,0,1,0,0,9.5,70,37,33,7,18,0,,FloyLe00
31,Poona Ford,26,SEA,DT,17,17,0,0,0,0,1,0,0,0,0,0,2.0,53,23,30,6,6,0,,FordPo00
32,Myles Garrett,26,CLE,DE,17,17,0,0,0,0,3,1,0,1,15,1,16.0,51,33,18,17,33,0,PBAP-1,GarrMy00
33,Lawrence Guy,31,NWE,DE,17,17,0,0,0,0,0,0,0,1,0,0,1.5,60,37,23,2,5,0,,GuyxLa00
34,Bryce Hall,24,NYJ,CB,17,17,0,0,0,0,16,0,0,0,0,0,0.5,79,66,13,4,2,0,,HallBr02
35,Duron Harmon,30,ATL,S,17,17,2,0,0,0,5,0,0,0,0,0,0.0,67,44,23,2,1,0,,HarmDu00
36,Najee Harris,23,PIT,RB,17,17,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0,0,0,PB,HarrNa00
37,Will Harris,26,DET,S,17,17,0,0,0,0,4,1,0,0,0,0,0.5,93,62,31,0,1,0,,HarrWi02
38,Casey Hayward,32,LVR,CB,17,17,1,0,0,0,9,0,0,0,0,0,0.0,46,39,7,3,0,1,,HaywCa00
39,Justin Herbert,23,LAC,QB,17,17,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,PB,HerbJu00
40,Will Hernandez,26,NYG,RG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,HernWi00
41,Cameron Heyward,32,PIT,DT,17,17,1,0,0,0,9,1,0,1,0,0,10.0,89,53,36,15,17,0,PBAP-1,HeywCa01
42,Jordan Hicks,29,ARI,LB,17,17,0,0,0,0,5,1,0,2,0,0,4.0,116,75,41,7,5,0,,HickJo00
43,Creed Humphrey,22,KAN,C,17,17,0,0,0,0,0,0,1,0,9,0,0.0,1,1,0,0,0,0,AP ORoY-3,HumpCr00
44,Robert Hunt,25,MIA,RG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,HuntRo01
45,Micah Hyde,31,BUF,S,17,17,5,59,1,26,10,1,0,2,16,0,1.0,74,53,21,4,2,0,AP-2,HydeMi00
46,J.C. Jackson,26,NWE,CB,17,17,8,92,1,88,23,1,0,0,0,0,0.0,58,44,14,2,0,0,PBAP-2,JackJ.00
47,Andre James,24,LVR,C,17,17,0,0,0,0,0,0,1,0,-12,0,0.0,0,0,0,0,0,0,,JameAn01
48,Grady Jarrett,28,ATL,DE,17,17,0,0,0,0,1,0,0,1,0,0,1.0,59,38,21,3,12,0,,JarrGr00
49,Justin Jefferson,22,MIN,WR,17,17,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PBAP-2,JeffJu00
50,Quinton Jefferson,28,LVR,DT,17,17,0,0,0,0,1,2,0,0,0,0,4.5,47,17,30,5,16,0,,JeffQu00
51,Van Jefferson,25,LAR,WR,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,JeffVa00
52,Ryan Jensen,30,TAM,C,17,17,0,0,0,0,0,0,1,0,-14,0,0.0,1,1,0,0,0,0,PB,JensRy00
53,Austin Johnson,27,NYG,DE,17,17,0,0,0,0,1,0,0,1,0,0,3.5,72,31,41,6,7,0,,JohnAu01
54,Ben Jones,32,TEN,C,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,JoneBe01
55,D.J. Jones,26,SFO,DT,17,17,0,0,0,0,1,2,0,0,0,0,2.0,56,40,16,10,3,0,,JoneD.01
56,DaQuan Jones,30,CAR,DT,17,17,0,0,0,0,0,1,0,0,0,0,1.0,38,19,19,1,6,0,,JoneDa04
57,Mac Jones,23,NWE,QB,17,17,0,0,0,0,0,0,7,1,-4,0,0.0,2,1,1,0,0,0,PBAP ORoY-2,JoneMa05
58,Jason Kelce,34,PHI,C,17,17,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,PBAP-1,KelcJa00
59,Cole Kmet,22,CHI,TE,17,17,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,,KmetCo00
60,Cooper Kupp,28,LAR,WR,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,PBAP-1AP MVP-3AP OPoY-1,KuppCo00
61,Harold Landry,25,TEN,LB,17,17,0,0,0,0,0,1,0,0,0,0,12.0,75,51,24,14,22,0,PB,LandHa00
62,Trevor Lawrence,22,JAX,QB,17,17,0,0,0,0,0,0,9,2,0,0,0.0,2,2,0,0,0,0,,LawrTr00
63,Alex Leatherwood,22,LVR,RG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,LeatAl00
64,Charles Leno Jr.,30,WAS,LT,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,LenoCh00
65,Marcedes Lewis,37,GNB,TE,17,17,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,LewiMa00
66,Chris Lindstrom,24,ATL,RG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,LindCh00
67,Dean Lowry,27,GNB,DE,17,17,0,0,0,0,4,0,0,1,2,0,5.0,42,24,18,5,9,0,,LowrDe00
68,Alex Mack,36,SFO,C,17,17,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,PB,MackAl20
69,Patrick Mahomes,26,KAN,QB,17,17,0,0,0,0,0,0,9,2,-17,0,0.0,1,1,0,0,0,0,PB,MahoPa00
70,Devin McCourty,34,NWE,S,17,17,3,22,0,22,10,0,0,0,0,0,0.0,60,42,18,0,0,0,,McCoDe99
71,Terry McLaurin,26,WAS,WR,17,17,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,McLaTe00
72,D.K. Metcalf,24,SEA,WR,17,17,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,MetcDK00
73,Tre'von Moehrig,22,LVR,S,17,17,1,35,0,35,6,0,0,0,0,0,0.0,55,36,19,0,0,0,,MoehTr00
74,D.J. Moore,24,CAR,WR,17,17,0,0,0,0,0,0,1,1,1,0,0.0,2,2,0,0,0,0,,MoorD.00
75,Taylor Moton,27,CAR,RT,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,MotoTa00
76,Al-Quadin Muhammad,26,IND,DE,17,17,0,0,0,0,0,1,0,0,0,0,6.0,48,32,16,7,13,0,,MuhaAl00
77,Sam Mustipher,25,CHI,C,17,17,0,0,0,0,0,0,5,0,0,0,0.0,1,1,0,0,0,0,,MustSa01
78,Yannick Ngakoue,26,LVR,DE,17,17,0,0,0,0,3,2,0,0,0,0,10.0,28,17,11,8,23,0,,NgakYa00
79,Brian O'Neill,26,MIN,RT,17,17,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,PB,ONeiBr00
80,Bobby Okereke,25,IND,LB,17,17,2,20,0,16,4,0,0,0,0,0,1.0,132,89,43,3,2,0,,OkerBo00
81,Ed Oliver,24,BUF,DT,17,17,0,0,0,0,3,1,0,0,0,0,4.0,41,29,12,10,14,0,,OlivEd00
82,Foyesade Oluokun,26,ATL,LB,17,17,3,80,0,56,6,1,0,0,0,0,2.0,192,102,90,4,7,0,,OluoFo00
83,Daron Payne,24,WAS,DT,17,17,0,0,0,0,0,0,0,1,6,0,4.5,61,35,26,6,15,0,,PaynDa00
84,Michael Pittman Jr.,24,IND,WR,17,17,0,0,0,0,0,0,1,0,0,0,0.0,2,1,1,0,0,0,,PittMi01
85,Patrick Queen,22,BAL,LB,17,17,0,0,0,0,1,1,0,1,0,0,2.0,98,68,30,10,3,0,,QueePa00
86,Taylor Rapp,24,LAR,S,17,17,4,31,0,18,6,0,0,1,0,0,1.5,94,64,30,2,3,0,,RappTa00
87,Jarran Reed,29,KAN,DT,17,17,0,0,0,0,1,2,0,1,10,0,2.5,43,23,20,2,12,0,,ReedJa02
88,Gregory Rousseau,21,BUF,DE,17,17,1,3,0,3,4,1,0,0,0,0,4.0,50,42,8,8,10,0,,RousGr00
89,Matt Ryan,36,ATL,QB,17,17,0,0,0,0,0,0,11,3,-5,0,0.0,0,0,0,0,0,0,,RyanMa00
90,Darnell Savage Jr.,24,GNB,S,17,17,2,0,0,0,9,0,0,0,0,0,0.0,63,48,15,2,0,0,,SavaDa00
91,Isaiah Simmons,23,ARI,LB,17,17,1,0,0,0,7,4,0,0,0,0,1.5,105,70,35,4,4,0,,SimmIs00
92,Jeffery Simmons,24,TEN,DT,17,17,0,0,0,0,6,0,0,0,0,0,8.5,54,42,12,12,16,0,PBAP-2,SimmJe01
93,Justin Simmons,28,DEN,S,17,17,5,76,0,35,12,0,0,0,0,0,1.5,80,60,20,4,2,0,AP-2,SimmJu00
94,John Simpson,24,LVR,LG,17,17,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,,SimpJo00
95,Roquan Smith,24,CHI,LB,17,17,1,53,1,53,3,0,0,0,0,0,3.0,163,95,68,12,4,0,AP-2,SmitRo07
96,Trey Smith,22,KAN,RG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,SmitTr05
97,Matthew Stafford,33,LAR,QB,17,17,0,0,0,0,0,0,5,3,2,0,0.0,0,0,0,0,0,0,,StafMa00
98,Grover Stewart,28,IND,DT,17,17,0,0,0,0,2,1,0,0,0,0,1.0,46,23,23,2,5,0,,StewGr00
99,Ndamukong Suh,34,TAM,DE,17,17,0,0,0,0,0,0,0,1,0,0,6.0,27,15,12,7,13,0,,SuhxNd99
100,Ryan Tannehill,33,TEN,QB,17,17,0,0,0,0,0,0,10,1,1,0,0.0,2,1,1,0,0,0,,TannRy00
101,Jonathan Taylor,22,IND,RB,17,17,0,0,0,0,0,0,4,3,0,0,0.0,0,0,0,0,0,0,PBAP-1AP OPoY-2,TaylJo02
102,Joe Thuney,29,KAN,LG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,ThunJo00
103,Levi Wallace,26,BUF,CB,17,17,2,29,0,15,10,0,0,1,0,0,0.0,58,47,11,1,0,0,,WallLe00
104,Carson Wentz,29,IND,QB,17,17,0,0,0,0,0,0,8,1,-5,0,0.0,0,0,0,0,0,0,,WentCa00
105,Devin White,23,TAM,LB,17,17,0,0,0,0,3,0,0,1,5,0,3.5,128,87,41,8,18,0,PB,WhitDe02
106,Kyzir White,25,LAC,LB,17,17,2,22,0,22,3,2,0,0,0,0,1.0,144,90,54,7,4,0,,WhitKy00
107,Cody Whitehair,29,CHI,LG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,WhitCo03
108,Christian Wilkins,26,MIA,DE,17,17,0,0,0,0,4,1,1,1,9,0,4.5,89,49,40,10,13,0,,WilkCh00
109,Daryl Williams,29,BUF,RG/RT,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,WillDa06
110,Leonard Williams,27,NYG,DT,17,17,0,0,0,0,2,2,0,1,0,0,6.5,81,34,47,5,14,0,,WillLe02
111,Nick Williams,31,DET,DE,17,17,0,0,0,0,1,0,0,0,0,0,0.5,27,14,13,4,2,0,,WillNi01
112,Damien Wilson,28,JAX,LB,17,17,1,1,0,1,5,1,0,0,0,0,3.0,106,59,47,5,5,0,,WilsDa02
113,Tristan Wirfs,22,TAM,RT,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,PBAP-1,WirfTr00
114,Xavier Woods,26,MIN,S,17,17,3,54,0,27,10,2,0,0,0,0,1.0,108,72,36,1,1,0,,WoodXa00
115,Kevin Zeitler,31,BAL,RG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,ZeitKe00
116,Brandon Aiyuk,23,SFO,WR,17,16,0,0,0,0,0,0,2,2,-4,0,0.0,0,0,0,0,0,0,,AiyuBr00
117,James Bradberry,28,NYG,CB,17,16,4,19,0,14,17,0,1,2,13,0,0.0,47,37,10,0,0,0,,BradJa00
118,DeForest Buckner,27,IND,DT,17,16,0,0,0,0,3,0,0,0,0,0,7.0,68,40,28,10,18,0,PB,BuckDe00
119,Brian Burns,23,CAR,DE,17,16,0,0,0,0,4,2,0,0,0,0,9.0,50,31,19,13,18,0,PB,BurnBr00
120,Robbie Chosen,28,CAR,WR,17,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,AndeRo04
121,Jesse Davis,30,MIA,RT,17,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,DaviJe00
122,Liam Eichenberg,23,MIA,LT,17,16,0,0,0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,,EichLi00
123,Davon Godchaux,27,NWE,DT,17,16,0,0,0,0,0,1,0,0,0,0,1.0,65,32,33,2,5,0,,GodcDa00
124,Rasheem Green,24,SEA,LB,17,16,0,0,0,0,4,0,0,0,0,0,6.5,48,27,21,6,15,0,,GreeRa01
125,Tyreek Hill,27,KAN,WR,17,16,0,0,0,0,0,0,2,1,3,0,0.0,2,2,0,0,0,0,PB,HillTy00
126,Jerry Hughes,33,BUF,DE,17,16,0,0,0,0,3,2,0,0,0,0,2.0,18,8,10,1,7,0,,HughJe99
127,Austin Jackson,22,MIA,LG,17,16,0,0,0,0,0,0,0,1,0,0,0.0,2,1,1,0,0,0,,JackAu00
128,Marvin Jones,31,JAX,WR,17,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,JoneMa02
129,Matt Judon,29,NWE,LB,17,16,0,0,0,0,1,0,0,1,-6,0,12.5,60,38,22,14,25,0,PB,JudoMa00
130,Kyle Juszczyk,30,SFO,FB,17,16,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,PB,JuszKy00
131,Bobby McCain,28,WAS,S,17,16,4,63,1,30,9,0,0,0,0,0,0.0,63,47,16,0,0,0,,McCaBo01
132,Xavier McKinney,23,NYG,S,17,16,5,64,1,41,10,0,0,0,0,0,0.0,93,59,34,1,0,0,,McKiXa00
133,Jakobi Meyers,25,NWE,WR,17,16,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,,MeyeJa01
134,Kenny Moore,26,IND,CB,17,16,4,78,0,32,13,1,0,0,0,0,1.0,102,82,20,6,1,0,PB,MoorKe03
135,Devin Singletary,24,BUF,RB,17,16,0,0,0,0,0,0,5,2,5,0,0.0,1,1,0,0,0,0,,SingDe00
136,DeVonta Smith,23,PHI,WR,17,16,0,0,0,0,0,1,1,0,0,0,0.0,1,1,0,0,0,0,,SmitDe07
137,Leighton Vander Esch,24,DAL,LB,17,16,1,7,0,7,2,0,0,0,0,0,1.0,77,48,29,4,1,0,,VandLe00
138,Tyler Conklin,26,MIN,TE,17,15,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,ConkTy00
139,Damontae Kazee,28,DAL,S,17,15,2,8,0,8,4,2,0,0,0,0,0.0,52,35,17,0,0,0,,KazeDa00
140,Bilal Nichols,25,CHI,DE,17,15,0,0,0,0,1,0,0,2,12,0,3.0,51,26,25,5,9,0,,NichBi00
141,Storm Norton,27,LAC,RT,17,15,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,NortSt00
142,Uchenna Nwosu,25,LAC,LB,17,15,1,2,0,2,4,2,0,1,-6,0,5.0,40,24,16,8,17,0,,NwosUc00
143,Kyle Pitts,21,ATL,TE,17,15,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,PB,PittKy00
144,Elandon Roberts,27,MIA,LB,17,15,1,85,1,85,4,2,0,0,0,0,1.0,83,42,41,6,2,0,,RobeEl00
145,Dalton Schultz,25,DAL,TE,17,15,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,SchuDa00
146,Shy Tuttle,26,NOR,DT,17,15,0,0,0,0,3,1,0,1,0,0,0.0,48,17,31,3,1,0,,TuttSh00
147,Jack Doyle,31,IND,TE,17,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,DoylJa00
148,Charles Harris,26,DET,LB,17,14,0,0,0,0,0,2,0,0,0,0,7.5,65,34,31,10,16,0,,HarrCh03
149,Jacob Martin,26,HOU,DE,17,14,0,0,0,0,3,2,0,0,0,0,4.0,23,11,12,5,6,1,,MartJa02
150,Darnell Mooney,24,CHI,WR,17,14,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,,MoonDa00
151,A'Shawn Robinson,26,LAR,DE,17,14,0,0,0,0,0,2,0,0,0,0,2.0,67,33,34,2,2,0,,RobiAS00
152,Andrew Van Ginkel,26,MIA,LB,17,14,0,0,0,0,7,1,0,0,0,0,4.0,71,50,21,9,20,0,,VanGAn00
153,D.J. Wonnum,24,MIN,DE,17,14,0,0,0,0,4,1,0,0,0,0,8.0,47,29,18,7,15,0,,WonnDJ00
154,Greg Gaines,25,LAR,DT,17,13,0,0,0,0,0,0,0,0,0,0,4.5,55,28,27,4,13,0,,GainGr00
155,Cory Littleton,28,LVR,LB,17,13,0,0,0,0,4,0,0,1,0,0,0.5,98,51,47,2,2,0,,LittCo01
156,Azeez Ojulari,21,NYG,LB,17,13,0,0,0,0,2,1,0,0,0,0,8.0,49,29,20,8,13,0,,OjulAz00
157,Brandon Parker,26,LVR,RT,17,13,0,0,0,0,0,0,0,1,0,0,0.0,3,2,1,0,0,0,,ParkBr01
158,Lucas Patrick,28,GNB,C,17,13,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,PatrLu00
159,Adrian Phillips,29,NWE,S,17,13,4,39,1,26,9,1,0,0,0,0,0.0,92,56,36,3,1,0,,PhilAd00
160,Jalen Reagor,22,PHI,WR,17,13,0,0,0,0,0,0,2,1,20,0,0.0,2,2,0,0,0,0,,ReagJa00
161,Ian Thomas,25,CAR,TE,17,13,0,0,0,0,0,0,0,1,9,0,0.0,1,1,0,0,0,0,,ThomIa00
162,Zach Gentry,25,PIT,TE,17,12,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,GentZa00
163,Durham Smythe,26,MIA,TE,17,12,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,SmytDu00
164,Jalen Thompson,23,ARI,S,17,12,3,49,0,33,7,0,0,0,0,0,0.0,121,79,42,3,2,0,,ThomJa04
165,Juan Thornhill,26,KAN,S,17,12,1,13,0,13,3,1,0,1,0,0,0.0,64,43,21,1,1,0,,ThorJu00
166,Kindle Vildor,24,CHI,CB,17,12,0,0,0,0,4,0,0,0,0,0,1.0,46,33,13,1,1,0,,VildKi00
167,Quez Watkins,23,PHI,WR,17,12,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,WatkQu00
168,Denico Autry,31,TEN,DE,17,11,0,0,0,0,6,0,0,0,0,0,9.0,31,25,6,10,18,0,,AutrDe00
169,Samson Ebukam,26,SFO,DE,17,11,0,0,0,0,1,1,0,0,0,0,4.5,38,21,17,5,11,0,,EbukSa00
170,Zaire Franklin,25,IND,LB,17,11,1,8,0,8,2,0,0,1,0,0,0.0,40,21,19,1,0,0,,FranZa00
171,Adam Humphries,28,WAS,WR,17,11,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,HumpAd00
172,Christian Kirk,25,ARI,WR,17,11,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,KirkCh01
173,Foster Moreau,24,LVR,TE,17,11,0,0,0,0,0,1,1,1,0,0,0.0,4,3,1,0,0,0,,MoreFo00
174,Emmanuel Ogbah,28,MIA,DE,17,11,0,0,0,0,12,1,0,1,0,0,9.0,41,26,15,9,24,0,,OgbaEm00
175,Brandon Stephens,24,BAL,S,17,11,0,0,0,0,4,0,0,0,0,0,0.0,78,49,29,1,1,0,,StepBr01
176,Myles Gaskin,24,MIA,RB,17,10,0,0,0,0,0,0,2,1,16,0,0.0,0,0,0,0,0,0,,GaskMy00
177,William Gholston,30,TAM,DE,17,10,0,0,0,0,0,0,0,0,0,0,4.5,36,21,15,7,11,0,,GholWi00
178,Chuba Hubbard,22,CAR,RB,17,10,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,,HubbCh01
179,Chris Manhertz,29,JAX,TE,17,10,0,0,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,,ManhCh00
180,Derrick Nnadi,25,KAN,DT,17,10,0,0,0,0,0,0,0,0,0,0,3.0,38,21,17,2,5,0,,NnadDe00
181,Troy Reeder,27,LAR,LB,17,10,2,2,0,2,6,0,0,0,0,0,2.0,91,48,43,6,4,0,,ReedTr01
182,Chandon Sullivan,25,GNB,CB,17,10,3,14,0,13,4,0,0,0,0,0,0.0,31,25,6,2,0,0,,SullCh00
183,Mark Andrews,26,BAL,TE,17,9,0,0,0,0,0,0,1,1,0,0,0.0,6,5,1,0,0,0,PBAP-1,AndrMa00
184,Morgan Fox,27,CAR,DE,17,9,0,0,0,0,0,1,0,1,3,0,1.5,34,16,18,2,7,0,,FoxxMo00
185,Mike Gesicki,26,MIA,TE,17,9,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,GesiMi00
186,Mike Hilton,27,CIN,CB,17,9,2,59,1,35,5,1,0,0,0,0,0.0,66,48,18,8,2,0,,HiltMi01
187,Zay Jones,26,LVR,WR,17,9,0,0,0,0,0,0,1,0,0,0,0.0,4,3,1,0,0,0,,JoneZa00
188,K.J. Osborn,24,MIN,WR,17,9,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,OsboKJ00
189,Reggie Ragland,28,NYG,LB,17,9,0,0,0,0,2,0,0,1,0,0,0.0,67,38,29,2,1,0,,RaglRe00
190,Hunter Renfrow,26,LVR,WR,17,9,0,0,0,0,1,0,5,3,39,0,0.0,2,2,0,0,0,0,PB,RenfHu00
191,Zach Sieler,26,MIA,DT,17,9,0,0,0,0,3,1,0,2,0,0,2.0,62,33,29,6,3,0,,SielZa00
192,Amon-Ra St. Brown,22,DET,WR,17,9,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,StxxAm00
193,Josh Tupou,27,CIN,DT,17,9,0,0,0,0,0,0,0,0,0,0,0.0,12,3,9,0,1,0,,TupoJo00
194,Armon Watts,25,MIN,DT,17,9,0,0,0,0,0,2,0,0,0,0,5.0,46,20,26,3,10,0,,WattAr01
195,John Bates,24,WAS,TE,17,8,0,0,0,0,0,0,1,1,0,0,0.0,2,2,0,0,0,0,,BateJo00
196,Angelo Blackson,29,CHI,DE,17,8,1,6,0,6,2,0,0,0,0,0,2.5,43,24,19,3,9,0,,BlacAn00
197,Mike Davis,28,ATL,RB,17,8,0,0,0,0,0,0,4,1,0,0,0.0,1,1,0,0,0,0,,DaviMi01
198,C.J. Ham,28,MIN,FB,17,8,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,HamxC.00
199,Mecole Hardman,23,KAN,WR,17,8,0,0,0,0,0,0,3,1,0,0,0.0,1,1,0,0,0,0,,HardMe00
200,Yosh Nijman,25,GNB,LT,17,8,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,NijmYo01
201,Drew Sample,25,CIN,TE,17,8,0,0,0,0,0,0,0,1,-15,0,0.0,1,1,0,0,0,0,,SampDr00
