Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,-9999
56,Kareem Jackson,32,DEN,S,16,16,1,13,0,13,4,0,0,2,2,0,0.0,89,67,22,1,0,0,,JackKa99
57,Grady Jarrett,27,ATL,DT,16,16,0,0,0,0,0,0,0,1,0,0,4.0,52,27,25,8,21,0,PB,JarrGr00
58,Malcolm Jenkins,33,NOR,S,16,16,3,58,0,48,10,1,0,1,0,0,2.5,91,69,22,7,6,0,,JenkMa99
59,Ryan Jensen,29,TAM,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,JensRy00
60,Josey Jewell,26,DEN,LB,16,16,0,0,0,0,4,0,0,0,0,0,2.0,113,67,46,5,5,0,,JeweJo00
61,Alexander Johnson,29,DEN,LB,16,16,0,0,0,0,2,2,0,0,0,0,1.0,124,72,52,4,5,0,,JohnAl01
62,Jaleel Johnson,26,MIN,DT,16,16,0,0,0,0,0,0,0,0,0,0,1.5,44,22,22,3,2,0,,JohnJa09
63,John Johnson,25,LAR,S,16,16,1,0,0,0,8,0,0,0,0,0,0.0,105,73,32,2,0,0,,JohnJo10
64,DaQuan Jones,29,TEN,DT,16,16,0,0,0,0,0,1,0,0,0,0,2.0,49,29,20,4,6,0,,JoneDa04
65,Deion Jones,26,ATL,LB,16,16,2,84,1,67,6,1,0,1,0,0,4.5,106,73,33,9,10,0,,JoneDe01
66,Cameron Jordan,31,NOR,DE,16,16,0,0,0,0,3,1,0,0,0,0,7.5,51,34,17,11,16,0,PB,JordCa00
67,Linval Joseph,32,LAC,DT,16,16,0,0,0,0,0,0,0,0,0,0,0.0,62,33,29,3,2,0,,JoseLi99
68,Sebastian Joseph-Day,25,LAR,DT,16,16,0,0,0,0,3,1,0,0,0,0,1.0,55,35,20,1,4,0,,JoseSe00
69,Ted Karras,27,MIA,C,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,KarrTe00
70,Jason Kelce,33,PHI,C,16,16,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,PB,KelcJa00
71,Dennis Kelly,30,TEN,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,KellDe00
72,Harold Landry,24,TEN,LB,16,16,1,0,0,0,5,0,0,0,0,0,5.5,69,46,23,10,16,0,,LandHa00
73,Charles Leno Jr.,29,CHI,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,LenoCh00
74,Tyler Lockett,28,SEA,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,LockTy00
75,Dean Lowry,26,GNB,DE,16,16,0,0,0,0,2,0,0,0,0,0,3.0,36,14,22,2,4,0,,LowrDe00
76,Khalil Mack,29,CHI,LB,16,16,1,33,0,33,3,3,0,2,0,0,9.0,50,29,21,11,13,1,PBAP-2,MackKh00
77,Blake Martinez,26,NYG,LB,16,16,1,2,0,2,5,2,0,1,0,0,3.0,151,86,65,9,6,0,,MartBl01
78,Marcus Maye,27,NYJ,S,16,16,2,0,0,0,11,2,0,1,0,0,2.0,88,52,36,4,2,0,,MayeMa00
79,Baker Mayfield,25,CLE,QB,16,16,0,0,0,0,0,0,8,2,-15,0,0.0,0,0,0,0,0,0,,MayfBa00
80,Devin McCourty,33,NWE,S,16,16,2,62,1,43,6,0,0,0,0,0,0.0,68,45,23,2,0,0,,McCoDe99
81,Erik McCoy,23,NOR,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,McCoEr01
82,Connor McGovern,27,NYJ,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,McGoCo00
83,D.K. Metcalf,23,SEA,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PBAP-2,MetcDK00
84,Terrance Mitchell,28,CLE,CB,16,16,0,0,0,0,13,3,0,0,0,0,0.0,65,54,11,2,0,0,,MitcTe00
85,Trayvon Mullen,23,LVR,CB,16,16,2,0,0,0,14,0,0,0,0,0,0.0,64,56,8,2,0,0,,MullTr00
86,Kenneth Murray,22,LAC,LB,16,16,0,0,0,0,3,0,0,0,0,0,1.0,107,68,39,5,1,0,,MurrKe00
87,Kyler Murray,23,ARI,QB,16,16,0,0,0,0,0,0,9,2,-3,0,0.0,0,0,0,0,0,0,PB,MurrKy00
88,Bilal Nichols,24,CHI,DT,16,16,1,7,0,7,3,0,0,0,0,0,5.0,40,16,24,7,13,0,,NichBi00
89,Ed Oliver,23,BUF,DT,16,16,0,0,0,0,3,1,0,0,0,0,3.0,33,23,10,6,6,0,,OlivEd00
90,Michael Onwenu,23,NWE,RT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,,OnweMi00
91,Daron Payne,23,WAS,DT,16,16,1,0,0,0,4,3,0,1,0,0,3.0,54,27,27,7,8,0,,PaynDa00
92,Patrick Peterson,30,ARI,CB,16,16,3,7,0,7,8,0,0,0,0,0,0.0,61,52,9,0,0,0,,PetePa00
93,Adrian Phillips,28,NWE,S,16,16,2,5,0,5,4,0,0,0,0,0,1.0,109,76,33,7,1,0,,PhilAd00
94,Jason Pierre-Paul,31,TAM,LB,16,16,2,15,0,15,6,4,0,2,0,0,9.5,55,34,21,7,14,0,PB,PierJa99
95,Jordan Poyer,29,BUF,S,16,16,2,14,0,14,5,2,0,0,0,0,2.0,124,91,33,4,4,0,,PoyeJo00
96,Patrick Queen,21,BAL,LB,16,16,1,0,0,0,2,2,0,2,53,1,3.0,106,66,40,9,10,0,AP DRoY-3,QueePa00
97,Jarran Reed,28,SEA,DT,16,16,0,0,0,0,1,1,0,0,0,0,6.5,38,20,18,5,14,0,,ReedJa02
98,Xavier Rhodes,30,IND,CB,16,16,2,44,1,44,12,0,0,0,0,0,0.0,42,35,7,0,0,0,,RhodXa00
99,Sheldon Richardson,30,CLE,DT,16,16,0,0,0,0,3,1,0,0,0,0,4.5,64,35,29,5,10,0,,RichSh00
100,Philip Rivers,39,IND,QB,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,RivePh00
101,Cam Robinson,25,JAX,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,RobiCa00
102,Aaron Rodgers,37,GNB,QB,16,16,0,0,0,0,0,0,4,1,-13,0,0.0,0,0,0,0,0,0,PBAP-1AP MVP-1AP OPoY-2,RodgAa00
103,Matt Ryan,35,ATL,QB,16,16,0,0,0,0,0,0,6,1,-3,0,0.0,0,0,0,0,0,0,,RyanMa00
104,Joe Schobert,27,JAX,LB,16,16,3,45,1,43,4,2,0,0,0,0,2.5,141,84,57,6,6,0,,SchoJo00
105,Justin Simmons,27,DEN,S,16,16,5,90,0,46,9,0,0,1,18,0,0.0,96,77,19,3,0,0,PB,SimmJu00
106,John Simon,30,NWE,DE,16,16,0,0,0,0,3,0,0,0,0,0,2.0,53,34,19,4,4,0,,SimoJo01
107,Devin Singletary,23,BUF,RB,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,SingDe00
108,Aldon Smith,31,DAL,DE,16,16,0,0,0,0,2,0,0,2,78,1,5.0,48,31,17,5,14,0,,SmitAl04
109,Harrison Smith,31,MIN,S,16,16,5,33,0,16,10,0,0,0,0,0,0.5,89,54,35,2,5,0,,SmitHa00
110,Jaylon Smith,25,DAL,LB,16,16,1,43,0,43,5,0,0,2,21,0,1.5,154,89,65,5,4,0,,SmitJa05
111,Roquan Smith,23,CHI,LB,16,16,2,16,0,11,7,1,1,1,0,0,4.0,139,98,41,18,6,0,AP-2,SmitRo07
112,Za'Darius Smith,28,GNB,LB,16,16,0,0,0,0,2,4,0,2,0,0,12.5,52,35,17,12,23,0,PBAP-2,SmitZa00
113,Matthew Stafford,32,DET,QB,16,16,0,0,0,0,0,0,2,1,-1,0,0.0,0,0,0,0,0,0,,StafMa00
114,Shamar Stephen,29,MIN,DT,16,16,0,0,0,0,0,0,0,0,0,0,0.5,34,20,14,2,3,0,,StepSh00
115,Grover Stewart,27,IND,DT,16,16,0,0,0,0,1,0,0,0,0,0,0.5,53,40,13,6,5,0,,StewGr00
116,Ndamukong Suh,33,TAM,DE,16,16,0,0,0,0,2,1,0,0,0,0,6.0,44,27,17,9,19,0,,SuhxNd99
117,Montez Sweat,24,WAS,DE,16,16,1,15,1,15,6,2,0,0,0,0,9.0,45,28,17,12,20,0,,SweaMo00
118,Ryan Tannehill,32,TEN,QB,16,16,0,0,0,0,0,0,6,3,-19,0,0.0,0,0,0,0,0,0,,TannRy00
119,Dalvin Tomlinson,26,NYG,DT,16,16,0,0,0,0,4,0,0,0,0,0,3.5,49,25,24,8,10,0,,TomlDa00
120,J.C. Tretter,29,CLE,C,16,16,0,0,0,0,0,0,2,0,-6,0,0.0,0,0,0,0,0,0,,TretJC00
121,Danny Trevathan,30,CHI,LB,16,16,0,0,0,0,5,1,0,0,0,0,1.0,113,67,46,3,2,0,,TrevDa00
122,Alejandro Villanueva,32,PIT,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,VillAl00
123,Bobby Wagner,30,SEA,LB,16,16,0,0,0,0,8,0,0,1,0,0,3.0,138,81,57,7,11,0,PBAP-1,WagnBo00
124,Anthony Walker,25,IND,LB,16,16,1,11,0,11,5,0,0,1,0,0,0.0,92,65,27,2,1,0,,WalkAn01
125,Fred Warner,24,SFO,LB,16,16,2,3,0,3,6,1,0,2,0,0,1.0,125,79,46,5,7,0,PBAP-1,WarnFr00
126,Deshaun Watson,25,HOU,QB,16,16,0,0,0,0,0,0,8,2,-13,0,0.0,0,0,0,0,0,0,PB,WatsDe00
127,J.J. Watt,31,HOU,DE,16,16,1,19,1,19,7,2,0,1,0,0,5.0,52,36,16,14,17,0,,WattJ.00
128,Jordan Whitehead,23,TAM,S,16,16,2,2,0,2,4,1,0,1,0,0,2.0,74,53,21,9,3,0,,WhitJo03
129,Russell Wilson,32,SEA,QB,16,16,0,0,0,0,0,0,7,0,-18,0,0.0,0,0,0,0,0,0,PB,WilsRu00
130,Antoine Winfield Jr.,22,TAM,S,16,16,1,16,0,16,6,2,0,1,0,0,3.0,94,64,30,1,4,0,AP DRoY-4,WinfAn00
131,Robert Woods,28,LAR,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,WoodRo02
132,K.J. Wright,31,SEA,LB,16,16,1,7,0,7,10,1,0,2,0,0,2.0,86,60,26,11,3,0,,WrigK.00
133,Jonathan Bostic,29,WAS,LB,16,15,1,0,0,0,3,0,0,0,0,0,3.0,118,61,57,6,6,0,,BostJo00
134,Derrick Brown,22,CAR,DT,16,15,0,0,0,0,4,0,0,0,0,0,2.0,34,21,13,8,12,0,,BrowDe05
135,Jesse Davis,29,MIA,LT/RT,16,15,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,,DaviJe00
136,Tyeler Davison,28,ATL,DT,16,15,0,0,0,0,0,0,0,0,0,0,0.5,36,15,21,2,2,0,,DaviTy01
137,Jeff Gladney,24,MIN,CB,16,15,0,0,0,0,3,1,0,0,0,0,0.0,81,63,18,7,1,0,,GladJe00
138,Jimmy Graham,34,CHI,TE,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,GrahJi00
139,Kyle Juszczyk,29,SFO,FB,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB,JuszKy00
140,Tanoh Kpassagnon,26,KAN,DE,16,15,0,0,0,0,3,0,0,0,0,0,1.0,28,20,8,2,4,0,,KpasTa00
141,DeMarcus Lawrence,28,DAL,DE,16,15,0,0,0,0,2,4,0,1,0,0,6.5,58,34,24,11,10,0,,LawrDe00
142,Dexter Lawrence,23,NYG,DE,16,15,0,0,0,0,2,0,0,0,0,0,4.0,53,30,23,6,10,0,,LawrDe03
143,Bobby McCain,27,MIA,S,16,15,1,19,0,19,5,0,0,0,0,0,0.0,46,39,7,0,2,0,,McCaBo01
144,Amani Oruwariye,24,DET,CB,16,15,1,0,0,0,7,0,0,0,0,0,0.0,53,45,8,1,0,0,,OruwAm00
145,Germaine Pratt,24,CIN,LB,16,15,0,0,0,0,2,0,0,0,0,0,0.0,89,55,34,5,0,0,,PratGe00
146,Logan Ryan,29,NYG,S,16,15,1,15,0,15,9,3,0,2,0,0,1.0,94,68,26,1,4,0,,RyanLo00
147,Darius Slayton,23,NYG,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,SlayDa01
148,Andrew Thomas,21,NYG,LT,16,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,ThomAn02
149,Logan Thomas,29,WAS,TE,16,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,ThomLo00
150,Shaq Thompson,26,CAR,LB,16,15,0,0,0,0,5,2,0,1,0,0,0.0,114,64,50,6,2,0,,ThomSh01
151,Darren Waller,28,LVR,TE,16,15,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,PB,WallDa01
152,Eric Wilson,26,MIN,LB,16,15,3,23,0,16,8,1,0,2,7,0,3.0,122,62,60,8,9,0,,WilsEr00
153,Damiere Byrd,27,NWE,WR,16,14,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,ByrdDa00
154,Christian Covington,27,CIN,DT,16,14,0,0,0,0,0,0,0,0,0,0,0.0,39,14,25,0,1,0,,CoviCh00
155,Michael Davis,25,LAC,CB,16,14,3,86,1,78,14,0,0,0,0,0,0.0,64,48,16,2,0,0,,DaviMi03
156,Samson Ebukam,25,LAR,LB,16,14,0,0,0,0,1,1,0,0,0,0,4.5,31,18,13,3,7,0,,EbukSa00
157,Evan Engram,26,NYG,TE,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB,EngrEv00
158,Adam Gotsis,28,JAX,DE,16,14,0,0,0,0,3,1,0,0,0,0,0.0,37,18,19,4,3,0,,GotsAd00
159,Tee Higgins,21,CIN,WR,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,HiggTe00
160,Kerry Hyder,29,SFO,DE,16,14,0,0,0,0,0,0,0,1,14,0,8.5,49,30,19,10,18,0,,HydeKe01
161,Justin Jefferson,21,MIN,WR,16,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PBAP-2AP ORoY-2,JeffJu00
162,Jerry Jeudy,21,DEN,WR,16,14,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,JeudJe00
163,CeeDee Lamb,21,DAL,WR,16,14,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,LambCe00
164,Kenny Moore,25,IND,CB,16,14,4,45,1,29,13,1,0,0,0,0,2.0,80,68,12,4,3,0,,MoorKe03
165,Eric Rowe,28,MIA,S,16,14,2,26,0,22,11,0,0,1,0,0,0.0,91,66,25,1,2,0,,RoweEr00
166,Dalton Schultz,24,DAL,TE,16,14,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,SchuDa00
167,JuJu Smith-Schuster,24,PIT,WR,16,14,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,,SmitJu00
168,Terence Steele,23,DAL,RT,16,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,SteeTe01
169,Miles Boykin,24,BAL,WR,16,13,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,BoykMi00
170,Chris Herndon,24,NYJ,TE,16,13,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,HernCh00
171,Christian Jones,29,DET,LB,16,13,0,0,0,0,1,0,0,0,0,0,0.0,57,32,25,2,1,0,,JoneCh05
172,Sean Murphy-Bunting,23,TAM,CB,16,13,1,0,0,0,3,1,0,1,3,0,0.0,70,53,17,3,1,0,,BuntSe00
173,Malik Reed,24,DEN,LB,16,13,0,0,0,0,1,1,0,0,0,0,8.0,53,34,19,8,17,0,,ReedMa01
174,Josh Reynolds,25,LAR,WR,16,13,0,0,0,0,0,0,2,2,-2,0,0.0,0,0,0,0,0,0,,ReynJo00
175,Drew Sample,24,CIN,TE,16,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,SampDr00
176,Preston Smith,28,GNB,LB,16,13,0,0,0,0,3,0,0,1,14,1,4.0,42,29,13,7,11,0,,SmitPr00
177,Luke Stocker,32,ATL,TE,16,13,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,StocLu00
178,Tyrell Adams,28,HOU,LB,16,12,0,0,0,0,4,2,0,1,0,0,2.0,125,76,49,5,3,0,,AdamTy00
179,Raekwon Davis,23,MIA,DT,16,12,0,0,0,0,0,0,0,0,0,0,0.0,40,19,21,1,1,0,,DaviRa03
180,Will Dissly,24,SEA,TE,16,12,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,DissWi00
181,William Gholston,29,TAM,DE,16,12,0,0,0,0,2,0,0,1,1,0,3.0,44,24,20,8,20,0,,GholWi00
182,Tre Herndon,24,JAX,CB,16,12,0,0,0,0,5,0,0,0,0,0,1.0,76,64,12,4,2,0,,HernTr00
183,Emmanuel Ogbah,27,MIA,DE,16,12,0,0,0,0,5,3,0,1,0,0,9.0,42,25,17,6,21,0,,OgbaEm00
184,Isaiah Oliver,24,ATL,CB,16,12,0,0,0,0,6,1,0,0,0,0,1.0,70,51,19,4,2,0,,OlivIs00
185,John Penisini,23,DET,DT,16,12,0,0,0,0,0,0,0,1,0,0,1.0,35,19,16,4,0,0,,PeniJo00
186,Marquez Valdes-Scantling,26,GNB,WR,16,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,ValdMa00
187,Leonard Williams,26,NYG,DT,16,12,0,0,0,0,1,0,0,1,0,0,11.5,57,29,28,14,30,0,,WillLe02
188,Jerome Baker,24,MIA,LB,16,11,0,0,0,0,3,2,0,0,0,0,7.0,112,70,42,7,11,0,,BakeJe00
189,Kamren Curl,21,WAS,S,16,11,3,88,1,76,4,0,0,0,0,0,2.0,88,63,25,4,5,0,,CurlKa00
190,Gabriel Davis,21,BUF,WR,16,11,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,DaviGa01
191,J.C. Jackson,25,NWE,CB,16,11,9,80,0,30,14,0,0,3,0,0,0.0,40,34,6,1,0,0,,JackJ.00
192,Jakob Johnson,26,NWE,FB,16,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,JohnJa12
193,Taron Johnson,24,BUF,CB,16,11,1,51,1,51,7,1,0,0,0,0,1.0,94,70,24,5,3,0,,JohnTa01
194,A.J. Klein,29,BUF,LB,16,11,0,0,0,0,4,2,0,1,0,0,5.0,75,53,22,5,9,0,,KleiAJ00
195,Carl Lawson,25,CIN,DE,16,11,0,0,0,0,0,2,0,0,0,0,5.5,36,18,18,4,32,0,,LawsCa00
196,Jason McCourty,33,NWE,CB,16,11,0,0,0,0,3,0,0,0,0,0,0.0,42,30,12,0,0,0,,McCoJa99
197,Steven Means,30,ATL,DE,16,11,0,0,0,0,0,2,0,0,0,0,3.0,38,21,17,3,6,0,,MeanSt00
198,Rakeem Nunez-Roches,27,TAM,DT,16,11,0,0,0,0,0,0,0,0,0,0,0.0,20,7,13,0,3,0,,NuneRa00
199,Michael Ojemudia,23,DEN,CB,16,11,0,0,0,0,6,4,0,0,0,0,0.0,62,55,7,1,0,0,,OjemMi00
200,Haason Reddick,26,ARI,LB,16,11,0,0,0,0,4,6,0,0,0,0,12.5,63,43,20,15,16,0,,ReddHa00
201,Alex Singleton,27,PHI,LB,16,11,1,30,1,30,1,0,0,2,1,0,2.0,120,75,45,5,7,0,,SingAl00
