Player,Team,Year,Years,,Value,APY,Guaranteed,,APY as % Of,,Inflated,Inflated,Inflated
Matt Hasselbeck,Colts,2015,1,,"$3,000,000 ","$3,000,000 ","$1,000,000 ",,2.10%,,"$5,705,611 ","$5,705,611 ","$1,901,870 "
Shaun Hill,Vikings,2015,2,,"$6,500,000 ","$3,250,000 ","$3,200,000 ",,2.30%,,"$12,362,158 ","$6,181,079 ","$6,085,985 "
Ryan Mallett,Texans,2015,2,,"$7,000,000 ","$3,500,000 ",$0 ,,2.40%,,"$13,313,093 ","$6,656,547 ",$0 
Mark Sanchez,DEN/PHI,2015,2,,"$9,000,000 ","$4,500,000 ","$5,500,000 ",,3.10%,,"$17,116,834 ","$8,558,417 ","$10,460,288 "
Josh McCown,Browns,2015,3,,"$14,000,000 ","$4,666,667 ","$6,250,000 ",,3.30%,,"$26,626,186 ","$8,875,396 ","$11,886,690 "
Brian Hoyer,Texans,2015,2,,"$10,500,000 ","$5,250,000 ","$4,750,000 ",,3.70%,,"$19,969,640 ","$9,984,820 ","$9,033,885 "
Marcus Mariota,Titans,2015,4,,"$24,213,974 ","$6,053,494 ","$24,213,974 ",,4.20%,,"$46,051,842 ","$11,512,961 ","$46,051,842 "
Jameis Winston,Buccaneers,2015,4,,"$25,351,277 ","$6,337,819 ","$25,351,277 ",,4.40%,,"$48,214,845 ","$12,053,711 ","$48,214,845 "
Nick Foles,Rams,2015,2,,"$25,000,000 ","$12,250,000 ","$13,792,000 ",,8.50%,,"$47,546,762 ","$23,297,913 ","$26,230,597 "
Peyton Manning,Broncos,2015,2,,"$34,000,000 ","$17,000,000 ","$15,000,000 ",,11.90%,,"$64,663,596 ","$32,331,798 ","$28,528,057 "
Ryan Tannehill,Dolphins,2015,4,,"$77,000,000 ","$19,250,000 ","$45,000,000 ",,13.40%,,"$146,444,026 ","$36,611,006 ","$85,584,171 "
Cam Newton,Panthers,2015,5,,"$103,800,000 ","$20,760,000 ","$60,000,000 ",,14.50%,,"$197,414,154 ","$39,482,831 ","$114,112,228 "
Philip Rivers,Chargers,2015,4,,"$83,250,000 ","$20,812,500 ","$65,000,000 ",,14.50%,,"$158,330,716 ","$39,582,679 ","$123,621,580 "
Eli Manning,Giants,2015,4,,"$84,000,000 ","$21,000,000 ","$65,000,000 ",,14.70%,,"$159,757,119 ","$39,939,280 ","$123,621,580 "
Ben Roethlisberger,Steelers,2015,4,,"$87,400,000 ","$21,850,000 ","$64,000,000 ",,15.20%,,"$166,223,479 ","$41,555,870 ","$121,719,710 "
Russell Wilson,Seahawks,2015,4,,"$87,600,000 ","$21,900,000 ","$61,542,000 ",,15.30%,,"$166,603,853 ","$41,650,963 ","$117,044,912 "
