Player,Team,Year,Years,,Value,APY,Guaranteed,,APY as % Of,,Inflated,Inflated,Inflated
Alex Bars,Raiders,2022,1,,"$277,200 ","$277,200 ",$0 ,,0.10%,,"$362,810 ","$362,810 ",$0 
Zack Johnson,Ravens,2022,1,,"$277,200 ","$277,200 ",$0 ,,0.10%,,"$362,810 ","$362,810 ",$0 
Oday Aboushi,Rams,2022,1,,"$277,200 ","$277,200 ",$0 ,,0.10%,,"$362,810 ","$362,810 ",$0 
Danny Isidora,Cardinals,2022,1,,"$277,200 ","$277,200 ",$0 ,,0.10%,,"$362,810 ","$362,810 ",$0 
Chandler Brewer,Rams,2022,1,,"$283,444 ","$283,444 ",$0 ,,0.10%,,"$370,982 ","$370,982 ",$0 
Aviante Collins,Cowboys,2022,1,,"$283,444 ","$283,444 ",$0 ,,0.10%,,"$370,982 ","$370,982 ",$0 
Ryan Neuzil,Falcons,2022,1,,"$296,667 ","$296,667 ",$0 ,,0.10%,,"$388,289 ","$388,289 ",$0 
Josh Andrews,Saints,2022,1,,"$306,000 ","$306,000 ",$0 ,,0.10%,,"$400,504 ","$400,504 ",$0 
Alex Bars,Raiders,2022,1,,"$315,411 ","$315,411 ",$0 ,,0.20%,,"$412,822 ","$412,822 ",$0 
Aviante Collins,Cowboys,2022,1,,"$321,666 ","$321,666 ",$0 ,,0.20%,,"$421,009 ","$421,009 ",$0 
Chandler Brewer,Rams,2022,1,,"$321,666 ","$321,666 ",$0 ,,0.20%,,"$421,009 ","$421,009 ",$0 
Alex Bars,Raiders,2022,1,,"$353,622 ","$353,622 ",$0 ,,0.20%,,"$462,834 ","$462,834 ",$0 
K.C. McDermott,Texans,2022,1,,"$358,200 ","$358,200 ",$0 ,,0.20%,,"$468,826 ","$468,826 ",$0 
James Ferentz,Patriots,2022,1,,"$358,200 ","$358,200 ",$0 ,,0.20%,,"$468,826 ","$468,826 ",$0 
Max Garcia,Giants,2022,1,,"$358,200 ","$358,200 ",$0 ,,0.20%,,"$468,826 ","$468,826 ",$0 
Wes Martin,Commanders,2022,1,,"$358,200 ","$358,200 ",$0 ,,0.20%,,"$468,826 ","$468,826 ",$0 
K.C. McDermott,Texans,2022,1,,"$358,200 ","$358,200 ",$0 ,,0.20%,,"$468,826 ","$468,826 ",$0 
Wes Martin,Commanders,2022,1,,"$391,911 ","$391,911 ",$0 ,,0.20%,,"$512,948 ","$512,948 ",$0 
Wes Martin,Commanders,2022,1,,"$425,622 ","$425,622 ",$0 ,,0.20%,,"$557,070 ","$557,070 ",$0 
Wes Martin,Commanders,2022,1,,"$459,333 ","$459,333 ",$0 ,,0.20%,,"$601,192 ","$601,192 ",$0 
Ryan Neuzil,Falcons,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$922,731 ","$922,731 ",$0 
Jordan Meredith,Raiders,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$922,731 ","$922,731 ",$0 
Zack Johnson,Broncos,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$922,731 ","$922,731 ",$0 
Jared Hocker,Jaguars,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$922,731 ","$922,731 ",$0 
William Sherman,Patriots,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$922,731 ","$922,731 ",$0 
Dieter Eiselen,Bears,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$922,731 ","$922,731 ",$0 
Jared Hocker,Jaguars,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$922,731 ","$922,731 ",$0 
Jordan Meredith,Raiders,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$922,731 ","$922,731 ",$0 
Dieter Eiselen,Bears,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$922,731 ","$922,731 ",$0 
Greg Eiland,Seahawks,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$922,731 ","$922,731 ",$0 
Nolan Laufenberg,Commanders,2022,1,,"$705,000 ","$705,000 ",$0 ,,0.30%,,"$922,731 ","$922,731 ",$0 
William Sherman,Broncos,2022,2,,"$1,455,000 ","$727,500 ",$0 ,,0.30%,,"$1,904,359 ","$952,179 ",$0 
Zack Johnson,Broncos,2022,2,,"$1,575,000 ","$787,500 ",$0 ,,0.40%,,"$2,061,419 ","$1,030,710 ",$0 
Xavier Newman-Johnson,Titans,2022,2,,"$1,575,000 ","$787,500 ",$0 ,,0.40%,,"$2,061,419 ","$1,030,710 ",$0 
Wyatt Davis,ARI/NO/NYG,2022,1,,"$825,000 ","$825,000 ",$0 ,,0.40%,,"$1,079,791 ","$1,079,791 ",$0 
Cole Van Lanen,Packers,2022,1,,"$825,000 ","$825,000 ",$0 ,,0.40%,,"$1,079,791 ","$1,079,791 ",$0 
Arlington Hambright,Patriots,2022,1,,"$825,000 ","$825,000 ",$0 ,,0.40%,,"$1,079,791 ","$1,079,791 ",$0 
Beau Benzschawel,Jaguars,2022,1,,"$825,000 ","$825,000 ",$0 ,,0.40%,,"$1,079,791 ","$1,079,791 ",$0 
Cole Van Lanen,Jaguars,2022,1,,"$825,000 ","$825,000 ",$0 ,,0.40%,,"$1,079,791 ","$1,079,791 ",$0 
Zack Bailey,Commanders,2022,1,,"$825,000 ","$825,000 ",$0 ,,0.40%,,"$1,079,791 ","$1,079,791 ",$0 
Tommy Kraemer,Lions,2022,1,,"$825,000 ","$825,000 ",$0 ,,0.40%,,"$1,079,791 ","$1,079,791 ",$0 
Zack Bailey,Chargers,2022,1,,"$825,000 ","$825,000 ",$0 ,,0.40%,,"$1,079,791 ","$1,079,791 ",$0 
Greg Long,Cardinals,2022,3,,"$2,560,000 ","$853,333 ",$0 ,,0.40%,,"$3,350,624 ","$1,116,874 ",$0 
Mike Caliendo,Chiefs,2022,3,,"$2,562,500 ","$854,167 ","$2,500 ",,0.40%,,"$3,353,896 ","$1,117,966 ","$3,272 "
Desmond Noel,Bengals,2022,3,,"$2,562,500 ","$854,167 ","$2,500 ",,0.40%,,"$3,353,896 ","$1,117,966 ","$3,272 "
Drew Desjarlais,Patriots,2022,3,,"$2,565,000 ","$855,000 ","$65,000 ",,0.40%,,"$3,357,169 ","$1,119,056 ","$85,074 "
Xavier Newman-Johnson,Titans,2022,3,,"$2,565,000 ","$855,000 ","$20,000 ",,0.40%,,"$3,357,169 ","$1,119,056 ","$26,177 "
Michael Niese,Broncos,2022,3,,"$2,565,000 ","$855,000 ","$15,000 ",,0.40%,,"$3,357,169 ","$1,119,056 ","$19,633 "
Shamarious Gilmore,Seahawks,2022,3,,"$2,567,000 ","$855,667 ","$7,000 ",,0.40%,,"$3,359,786 ","$1,119,929 ","$9,162 "
Blaise Andries,Dolphins,2022,3,,"$2,567,000 ","$855,667 ","$57,000 ",,0.40%,,"$3,359,786 ","$1,119,929 ","$74,604 "
Wesley French,Colts,2022,3,,"$2,570,000 ","$856,667 ","$10,000 ",,0.40%,,"$3,363,713 ","$1,121,238 ","$13,088 "
Josh Sills,PHI/IND,2022,3,,"$2,570,000 ","$856,667 ","$135,000 ",,0.40%,,"$3,363,713 ","$1,121,238 ","$176,693 "
Jason Poe,49ers,2022,3,,"$2,570,000 ","$856,667 ","$75,000 ",,0.40%,,"$3,363,713 ","$1,121,238 ","$98,163 "
Tyrese Robinson,Commanders,2022,3,,"$2,575,000 ","$858,333 ","$100,000 ",,0.40%,,"$3,370,257 ","$1,123,419 ","$130,884 "
Curtis Blackwell,Buccaneers,2022,3,,"$2,575,000 ","$858,333 ","$15,000 ",,0.40%,,"$3,370,257 ","$1,123,419 ","$19,633 "
Zein Obeid,Lions,2022,3,,"$2,575,000 ","$858,333 ","$30,000 ",,0.40%,,"$3,370,257 ","$1,123,419 ","$39,265 "
Jake Eldrenkamp,Texans,2022,1,,"$895,000 ","$895,000 ",$0 ,,0.40%,,"$1,171,410 ","$1,171,410 ",$0 
Chandler Brewer,Rams,2022,1,,"$895,000 ","$895,000 ",$0 ,,0.40%,,"$1,171,410 ","$1,171,410 ",$0 
Aviante Collins,Cowboys,2022,1,,"$895,000 ","$895,000 ",$0 ,,0.40%,,"$1,171,410 ","$1,171,410 ",$0 
Jeremiah Poutasi,Raiders,2022,1,,"$895,000 ","$895,000 ",$0 ,,0.40%,,"$1,171,410 ","$1,171,410 ",$0 
Chandler Brewer,Rams,2022,1,,"$895,000 ","$895,000 ",$0 ,,0.40%,,"$1,171,410 ","$1,171,410 ",$0 
Lester Cotton,Raiders,2022,1,,"$895,000 ","$895,000 ",$0 ,,0.40%,,"$1,171,410 ","$1,171,410 ",$0 
Michael Dunn,Browns,2022,1,,"$895,000 ","$895,000 ",$0 ,,0.40%,,"$1,171,410 ","$1,171,410 ",$0 
Marquis Hayes,Cardinals,2022,4,,"$3,737,012 ","$934,253 ","$77,012 ",,0.40%,,"$4,891,142 ","$1,222,786 ","$100,796 "
Chris Paul,Commanders,2022,4,,"$3,764,448 ","$941,112 ","$104,448 ",,0.50%,,"$4,927,051 ","$1,231,763 ","$136,705 "
Ja'Tyre Carter,Bears,2022,4,,"$3,769,312 ","$942,328 ","$109,312 ",,0.50%,,"$4,933,417 ","$1,233,354 ","$143,072 "
Aviante Collins,Cowboys,2022,2,,"$1,905,000 ","$952,500 ",$0 ,,0.50%,,"$2,493,336 ","$1,246,668 ",$0 
Cade Mays,Panthers,2022,4,,"$3,833,068 ","$958,267 ","$173,068 ",,0.50%,,"$5,016,864 ","$1,254,216 ","$226,518 "
Justin Shaffer,Falcons,2022,4,,"$3,844,672 ","$961,168 ","$184,672 ",,0.50%,,"$5,032,051 ","$1,258,013 ","$241,706 "
Nick Zakelj,49ers,2022,4,,"$3,850,360 ","$962,590 ","$190,360 ",,0.50%,,"$5,039,496 ","$1,259,874 ","$249,150 "
Ben Braden,Broncos,2022,1,,"$965,000 ","$965,000 ",$0 ,,0.50%,,"$1,263,028 ","$1,263,028 ",$0 
Wes Martin,Commanders,2022,1,,"$965,000 ","$965,000 ",$0 ,,0.50%,,"$1,263,028 ","$1,263,028 ",$0 
Austin Schlottmann,Vikings,2022,1,,"$965,000 ","$965,000 ",$0 ,,0.50%,,"$1,263,028 ","$1,263,028 ",$0 
Alex Bars,Raiders,2022,1,,"$965,000 ","$965,000 ",$0 ,,0.50%,,"$1,263,028 ","$1,263,028 ",$0 
Jordan Simmons,Bills,2022,1,,"$965,000 ","$965,000 ",$0 ,,0.50%,,"$1,263,028 ","$1,263,028 ",$0 
Luke Wattenberg,Broncos,2022,4,,"$3,947,716 ","$986,929 ","$287,716 ",,0.50%,,"$5,166,919 ","$1,291,730 ","$376,574 "
Danny Isidora,Cardinals,2022,1,,"$1,035,000 ","$1,035,000 ",$0 ,,0.50%,,"$1,354,647 ","$1,354,647 ",$0 
Adam Pankey,Jets,2022,1,,"$1,035,000 ","$1,035,000 ",$0 ,,0.50%,,"$1,354,647 ","$1,354,647 ",$0 
Josh Andrews,Saints,2022,1,,"$1,035,000 ","$1,035,000 ",$0 ,,0.50%,,"$1,354,647 ","$1,354,647 ",$0 
Adam Pankey,Dolphins,2022,1,,"$1,035,000 ","$1,035,000 ",$0 ,,0.50%,,"$1,354,647 ","$1,354,647 ",$0 
James Ferentz,Patriots,2022,1,,"$1,035,000 ","$1,035,000 ",$0 ,,0.50%,,"$1,354,647 ","$1,354,647 ",$0 
James Ferentz,Patriots,2022,1,,"$1,075,000 ","$1,075,000 ","$140,000 ",,0.50%,,"$1,407,000 ","$1,407,000 ","$183,237 "
Cordell Volson,Bengals,2022,4,,"$4,316,880 ","$1,079,220 ","$656,880 ",,0.50%,,"$5,650,095 ","$1,412,524 ","$859,749 "
Max Mitchell,Jets,2022,4,,"$4,456,028 ","$1,114,007 ","$796,028 ",,0.50%,,"$5,832,217 ","$1,458,054 ","$1,041,871 "
Oday Aboushi,Rams,2022,1,,"$1,120,000 ","$1,120,000 ",$0 ,,0.50%,,"$1,465,898 ","$1,465,898 ",$0 
Max Garcia,Cardinals,2022,1,,"$1,120,000 ","$1,120,000 ",$0 ,,0.50%,,"$1,465,898 ","$1,465,898 ",$0 
Dakota Dozier,Bears,2022,1,,"$1,120,000 ","$1,120,000 ",$0 ,,0.50%,,"$1,465,898 ","$1,465,898 ",$0 
Kyle Fuller,Seahawks,2022,1,,"$1,185,000 ","$1,185,000 ","$150,000 ",,0.60%,,"$1,550,973 ","$1,550,973 ","$196,326 "
Elijah Wilkinson,Falcons,2022,1,,"$1,187,500 ","$1,187,500 ","$1,047,500 ",,0.60%,,"$1,554,245 ","$1,554,245 ","$1,371,007 "
Forrest Lamp,Saints,2022,1,,"$1,187,500 ","$1,187,500 ","$25,000 ",,0.60%,,"$1,554,245 ","$1,554,245 ","$32,721 "
Max Garcia,Giants,2022,1,,"$1,272,500 ","$1,272,500 ","$327,500 ",,0.60%,,"$1,665,496 ","$1,665,496 ","$428,644 "
Dylan Parham,Raiders,2022,4,,"$5,131,430 ","$1,282,858 ","$911,948 ",,0.60%,,"$6,716,209 ","$1,679,053 ","$1,193,592 "
Aaron Stinnie,Buccaneers,2022,1,,"$1,400,000 ","$1,400,000 ","$635,000 ",,0.70%,,"$1,832,373 ","$1,832,373 ","$831,112 "
Luke Goedeke,Buccaneers,2022,4,,"$6,178,986 ","$1,544,747 ","$3,364,671 ",,0.70%,,"$8,087,290 ","$2,021,823 ","$4,403,808 "
Alex Bars,Raiders,2022,1,,"$1,700,000 ","$1,700,000 ","$250,000 ",,0.80%,,"$2,225,024 ","$2,225,024 ","$327,209 "
Chris Reed,Vikings,2022,2,,"$4,500,000 ","$2,250,000 ","$1,000,000 ",,1.10%,,"$5,889,769 ","$2,944,885 ","$1,308,838 "
Phil Haynes,Seahawks,2022,1,,"$2,540,000 ","$2,540,000 ",$0 ,,1.20%,,"$3,324,448 ","$3,324,448 ",$0 
Dan Feeney,Jets,2022,1,,"$3,000,000 ","$3,000,000 ","$3,000,000 ",,1.40%,,"$3,926,513 ","$3,926,513 ","$3,926,513 "
Cole Strange,Patriots,2022,4,,"$12,255,972 ","$3,063,993 ","$12,255,972 ",,1.50%,,"$16,041,078 ","$4,010,269 ","$16,041,078 "
James Hurst,Saints,2022,1,,"$3,250,000 ","$3,250,000 ","$1,305,000 ",,1.60%,,"$4,253,722 ","$4,253,722 ","$1,708,033 "
Jon Feliciano,Giants,2022,1,,"$3,250,000 ","$3,250,000 ","$2,400,000 ",,1.60%,,"$4,253,722 ","$4,253,722 ","$3,141,210 "
Tyler Smith,Cowboys,2022,4,,"$13,389,116 ","$3,347,279 ","$13,389,116 ",,1.60%,,"$17,524,179 ","$4,381,045 ","$17,524,179 "
Zion Johnson,Chargers,2022,4,,"$14,746,680 ","$3,686,670 ","$14,746,680 ",,1.80%,,"$19,301,010 ","$4,825,253 ","$19,301,010 "
Kenyon Green,Texans,2022,4,,"$15,953,406 ","$3,988,352 ","$15,953,406 ",,1.90%,,"$20,880,419 ","$5,220,105 ","$20,880,419 "
Ryan Bates,Bears,2022,4,,"$17,000,000 ","$4,250,000 ","$8,850,000 ",,2.00%,,"$22,250,240 ","$5,562,560 ","$11,583,213 "
Andrew Norwell,Commanders,2022,2,,"$10,000,000 ","$5,000,000 ","$5,700,000 ",,2.40%,,"$13,088,377 ","$6,544,188 ","$7,460,375 "
Justin Pugh,Cardinals,2022,1,,"$5,500,000 ","$5,500,000 ","$5,500,000 ",,2.60%,,"$7,198,607 ","$7,198,607 ","$7,198,607 "
Rodger Saffold,Bills,2022,1,,"$6,250,000 ","$6,250,000 ","$5,950,000 ",,3.00%,,"$8,180,235 ","$8,180,235 ","$7,787,584 "
Laken Tomlinson,Jets,2022,3,,"$40,000,000 ","$13,333,333 ","$27,000,000 ",,6.40%,,"$52,353,506 ","$17,451,168 ","$35,338,617 "
Elgton Jenkins,Packers,2022,4,,"$68,000,000 ","$17,000,000 ","$24,000,000 ",,8.20%,,"$89,000,961 ","$22,250,240 ","$31,412,104 "
Quenton Nelson,Colts,2022,4,,"$80,000,000 ","$20,000,000 ","$60,000,000 ",,9.60%,,"$104,707,012 ","$26,176,753 ","$78,530,259 "
Jared Hocker,Jaguars,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Zack Bailey,Colts,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Lester Cotton,Raiders,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Jeremiah Poutasi,Raiders,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Trevon Grimes,Bears,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Chandler Brewer,Rams,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Sam Jones,Giants,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Ben Braden,Packers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Jared Hocker,Rams,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Adam Pankey,Dolphins,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Zack Bailey,Vikings,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Zack Johnson,Cardinals,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
William Sherman,Patriots,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Sean Harlow,Cardinals,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Tommy Kraemer,Lions,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Ryan Neuzil,Falcons,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Sam Jones,Falcons,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Joe Sculthorpe,Falcons,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Nolan Laufenberg,Commanders,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Tommy Kraemer,Lions,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Cole Van Lanen,Packers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Austin Schlottmann,Broncos,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Greg Eiland,Seahawks,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Arlington Hambright,Bears,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Dieter Eiselen,Bears,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Aviante Collins,Cowboys,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
John Leglue,Steelers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Tyler Gauthier,Commanders,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Ben Braden,Packers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
John Molchon,Buccaneers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Iosua Opeta,Eagles,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Tommy Kraemer,Lions,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Dareuan Parker,Bears,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Joe Sculthorpe,Falcons,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Zack Bailey,Commanders,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Ryan Neuzil,Falcons,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Michael Jordan,Panthers,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Parker Ehinger,Lions,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Phil Haynes,Seahawks,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Zack Johnson,Broncos,2021,1,,"$165,600 ","$165,600 ",$0 ,,0.10%,,"$247,266 ","$247,266 ",$0 
Parker Ehinger,Lions,2021,1,,"$170,711 ","$170,711 ",$0 ,,0.10%,,"$254,897 ","$254,897 ",$0 
Cole Van Lanen,Packers,2021,1,,"$193,067 ","$193,067 ",$0 ,,0.10%,,"$288,278 ","$288,278 ",$0 
Dieter Eiselen,Bears,2021,1,,"$193,067 ","$193,067 ",$0 ,,0.10%,,"$288,278 ","$288,278 ",$0 
William Sherman,Patriots,2021,1,,"$193,067 ","$193,067 ",$0 ,,0.10%,,"$288,278 ","$288,278 ",$0 
Lester Cotton,Raiders,2021,1,,"$193,900 ","$193,900 ",$0 ,,0.10%,,"$289,522 ","$289,522 ",$0 
K.C. McDermott,Jaguars,2021,1,,"$199,733 ","$199,733 ",$0 ,,0.10%,,"$298,231 ","$298,231 ",$0 
Austin Schlottmann,Broncos,2021,1,,"$203,622 ","$203,622 ",$0 ,,0.10%,,"$304,038 ","$304,038 ",$0 
Iosua Opeta,Eagles,2021,1,,"$203,622 ","$203,622 ",$0 ,,0.10%,,"$304,038 ","$304,038 ",$0 
Ben Braden,Packers,2021,1,,"$203,622 ","$203,622 ",$0 ,,0.10%,,"$304,038 ","$304,038 ",$0 
Austin Schlottmann,Broncos,2021,1,,"$241,644 ","$241,644 ",$0 ,,0.10%,,"$360,811 ","$360,811 ",$0 
James Ferentz,Patriots,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
Lane Taylor,Texans,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
Forrest Lamp,Saints,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
James Ferentz,Patriots,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
Dakota Dozier,Vikings,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
Bryan Witzmann,Falcons,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
James Carpenter,BAL/NO,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
Forrest Lamp,Saints,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
Jordan Simmons,Seahawks,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
Patrick Omameh,Panthers,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
Forrest Lamp,Saints,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
Patrick Omameh,Panthers,2021,1,,"$252,000 ","$252,000 ",$0 ,,0.10%,,"$376,274 ","$376,274 ",$0 
Lane Taylor,Texans,2021,1,,"$293,000 ","$293,000 ",$0 ,,0.20%,,"$437,493 ","$437,493 ",$0 
Dakota Dozier,Vikings,2021,1,,"$297,722 ","$297,722 ",$0 ,,0.20%,,"$444,544 ","$444,544 ",$0 
Lane Taylor,Texans,2021,1,,"$334,000 ","$334,000 ",$0 ,,0.20%,,"$498,712 ","$498,712 ",$0 
James Ferentz,Patriots,2021,1,,"$338,800 ","$338,800 ",$0 ,,0.20%,,"$505,879 ","$505,879 ",$0 
Dakota Dozier,Vikings,2021,1,,"$343,444 ","$343,444 ",$0 ,,0.20%,,"$512,814 ","$512,814 ",$0 
James Ferentz,Patriots,2021,1,,"$379,800 ","$379,800 ",$0 ,,0.20%,,"$567,099 ","$567,099 ",$0 
Dieter Eiselen,Bears,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$985,479 ","$985,479 ",$0 
Zack Johnson,Packers,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$985,479 ","$985,479 ",$0 
John Leglue,Steelers,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$985,479 ","$985,479 ",$0 
Marquel Harrell,Bills,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$985,479 ","$985,479 ",$0 
Tommy Kraemer,Lions,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$985,479 ","$985,479 ",$0 
Zack Johnson,Cardinals,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$985,479 ","$985,479 ",$0 
Steven Gonzalez,Bills,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$985,479 ","$985,479 ",$0 
Tommy Kraemer,Lions,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$985,479 ","$985,479 ",$0 
R.J. Prince,Patriots,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$985,479 ","$985,479 ",$0 
Marquel Harrell,LV/CAR,2021,1,,"$660,000 ","$660,000 ",$0 ,,0.40%,,"$985,479 ","$985,479 ",$0 
Cordel Iwuagwu,Browns,2021,2,,"$1,485,000 ","$742,500 ",$0 ,,0.40%,,"$2,217,329 ","$1,108,664 ",$0 
John Molchon,Buccaneers,2021,2,,"$1,485,000 ","$742,500 ",$0 ,,0.40%,,"$2,217,329 ","$1,108,664 ",$0 
Nick Leverett,Buccaneers,2021,2,,"$1,485,000 ","$742,500 ",$0 ,,0.40%,,"$2,217,329 ","$1,108,664 ",$0 
John Leglue,Steelers,2021,2,,"$1,485,000 ","$742,500 ",$0 ,,0.40%,,"$2,217,329 ","$1,108,664 ",$0 
Sam Jones,Falcons,2021,1,,"$780,000 ","$780,000 ",$0 ,,0.40%,,"$1,164,658 ","$1,164,658 ",$0 
Lester Cotton,Raiders,2021,1,,"$780,000 ","$780,000 ",$0 ,,0.40%,,"$1,164,658 ","$1,164,658 ",$0 
Zack Bailey,Vikings,2021,1,,"$780,000 ","$780,000 ",$0 ,,0.40%,,"$1,164,658 ","$1,164,658 ",$0 
Sam Jones,Colts,2021,1,,"$780,000 ","$780,000 ",$0 ,,0.40%,,"$1,164,658 ","$1,164,658 ",$0 
Alexander Hoffman,Saints,2021,3,,"$2,426,000 ","$808,667 ","$1,000 ",,0.40%,,"$3,622,384 ","$1,207,462 ","$1,493 "
Greg Eiland,Seahawks,2021,3,,"$2,428,000 ","$809,333 ","$3,000 ",,0.40%,,"$3,625,370 ","$1,208,456 ","$4,479 "
