Player,Team,Year,Years,,Value,APY,Guaranteed,,APY as % Of,,Inflated,Inflated,Inflated
Ryan Pope,Jaguars,2019,2,,"$1,110,000 ","$555,000 ",$0 ,,0.30%,,"$1,607,200 ","$803,600 ",$0 
Jackson Barton,Giants,2019,2,,"$1,110,000 ","$555,000 ",$0 ,,0.30%,,"$1,607,200 ","$803,600 ",$0 
Brett Toth,Cardinals,2019,3,,"$1,755,000 ","$585,000 ",$0 ,,0.30%,,"$2,541,113 ","$847,038 ",$0 
Casey Tucker,Eagles,2019,3,,"$1,755,000 ","$585,000 ",$0 ,,0.30%,,"$2,541,113 ","$847,038 ",$0 
Martez Ivey,Patriots,2019,3,,"$1,755,000 ","$585,000 ",$0 ,,0.30%,,"$2,541,113 ","$847,038 ",$0 
Brett Toth,Eagles,2019,3,,"$1,755,000 ","$585,000 ",$0 ,,0.30%,,"$2,541,113 ","$847,038 ",$0 
Travis Vornkahl,Browns,2019,3,,"$1,755,000 ","$585,000 ",$0 ,,0.30%,,"$2,541,113 ","$847,038 ",$0 
Ka'John Armstrong,Browns,2019,3,,"$1,755,000 ","$585,000 ",$0 ,,0.30%,,"$2,541,113 ","$847,038 ",$0 
Damian Prince,Steelers,2019,3,,"$1,756,000 ","$585,333 ","$1,000 ",,0.30%,,"$2,542,561 ","$847,520 ","$1,448 "
Ryan Bates,Eagles,2019,3,,"$1,760,000 ","$585,667 ","$40,000 ",,0.30%,,"$2,548,353 ","$848,003 ","$57,917 "
Tyler Roemer,Raiders,2019,3,,"$1,757,500 ","$585,833 ","$2,500 ",,0.30%,,"$2,544,733 ","$848,244 ","$3,620 "
Marcus Applefield,Ravens,2019,3,,"$1,758,000 ","$586,000 ","$3,000 ",,0.30%,,"$2,545,457 ","$848,486 ","$4,344 "
Dino Boyd,Chiefs,2019,3,,"$1,758,000 ","$586,000 ","$3,000 ",,0.30%,,"$2,545,457 ","$848,486 ","$4,344 "
Ryan Bates,Bills,2019,3,,"$1,760,000 ","$586,667 ","$40,000 ",,0.30%,,"$2,548,353 ","$849,451 ","$57,917 "
Calvin Anderson,Patriots,2019,3,,"$1,760,000 ","$586,667 ","$30,000 ",,0.30%,,"$2,548,353 ","$849,451 ","$43,438 "
Donnell Greene,Jaguars,2019,3,,"$1,760,000 ","$586,667 ","$5,000 ",,0.30%,,"$2,548,353 ","$849,451 ","$7,240 "
D.J. Coker,Texans,2019,3,,"$1,760,000 ","$586,667 ","$13,000 ",,0.30%,,"$2,548,353 ","$849,451 ","$18,823 "
Calvin Anderson,Jets,2019,3,,"$1,760,000 ","$586,667 ","$30,000 ",,0.30%,,"$2,548,353 ","$849,451 ","$43,438 "
Yosuah Nijman,Packers,2019,3,,"$1,762,000 ","$587,333 ","$7,000 ",,0.30%,,"$2,551,249 ","$850,416 ","$10,135 "
Blake Camper,Chargers,2019,3,,"$1,762,000 ","$587,333 ","$7,000 ",,0.30%,,"$2,551,249 ","$850,416 ","$10,135 "
Tyree St. Louis,Patriots,2019,3,,"$1,762,500 ","$587,500 ","$27,500 ",,0.30%,,"$2,551,973 ","$850,658 ","$39,818 "
Ethan Greenidge,Saints,2019,3,,"$1,762,500 ","$587,500 ","$37,500 ",,0.30%,,"$2,551,973 ","$850,658 ","$54,297 "
Patrick Mekari,Ravens,2019,3,,"$1,763,000 ","$587,667 ","$58,000 ",,0.30%,,"$2,552,697 ","$850,899 ","$83,980 "
Paul Adams,Giants,2019,3,,"$1,765,000 ","$588,333 ","$80,000 ",,0.30%,,"$2,555,592 ","$851,864 ","$115,834 "
Matt Nelson,Lions,2019,3,,"$1,765,000 ","$588,333 ","$15,000 ",,0.30%,,"$2,555,592 ","$851,864 ","$21,719 "
Chidi Okeke,Commanders,2019,3,,"$1,770,000 ","$590,000 ","$25,000 ",,0.30%,,"$2,562,832 ","$854,277 ","$36,198 "
Mitch Hyatt,Cowboys,2019,3,,"$1,775,000 ","$591,667 ","$150,000 ",,0.30%,,"$2,570,072 ","$856,691 ","$217,189 "
Ryan Pope,Lions,2019,3,,"$1,775,000 ","$591,667 ","$165,000 ",,0.30%,,"$2,570,072 ","$856,691 ","$238,908 "
Dieugot Joseph,NYJ/ATL,2019,2,,"$1,230,000 ","$615,000 ",$0 ,,0.30%,,"$1,780,951 ","$890,476 ",$0 
De'Ondre Wesley,Colts,2019,2,,"$1,230,000 ","$615,000 ",$0 ,,0.30%,,"$1,780,951 ","$890,476 ",$0 
Jylan Ware,WAS/NYG,2019,2,,"$1,230,000 ","$615,000 ",$0 ,,0.30%,,"$1,780,951 ","$890,476 ",$0 
Darrell Williams Jr.,Rams,2019,2,,"$1,230,000 ","$615,000 ",$0 ,,0.30%,,"$1,780,951 ","$890,476 ",$0 
De'Ondre Wesley,Bills,2019,2,,"$1,230,000 ","$615,000 ",$0 ,,0.30%,,"$1,780,951 ","$890,476 ",$0 
Justin McCray,Browns,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$933,913 ","$933,913 ",$0 
Kyle Murphy,Rams,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$933,913 ","$933,913 ",$0 
Cole Croston,Patriots,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$933,913 ","$933,913 ",$0 
Michael Liedtke,Buccaneers,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$933,913 ","$933,913 ",$0 
Zach Sterup,Dolphins,2019,1,,"$645,000 ","$645,000 ",$0 ,,0.30%,,"$933,913 ","$933,913 ",$0 
Jackson Barton,Colts,2019,4,,"$2,599,612 ","$649,903 ","$79,612 ",,0.30%,,"$3,764,050 ","$941,013 ","$115,272 "
Isaiah Battle,Panthers,2019,1,,"$650,000 ","$650,000 ","$5,000 ",,0.30%,,"$941,153 ","$941,153 ","$7,240 "
Isaiah Prince,Bengals,2019,4,,"$2,670,320 ","$667,580 ","$150,320 ",,0.40%,,"$3,866,430 ","$966,608 ","$217,652 "
Olisaemeka Udoh,Vikings,2019,4,,"$2,687,600 ","$671,900 ","$167,600 ",,0.40%,,"$3,891,451 ","$972,863 ","$242,673 "
Justin Skule,49ers,2019,4,,"$2,699,548 ","$674,887 ","$179,548 ",,0.40%,,"$3,908,750 ","$977,188 ","$259,973 "
John Wetzel,Falcons,2019,1,,"$720,000 ","$720,000 ",$0 ,,0.40%,,"$1,042,508 ","$1,042,508 ",$0 
Tyreek Burwell,Eagles,2019,2,,"$1,540,000 ","$770,000 ",$0 ,,0.40%,,"$2,229,809 ","$1,114,904 ",$0 
Josh Wells,Buccaneers,2019,1,,"$805,000 ","$805,000 ",$0 ,,0.40%,,"$1,165,582 ","$1,165,582 ",$0 
Ben Ijalana,Jaguars,2019,1,,"$805,000 ","$805,000 ",$0 ,,0.40%,,"$1,165,582 ","$1,165,582 ",$0 
Chaz Green,Broncos,2019,1,,"$805,000 ","$805,000 ",$0 ,,0.40%,,"$1,165,582 ","$1,165,582 ",$0 
Chaz Green,Colts,2019,1,,"$820,000 ","$820,000 ",$0 ,,0.40%,,"$1,187,301 ","$1,187,301 ",$0 
Cornelius Lucas,Bears,2019,1,,"$840,000 ","$840,000 ","$10,000 ",,0.40%,,"$1,216,259 ","$1,216,259 ","$14,479 "
Yodny Cajuste,Patriots,2019,4,,"$3,482,180 ","$870,545 ","$822,180 ",,0.50%,,"$5,041,945 ","$1,260,486 ","$1,190,457 "
Josh Wells,Jaguars,2019,1,,"$895,000 ","$895,000 ","$50,000 ",,0.50%,,"$1,295,895 ","$1,295,895 ","$72,396 "
Chuma Edoga,Falcons,2019,4,,"$3,587,000 ","$896,750 ","$867,000 ",,0.50%,,"$5,193,717 ","$1,298,429 ","$1,255,353 "
Marshall Newhouse,Patriots,2019,1,,"$930,000 ","$930,000 ",$0 ,,0.50%,,"$1,346,573 ","$1,346,573 ",$0 
J'Marcus Webb,Dolphins,2019,1,,"$930,000 ","$930,000 ",$0 ,,0.50%,,"$1,346,573 ","$1,346,573 ",$0 
Chris Clark,Texans,2019,1,,"$930,000 ","$930,000 ",$0 ,,0.50%,,"$1,346,573 ","$1,346,573 ",$0 
Sam Young,49ers,2019,1,,"$930,000 ","$930,000 ",$0 ,,0.50%,,"$1,346,573 ","$1,346,573 ",$0 
Marshall Newhouse,Saints,2019,1,,"$1,020,000 ","$1,020,000 ","$45,000 ",,0.50%,,"$1,476,886 ","$1,476,886 ","$65,157 "
Brent Qvale,Jets,2019,1,,"$1,400,000 ","$1,400,000 ","$550,000 ",,0.70%,,"$2,027,099 ","$2,027,099 ","$796,360 "
Greg Little,MIA/CAR,2019,4,,"$7,638,924 ","$1,909,731 ","$5,012,804 ",,1.00%,,"$11,060,610 ","$2,765,152 ","$7,258,178 "
LaAdrian Waddle,Bills,2019,1,,"$2,000,000 ","$2,000,000 ","$400,000 ",,1.10%,,"$2,895,855 ","$2,895,855 ","$579,171 "
Donald Penn,Commanders,2019,1,,"$2,030,000 ","$2,030,000 ","$250,000 ",,1.10%,,"$2,939,293 ","$2,939,293 ","$361,982 "
Kendall Lamm,Browns,2019,2,,"$4,500,000 ","$2,250,000 ","$600,000 ",,1.20%,,"$6,515,675 ","$3,257,837 ","$868,757 "
Andre Dillard,Eagles,2019,4,,"$12,371,612 ","$3,092,903 ","$12,371,612 ",,1.60%,,"$17,913,200 ","$4,478,300 ","$17,913,200 "
George Fant,Seahawks,2019,1,,"$3,095,000 ","$3,095,000 ",$0 ,,1.60%,,"$4,481,336 ","$4,481,336 ",$0 
Cameron Fleming,Cowboys,2019,2,,"$7,500,000 ","$3,750,000 ","$1,500,000 ",,2.00%,,"$10,859,458 ","$5,429,729 ","$2,171,892 "
Jason Peters,Eagles,2019,1,,"$6,000,000 ","$6,000,000 ","$3,500,000 ",,3.20%,,"$8,687,566 ","$8,687,566 ","$5,067,747 "
Greg Robinson,Browns,2019,1,,"$6,500,000 ","$6,500,000 ","$500,000 ",,3.50%,,"$9,411,530 ","$9,411,530 ","$723,964 "
Matt Kalil,Texans,2019,1,,"$7,500,000 ","$7,500,000 ","$2,250,000 ",,4.00%,,"$10,859,458 ","$10,859,458 ","$3,257,837 "
Donovan Smith,Buccaneers,2019,3,,"$41,250,000 ","$13,750,000 ","$27,000,000 ",,7.30%,,"$59,727,019 ","$19,909,006 ","$39,094,049 "
Joe Staley,49ers,2019,2,,"$28,000,000 ","$14,000,000 ","$23,350,000 ",,7.40%,,"$40,541,977 ","$20,270,988 ","$33,809,113 "
Will Holden,Saints,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Jylan Ware,Giants,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Andreas Knappe,Broncos,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Michael Dunn,Jaguars,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
David Sharpe,Texans,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Michael Dunn,Jaguars,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Cole Croston,Patriots,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Will Holden,Colts,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Roderick Johnson,Texans,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
De'Ondre Wesley,Colts,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Isaiah Williams,Raiders,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Adam Bisnowaty,Vikings,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Chris Durant,Falcons,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Roubbens Joseph,Commanders,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Pace Murphy,Chiefs,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Darrell Williams Jr.,Rams,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Ruben Holcomb,Bills,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
De'Ondre Wesley,Colts,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Kent Perkins,Bengals,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Cole Croston,Patriots,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Chris Durant,Commanders,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Ruben Holcomb,Buccaneers,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Kyle Murphy,Rams,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
K.C. McDermott,Jaguars,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Roderick Johnson,Texans,2018,1,,"$129,200 ","$129,200 ",$0 ,,0.10%,,"$198,685 ","$198,685 ",$0 
Dieugot Joseph,Jets,2018,1,,"$170,000 ","$170,000 ",$0 ,,0.10%,,"$261,428 ","$261,428 ",$0 
Eric Smith,Patriots,2018,1,,"$340,000 ","$340,000 ",$0 ,,0.20%,,"$522,856 ","$522,856 ",$0 
Ben Braden,Jets,2018,1,,"$479,995 ","$479,995 ",$0 ,,0.30%,,"$738,141 ","$738,141 ",$0 
Korren Kirven,Panthers,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Matthew Diaz,Cowboys,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Sean Hickey,Jaguars,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Kendall Calhoun,Commanders,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Larson Graham,Steelers,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Avery Young,Seahawks,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Laurence Gibson,Giants,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Ben Braden,Jets,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Antonio Garcia,Colts,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Kyle Meadows,Steelers,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Andreas Knappe,Broncos,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Malcolm Bunche,Giants,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Steven Moore,Ravens,2018,1,,"$480,000 ","$480,000 ",$0 ,,0.30%,,"$738,149 ","$738,149 ",$0 
Quinterrius Eatmon,Panthers,2018,1,,"$481,000 ","$481,000 ","$1,000 ",,0.30%,,"$739,687 ","$739,687 ","$1,538 "
Kent Perkins,Bengals,2018,3,,"$1,560,000 ","$520,000 ",$0 ,,0.30%,,"$2,398,984 ","$799,661 ",$0 
Laurence Gibson,Titans,2018,2,,"$1,050,000 ","$525,000 ",$0 ,,0.30%,,"$1,614,701 ","$807,350 ",$0 
Trenton Scott,Chargers,2018,2,,"$1,050,000 ","$525,000 ",$0 ,,0.30%,,"$1,614,701 ","$807,350 ",$0 
Roderick Johnson,Texans,2018,2,,"$1,050,000 ","$525,000 ",$0 ,,0.30%,,"$1,614,701 ","$807,350 ",$0 
Ben Braden,Jets,2018,2,,"$1,050,000 ","$525,000 ",$0 ,,0.30%,,"$1,614,701 ","$807,350 ",$0 
Korren Kirven,Jets,2018,2,,"$1,050,000 ","$525,000 ",$0 ,,0.30%,,"$1,614,701 ","$807,350 ",$0 
Roderick Johnson,Texans,2018,2,,"$1,050,000 ","$525,000 ",$0 ,,0.30%,,"$1,614,701 ","$807,350 ",$0 
Avery Young,Buccaneers,2018,2,,"$1,050,000 ","$525,000 ",$0 ,,0.30%,,"$1,614,701 ","$807,350 ",$0 
Roubbens Joseph,Dolphins,2018,2,,"$1,050,000 ","$525,000 ",$0 ,,0.30%,,"$1,614,701 ","$807,350 ",$0 
Victor Salako,Browns,2018,2,,"$1,050,000 ","$525,000 ",$0 ,,0.30%,,"$1,614,701 ","$807,350 ",$0 
Javarius Leamon,Bengals,2018,2,,"$1,050,000 ","$525,000 ",$0 ,,0.30%,,"$1,614,701 ","$807,350 ",$0 
Sean Hickey,Dolphins,2018,2,,"$1,050,000 ","$525,000 ",$0 ,,0.30%,,"$1,614,701 ","$807,350 ",$0 
K.C. McDermott,Jaguars,2018,2,,"$1,100,000 ","$550,000 ",$0 ,,0.30%,,"$1,691,591 ","$845,796 ",$0 
Eric Smith,NYJ/NYG,2018,2,,"$1,125,000 ","$562,500 ",$0 ,,0.30%,,"$1,730,037 ","$865,018 ",$0 
Ruben Holcomb,Buccaneers,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,629,656 ","$876,552 ",$0 
Matthew Diaz,Titans,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,629,656 ","$876,552 ",$0 
Austin Olsen,Cardinals,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,629,656 ","$876,552 ",$0 
Nick Callender,Seahawks,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,629,656 ","$876,552 ",$0 
Jared Machorro,Colts,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,629,656 ","$876,552 ",$0 
Tyler Howell,Giants,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,629,656 ","$876,552 ",$0 
Brandon Smith,Jaguars,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,629,656 ","$876,552 ",$0 
Kendall Calhoun,Texans,2018,3,,"$1,710,000 ","$570,000 ",$0 ,,0.30%,,"$2,629,656 ","$876,552 ",$0 
Brant Weiss,Cardinals,2018,3,,"$1,711,500 ","$570,500 ","$1,500 ",,0.30%,,"$2,631,962 ","$877,321 ","$2,307 "
Ikenna Nwokeji,Steelers,2018,3,,"$1,712,000 ","$570,667 ","$2,000 ",,0.30%,,"$2,632,731 ","$877,578 ","$3,076 "
Alex Light,Packers,2018,3,,"$1,713,000 ","$571,000 ","$3,000 ",,0.30%,,"$2,634,269 ","$878,090 ","$4,613 "
Mo Porter,Bills,2018,3,,"$1,714,000 ","$571,333 ","$4,000 ",,0.30%,,"$2,635,807 ","$878,602 ","$6,151 "
Kyle Meadows,Packers,2018,3,,"$1,715,000 ","$571,667 ","$5,000 ",,0.30%,,"$2,637,345 ","$879,115 ","$7,689 "
Brett Kendrick,Lions,2018,3,,"$1,716,000 ","$572,000 ","$6,000 ",,0.30%,,"$2,638,883 ","$879,628 ","$9,227 "
Jeromy Irwin,Saints,2018,3,,"$1,718,500 ","$572,833 ","$23,500 ",,0.30%,,"$2,642,727 ","$880,909 ","$36,139 "
Darius James,Jets,2018,3,,"$1,719,000 ","$573,000 ","$9,000 ",,0.30%,,"$2,643,496 ","$881,165 ","$13,840 "
Chris Durant,Chargers,2018,3,,"$1,719,500 ","$573,167 ","$9,500 ",,0.30%,,"$2,644,265 ","$881,422 ","$14,609 "
K.C. McDermott,Jaguars,2018,3,,"$1,720,000 ","$573,333 ","$20,000 ",,0.30%,,"$2,645,034 ","$881,677 ","$30,756 "
Zachary Crabtree,Chargers,2018,3,,"$1,725,000 ","$575,000 ","$15,000 ",,0.30%,,"$2,652,723 ","$884,241 ","$23,067 "
Desmond Harrison,ARI/CLE,2018,3,,"$1,730,000 ","$576,667 ","$20,000 ",,0.30%,,"$2,660,412 ","$886,805 ","$30,756 "
David Sharpe,Texans,2018,2,,"$1,200,000 ","$600,000 ",$0 ,,0.30%,,"$1,845,372 ","$922,686 ",$0 
Pace Murphy,49ers,2018,2,,"$1,200,000 ","$600,000 ",$0 ,,0.30%,,"$1,845,372 ","$922,686 ",$0 
Dieugot Joseph,Vikings,2018,2,,"$1,200,000 ","$600,000 ",$0 ,,0.30%,,"$1,845,372 ","$922,686 ",$0 
Isaiah Williams,Colts,2018,2,,"$1,200,000 ","$600,000 ",$0 ,,0.30%,,"$1,845,372 ","$922,686 ",$0 
Cole Croston,Patriots,2018,2,,"$1,200,000 ","$600,000 ",$0 ,,0.30%,,"$1,845,372 ","$922,686 ",$0 
John Wetzel,Cardinals,2018,1,,"$630,000 ","$630,000 ",$0 ,,0.40%,,"$968,821 ","$968,821 ",$0 
Korey Cunningham,NE/ARI,2018,4,,"$2,529,072 ","$632,268 ","$69,072 ",,0.40%,,"$3,889,233 ","$972,308 ","$106,220 "
Jordan Mailata,Eagles,2018,4,,"$2,549,392 ","$637,348 ","$89,392 ",,0.40%,,"$3,920,481 ","$980,120 ","$137,468 "
Greg Senat,KC/BAL,2018,4,,"$2,578,408 ","$644,602 ","$118,408 ",,0.40%,,"$3,965,103 ","$991,276 ","$182,089 "
Rees Odhiambo,Cardinals,2018,2,,"$1,350,000 ","$675,000 ",$0 ,,0.40%,,"$2,076,044 ","$1,038,022 ",$0 
Brian Mihalik,Giants,2018,2,,"$1,350,000 ","$675,000 ",$0 ,,0.40%,,"$2,076,044 ","$1,038,022 ",$0 
Jamarco Jones,Seahawks,2018,4,,"$2,705,004 ","$676,251 ","$245,004 ",,0.40%,,"$4,159,783 ","$1,039,946 ","$376,770 "
Ereck Flowers,Jaguars,2018,1,,"$705,000 ","$705,000 ",$0 ,,0.40%,,"$1,084,156 ","$1,084,156 ",$0 
Corey Robinson,Jaguars,2018,1,,"$705,000 ","$705,000 ",$0 ,,0.40%,,"$1,084,156 ","$1,084,156 ",$0 
Bryce Harris,Steelers,2018,1,,"$790,000 ","$790,000 ",$0 ,,0.40%,,"$1,214,870 ","$1,214,870 ",$0 
Matt Tobin,49ers,2018,1,,"$790,000 ","$790,000 ",$0 ,,0.40%,,"$1,214,870 ","$1,214,870 ",$0 
Matt McCants,Bears,2018,1,,"$790,000 ","$790,000 ",$0 ,,0.40%,,"$1,214,870 ","$1,214,870 ",$0 
Matt Tobin,Patriots,2018,1,,"$790,000 ","$790,000 ",$0 ,,0.40%,,"$1,214,870 ","$1,214,870 ",$0 
Greg Robinson,Browns,2018,1,,"$790,000 ","$790,000 ",$0 ,,0.40%,,"$1,214,870 ","$1,214,870 ",$0 
Matt McCants,Bears,2018,1,,"$790,000 ","$790,000 ",$0 ,,0.40%,,"$1,214,870 ","$1,214,870 ",$0 
Joseph Noteboom,Rams,2018,4,,"$3,452,043 ","$863,011 ","$818,892 ",,0.50%,,"$5,308,588 ","$1,327,147 ","$1,259,301 "
Orlando Brown Jr.,Chiefs,2018,4,,"$3,491,720 ","$872,930 ","$865,720 ",,0.50%,,"$5,369,603 ","$1,342,401 ","$1,331,313 "
Cornelius Lucas,Rams,2018,1,,"$879,998 ","$879,998 ","$89,998 ",,0.50%,,"$1,353,270 ","$1,353,270 ","$138,400 "
Amini Silatolu,Panthers,2018,1,,"$880,000 ","$880,000 ","$90,000 ",,0.50%,,"$1,353,273 ","$1,353,273 ","$138,403 "
Martinas Rankin,KC/HOU,2018,4,,"$3,546,268 ","$886,567 ","$901,268 ",,0.50%,,"$5,453,488 ","$1,363,372 ","$1,385,979 "
Geron Christian,HOU/WAS,2018,4,,"$3,972,364 ","$993,091 ","$968,992 ",,0.60%,,"$6,108,743 ","$1,527,186 ","$1,490,126 "
LaAdrian Waddle,Patriots,2018,1,,"$1,500,000 ","$1,500,000 ","$200,000 ",,0.80%,,"$2,306,716 ","$2,306,716 ","$307,562 "
Marshall Newhouse,BUF/CAR,2018,1,,"$1,500,000 ","$1,500,000 ","$500,000 ",,0.80%,,"$2,306,716 ","$2,306,716 ","$768,905 "
Cameron Fleming,Cowboys,2018,1,,"$2,500,000 ","$2,500,000 ","$1,000,000 ",,1.40%,,"$3,844,526 ","$3,844,526 ","$1,537,810 "
Ben Ijalana,Jets,2018,1,,"$2,500,000 ","$2,500,000 ","$500,000 ",,1.40%,,"$3,844,526 ","$3,844,526 ","$768,905 "
Kolton Miller,Raiders,2018,4,,"$13,471,308 ","$3,367,827 ","$13,471,308 ",,1.90%,,"$20,716,317 ","$5,179,079 ","$20,716,317 "
Cameron Erving,Chiefs,2018,2,,"$8,279,218 ","$4,139,609 ","$6,450,000 ",,2.30%,,"$12,731,867 ","$6,365,934 ","$9,918,877 "
Donald Penn,Raiders,2018,2,,"$12,950,000 ","$6,475,000 ","$4,750,000 ",,3.70%,,"$19,914,644 ","$9,957,322 ","$7,304,599 "
Joe Staley,49ers,2018,2,,"$17,500,000 ","$8,750,000 ",$0 ,,4.90%,,"$26,911,682 ","$13,455,841 ",$0 
Duane Brown,Seahawks,2018,3,,"$34,500,000 ","$11,500,000 ","$16,000,000 ",,6.50%,,"$53,054,458 ","$17,684,819 ","$24,604,966 "
Jake Matthews,Falcons,2018,5,,"$72,500,000 ","$14,500,000 ","$41,350,000 ",,8.20%,,"$111,491,253 ","$22,298,251 ","$63,588,459 "
Nate Solder,Giants,2018,4,,"$62,000,000 ","$15,500,000 ","$34,800,000 ",,8.70%,,"$95,344,244 ","$23,836,061 ","$53,515,801 "
Taylor Lewan,Titans,2018,5,,"$80,000,000 ","$16,000,000 ","$50,000,000 ",,9.00%,,"$123,024,831 ","$24,604,966 ","$76,890,519 "
Isaiah Battle,Seahawks,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$199,725 ","$199,725 ",$0 
Marquis Lucas,Buccaneers,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$199,725 ","$199,725 ",$0 
Korren Kirven,Browns,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$199,725 ","$199,725 ",$0 
Andreas Knappe,Colts,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$199,725 ","$199,725 ",$0 
Andrew Wylie,Colts,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$199,725 ","$199,725 ",$0 
Isaiah Williams,Chiefs,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$199,725 ","$199,725 ",$0 
Isaiah Battle,Seahawks,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$199,725 ","$199,725 ",$0 
Andreas Knappe,Commanders,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$199,725 ","$199,725 ",$0 
Pace Murphy,49ers,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$199,725 ","$199,725 ",$0 
Andrew Wylie,Chiefs,2017,1,,"$122,400 ","$122,400 ",$0 ,,0.10%,,"$199,725 ","$199,725 ",$0 
