 
Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
416,B.J. Daniels*,UTSA,CUSA,14,37,199,5.4,1,14.2,2,14,7.0,0,1.0,39,213,5.5,1,,bj-daniels-2
417,Jalen Holston*,Virginia Tech,ACC,13,52,199,3.8,1,15.3,4,32,8.0,1,2.5,56,231,4.1,2,,jalen-holston-1
418,Jordan Waters,Duke,ACC,10,39,197,5.1,1,19.7,6,76,12.7,1,7.6,45,273,6.1,2,,jordan-waters-1
419,Amare Jones,Georgia Southern,Sun Belt,10,41,196,4.8,0,19.6,25,351,14.0,0,35.1,66,547,8.3,0,,amare-jones-1
420,Daetrich Harrington*,Appalachian State,Sun Belt,6,46,196,4.3,1,32.7,3,7,2.3,0,1.2,49,203,4.1,1,,daetrich-harrington-1
421,Mulbah Car*,Houston,American,12,51,196,3.8,0,16.3,4,26,6.5,0,2.2,55,222,4.0,0,,mulbah-car-1
422,Justin Tomlin,Georgia Southern,Sun Belt,8,80,195,2.4,2,24.4,0,0,,0,0.0,80,195,2.4,2,,justin-tomlin-1
423,Brandon Lewis*,Air Force,MWC,13,22,192,8.7,1,14.8,21,619,29.5,3,47.6,43,811,18.9,4,,brandon-lewis-4
424,Deion Smith,Colorado,Pac-12,11,53,192,3.6,2,17.5,5,21,4.2,0,1.9,58,213,3.7,2,,deion-smith-1
425,Jase McClellan*,Alabama,SEC,5,40,191,4.8,1,38.2,10,97,9.7,3,19.4,50,288,5.8,4,,jase-mcclellan-1
426,Charles McClelland*,Cincinnati,American,13,37,190,5.1,1,14.6,5,34,6.8,0,2.6,42,224,5.3,1,,charles-mcclelland-1
427,Brendon Lewis,Colorado,Pac-12,12,98,188,1.9,2,15.7,0,0,,0,0.0,98,188,1.9,2,,brendon-lewis-1
428,Bryce Williams*,Minnesota,Big Ten,8,37,186,5.0,3,23.3,1,19,19.0,0,2.4,38,205,5.4,3,,bryce-williams-4
429,Destin Coates*,Georgia State,Sun Belt,6,46,186,4.0,1,31.0,3,5,1.7,0,0.8,49,191,3.9,1,,destin-coates-1
430,Matt Myers,Buffalo,MAC,10,61,185,3.0,4,18.5,0,0,,0,0.0,61,185,3.0,4,,matt-myers-2
431,Jon-Luke Peaker*,Old Dominion,CUSA,7,33,184,5.6,1,26.3,2,11,5.5,0,1.6,35,195,5.6,1,,jon-luke-peaker-1
432,Travis Levy,Boston College,ACC,12,56,184,3.3,4,15.3,16,148,9.3,0,12.3,72,332,4.6,4,,travis-levy-1
433,Trillion Coles*,UCF,American,8,32,184,5.8,1,23.0,6,31,5.2,1,3.9,38,215,5.7,2,,trillion-coles-1
434,Will Howard*,Kansas State,Big 12,6,32,184,5.8,4,30.7,0,0,,0,0.0,32,184,5.8,4,,will-howard-2
435,Lucas Johnson*,San Diego State,MWC,13,52,181,3.5,1,13.9,0,0,,0,0.0,52,181,3.5,1,,lucas-johnson-2
436,Payton Thorne*,Michigan State,Big Ten,13,82,181,2.2,4,13.9,1,15,15.0,0,1.2,83,196,2.4,4,,payton-thorne-1
437,Taye McWilliams*,Baylor,Big 12,10,17,181,10.6,2,18.1,0,0,,0,0.0,17,181,10.6,2,,taye-mcwilliams-1
438,Jaylen Thomas,Colorado State,MWC,12,44,180,4.1,2,15.0,1,6,6.0,0,0.5,45,186,4.1,2,,jaylen-thomas-1
439,Demarcus Jones,Southern Mississippi,CUSA,11,24,179,7.5,0,16.3,22,185,8.4,2,16.8,46,364,7.9,2,,demarcus-jones-4
440,Dylan Downing*,Purdue,Big Ten,13,44,178,4.0,1,13.7,10,49,4.9,0,3.8,54,227,4.2,1,,dylan-downing-2
441,John Lovett*,Penn State,Big Ten,9,52,177,3.4,0,19.7,9,36,4.0,0,4.0,61,213,3.5,0,,john-lovett-1
442,Markese Stepp,Nebraska,Big Ten,7,45,177,3.9,2,25.3,1,30,30.0,0,4.3,46,207,4.5,2,,markese-stepp-1
443,Xavier Arline,Navy,American,7,67,176,2.6,2,25.1,0,0,,0,0.0,67,176,2.6,2,,xavier-arline-1
444,Donovan Edwards*,Michigan,Big Ten,12,35,174,5.0,3,14.5,20,265,13.3,1,22.1,55,439,8.0,4,,donovan-edwards-1
445,Jirehl Brock*,Iowa State,Big 12,13,37,174,4.7,1,13.4,7,43,6.1,1,3.3,44,217,4.9,2,,jirehl-brock-1
446,Riley Leonard,Duke,ACC,7,47,173,3.7,2,24.7,0,0,,0,0.0,47,173,3.7,2,,riley-leonard-1
447,Steven Krajewski,Connecticut,Ind,11,61,173,2.8,3,15.7,0,0,,0,0.0,61,173,2.8,3,,steven-krajewski-1
448,Peny Boone*,Maryland,Big Ten,10,39,172,4.4,2,17.2,3,2,0.7,0,0.2,42,174,4.1,2,,peny-boone-1
449,Thaddius Franklin Jr.,Miami (FL),ACC,5,23,172,7.5,2,34.4,1,18,18.0,0,3.6,24,190,7.9,2,,thaddius-franklin-jr-1
450,Bo Nix*,Auburn,SEC,10,57,168,2.9,4,16.8,0,0,,0,0.0,57,168,2.9,4,,bo-nix-1
451,James Charles,Florida Atlantic,CUSA,12,47,168,3.6,2,14.0,7,83,11.9,0,6.9,54,251,4.6,2,,james-charles-1
452,Cole Kramer*,Minnesota,Big Ten,8,36,165,4.6,2,20.6,0,0,,0,0.0,36,165,4.6,2,,cole-kramer-1
453,Dane Kinamon*,Air Force,MWC,12,37,165,4.5,5,13.8,10,141,14.1,2,11.8,47,306,6.5,7,,dane-kinamon-1
454,Jutahn McClain*,Kentucky,SEC,9,34,165,4.9,0,18.3,6,42,7.0,1,4.7,40,207,5.2,1,,jutahn-mcclain-1
455,Marquavius Weaver,Memphis,American,12,48,165,3.4,3,13.8,9,83,9.2,0,6.9,57,248,4.4,3,,marquavius-weaver-1
456,Chris Reynolds,Charlotte,CUSA,11,86,164,1.9,4,14.9,0,0,,0,0.0,86,164,1.9,4,,chris-reynolds-1
457,Lawrance Toafili,Florida State,ACC,9,32,163,5.1,1,18.1,10,116,11.6,2,12.9,42,279,6.6,3,,lawrance-toafili-1
458,Mohamed Ibrahim*,Minnesota,Big Ten,1,30,163,5.4,2,163.0,0,0,,0,0.0,30,163,5.4,2,,mohamed-ibrahim-1
459,Sean Clifford*,Penn State,Big Ten,13,99,163,1.6,2,12.5,0,0,,0,0.0,99,163,1.6,2,,sean-clifford-1
460,A.J. Henning*,Michigan,Big Ten,14,9,162,18.0,2,11.6,10,79,7.9,0,5.6,19,241,12.7,2,,aj-henning-1
461,Gunnar Holmberg,Duke,ACC,11,88,161,1.8,6,14.6,0,0,,0,0.0,88,161,1.8,6,,gunnar-holmberg-1
462,Marcel Dancy,California,Pac-12,12,26,161,6.2,2,13.4,15,98,6.5,0,8.2,41,259,6.3,2,,marcel-dancy-1
463,Isaac Guerendo*,Wisconsin,Big Ten,4,23,160,7.0,1,40.0,2,6,3.0,0,1.5,25,166,6.6,1,,isaac-guerendo-1
464,Jonah Johnson,New Mexico State,Ind,11,130,158,1.2,4,14.4,0,0,,0,0.0,130,158,1.2,4,,jonah-johnson-1
465,Jordon Brookshire*,San Diego State,MWC,6,48,158,3.3,5,26.3,0,0,,0,0.0,48,158,3.3,5,,jordon-brookshire-1
466,Reggie Love III,Illinois,Big Ten,10,44,158,3.6,0,15.8,2,12,6.0,0,1.2,46,170,3.7,0,,reggie-love-iii-1
467,Austin Kendall,Louisiana Tech,CUSA,7,59,157,2.7,3,22.4,0,0,,0,0.0,59,157,2.7,3,,austin-kendall-1
468,Casey Thompson,Texas,Big 12,12,55,157,2.9,4,13.1,0,0,,0,0.0,55,157,2.9,4,,casey-thompson-1
469,Quinton Cooley*,Wake Forest,ACC,13,45,156,3.5,1,12.0,1,5,5.0,0,0.4,46,161,3.5,1,,quinton-cooley-1
470,Clayton Tune*,Houston,American,14,105,154,1.5,2,11.0,0,0,,0,0.0,105,154,1.5,2,,clayton-tune-1
471,D.J. Mack Jr.*,Old Dominion,CUSA,7,76,154,2.0,6,22.0,0,0,,0,0.0,76,154,2.0,6,,dj-mack-jr-1
472,Donovan Smith*,Texas Tech,Big 12,11,57,154,2.7,3,14.0,0,0,,0,0.0,57,154,2.7,3,,donovan-smith-2
473,Cade Barnard*,Army,Ind,13,38,153,4.0,0,11.8,1,12,12.0,0,0.9,39,165,4.2,0,,cade-barnard-1
474,Ethan Wright*,Cincinnati,American,13,29,153,5.3,3,11.8,2,15,7.5,0,1.2,31,168,5.4,3,,ethan-wright-1
475,Stevie Rocker Jr.,Arizona,Pac-12,11,31,153,4.9,0,13.9,7,59,8.4,0,5.4,38,212,5.6,0,,stevie-rocker-jr-1
476,Michael Pratt,Tulane,American,12,105,152,1.4,5,12.7,0,0,,0,0.0,105,152,1.4,5,,michael-pratt-1
477,Brett Gabbert*,Miami (OH),MAC,10,56,151,2.7,1,15.1,0,0,,0,0.0,56,151,2.7,1,,brett-gabbert-1
478,Chase Brice*,Appalachian State,Sun Belt,14,71,151,2.1,3,10.8,0,0,,0,0.0,71,151,2.1,3,,chase-brice-1
479,David Afari*,Miami (OH),MAC,9,31,151,4.9,0,16.8,1,1,1.0,0,0.1,32,152,4.8,0,,david-afari-1
480,Michael Cox*,Missouri,SEC,9,18,150,8.3,2,16.7,0,0,,0,0.0,18,150,8.3,2,,michael-cox-3
481,N'Kosi Perry,Florida Atlantic,CUSA,12,107,148,1.4,4,12.3,1,20,20.0,1,1.7,108,168,1.6,5,,nkosi-perry-1
482,Puka Nacua*,BYU,Ind,12,14,148,10.6,0,12.3,43,805,18.7,6,67.1,57,953,16.7,6,,puka-nacua-1
483,Andrew Peasley*,Utah State,MWC,10,25,147,5.9,1,14.7,0,0,,0,0.0,25,147,5.9,1,,andrew-peasley-1
484,Seth Henigan,Memphis,American,11,80,147,1.8,0,13.4,1,8,8.0,0,0.7,81,155,1.9,0,,seth-henigan-1
485,Brady Cook*,Missouri,SEC,6,31,145,4.7,2,24.2,0,0,,0,0.0,31,145,4.7,2,,brady-cook-1
486,Jack Colletto*,Oregon State,Pac-12,12,31,144,4.6,8,12.0,1,1,1.0,1,0.1,32,145,4.5,9,,jack-colletto-1
487,Jonathon Brooks,Texas,Big 12,5,21,143,6.8,1,28.6,1,12,12.0,0,2.4,22,155,7.0,1,,jonathon-brooks-1
488,Joey Gatewood*,UCF,American,10,28,142,5.1,1,14.2,0,0,,0,0.0,28,142,5.1,1,,joey-gatewood-1
489,Brady McBride,Texas State,Sun Belt,7,77,141,1.8,1,20.1,0,0,,0,0.0,77,141,1.8,1,,brady-mcbride-1
490,Jakairi Moses*,Western Kentucky,CUSA,11,27,141,5.2,1,12.8,1,2,2.0,0,0.2,28,143,5.1,1,,jakairi-moses-1
491,Larry McCammon III,Florida Atlantic,CUSA,11,32,140,4.4,1,12.7,8,119,14.9,0,10.8,40,259,6.5,1,,larry-mccammon-iii-1
492,Cody Brown,Miami (FL),ACC,10,34,139,4.1,3,13.9,0,0,,0,0.0,34,139,4.1,3,,cody-brown-3
493,Dezmon Jackson*,Oklahoma State,Big 12,6,48,139,2.9,2,23.2,7,39,5.6,0,6.5,55,178,3.2,2,,dezmon-jackson-1
494,Garrett Dzuro,Massachusetts,Ind,7,29,139,4.8,0,19.9,0,0,,0,0.0,29,139,4.8,0,,garrett-dzuro-1
495,Quadraiz Wadley*,UTEP,CUSA,6,34,139,4.1,2,23.2,1,11,11.0,0,1.8,35,150,4.3,2,,quadraiz-wadley-1
496,Erik Ezukanma*,Texas Tech,Big 12,11,10,138,13.8,2,12.5,48,705,14.7,4,64.1,58,843,14.5,6,,erik-ezukanma-1
497,Ra'Von Bonner,Temple,American,10,35,138,3.9,2,13.8,7,70,10.0,0,7.0,42,208,5.0,2,,ravon-bonner-1
498,Richard Newton,Washington,Pac-12,4,39,138,3.5,1,34.5,6,37,6.2,0,9.3,45,175,3.9,1,,richard-newton-1
499,Will Plummer,Arizona,Pac-12,10,60,138,2.3,2,13.8,0,0,,0,0.0,60,138,2.3,2,,will-plummer-1
500,Chris Childers,Indiana,Big Ten,11,37,137,3.7,1,12.5,3,16,5.3,0,1.5,40,153,3.8,1,,chris-childers-2
501,Malik Hornsby*,Arkansas,SEC,7,24,136,5.7,1,19.4,0,0,,0,0.0,24,136,5.7,1,,malik-hornsby-1
502,Zamar Wise,Massachusetts,Ind,7,35,136,3.9,1,19.4,2,5,2.5,0,0.7,37,141,3.8,1,,zamar-wise-1
503,Donaven McCulley,Indiana,Big Ten,7,64,135,2.1,2,19.3,0,0,,0,0.0,64,135,2.1,2,,donaven-mcculley-1
504,Joachim Bangda*,Kent State,MAC,8,19,135,7.1,1,16.9,1,6,6.0,0,0.8,20,141,7.1,1,,joachim-bangda-1
505,E.J. Smith,Stanford,Pac-12,7,26,133,5.1,1,19.0,15,74,4.9,0,10.6,41,207,5.0,1,,ej-smith-2
506,Logan Smothers,Nebraska,Big Ten,6,37,133,3.6,2,22.2,0,0,,0,0.0,37,133,3.6,2,,logan-smothers-1
507,Luke McCaffrey,Rice,CUSA,9,41,132,3.2,2,14.7,0,0,,0,0.0,41,132,3.2,2,,luke-mccaffrey-1
508,Mike Washington,Buffalo,MAC,3,23,132,5.7,1,44.0,0,0,,0,0.0,23,132,5.7,1,,mike-washington-5
509,Drew Plitt*,Ball State,MAC,13,81,131,1.6,2,10.1,0,-5,,0,-0.4,81,126,1.6,2,,drew-plitt-1
510,Kelvin Dean Jr.,Florida Atlantic,CUSA,11,21,131,6.2,2,11.9,1,11,11.0,0,1.0,22,142,6.5,2,,kelvin-dean-jr-1
511,Jayden Umbarger,Navy,American,12,11,130,11.8,0,10.8,6,60,10.0,0,5.0,17,190,11.2,0,,jayden-umbarger-1
512,Khalil Shakir,Boise State,MWC,12,21,130,6.2,0,10.8,77,1117,14.5,7,93.1,98,1247,12.7,7,,khalil-shakir-1
513,Marcus Pierce*,Tennessee,SEC,6,32,130,4.1,1,21.7,0,0,,0,0.0,32,130,4.1,1,,marcus-pierce-1
514,Reynaldo Flores*,UTEP,CUSA,12,32,130,4.1,0,10.8,13,204,15.7,0,17.0,45,334,7.4,0,,reynaldo-flores-1
515,Chandler Smith*,Houston,American,12,31,129,4.2,2,10.8,0,0,,0,0.0,31,129,4.2,2,,chandler-smith-1
516,Joe Milton*,Tennessee,SEC,8,28,129,4.6,2,16.1,0,0,,0,0.0,28,129,4.6,2,,joe-milton-2
517,Brady Schipper*,Wisconsin,Big Ten,10,28,128,4.6,0,12.8,7,70,10.0,0,7.0,35,198,5.7,0,,brady-schipper-1
518,Collin Schlee*,Kent State,MAC,10,20,127,6.4,3,12.7,0,0,,0,0.0,20,127,6.4,3,,collin-schlee-1
519,Jiya Wright,Louisiana-Monroe,Sun Belt,4,33,127,3.8,1,31.8,0,0,,0,0.0,33,127,3.8,1,,jiya-wright-1
520,Dillon Gabriel*,UCF,American,3,24,125,5.2,2,41.7,1,20,20.0,1,6.7,25,145,5.8,3,,dillon-gabriel-1
521,Gabe Ervin Jr.,Nebraska,Big Ten,4,37,124,3.4,2,31.0,2,6,3.0,0,1.5,39,130,3.3,2,,gabe-ervin-jr-1
522,Jemel Jones*,Army,Ind,4,30,124,4.1,1,31.0,0,0,,0,0.0,30,124,4.1,1,,jemel-jones-1
523,J.J. McCarthy*,Michigan,Big Ten,11,27,124,4.6,2,11.3,0,0,,0,0.0,27,124,4.6,2,,jj-mccarthy-1
524,Willie Eldridge*,UTEP,CUSA,3,23,123,5.3,0,41.0,0,0,,0,0.0,23,123,5.3,0,,willie-eldridge-1
525,Jaden Nixon*,Oklahoma State,Big 12,2,14,122,8.7,1,61.0,1,3,3.0,0,1.5,15,125,8.3,1,,jaden-nixon-1
526,Mareyohn Hrabowski*,Western Michigan,MAC,4,21,121,5.8,0,30.3,0,0,,0,0.0,21,121,5.8,0,,mareyohn-hrabowski-1
527,Stanley Berryhill III,Arizona,Pac-12,12,19,121,6.4,0,10.1,83,744,9.0,1,62.0,102,865,8.5,1,,stanley-berryhill-iii-1
528,Avery Morrow*,Nevada,MWC,10,11,120,10.9,1,12.0,8,68,8.5,0,6.8,19,188,9.9,1,,avery-morrow-1
529,Jakari Norwood,Illinois,Big Ten,9,27,120,4.4,0,13.3,4,8,2.0,0,0.9,31,128,4.1,0,,jakari-norwood-1
530,Peyton Dixon,New Mexico,MWC,3,29,120,4.1,0,40.0,0,0,,0,0.0,29,120,4.1,0,,peyton-dixon-2
531,Stephan Robinson,Northwestern,Big Ten,11,10,120,12.0,0,10.9,46,625,13.6,2,56.8,56,745,13.3,2,,stephan-robinson-2
532,Amari Daniels,Texas A&M,SEC,5,20,119,6.0,1,23.8,0,0,,0,0.0,20,119,6.0,1,,amari-daniels-1
533,Chase Cunningham*,Middle Tennessee State,CUSA,8,44,118,2.7,0,14.8,1,5,5.0,0,0.6,45,123,2.7,0,,chase-cunningham-1
534,La'Vell Wright*,Kentucky,SEC,4,9,118,13.1,1,29.5,0,0,,0,0.0,9,118,13.1,1,,lavell-wright-1
535,Jared Chisari,Massachusetts,Ind,10,19,117,6.2,2,11.7,3,1,0.3,0,0.1,22,118,5.4,2,,jared-chisari-1
536,Keshawn King*,Virginia Tech,ACC,9,29,117,4.0,1,13.0,2,52,26.0,1,5.8,31,169,5.5,2,,keshawn-king-1
537,Torry Locklin,Kansas,Big 12,9,36,117,3.3,2,13.0,3,24,8.0,1,2.7,39,141,3.6,3,,torry-locklin-1
538,Isaiah Jacobs*,Maryland,Big Ten,5,28,116,4.1,0,23.2,7,47,6.7,0,9.4,35,163,4.7,0,,isaiah-jacobs-1
539,Marcus Carroll*,Georgia State,Sun Belt,8,33,116,3.5,1,14.5,1,-2,-2.0,0,-0.3,34,114,3.4,1,,marcus-carroll-1
540,Sevion Morrison,Nebraska,Big Ten,7,30,116,3.9,3,16.6,3,13,4.3,0,1.9,33,129,3.9,3,,sevion-morrison-1
541,Cam Ransom,Georgia Southern,Sun Belt,9,38,115,3.0,0,12.8,0,0,,0,0.0,38,115,3.0,0,,cam-ransom-1
542,Zahir Abdus-Salaam*,Western Michigan,MAC,11,22,115,5.2,0,10.5,0,0,,0,0.0,22,115,5.2,0,,zahir-abdus-salaam-1
543,Kay'ron Adams,Massachusetts,Ind,7,39,114,2.9,1,16.3,7,43,6.1,0,6.1,46,157,3.4,1,,kayron-adams-1
544,Myles Bailey*,Central Michigan,MAC,12,30,114,3.8,0,9.5,5,46,9.2,0,3.8,35,160,4.6,0,,myles-bailey-1
545,Nakia Watson*,Washington State,Pac-12,13,36,114,3.2,0,8.8,0,0,,0,0.0,36,114,3.2,0,,nakia-watson-1
546,Dawaiian McNeely*,Wyoming,MWC,11,17,113,6.6,1,10.3,0,0,,0,0.0,17,113,6.6,1,,dawaiian-mcneely-1
547,Trayvon Rudolph*,Northern Illinois,MAC,14,8,113,14.1,1,8.1,51,892,17.5,7,63.7,59,1005,17.0,8,,trayvon-rudolph-1
548,Harlan Dixon,Louisiana Tech,CUSA,9,25,112,4.5,0,12.4,3,11,3.7,0,1.2,28,123,4.4,0,,harlan-dixon-1
549,J.D. King,Georgia Southern,Sun Belt,4,27,112,4.1,2,28.0,2,17,8.5,0,4.3,29,129,4.4,2,,jd-king-1
550,Luke Wysong,New Mexico,MWC,11,25,112,4.5,0,10.2,24,224,9.3,0,20.4,49,336,6.9,0,,luke-wysong-1
551,Treylon Burks*,Arkansas,SEC,12,14,112,8.0,1,9.3,66,1104,16.7,11,92.0,80,1216,15.2,12,,treylon-burks-1
552,Iverson Celestine,Tulane,American,3,20,111,5.6,0,37.0,0,0,,0,0.0,20,111,5.6,0,,iverson-celestine-1
553,Wan'Dale Robinson*,Kentucky,SEC,13,7,111,15.9,0,8.5,104,1334,12.8,7,102.6,111,1445,13.0,7,,wandale-robinson-1
554,Amir Rasul*,Middle Tennessee State,CUSA,9,46,110,2.4,0,12.2,4,23,5.8,0,2.6,50,133,2.7,0,,amir-rasul-1
555,De'Javion Stepney*,Central Michigan,MAC,4,13,109,8.4,0,27.3,1,1,1.0,0,0.3,14,110,7.9,0,,dejavion-stepney-1
556,Doug Brumfield,Nevada-Las Vegas,MWC,3,19,109,5.7,2,36.3,0,0,,0,0.0,19,109,5.7,2,,doug-brumfield-1
557,Johnny Langan*,Rutgers,Big Ten,13,34,109,3.2,3,8.4,18,177,9.8,0,13.6,52,286,5.5,3,,johnny-langan-1
558,Julius Davis*,Wisconsin,Big Ten,5,21,109,5.2,0,21.8,0,0,,0,0.0,21,109,5.2,0,,julius-davis-1
559,Keyon Brooks,Louisiana Tech,CUSA,9,32,109,3.4,0,12.1,6,53,8.8,0,5.9,38,162,4.3,0,,keyon-brooks-1
560,Kyle Vantrease,Buffalo,MAC,10,30,109,3.6,3,10.9,0,0,,0,0.0,30,109,3.6,3,,kyle-vantrease-1
561,Zavier Betts,Nebraska,Big Ten,12,3,109,36.3,1,9.1,20,286,14.3,0,23.8,23,395,17.2,1,,zavier-betts-1
562,Asa Martin,Memphis,American,10,34,108,3.2,2,10.8,14,150,10.7,2,15.0,48,258,5.4,4,,asa-martin-1
563,Josh Williams*,LSU,SEC,13,23,108,4.7,0,8.3,5,11,2.2,0,0.8,28,119,4.3,0,,josh-williams-10
564,Tyler Crowe,Boise State,MWC,12,21,108,5.1,1,9.0,0,0,,0,0.0,21,108,5.1,1,,tyler-crowe-1
565,Chris Street,California,Pac-12,10,21,107,5.1,1,10.7,1,4,4.0,0,0.4,22,111,5.0,1,,chris-street-1
566,Knowledge McDaniel*,Marshall,CUSA,5,13,107,8.2,1,21.4,0,0,,0,0.0,13,107,8.2,1,,knowledge-mcdaniel-1
567,Mike Epstein,Illinois,Big Ten,3,25,107,4.3,1,35.7,2,6,3.0,0,2.0,27,113,4.2,1,,mike-epstein-2
568,AJ Howard Jr.*,Army,Ind,13,20,106,5.3,2,8.2,2,40,20.0,0,3.1,22,146,6.6,2,,aj-howard-jr-1
569,Malik Knowles*,Kansas State,Big 12,13,15,106,7.1,0,8.2,29,441,15.2,4,33.9,44,547,12.4,4,,malik-knowles-1
570,Zachar Larrier*,Air Force,MWC,5,12,106,8.8,1,21.2,0,0,,0,0.0,12,106,8.8,1,,zachar-larrier-1
571,Evan Prater*,Cincinnati,American,7,12,105,8.8,2,15.0,0,0,,0,0.0,12,105,8.8,2,,evan-prater-1
572,Jakyle Holmes,Louisiana-Monroe,Sun Belt,4,13,105,8.1,1,26.3,2,10,5.0,0,2.5,15,115,7.7,1,,jakyle-holmes-1
573,Marcel Murray,Arkansas State,Sun Belt,4,14,105,7.5,0,26.3,3,-1,-0.3,0,-0.3,17,104,6.1,0,,marcel-murray-1
574,Ahmani Marshall*,Wake Forest,ACC,10,23,103,4.5,0,10.3,0,0,,0,0.0,23,103,4.5,0,,ahmani-marshall-1
575,Brad Anderson*,Middle Tennessee State,CUSA,10,24,103,4.3,0,10.3,5,41,8.2,0,4.1,29,144,5.0,0,,brad-anderson-3
576,Darrian Felix,South Florida,American,5,33,103,3.1,0,20.6,5,26,5.2,0,5.2,38,129,3.4,0,,darrian-felix-1
577,Luke Zban*,Marshall,CUSA,7,23,103,4.5,0,14.7,0,0,,0,0.0,23,103,4.5,0,,luke-zban-1
578,Marcus Crowley*,Ohio State,Big Ten,4,20,103,5.2,0,25.8,1,21,21.0,0,5.3,21,124,5.9,0,,marcus-crowley-1
579,Tim Baldwin Jr.,Indiana,Big Ten,5,28,103,3.7,0,20.6,0,0,,0,0.0,28,103,3.7,0,,tim-baldwin-jr-1
580,Elijah Collins*,Michigan State,Big Ten,7,18,102,5.7,0,14.6,3,34,11.3,1,4.9,21,136,6.5,1,,elijah-collins-1
581,Maurice Burkley*,Louisville,ACC,13,22,102,4.6,1,7.8,1,6,6.0,0,0.5,23,108,4.7,1,,maurice-burkley-1
582,Pailate Makakona*,Utah State,MWC,11,42,101,2.4,0,9.2,1,10,10.0,0,0.9,43,111,2.6,0,,pailate-makakona-1
583,Britain Covey*,Utah,Pac-12,14,14,99,7.1,0,7.1,52,514,9.9,3,36.7,66,613,9.3,3,,britain-covey-1
584,Evan Pryor*,Ohio State,Big Ten,4,21,98,4.7,1,24.5,2,8,4.0,0,2.0,23,106,4.6,1,,evan-pryor-1
585,Kaylon Geiger*,Texas Tech,Big 12,13,12,98,8.2,0,7.5,43,533,12.4,1,41.0,55,631,11.5,1,,kaylon-geiger-1
586,Antavious Willis,Southern Mississippi,CUSA,12,27,97,3.6,0,8.1,0,0,,0,0.0,27,97,3.6,0,,antavious-willis-1
587,Caleb Hood*,North Carolina,ACC,7,22,97,4.4,1,13.9,0,0,,0,0.0,22,97,4.4,1,,caleb-hood-1
588,Devin Brumfield,Tulane,American,4,14,97,6.9,0,24.3,0,0,,0,0.0,14,97,6.9,0,,devin-brumfield-1
589,DeCarlos Brooks,California,Pac-12,7,10,96,9.6,0,13.7,1,7,7.0,0,1.0,11,103,9.4,0,,decarlos-brooks-1
590,D'Eriq King,Miami (FL),ACC,3,40,96,2.4,0,32.0,0,0,,0,0.0,40,96,2.4,0,,deriq-king-1
591,Jamier Wright-Collins*,Rutgers,Big Ten,8,15,95,6.3,0,11.9,5,23,4.6,0,2.9,20,118,5.9,0,,jamier-wright-collins-1
592,Brandon Epton Jr.,SMU,American,8,32,94,2.9,3,11.8,1,10,10.0,0,1.3,33,104,3.2,3,,brandon-epton-jr-1
593,Jawhar Jordan*,Louisville,ACC,4,14,94,6.7,0,23.5,1,24,24.0,0,6.0,15,118,7.9,0,,jawhar-jordan-1
594,Marion Lukes*,Central Michigan,MAC,13,22,94,4.3,0,7.2,9,64,7.1,0,4.9,31,158,5.1,0,,marion-lukes-1
595,Jaylin Lane*,Middle Tennessee State,CUSA,12,11,93,8.5,1,7.8,42,466,11.1,4,38.8,53,559,10.5,5,,jaylin-lane-1
596,Kazmeir Allen,UCLA,Pac-12,12,8,93,11.6,1,7.8,17,255,15.0,4,21.3,25,348,13.9,5,,kazmeir-allen-1
597,Sieh Bangura,Ohio,MAC,4,12,93,7.8,2,23.3,5,68,13.6,0,17.0,17,161,9.5,2,,sieh-bangura-1
598,Andrew Marty,Northwestern,Big Ten,7,51,92,1.8,1,13.1,0,0,,0,0.0,51,92,1.8,1,,andrew-marty-1
599,Tyler Phommachanh,Connecticut,Ind,3,24,92,3.8,2,30.7,0,0,,0,0.0,24,92,3.8,2,,tyler-phommachanh-1
600,Taron Keith,Bowling Green,MAC,12,34,91,2.7,0,7.6,26,244,9.4,1,20.3,60,335,5.6,1,,taron-keith-1
601,Justin Johnson Jr.*,West Virginia,Big 12,8,24,90,3.8,0,11.3,2,9,4.5,0,1.1,26,99,3.8,0,,justin-johnson-jr-1
602,Tommy Devito,Syracuse,ACC,3,21,90,4.3,1,30.0,0,0,,0,0.0,21,90,4.3,1,,tommy-devito-1
603,Ethan Payne*,Marshall,CUSA,11,20,89,4.5,2,8.1,4,14,3.5,0,1.3,24,103,4.3,2,,ethan-payne-1
604,Jake Neatherton,Ohio,MAC,12,19,88,4.6,0,7.3,0,0,,0,0.0,19,88,4.6,0,,jake-neatherton-1
605,Jalen Berger*,Wisconsin,Big Ten,3,24,88,3.7,1,29.3,2,17,8.5,0,5.7,26,105,4.0,1,,jalen-berger-1
606,Ygenio Booker,Tulane,American,7,20,88,4.4,0,12.6,17,110,6.5,1,15.7,37,198,5.4,1,,ygenio-booker-1
607,Monaray Baldwin*,Baylor,Big 12,8,6,87,14.5,1,10.9,1,7,7.0,0,0.9,7,94,13.4,1,,monaray-baldwin-1
608,Shaun Shivers*,Auburn,SEC,10,14,87,6.2,1,8.7,22,163,7.4,1,16.3,36,250,6.9,2,,shaun-shivers-1
609,Trey Smith*,Wyoming,MWC,11,14,87,6.2,1,7.9,1,15,15.0,0,1.4,15,102,6.8,1,,trey-smith-4
