Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
23,Larry Rountree III*,Missouri,SEC,13,225,1216,5.4,11,93.5,14,62,4.4,0,4.8,239,1278,5.3,11,,larry-rountree-iii-1
24,Qadree Ollison*,Pitt,ACC,14,194,1213,6.3,11,86.6,11,66,6.0,0,4.7,205,1279,6.2,11,,oadree-ollison-1
25,Darrynton Evans*,Appalachian State,Sun Belt,13,179,1187,6.6,7,91.3,12,87,7.3,1,6.7,191,1274,6.7,8,,darrynton-evans-1
26,B.J. Smith*,Troy,Sun Belt,13,219,1186,5.4,13,91.2,9,105,11.7,0,8.1,228,1291,5.7,13,,bj-smith-1
27,Greg McCrae*,UCF,American,13,133,1182,8.9,10,90.9,8,116,14.5,1,8.9,141,1298,9.2,11,,greg-mccrae-1
28,Trey Ragas*,Louisiana,Sun Belt,14,207,1181,5.7,8,84.4,25,229,9.2,2,16.4,232,1410,6.1,10,,trey-ragas-1
29,Karan Higdon*,Michigan,Big Ten,11,224,1178,5.3,10,107.1,7,43,6.1,0,3.9,231,1221,5.3,10,,karan-higdon-1
30,Mohamed Ibrahim*,Minnesota,Big Ten,10,202,1160,5.7,9,116.0,4,26,6.5,0,2.6,206,1186,5.8,9,,mohamed-ibrahim-1
31,Darrin Hall*,Pitt,ACC,14,153,1144,7.5,10,81.7,15,66,4.4,0,4.7,168,1210,7.2,10,,darrin-hall-1
32,David Pindell,Connecticut,American,12,212,1139,5.4,10,94.9,1,16,16.0,0,1.3,213,1155,5.4,10,,david-pindell-1
33,Stevie Scott,Indiana,Big Ten,12,228,1137,5.0,10,94.8,16,86,5.4,1,7.2,244,1223,5.0,11,,stevie-scott-1
34,Darius Bradwell*,Tulane,American,13,201,1134,5.6,11,87.2,4,13,3.3,0,1.0,205,1147,5.6,11,,darius-bradwell-1
35,Pooka Williams,Kansas,Big 12,11,161,1125,7.0,7,102.3,33,289,8.8,2,26.3,194,1414,7.3,9,,pooka-williams-1
36,Patrick Taylor Jr.*,Memphis,American,14,208,1122,5.4,16,80.1,17,197,11.6,2,14.1,225,1319,5.9,18,,patrick-taylor-jr-1
37,Jordan Cronkrite*,South Florida,American,12,184,1121,6.1,9,93.4,7,30,4.3,0,2.5,191,1151,6.0,9,,jordan-cronkrite-1
38,Nick Fitzgerald*,Mississippi State,SEC,12,221,1121,5.1,13,93.4,0,0,,0,0.0,221,1121,5.1,13,,nick-fitzgerald-2
39,AJ Dillon,Boston College,ACC,10,227,1108,4.9,10,110.8,8,41,5.1,1,4.1,235,1149,4.9,11,,aj-dillon-1
40,Ryquell Armstead*,Temple,American,10,210,1098,5.2,13,109.8,8,52,6.5,0,5.2,218,1150,5.3,13,,ryquell-armstead-1
41,Zack Moss*,Utah,Pac-12,9,179,1096,6.1,11,121.8,8,50,6.3,1,5.6,187,1146,6.1,12,,zack-moss-1
42,Reggie Gallaspy II*,North Carolina State,ACC,13,228,1091,4.8,18,83.9,8,38,4.8,1,2.9,236,1129,4.8,19,,reggie-gallaspy-ii-1
43,Malcolm Perry,Navy,American,13,172,1087,6.3,7,83.6,9,167,18.6,1,12.8,181,1254,6.9,8,,malcolm-perry-1
44,Reggie Corbin,Illinois,Big Ten,12,128,1085,8.5,9,90.4,16,176,11.0,0,14.7,144,1261,8.8,9,,reggie-corbin-1
45,Devine Ozigbo,Nebraska,Big Ten,12,155,1082,7.0,12,90.2,23,203,8.8,0,16.9,178,1285,7.2,12,,devine-ozigbo-1
46,Lexington Thomas,Nevada-Las Vegas,MWC,12,215,1067,5.0,12,88.9,19,165,8.7,1,13.8,234,1232,5.3,13,,lexington-thomas-1
47,Kennedy Brooks*,Oklahoma,Big 12,12,119,1056,8.9,12,88.0,10,57,5.7,0,4.8,129,1113,8.6,12,,kennedy-brooks-1
48,J.K. Dobbins*,Ohio State,Big Ten,14,230,1053,4.6,10,75.2,26,263,10.1,2,18.8,256,1316,5.1,12,,jk-dobbins-1
49,Wesley Fields*,Georgia Southern,Sun Belt,12,200,1050,5.3,9,87.5,10,237,23.7,1,19.8,210,1287,6.1,10,,wesley-fields-1
50,D'Andre Swift*,Georgia,SEC,14,163,1049,6.4,10,74.9,32,297,9.3,3,21.2,195,1346,6.9,13,,dandre-swift-1
51,Kevin Mensah,Connecticut,American,12,225,1045,4.6,6,87.1,10,39,3.9,0,3.3,235,1084,4.6,6,,kevin-mensah-1
52,Darwin Thompson*,Utah State,MWC,13,153,1044,6.8,14,80.3,23,351,15.3,2,27.0,176,1395,7.9,16,,darwin-thompson-1
53,Nick Brossette*,LSU,SEC,13,240,1039,4.3,14,79.9,14,78,5.6,0,6.0,254,1117,4.4,14,,nick-brossette-1
54,Anthony McFarland,Maryland,Big Ten,12,131,1034,7.9,4,86.2,7,73,10.4,0,6.1,138,1107,8.0,4,,anthony-mcfarland-2
55,Tre Harbison*,Northern Illinois,MAC,14,206,1034,5.0,5,73.9,7,33,4.7,0,2.4,213,1067,5.0,5,,tre-harbison-1
56,Frankie Hickson,Liberty,Ind,12,229,1032,4.5,11,86.0,10,57,5.7,0,4.8,239,1089,4.6,11,,frankie-hickson-1
57,Jordan Ellis*,Virginia,ACC,13,215,1026,4.8,10,78.9,7,69,9.9,0,5.3,222,1095,4.9,10,,jordan-ellis-2
58,CJ Verdell*,Oregon,Pac-12,13,202,1018,5.0,10,78.3,27,315,11.7,2,24.2,229,1333,5.8,12,,cj-verdell-1
59,Elijah Holyfield*,Georgia,SEC,14,159,1018,6.4,7,72.7,5,40,8.0,0,2.9,164,1058,6.5,7,,elijah-holyfield-1
60,Kelvin Hopkins Jr.*,Army,Ind,12,208,1017,4.9,17,84.8,0,0,,0,0.0,208,1017,4.9,17,,kelvin-hopkins-jr-1
61,Jaret Patterson*,Buffalo,MAC,14,183,1013,5.5,14,72.4,7,62,8.9,0,4.4,190,1075,5.7,14,,jaret-patterson-1
62,Travon McMillian,Colorado,Pac-12,12,201,1009,5.0,7,84.1,14,118,8.4,1,9.8,215,1127,5.2,8,,travon-mcmillian-1
63,Cade Carney*,Wake Forest,ACC,13,188,1005,5.3,8,77.3,4,34,8.5,0,2.6,192,1039,5.4,8,,cade-carney-1
64,Kyler Murray*,Oklahoma,Big 12,14,140,1001,7.2,12,71.5,0,0,,0,0.0,140,1001,7.2,12,H-1,kyler-murray-1
65,Juwan Washington*,San Diego State,MWC,9,199,999,5.0,10,111.0,10,73,7.3,0,8.1,209,1072,5.1,10,,juwan-washington-1
66,Cole Fagan,Air Force,MWC,12,185,997,5.4,7,83.1,3,53,17.7,0,4.4,188,1050,5.6,7,,cole-fagan-1
67,Dexter Williams*,Notre Dame,Ind,9,158,995,6.3,12,110.6,16,133,8.3,1,14.8,174,1128,6.5,13,,dexter-williams-1
68,Travis Homer*,Miami (FL),ACC,13,164,985,6.0,4,75.8,19,186,9.8,0,14.3,183,1171,6.4,4,,travis-homer-1
69,Deandre Torrey*,North Texas,CUSA,13,175,977,5.6,15,75.2,25,205,8.2,2,15.8,200,1182,5.9,17,,deandre-torrey-1
70,Elijah Mitchell*,Louisiana,Sun Belt,14,145,977,6.7,13,69.8,20,349,17.5,3,24.9,165,1326,8.0,16,,elijah-mitchell-2
71,TaQuon Marshall*,Georgia Tech,ACC,12,216,971,4.5,11,80.9,1,22,22.0,0,1.8,217,993,4.6,11,,taquon-marshall-1
72,Shamari Brooks,Tulsa,American,11,229,967,4.2,7,87.9,6,31,5.2,0,2.8,235,998,4.2,7,,shamari-brooks-1
73,Patrick Laird*,California,Pac-12,13,223,961,4.3,5,73.9,51,288,5.6,4,22.2,274,1249,4.6,9,,patrick-laird-2
74,Darnell Woolfolk*,Army,Ind,13,221,956,4.3,14,73.5,1,9,9.0,0,0.7,222,965,4.3,14,,darnell-woolfolk-1
75,Mike Weber*,Ohio State,Big Ten,13,172,954,5.5,5,73.4,21,112,5.3,1,8.6,193,1066,5.5,6,,mike-weber-1
76,Trey Sermon*,Oklahoma,Big 12,14,164,947,5.8,13,67.6,12,181,15.1,0,12.9,176,1128,6.4,13,,trey-sermon-1
77,Justice Hill*,Oklahoma State,Big 12,10,158,930,5.9,9,93.0,13,68,5.2,0,6.8,171,998,5.8,9,,justice-hill-1
78,Scottie Phillips,Ole Miss,SEC,11,153,928,6.1,12,84.4,10,105,10.5,2,9.5,163,1033,6.3,14,,scottie-phillips-1
79,Bryce Perkins*,Virginia,ACC,13,212,923,4.4,9,71.0,1,9,9.0,0,0.7,213,932,4.4,9,,bryce-perkins-1
80,Bryant Koback*,Toledo,MAC,13,153,917,6.0,14,70.5,4,23,5.8,0,1.8,157,940,6.0,14,,bryant-koback-1
81,Shai Werts*,Georgia Southern,Sun Belt,13,182,908,5.0,15,69.8,0,0,,0,0.0,182,908,5.0,15,,shai-werts-1
82,Gerold Bright*,Utah State,MWC,13,141,888,6.3,10,68.3,22,232,10.5,3,17.8,163,1120,6.9,13,,gerold-bright-1
83,D.J. Knox*,Purdue,Big Ten,13,157,883,5.6,8,67.9,27,180,6.7,1,13.8,184,1063,5.8,9,,dj-knox-1
84,Damien Harris*,Alabama,SEC,15,150,876,5.8,9,58.4,22,204,9.3,0,13.6,172,1080,6.3,9,,damien-harris-1
85,Tobias Oliver*,Georgia Tech,ACC,12,152,876,5.8,12,73.0,0,0,,0,0.0,152,876,5.8,12,,tobias-oliver-1
86,Toa Taua*,Nevada,MWC,13,178,872,4.9,6,67.1,22,202,9.2,1,15.5,200,1074,5.4,7,,toa-taua-1
87,Moe Neal*,Syracuse,ACC,13,155,869,5.6,5,66.8,13,128,9.8,0,9.8,168,997,5.9,5,,moe-neal-1
88,Patrick Carr*,Houston,American,13,152,868,5.7,5,66.8,2,0,0.0,0,0.0,154,868,5.6,5,,patrick-carr-1
89,Isaiah Bowser*,Northwestern,Big Ten,11,197,866,4.4,6,78.7,7,77,11.0,0,7.0,204,943,4.6,6,,isaiah-bowser-1
90,Kerrith Whyte,Florida Atlantic,CUSA,12,134,866,6.5,8,72.2,10,160,16.0,2,13.3,144,1026,7.1,10,,kerrith-whyte-1
91,Marcel Murray*,Arkansas State,Sun Belt,13,154,860,5.6,8,66.2,16,141,8.8,2,10.8,170,1001,5.9,10,,marcel-murray-1
92,Nathan Rourke*,Ohio,MAC,13,134,860,6.4,15,66.2,0,0,,0,0.0,134,860,6.4,15,,nathan-rourke-1
93,Deon Jackson*,Duke,ACC,13,161,847,5.3,7,65.2,26,253,9.7,2,19.5,187,1100,5.9,9,,deon-jackson-1
94,Corey Taylor II,Tulsa,American,11,178,846,4.8,11,76.9,4,45,11.3,0,4.1,182,891,4.9,11,,corey-taylor-ii-1
95,Kevin Marks*,Buffalo,MAC,14,180,845,4.7,13,60.4,13,60,4.6,0,4.3,193,905,4.7,13,,kevin-marks-1
96,Maleek Irons*,Ohio,MAC,11,126,831,6.6,8,75.5,6,41,6.8,1,3.7,132,872,6.6,9,,maleek-irons-1
97,Lamical Perine*,Florida,SEC,13,134,826,6.2,7,63.5,13,170,13.1,1,13.1,147,996,6.8,8,,lamical-perine-1
98,Aca'Cedric Ware,USC,Pac-12,12,125,825,6.6,6,68.8,9,35,3.9,0,2.9,134,860,6.4,6,,acacedric-ware-1
99,Kennedy McKoy*,West Virginia,Big 12,12,145,802,5.5,8,66.8,17,224,13.2,1,18.7,162,1026,6.3,9,,kennedy-mckoy-1
100,Tra Minter,South Alabama,Sun Belt,12,183,801,4.4,6,66.8,23,201,8.7,0,16.8,206,1002,4.9,6,,tra-minter-1
101,Trace McSorley*,Penn State,Big Ten,13,170,798,4.7,12,61.4,0,0,,0,0.0,170,798,4.7,12,,trace-mcsorley-1
102,Warren Wand*,Arkansas State,Sun Belt,13,139,792,5.7,4,60.9,26,213,8.2,1,16.4,165,1005,6.1,5,,warren-wand-1
103,JaTarvious Whitlow*,Auburn,SEC,13,150,787,5.2,6,60.5,15,173,11.5,2,13.3,165,960,5.8,8,,jatarvious-whitlow-1
104,Johnny Ford*,South Florida,American,11,115,787,6.8,8,71.5,3,78,26.0,1,7.1,118,865,7.3,9,,johnny-ford-1
105,Steven Peoples*,Virginia Tech,ACC,13,158,786,5.0,6,60.5,21,182,8.7,1,14.0,179,968,5.4,7,,steven-peoples-1
106,Tre Watson*,Texas,Big 12,14,185,786,4.2,3,56.1,22,143,6.5,3,10.2,207,929,4.5,6,,tre-watson-2
107,Corey Dauphine*,Tulane,American,13,124,785,6.3,7,60.4,0,0,,0,0.0,124,785,6.3,7,,corey-dauphine-1
108,Najee Harris*,Alabama,SEC,15,117,783,6.7,4,52.2,4,7,1.8,0,0.5,121,790,6.5,4,,najee-harris-1
109,Marquis Young,Massachusetts,Ind,11,154,778,5.1,9,70.7,22,173,7.9,0,15.7,176,951,5.4,9,,marquis-young-1
110,Jordan Scarlett*,Florida,SEC,13,131,776,5.9,5,59.7,10,84,8.4,0,6.5,141,860,6.1,5,,jordan-scarlett-1
111,Jamauri Bogan*,Western Michigan,MAC,13,169,764,4.5,16,58.8,3,28,9.3,0,2.2,172,792,4.6,16,,jamauri-bogan-1
112,Matt Colburn*,Wake Forest,ACC,11,159,759,4.8,5,69.0,10,96,9.6,0,8.7,169,855,5.1,5,,matt-colburn-1
113,Eric Dungey*,Syracuse,ACC,13,184,754,4.1,15,58.0,0,0,,0,0.0,184,754,4.1,15,,eric-dungey-1
114,Raymond Calais*,Louisiana,Sun Belt,14,81,754,9.3,7,53.9,6,69,11.5,0,4.9,87,823,9.5,7,,raymond-calais-1
115,Alonzo Smith,Miami (OH),MAC,11,141,746,5.3,9,67.8,10,69,6.9,0,6.3,151,815,5.4,9,,alonzo-smith-2
116,Mekhi Sargent*,Iowa,Big Ten,13,159,745,4.7,9,57.3,17,156,9.2,1,12.0,176,901,5.1,10,,mekhi-sargent-1
117,Ronnie Rivers*,Fresno State,MWC,11,132,743,5.6,10,67.5,26,311,12.0,3,28.3,158,1054,6.7,13,,ronnie-rivers-1
118,Chuba Hubbard*,Oklahoma State,Big 12,13,124,740,6.0,7,56.9,22,229,10.4,2,17.6,146,969,6.6,9,,chuba-hubbard-1
119,Bryce Love*,Stanford,Pac-12,10,166,739,4.5,6,73.9,20,99,5.0,0,9.9,186,838,4.5,6,,bryce-love-1
120,Travis Dye*,Oregon,Pac-12,13,140,739,5.3,4,56.8,12,69,5.8,1,5.3,152,808,5.3,5,,travis-dye-1
121,Kylin Hill*,Mississippi State,SEC,11,117,734,6.3,4,66.7,22,176,8.0,4,16.0,139,910,6.5,8,,kylin-hill-1
122,Rakeem Boyd,Arkansas,SEC,12,123,734,6.0,2,61.2,23,165,7.2,0,13.8,146,899,6.2,2,,rakeem-boyd-2
123,AJ Bush,Illinois,Big Ten,10,138,733,5.3,8,73.3,0,0,,0,0.0,138,733,5.3,8,,aj-bush-1
124,C.J. Marable,Coastal Carolina,Sun Belt,12,118,719,6.1,6,59.9,15,180,12.0,2,15.0,133,899,6.8,8,,torrance-marable-1
125,Izzy Matthews,Colorado State,MWC,12,166,717,4.3,4,59.8,27,169,6.3,1,14.1,193,886,4.6,5,,izzy-matthews-1
126,Adrian Killins*,UCF,American,13,147,715,4.9,4,55.0,19,377,19.8,4,29.0,166,1092,6.6,8,,adrian-killins-1
127,Damarea Crockett*,Missouri,SEC,12,147,709,4.8,7,59.1,12,88,7.3,1,7.3,159,797,5.0,8,,damarea-crockett-1
128,Keaontay Ingram*,Texas,Big 12,13,142,708,5.0,3,54.5,27,170,6.3,2,13.1,169,878,5.2,5,,keaontay-ingram-1
129,Cam Akers,Florida State,ACC,12,161,706,4.4,6,58.8,23,145,6.3,2,12.1,184,851,4.6,8,,cam-akers-1
130,Andrew Clair,Bowling Green,MAC,11,135,702,5.2,5,63.8,19,102,5.4,2,9.3,154,804,5.2,7,,andrew-clair-1
131,Jaquis Dancy*,Louisiana Tech,CUSA,11,124,689,5.6,9,62.6,16,140,8.8,1,12.7,140,829,5.9,10,,jaquis-dancy-1
132,Tyrone Owens,New Mexico,MWC,12,186,687,3.7,6,57.3,7,54,7.7,1,4.5,193,741,3.8,7,,tyrone-owens-1
133,Napoleon Maxwell*,Florida International,CUSA,13,128,684,5.3,7,52.6,9,38,4.2,0,2.9,137,722,5.3,7,,napoleon-maxwell-1
134,D'Eriq King*,Houston,American,11,111,674,6.1,14,61.3,1,12,12.0,0,1.1,112,686,6.1,14,,deriq-king-1
135,Derrick Gore,Louisiana-Monroe,Sun Belt,12,131,662,5.1,6,55.2,21,80,3.8,0,6.7,152,742,4.9,6,,derrick-gore-1
136,Marcus Outlow,Coastal Carolina,Sun Belt,10,133,661,5.0,8,66.1,11,70,6.4,0,7.0,144,731,5.1,8,,marcus-outlow-1
137,James Gilbert,Ball State,MAC,11,152,659,4.3,7,59.9,15,88,5.9,0,8.0,167,747,4.5,7,,james-gilbert-2
138,Jordan Mason*,Georgia Tech,ACC,13,108,659,6.1,7,50.7,1,2,2.0,0,0.2,109,661,6.1,7,,jordan-mason-1
139,Clyde Edwards-Helaire*,LSU,SEC,13,146,658,4.5,7,50.6,11,96,8.7,0,7.4,157,754,4.8,7,,clyde-edwards-helaire-1
140,Jo-El Shaw,Kent State,MAC,10,138,657,4.8,7,65.7,9,84,9.3,2,8.4,147,741,5.0,9,,jo-el-shaw-1
141,Tyler King*,Marshall,CUSA,8,108,655,6.1,4,81.9,7,43,6.1,0,5.4,115,698,6.1,4,,tyler-king-4
142,Rico Dowdle*,South Carolina,SEC,12,123,654,5.3,4,54.5,14,133,9.5,1,11.1,137,787,5.7,5,,rico-dowdle-1
143,Joshua Samuel,Western Kentucky,CUSA,12,120,641,5.3,1,53.4,3,9,3.0,0,0.8,123,650,5.3,1,,joshua-samuel-1
144,Joshua Jacobs*,Alabama,SEC,15,120,640,5.3,11,42.7,20,247,12.4,3,16.5,140,887,6.3,14,,joshua-jacobs-1
145,Toren Young*,Iowa,Big Ten,13,136,637,4.7,5,49.0,7,27,3.9,1,2.1,143,664,4.6,6,,toren-young-1
146,Sewo Olonilua*,TCU,Big 12,13,135,635,4.7,2,48.8,15,86,5.7,0,6.6,150,721,4.8,2,,sewo-olonilua-1
147,Caleb Evans,Louisiana-Monroe,Sun Belt,12,140,632,4.5,10,52.7,0,0,,0,0.0,140,632,4.5,10,,caleb-evans-2
148,Ty Chandler,Tennessee,SEC,11,115,630,5.5,4,57.3,19,183,9.6,3,16.6,134,813,6.1,7,,ty-chandler-1
149,Adrian Martinez,Nebraska,Big Ten,11,140,629,4.5,8,57.2,1,-11,-11.0,0,-1.0,141,618,4.4,8,,adrian-martinez-2
150,Quadraiz Wadley,UTEP,CUSA,12,123,627,5.1,7,52.3,6,91,15.2,1,7.6,129,718,5.6,8,,quadraiz-wadley-1
151,Dan Ellington,Georgia State,Sun Belt,11,159,625,3.9,5,56.8,0,0,,0,0.0,159,625,3.9,5,,dan-ellington-1
152,Martell Pettaway*,West Virginia,Big 12,12,98,623,6.4,6,51.9,6,61,10.2,1,5.1,104,684,6.6,7,,martell-pettaway-1
153,Deejay Dallas*,Miami (FL),ACC,13,109,617,5.7,6,47.5,10,85,8.5,0,6.5,119,702,5.9,6,,deejay-dallas-1
154,Chaton Mobley*,Middle Tennessee State,CUSA,13,123,613,5.0,4,47.2,19,153,8.1,1,11.8,142,766,5.4,5,,chaton-mobley-1
155,Salvon Ahmed*,Washington,Pac-12,14,104,608,5.8,7,43.4,21,170,8.1,0,12.1,125,778,6.2,7,,salvon-ahmed-1
156,Dontae Strickland*,Syracuse,ACC,13,121,599,5.0,6,46.1,15,94,6.3,0,7.2,136,693,5.1,6,,dontae-strickland-2
157,Darius Anderson*,TCU,Big 12,11,124,598,4.8,3,54.4,7,19,2.7,0,1.7,131,617,4.7,3,,darius-anderson-1
158,Michael Carter,North Carolina,ACC,9,84,597,7.1,2,66.3,25,135,5.4,1,15.0,109,732,6.7,3,,michael-carter-5
159,Chase Jasmin*,San Diego State,MWC,13,138,592,4.3,5,45.5,7,52,7.4,1,4.0,145,644,4.4,6,,chase-jasmin-1
160,Holton Ahlers,East Carolina,American,10,119,592,5.0,6,59.2,0,0,,0,0.0,119,592,5.0,6,,holton-ahlers-1
161,Christian Gibson,New Mexico State,Ind,12,96,590,6.1,6,49.2,8,73,9.1,0,6.1,104,663,6.4,6,,christian-gibson-1
162,Shaq Vann*,Eastern Michigan,MAC,11,135,590,4.4,5,53.6,8,48,6.0,0,4.4,143,638,4.5,5,,shaq-vann-1
163,Braeden West,SMU,American,12,138,589,4.3,6,49.1,39,356,9.1,1,29.7,177,945,5.3,7,,braeden-west-1
164,Raheem Blackshear,Rutgers,Big Ten,12,143,586,4.1,3,48.8,44,367,8.3,2,30.6,187,953,5.1,5,,raheem-blackshear-1
165,Kadin Remsberg,Air Force,MWC,12,100,583,5.8,3,48.6,6,20,3.3,1,1.7,106,603,5.7,4,,kadin-remsberg-1
166,Brenden Knox*,Marshall,CUSA,13,95,578,6.1,4,44.5,6,24,4.0,0,1.8,101,602,6.0,4,,brenden-knox-1
167,Justin Rankin,Kent State,MAC,11,117,574,4.9,4,52.2,14,127,9.1,1,11.5,131,701,5.4,5,,justin-rankin-1
168,John Lovett*,Baylor,Big 12,12,109,573,5.3,6,47.8,5,48,9.6,0,4.0,114,621,5.4,6,,john-lovett-1
169,Desmond Ridder*,Cincinnati,American,13,150,572,3.8,5,44.0,0,0,,0,0.0,150,572,3.8,5,,desmond-ridder-1
170,Armani Rogers,Nevada-Las Vegas,MWC,6,93,565,6.1,8,94.2,0,0,,0,0.0,93,565,6.1,8,,armani-rogers-1
171,Shakif Seymour*,Toledo,MAC,13,121,565,4.7,5,43.5,14,121,8.6,1,9.3,135,686,5.1,6,,shakif-seymour-1
172,Austin Walter,Rice,CUSA,13,133,564,4.2,4,43.4,44,525,11.9,2,40.4,177,1089,6.2,6,,austin-walter-1
173,Jerry Howard*,Georgia Tech,ACC,13,107,564,5.3,5,43.4,4,50,12.5,0,3.8,111,614,5.5,5,,jerry-howard-2
174,Art Thompkins*,Toledo,MAC,12,98,563,5.7,6,46.9,15,139,9.3,0,11.6,113,702,6.2,6,,art-thompkins-1
175,Marcus Williams Jr.*,Appalachian State,Sun Belt,12,122,561,4.6,4,46.8,5,84,16.8,1,7.0,127,645,5.1,5,,marcus-williams-12
176,D'Vonte Price*,Florida International,CUSA,13,90,560,6.2,5,43.1,15,116,7.7,0,8.9,105,676,6.4,5,,dvonte-price-1
177,James Williams*,Washington State,Pac-12,13,122,560,4.6,12,43.1,83,613,7.4,4,47.2,205,1173,5.7,16,,james-williams-13
178,Van Edwards Jr.,Akron,MAC,11,147,558,3.8,3,50.7,13,105,8.1,1,9.5,160,663,4.1,4,,van-edwards-jr-1
179,Tyler Nevens,San Jose State,MWC,9,136,554,4.1,4,61.6,12,85,7.1,0,9.4,148,639,4.3,4,,tyler-nevens-1
180,Tony Pollard*,Memphis,American,14,78,552,7.1,6,39.4,39,458,11.7,3,32.7,117,1010,8.6,9,,tony-pollard-1
181,Isiah Pacheco,Rutgers,Big Ten,12,111,551,5.0,3,45.9,2,11,5.5,0,0.9,113,562,5.0,3,,isaih-pacheco-1
182,Tra Barnett,Georgia State,Sun Belt,11,109,551,5.1,7,50.1,14,70,5.0,0,6.4,123,621,5.0,7,,tra-barnett-1
183,Adam Choice*,Clemson,ACC,15,77,548,7.1,7,36.5,1,3,3.0,0,0.2,78,551,7.1,7,,adam-choice-1
184,Lyn-J Dixon*,Clemson,ACC,13,62,547,8.8,5,42.1,1,41,41.0,0,3.2,63,588,9.3,5,,lyn-j-dixon-1
185,Terry Wilson*,Kentucky,SEC,13,135,547,4.1,4,42.1,1,-6,-6.0,0,-0.5,136,541,4.0,4,,terry-wilson-3
186,Taiwan Deal*,Wisconsin,Big Ten,12,82,545,6.6,6,45.4,2,10,5.0,0,0.8,84,555,6.6,6,,taiwan-deal-1
187,Markell Jones*,Purdue,Big Ten,13,108,537,5.0,5,41.3,17,119,7.0,1,9.2,125,656,5.2,6,,markell-jones-1
188,Marcus Childers*,Northern Illinois,MAC,14,194,531,2.7,6,37.9,1,5,5.0,0,0.4,195,536,2.7,6,,marcus-childers-1
