Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
496,Shocky Jacques-Louis*,Pitt,ACC,14,25,259,10.4,1,18.5,9,32,3.6,0,2.3,34,291,8.6,1,,shocky-jacques-louis-1
497,Chris Tyree*,Notre Dame,Ind,12,24,258,10.8,2,21.5,56,222,4.0,1,18.5,80,480,6.0,3,,chris-tyree-1
498,Blair Conwright,TCU,Big 12,11,14,257,18.4,2,23.4,0,0,,0,0.0,14,257,18.4,2,,blair-conwright-1
499,John Mitchell,Florida Atlantic,CUSA,12,19,257,13.5,4,21.4,0,0,,0,0.0,19,257,13.5,4,,john-mitchell-1
500,Rashod Owens*,Oklahoma State,Big 12,10,17,257,15.1,1,25.7,0,0,,0,0.0,17,257,15.1,1,,rashod-owens-1
501,Samuel Emilus,Louisiana Tech,CUSA,8,17,257,15.1,3,32.1,0,0,,0,0.0,17,257,15.1,3,,samuel-emilus-1
502,Zion Bowens,Hawaii,MWC,13,12,257,21.4,1,19.8,0,0,,0,0.0,12,257,21.4,1,,zion-bowens-1
503,Daylen Baldwin*,Michigan,Big Ten,14,17,256,15.1,2,18.3,0,0,,0,0.0,17,256,15.1,2,,daylen-baldwin-1
504,Jahleel Billingsley*,Alabama,SEC,15,17,256,15.1,3,17.1,0,0,,0,0.0,17,256,15.1,3,,jahleel-billingsley-1
505,Mataeo Durant,Duke,ACC,12,27,256,9.5,2,21.3,255,1241,4.9,9,103.4,282,1497,5.3,11,,mataeo-durant-1
506,Shadrick Byrd,Charlotte,CUSA,12,21,256,12.2,2,21.3,132,583,4.4,3,48.6,153,839,5.5,5,,shadrick-byrd-1
507,Ja'khi Douglas,Florida State,ACC,12,14,255,18.2,1,21.3,7,6,0.9,0,0.5,21,261,12.4,1,,jakhi-douglas-1
508,Jalen Preston,Texas A&M,SEC,12,17,255,15.0,2,21.3,0,0,,0,0.0,17,255,15.0,2,,jalen-preston-1
509,Javian Hester*,Missouri,SEC,14,15,255,17.0,2,18.2,0,0,,0,0.0,15,255,17.0,2,,javian-hester-1
510,Kazmeir Allen,UCLA,Pac-12,12,17,255,15.0,4,21.3,8,93,11.6,1,7.8,25,348,13.9,5,,kazmeir-allen-1
511,Sean Tucker,Syracuse,ACC,12,20,255,12.8,2,21.3,246,1496,6.1,12,124.7,266,1751,6.6,14,,sean-tucker-2
512,Jayden Harrison*,Marshall,CUSA,13,23,254,11.0,2,19.5,0,0,,0,0.0,23,254,11.0,2,,jayden-harrison-1
513,Keaton Mitchell,East Carolina,American,12,22,253,11.5,1,21.1,174,1132,6.5,9,94.3,196,1385,7.1,10,,keaton-mitchell-1
514,De'Vion Warren*,Arkansas,SEC,13,16,252,15.8,0,19.4,5,42,8.4,0,3.2,21,294,14.0,0,,devion-warren-1
515,Kyle Ford,USC,Pac-12,8,19,252,13.3,2,31.5,0,0,,0,0.0,19,252,13.3,2,,kyle-ford-1
516,Rara Thomas*,Mississippi State,SEC,10,18,252,14.0,5,25.2,0,0,,0,0.0,18,252,14.0,5,,rara-thomas-1
517,Aubry Payne*,Georgia State,Sun Belt,12,25,251,10.0,7,20.9,1,0,0.0,0,0.0,26,251,9.7,7,,aubry-payne-1
518,Micah Bernard*,Utah,Pac-12,14,26,251,9.7,2,17.9,87,523,6.0,2,37.4,113,774,6.8,4,,micah-bernard-1
519,Cade Otton,Washington,Pac-12,8,28,250,8.9,1,31.3,0,0,,0,0.0,28,250,8.9,1,,cade-otton-1
520,Jaden Bray*,Oklahoma State,Big 12,11,13,250,19.2,2,22.7,0,0,,0,0.0,13,250,19.2,2,,jaden-bray-1
521,Damien Alford,Syracuse,ACC,12,13,249,19.2,2,20.8,0,0,,0,0.0,13,249,19.2,2,,damien-alford-1
522,Raheem Blackshear*,Virginia Tech,ACC,13,25,249,10.0,1,19.2,133,765,5.8,6,58.8,158,1014,6.4,7,,raheem-blackshear-1
523,Andrel Anthony*,Michigan,Big Ten,12,12,248,20.7,3,20.7,1,6,6.0,0,0.5,13,254,19.5,3,,andrel-anthony-1
524,Solomon Enis*,Utah,Pac-12,11,22,248,11.3,1,22.5,0,0,,0,0.0,22,248,11.3,1,,solomon-enis-1
525,Christian Forde*,Mississippi State,SEC,8,19,247,13.0,0,30.9,0,0,,0,0.0,19,247,13.0,0,,christian-forde-1
526,Kam Brown,UCLA,Pac-12,12,17,247,14.5,2,20.6,0,0,,0,0.0,17,247,14.5,2,,kam-brown-1
527,Rivaldo Fairweather,Florida International,CUSA,9,16,247,15.4,1,27.4,0,0,,0,0.0,16,247,15.4,1,,rivaldo-fairweather-1
528,Tyler Goodson*,Iowa,Big Ten,13,31,247,8.0,1,19.0,256,1151,4.5,6,88.5,287,1398,4.9,7,,tyler-goodson-1
529,Trent Pennix,North Carolina State,ACC,12,17,246,14.5,3,20.5,3,48,16.0,0,4.0,20,294,14.7,3,,trent-pennix-1
530,Josh Cobbs*,Wyoming,MWC,11,25,245,9.8,1,22.3,1,0,0.0,0,0.0,26,245,9.4,1,,josh-cobbs-1
531,Aron Cruickshank*,Rutgers,Big Ten,7,20,244,12.2,2,34.9,6,30,5.0,0,4.3,26,274,10.5,2,,aron-cruickshank-1
532,Dannis Jackson*,Ole Miss,SEC,11,12,244,20.3,2,22.2,0,0,,0,0.0,12,244,20.3,2,,dannis-jackson-1
533,Taron Keith,Bowling Green,MAC,12,26,244,9.4,1,20.3,34,91,2.7,0,7.6,60,335,5.6,1,,taron-keith-1
534,Camren McDonald,Florida State,ACC,12,24,243,10.1,2,20.3,0,2,,0,0.2,24,245,10.2,2,,camren-mcdonald-1
535,Christian Wells*,Appalachian State,Sun Belt,14,12,243,20.3,2,17.4,0,0,,0,0.0,12,243,20.3,2,,christian-wells-1
536,Emery Simmons*,North Carolina,ACC,8,11,243,22.1,1,30.4,0,0,,0,0.0,11,243,22.1,1,,emery-simmons-1
537,Kenny McIntosh*,Georgia,SEC,14,22,242,11.0,2,17.3,58,328,5.7,3,23.4,80,570,7.1,5,,kenny-mcintosh-1
538,Brycen Tremayne,Stanford,Pac-12,5,19,240,12.6,5,48.0,0,0,,0,0.0,19,240,12.6,5,,brycen-tremayne-1
539,Ricky Person Jr.,North Carolina State,ACC,12,28,240,8.6,2,20.0,135,636,4.7,5,53.0,163,876,5.4,7,,ricky-person-jr-1
540,Ron Cook Jr.,Buffalo,MAC,12,24,240,10.0,1,20.0,88,438,5.0,3,36.5,112,678,6.1,4,,ron-cook-jr-1
541,Jakarius Caston,Southern Mississippi,CUSA,12,16,239,14.9,1,19.9,3,-9,-3.0,0,-0.8,19,230,12.1,1,,jakarius-caston-1
542,Traeshon Holden*,Alabama,SEC,15,21,239,11.4,1,15.9,0,0,,0,0.0,21,239,11.4,1,,traeshon-holden-1
543,Cole Harrity,New Mexico State,Ind,10,30,238,7.9,1,23.8,0,0,,0,0.0,30,238,7.9,1,,cole-harrity-1
544,Nikko Remigio,California,Pac-12,11,38,238,6.3,2,21.6,7,57,8.1,0,5.2,45,295,6.6,2,,nikko-remigio-1
545,Daniel Arias,Colorado,Pac-12,12,19,237,12.5,1,19.8,2,1,0.5,0,0.1,21,238,11.3,1,,daniel-arias-1
546,CJ Windham*,Middle Tennessee State,CUSA,12,26,236,9.1,2,19.7,0,0,,0,0.0,26,236,9.1,2,,cj-windham-1
547,Zeriah Beason*,Oregon State,Pac-12,13,20,236,11.8,1,18.2,0,0,,0,0.0,20,236,11.8,1,,zeriah-beason-1
548,Demond Demas,Texas A&M,SEC,9,15,235,15.7,1,26.1,0,0,,0,0.0,15,235,15.7,1,,demond-demas-1
549,Boobie Curry,Arizona,Pac-12,12,21,233,11.1,3,19.4,0,0,,0,0.0,21,233,11.1,3,,boobie-curry-1
550,Eli Pancol,Duke,ACC,12,17,233,13.7,1,19.4,0,0,,0,0.0,17,233,13.7,1,,eli-pancol-1
551,Oscar Cardenas*,UTSA,CUSA,14,16,233,14.6,2,16.6,0,0,,0,0.0,16,233,14.6,2,,oscar-cardenas-1
552,Xazavian Valladay*,Wyoming,MWC,13,23,233,10.1,0,17.9,209,1070,5.1,6,82.3,232,1303,5.6,6,,xazavian-valladay-1
553,Aaron Turner,Connecticut,Ind,12,33,232,7.0,0,19.3,1,22,22.0,0,1.8,34,254,7.5,0,,aaron-turner-2
554,Tyjon Lindsey*,Oregon State,Pac-12,10,16,232,14.5,3,23.2,5,17,3.4,1,1.7,21,249,11.9,4,,tyjon-lindsey-1
555,Danzel Mckinley-Lewis*,Toledo,MAC,13,16,230,14.4,2,17.7,0,0,,0,0.0,16,230,14.4,2,,danzel-mckinley-lewis-1
556,Eric Gray*,Oklahoma,Big 12,13,23,229,10.0,2,17.6,78,412,5.3,2,31.7,101,641,6.3,4,,eric-gray-2
557,Landry Weber*,Kansas State,Big 12,13,16,228,14.3,1,17.5,0,0,,0,0.0,16,228,14.3,1,,landry-weber-1
558,Keith Pearson Jr.,Charlotte,CUSA,12,13,227,17.5,3,18.9,3,18,6.0,0,1.5,16,245,15.3,3,,keith-pearson-jr-1
559,Jalen Virgil*,Appalachian State,Sun Belt,12,15,226,15.1,1,18.8,2,-1,-0.5,0,-0.1,17,225,13.2,1,,jalen-virgil-1
560,Jalin Hyatt*,Tennessee,SEC,13,21,226,10.8,2,17.4,1,10,10.0,0,0.8,22,236,10.7,2,,jalin-hyatt-1
561,Johnny Richardson*,UCF,American,13,25,226,9.0,1,17.4,104,733,7.0,3,56.4,129,959,7.4,4,,johnny-richardson-4
562,Brenton Strange*,Penn State,Big Ten,13,20,225,11.3,3,17.3,0,0,,0,0.0,20,225,11.3,3,,brenton-strange-1
563,Jaylen Warren*,Oklahoma State,Big 12,14,25,225,9.0,0,16.1,256,1216,4.8,11,86.9,281,1441,5.1,11,,jaylen-warren-1
564,Jeshaun Jones*,Maryland,Big Ten,6,18,224,12.4,0,37.3,0,0,,0,0.0,18,224,12.4,0,,jeshaun-jones-1
565,Luke Wysong,New Mexico,MWC,11,24,224,9.3,0,20.4,25,112,4.5,0,10.2,49,336,6.9,0,,luke-wysong-1
566,Phat Watts,Tulane,American,12,18,224,12.4,2,18.7,0,0,,0,0.0,18,224,12.4,2,,phat-watts-1
567,Levi Falck,Nebraska,Big Ten,12,18,223,12.4,1,18.6,1,18,18.0,0,1.5,19,241,12.7,1,,levi-falck-1
568,Zyell Griffin,Nevada-Las Vegas,MWC,9,11,223,20.3,2,24.8,0,0,,0,0.0,11,223,20.3,2,,zyell-griffin-1
569,Anthony Queeley,Syracuse,ACC,12,15,222,14.8,2,18.5,0,0,,0,0.0,15,222,14.8,2,,anthony-queeley-1
570,Devin Culp,Washington,Pac-12,12,20,222,11.1,1,18.5,0,0,,0,0.0,20,222,11.1,1,,devin-culp-1
571,Nick Muse*,South Carolina,SEC,13,20,222,11.1,2,17.1,0,0,,0,0.0,20,222,11.1,2,,nick-muse-1
572,Dacari Collins*,Clemson,ACC,9,16,221,13.8,0,24.6,0,0,,0,0.0,16,221,13.8,0,,dacari-collins-1
573,Dakereon Joyner*,South Carolina,SEC,13,24,221,9.2,1,17.0,18,77,4.3,0,5.9,42,298,7.1,1,,dakereon-joyner-1
574,Micah Davis*,Air Force,MWC,8,10,221,22.1,2,27.6,47,360,7.7,4,45.0,57,581,10.2,6,,micah-davis-1
575,Craig Burt Jr.*,Western Kentucky,CUSA,14,13,220,16.9,1,15.7,0,0,,0,0.0,13,220,16.9,1,,craig-burt-jr-1
576,Jamire Calvin*,Mississippi State,SEC,13,29,220,7.6,3,16.9,0,0,,0,0.0,29,220,7.6,3,,jamire-calvin-1
577,Jerome Ford*,Cincinnati,American,13,21,220,10.5,1,16.9,214,1319,6.2,19,101.5,235,1539,6.5,20,,jerome-ford-1
578,Kamari Morales*,North Carolina,ACC,13,24,220,9.2,5,16.9,0,0,,0,0.0,24,220,9.2,5,,kamari-morales-1
579,Princeton Fant*,Tennessee,SEC,13,16,220,13.8,1,16.9,0,0,,0,0.0,16,220,13.8,1,,princeton-fant-1
580,Mychal Cooper,Navy,American,12,11,219,19.9,2,18.3,0,0,,0,0.0,11,219,19.9,2,,mychal-cooper-1
581,Jerrion Ealy*,Ole Miss,SEC,12,32,218,6.8,2,18.2,133,768,5.8,5,64.0,165,986,6.0,7,,jerrion-ealy-1
582,Jevin Frett,Louisiana-Monroe,Sun Belt,11,12,218,18.2,1,19.8,1,-3,-3.0,0,-0.3,13,215,16.5,1,,jevin-frett-1
583,Lincoln Sefcik,South Alabama,Sun Belt,12,32,218,6.8,5,18.2,0,0,,0,0.0,32,218,6.8,5,,lincoln-sefcik-1
584,Omarion Dollison,South Florida,American,12,27,218,8.1,0,18.2,2,-2,-1.0,0,-0.2,29,216,7.4,0,,omarion-dollison-1
585,Leddie Brown*,West Virginia,Big 12,12,36,217,6.0,1,18.1,223,1065,4.8,13,88.8,259,1282,4.9,14,,leddie-brown-1
586,Malik Davis*,Florida,SEC,12,23,217,9.4,2,18.1,92,487,5.3,5,40.6,115,704,6.1,7,,malik-davis-1
587,Ryan Luehrman,Ohio,MAC,12,20,217,10.9,0,18.1,0,0,,0,0.0,20,217,10.9,0,,ryan-luehrman-1
588,Tray Pettway,Massachusetts,Ind,12,17,217,12.8,0,18.1,1,0,0.0,0,0.0,18,217,12.1,0,,tray-pettway-1
589,Dameon Pierce*,Florida,SEC,13,19,216,11.4,3,16.6,100,574,5.7,13,44.2,119,790,6.6,16,,dameon-pierce-1
590,Ty Chandler*,North Carolina,ACC,13,15,216,14.4,1,16.6,182,1092,6.0,13,84.0,197,1308,6.6,14,,ty-chandler-1
591,Errol Rogers Jr.*,Louisiana,Sun Belt,12,26,215,8.3,0,17.9,0,0,,0,0.0,26,215,8.3,0,,errol-rogers-jr-1
592,Teagan Quitoriano*,Oregon State,Pac-12,13,19,214,11.3,3,16.5,0,0,,0,0.0,19,214,11.3,3,,teagan-quitoriano-1
593,Cyrus Habibi-Likio,Boise State,MWC,11,23,213,9.3,0,19.4,107,374,3.5,2,34.0,130,587,4.5,2,,cyrus-habibi-likio-1
594,Jaden Williams,Boston College,ACC,12,19,213,11.2,3,17.8,0,0,,0,0.0,19,213,11.2,3,,jaden-williams-1
595,Theo Johnson*,Penn State,Big Ten,13,19,213,11.2,1,16.4,0,0,,0,0.0,19,213,11.2,1,,theo-johnson-1
596,Tyrell Shavers*,San Diego State,MWC,13,18,213,11.8,2,16.4,0,0,,0,0.0,18,213,11.8,2,,tyrell-shavers-1
597,Ty Jones*,Fresno State,MWC,13,19,211,11.1,1,16.2,0,0,,0,0.0,19,211,11.1,1,,ty-jones-4
598,Caleb Chapman,Texas A&M,SEC,6,13,210,16.2,0,35.0,0,0,,0,0.0,13,210,16.2,0,,caleb-chapman-2
599,Trent Whittemore*,Florida,SEC,11,19,210,11.1,1,19.1,0,0,,0,0.0,19,210,11.1,1,,trent-whittemore-1
600,Arland Bruce IV*,Iowa,Big Ten,14,25,209,8.4,1,14.9,10,65,6.5,3,4.6,35,274,7.8,4,,arland-bruce-iv-1
601,Roderick Daniels Jr.,SMU,American,12,17,209,12.3,1,17.4,0,0,,0,0.0,17,209,12.3,1,,roderick-daniels-jr-1
602,Troy Franklin*,Oregon,Pac-12,14,18,209,11.6,2,14.9,0,0,,0,0.0,18,209,11.6,2,,troy-franklin-2
603,Corey Dyches*,Maryland,Big Ten,13,19,208,10.9,4,16.0,0,0,,0,0.0,19,208,10.9,4,,corey-dyches-1
604,Davis Allen*,Clemson,ACC,13,28,208,7.4,3,16.0,0,0,,0,0.0,28,208,7.4,3,,davis-allen-1
605,Jadon Thompson*,Cincinnati,American,12,14,208,14.9,0,17.3,0,0,,0,0.0,14,208,14.9,0,,jadon-thompson-1
606,Kevin Davis*,Miami (OH),MAC,13,23,208,9.0,2,16.0,62,331,5.3,3,25.5,85,539,6.3,5,,kevin-davis-8
607,Thomaz Whitford,New Mexico State,Ind,11,19,206,10.8,2,18.7,0,0,,0,0.0,19,206,10.8,2,,thomaz-whitford-1
608,Reynaldo Flores*,UTEP,CUSA,12,13,204,15.7,0,17.0,32,130,4.1,0,10.8,45,334,7.4,0,,reynaldo-flores-1
609,Bryce Kirtz,Northwestern,Big Ten,5,19,203,10.7,0,40.6,1,4,4.0,0,0.8,20,207,10.4,0,,bryce-kirtz-1
610,Chance Luper*,Missouri,SEC,8,21,203,9.7,1,25.4,1,2,2.0,0,0.3,22,205,9.3,1,,chance-luper-1
611,Melquise Stovall*,Pitt,ACC,10,16,203,12.7,1,20.3,1,7,7.0,0,0.7,17,210,12.4,1,,melquise-stovall-1
612,Charles Williams,Nevada-Las Vegas,MWC,12,13,202,15.5,0,16.8,254,1261,5.0,15,105.1,267,1463,5.5,15,,charles-williams-8
613,Daniel Barker,Illinois,Big Ten,12,18,202,11.2,4,16.8,3,18,6.0,1,1.5,21,220,10.5,5,,daniel-barker-1
614,Marcus Williams Jr.,Louisiana Tech,CUSA,12,20,202,10.1,1,16.8,194,787,4.1,8,65.6,214,989,4.6,9,,marcus-williams-12
615,Shedro Louis*,Liberty,Ind,13,18,202,11.2,2,15.5,79,446,5.6,4,34.3,97,648,6.7,6,,shedro-louis-1
616,Zaquandre White*,South Carolina,SEC,12,19,202,10.6,3,16.8,88,583,6.6,2,48.6,107,785,7.3,5,,zaquandre-white-1
617,Bryce Mitchell*,Toledo,MAC,8,15,201,13.4,2,25.1,1,12,12.0,0,1.5,16,213,13.3,2,,bryce-mitchell-1
618,CJ Lewis,Boston College,ACC,8,13,201,15.5,0,25.1,0,0,,0,0.0,13,201,15.5,0,,cj-lewis-2
619,John Rhys Plumlee*,Ole Miss,SEC,13,19,201,10.6,0,15.5,9,72,8.0,0,5.5,28,273,9.8,0,,john-rhys-plumlee-1
620,Cavon Croom,Bowling Green,MAC,12,18,200,11.1,0,16.7,0,0,,0,0.0,18,200,11.1,0,,cavon-croom-1
621,Dallin Holker*,BYU,Ind,13,14,200,14.3,1,15.4,1,15,15.0,0,1.2,15,215,14.3,1,,dallin-holker-1
622,Jermaine Brown Jr.*,UAB,CUSA,13,23,200,8.7,0,15.4,123,631,5.1,7,48.5,146,831,5.7,7,,jermaine-brown-jr-1
623,T.J. Chase,Florida Atlantic,CUSA,12,14,200,14.3,2,16.7,0,0,,0,0.0,14,200,14.3,2,,tj-chase-1
624,Trey Lowe*,Oregon State,Pac-12,13,23,200,8.7,0,15.4,56,359,6.4,1,27.6,79,559,7.1,1,,trey-lowe-1
625,Brashard Smith,Miami (FL),ACC,12,14,199,14.2,2,16.6,6,23,3.8,0,1.9,20,222,11.1,2,,brashard-smith-1
626,Devaughn Cooper,Syracuse,ACC,11,21,199,9.5,0,18.1,0,0,,0,0.0,21,199,9.5,0,,devaughn-cooper-1
627,Mookie Cooper*,Missouri,SEC,10,18,199,11.1,1,19.9,8,13,1.6,0,1.3,26,212,8.2,1,,mookie-cooper-1
628,Tyler Allgeier*,BYU,Ind,13,28,199,7.1,0,15.3,276,1606,5.8,23,123.5,304,1805,5.9,23,,tyler-allgeier-1
629,Cameron Carroll,Tulane,American,12,17,198,11.6,3,16.5,111,516,4.6,3,43.0,128,714,5.6,6,,cameron-carroll-1
630,Malikhi Miller,San Jose State,MWC,10,9,198,22.0,2,19.8,0,1,,0,0.1,9,199,22.1,2,,malikhi-miller-1
631,Mason Tharp*,Texas Tech,Big 12,12,14,198,14.1,1,16.5,0,0,,0,0.0,14,198,14.1,1,,mason-tharp-1
632,Israel Abanikanda*,Pitt,ACC,13,24,197,8.2,1,15.2,123,651,5.3,7,50.1,147,848,5.8,8,,israel-abanikanda-1
633,Jaylon Redd*,Oregon,Pac-12,10,13,197,15.2,2,19.7,4,31,7.8,0,3.1,17,228,13.4,2,,jaylon-redd-1
634,Jordan Kerley,SMU,American,9,12,197,16.4,4,21.9,0,0,,0,0.0,12,197,16.4,4,,jordan-kerley-1
635,Marcus Fleming*,Maryland,Big Ten,7,18,197,10.9,1,28.1,0,0,,0,0.0,18,197,10.9,1,,marcus-fleming-1
636,Mycah Pittman*,Oregon,Pac-12,10,12,197,16.4,0,19.7,0,0,,0,0.0,12,197,16.4,0,,mycah-pittman-1
637,Rahmir Johnson,Nebraska,Big Ten,10,16,197,12.3,2,19.7,112,495,4.4,4,49.5,128,692,5.4,6,,rahmir-johnson-1
638,Zach Charbonnet,UCLA,Pac-12,12,24,197,8.2,0,16.4,203,1137,5.6,13,94.8,227,1334,5.9,13,,zach-charbonnet-1
639,D'ionte Smith*,Missouri,SEC,14,8,195,24.4,1,13.9,2,4,2.0,1,0.3,10,199,19.9,2,,dionte-smith-1
640,Izayah Cummings*,Kentucky,SEC,13,14,195,13.9,3,15.0,0,0,,0,0.0,14,195,13.9,3,,izayah-cummings-1
641,Adam Jones,Arkansas State,Sun Belt,10,14,194,13.9,1,19.4,0,0,,0,0.0,14,194,13.9,1,,adam-jones-2
642,Kearis Jackson*,Georgia,SEC,15,16,194,12.1,1,12.9,1,37,37.0,0,2.5,17,231,13.6,1,,kearis-jackson-1
643,Terrance Dixon*,Georgia State,Sun Belt,13,20,194,9.7,1,14.9,3,15,5.0,0,1.2,23,209,9.1,1,,terrance-dixon-1
644,Trace Bruckler,New Mexico,MWC,11,15,194,12.9,3,17.6,0,0,,0,0.0,15,194,12.9,3,,trace-bruckler-1
645,Emmanual Stevenson,Arkansas State,Sun Belt,10,22,193,8.8,2,19.3,0,0,,0,0.0,22,193,8.8,2,,emmanual-stevenson-1
646,Alec Holler*,UCF,American,13,19,192,10.1,3,14.8,0,0,,0,0.0,19,192,10.1,3,,alec-holler-1
647,Hayden Pittman*,UAB,CUSA,13,22,192,8.7,1,14.8,0,0,,0,0.0,22,192,8.7,1,,hayden-pittman-1
648,Ja'Corey Brooks*,Alabama,SEC,15,15,192,12.8,2,12.8,0,0,,0,0.0,15,192,12.8,2,,jacorey-brooks-1
649,Joey Hobert*,Washington State,Pac-12,13,15,192,12.8,1,14.8,0,0,,0,0.0,15,192,12.8,1,,joey-hobert-1
650,Drake Stoops*,Oklahoma,Big 12,10,16,191,11.9,2,19.1,0,0,,0,0.0,16,191,11.9,2,,drake-stoops-1
651,Emeka Egbuka*,Ohio State,Big Ten,10,9,191,21.2,0,19.1,0,0,,0,0.0,9,191,21.2,0,,emeka-egbuka-1
652,Isaac Rex*,BYU,Ind,12,18,191,10.6,3,15.9,0,0,,0,0.0,18,191,10.6,3,,isaac-rex-1
653,Jalen Williams*,Louisiana,Sun Belt,12,13,191,14.7,1,15.9,0,0,,0,0.0,13,191,14.7,1,,jalen-williams-7
654,Christopher Toudle,North Carolina State,ACC,12,19,190,10.0,4,15.8,0,0,,0,0.0,19,190,10.0,4,,christopher-toudle-1
655,Malik McClain,Florida State,ACC,12,16,190,11.9,2,15.8,0,0,,0,0.0,16,190,11.9,2,,malik-mcclain-1
656,Shane Calhoun,East Carolina,American,12,18,190,10.6,2,15.8,0,0,,0,0.0,18,190,10.6,2,,shane-calhoun-1
657,Isaiah Spiller,Texas A&M,SEC,12,25,189,7.6,1,15.8,179,1011,5.6,6,84.3,204,1200,5.9,7,,isaiah-spiller-1
658,Justin Rigg*,Kentucky,SEC,13,20,189,9.5,4,14.5,0,0,,0,0.0,20,189,9.5,4,,justin-rigg-1
659,Noah Frith*,Liberty,Ind,12,16,189,11.8,2,15.8,0,0,,0,0.0,16,189,11.8,2,,noah-frith-1
660,Jaylen Erwin*,Houston,American,14,14,188,13.4,1,13.4,0,0,,0,0.0,14,188,13.4,1,,jaylen-erwin-1
661,Andre Johnson*,Arizona State,Pac-12,9,12,186,15.5,1,20.7,0,0,,0,0.0,12,186,15.5,1,,andre-johnson-4
662,Deion Smith*,LSU,SEC,6,11,186,16.9,2,31.0,0,0,,0,0.0,11,186,16.9,2,,deion-smith-2
663,Eric Collins,Massachusetts,Ind,12,13,186,14.3,1,15.5,4,13,3.3,0,1.1,17,199,11.7,1,,eric-collins-2
664,Jordan Smith,Temple,American,12,18,186,10.3,0,15.5,1,18,18.0,0,1.5,19,204,10.7,0,,jordan-smith-7
665,Anthony Gould*,Oregon State,Pac-12,13,13,185,14.2,1,14.2,5,50,10.0,1,3.8,18,235,13.1,2,,anthony-gould-1
666,Blake Whiteheart*,Wake Forest,ACC,14,15,185,12.3,3,13.2,0,0,,0,0.0,15,185,12.3,3,,blake-whiteheart-1
667,Demarcus Jones,Southern Mississippi,CUSA,11,22,185,8.4,2,16.8,24,179,7.5,0,16.3,46,364,7.9,2,,demarcus-jones-4
668,Jadan Blue,Temple,American,8,30,185,6.2,1,23.1,2,3,1.5,0,0.4,32,188,5.9,1,,jadan-blue-1
669,Michael Wilson,Stanford,Pac-12,4,19,185,9.7,0,46.3,0,0,,0,0.0,19,185,9.7,0,,michael-wilson-3
670,Treshaun Ward,Florida State,ACC,12,21,185,8.8,1,15.4,81,515,6.4,4,42.9,102,700,6.9,5,,treshaun-ward-1
671,Cade Brewer,Texas,Big 12,12,22,184,8.4,3,15.3,1,2,2.0,0,0.2,23,186,8.1,3,,cade-brewer-1
672,Erik Brooks*,Fresno State,MWC,13,17,184,10.8,2,14.2,0,0,,0,0.0,17,184,10.8,2,,erik-brooks-1
673,Garrett Walston*,North Carolina,ACC,13,18,184,10.2,2,14.2,1,18,18.0,0,1.4,19,202,10.6,2,,garrett-walston-1
674,Sharod Johnson,Syracuse,ACC,12,14,184,13.1,0,15.3,0,0,,0,0.0,14,184,13.1,0,,sharod-johnson-1
675,Sincere McCormick*,UTSA,CUSA,14,22,184,8.4,0,13.1,298,1479,5.0,15,105.6,320,1663,5.2,15,,sincere-mccormick-1
676,Tank Bigsby*,Auburn,SEC,13,21,184,8.8,0,14.2,224,1102,4.9,10,84.8,245,1286,5.2,10,,tank-bigsby-1
677,Blake Kern*,Arkansas,SEC,13,15,183,12.2,2,14.1,0,0,,0,0.0,15,183,12.2,2,,blake-kern-1
678,Brandon Sanders*,Rutgers,Big Ten,10,16,183,11.4,1,18.3,3,12,4.0,0,1.2,19,195,10.3,1,,brandon-sanders-5
679,Jacolby George,Miami (FL),ACC,9,7,183,26.1,1,20.3,1,-7,-7.0,0,-0.8,8,176,22.0,1,,jacolby-george-1
680,Grayson Gunter,Southern Mississippi,CUSA,12,15,182,12.1,1,15.2,0,0,,0,0.0,15,182,12.1,1,,grayson-gunter-1
681,Jalen Brooks*,South Carolina,SEC,6,14,181,12.9,1,30.2,0,0,,0,0.0,14,181,12.9,1,,jalen-brooks-2
682,Juwuan Price,New Mexico State,Ind,12,26,181,7.0,0,15.1,135,692,5.1,10,57.7,161,873,5.4,10,,juwuan-price-1
683,Logan Wright,Georgia Southern,Sun Belt,12,17,180,10.6,0,15.0,150,793,5.3,8,66.1,167,973,5.8,8,,logan-wright-2
684,Gabriel Rogers,Memphis,American,9,15,179,11.9,1,19.9,6,32,5.3,0,3.6,21,211,10.0,1,,gabriel-rogers-1
685,Isaiah Washington*,Rutgers,Big Ten,12,19,179,9.4,0,14.9,1,-5,-5.0,0,-0.4,20,174,8.7,0,,isaiah-washington-2
686,Jacob Warren*,Tennessee,SEC,13,18,179,9.9,3,13.8,0,0,,0,0.0,18,179,9.9,3,,jacob-warren-1
687,Will Wallace,Tulane,American,11,14,179,12.8,3,16.3,0,0,,0,0.0,14,179,12.8,3,,will-wallace-2
688,Nay'quan Wright*,Florida,SEC,12,14,178,12.7,1,14.8,76,326,4.3,1,27.2,90,504,5.6,2,,nayquan-wright-1
689,Brayden Willis*,Oklahoma,Big 12,13,15,177,11.8,2,13.6,0,0,,0,0.0,15,177,11.8,2,,brayden-willis-1
690,Dominic Lovett*,Missouri,SEC,14,28,177,6.3,0,12.6,4,40,10.0,1,2.9,32,217,6.8,1,,dominic-lovett-1
