Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
13,Jamari Thrash,Georgia State,Sun Belt,12,61,1122,18.4,7,93.5,2,5,2.5,0,0.4,63,1127,17.9,7,,jamari-thrash-1
14,Dorian Singer,Arizona,Pac-12,12,66,1105,16.7,6,92.1,0,0,,0,0.0,66,1105,16.7,6,,dorian-singer-1
15,Jalen McMillan*,Washington,Pac-12,13,79,1098,13.9,9,84.5,1,2,2.0,0,0.2,80,1100,13.8,9,,jalen-mcmillan-1
16,A.T. Perry*,Wake Forest,ACC,13,81,1096,13.5,11,84.3,0,0,,0,0.0,81,1096,13.5,11,,at-perry-1
17,Jalen Cropper*,Fresno State,MWC,14,83,1086,13.1,5,77.6,7,19,2.7,0,1.4,90,1105,12.3,5,,jalen-cropper-1
18,Isaiah Winstead*,East Carolina,American,13,88,1085,12.3,6,83.5,0,0,,0,0.0,88,1085,12.3,6,,isaiah-winstead-1
19,Marvin Mims*,Oklahoma,Big 12,13,54,1083,20.1,6,83.3,2,3,1.5,0,0.2,56,1086,19.4,6,,marvin-mims-1
20,Zay Flowers,Boston College,ACC,12,78,1077,13.8,12,89.8,12,40,3.3,0,3.3,90,1117,12.4,12,,zay-flowers-1
21,Elijah Cooks*,San Jose State,MWC,12,69,1076,15.6,10,89.7,0,0,,0,0.0,69,1076,15.6,10,,elijah-cooks-1
22,Quentin Johnston*,Texas Christian,Big 12,14,60,1069,17.8,6,76.4,3,-7,-2.3,0,-0.5,63,1062,16.9,6,,quentin-johnston-1
23,Jared Wayne*,Pitt,ACC,12,60,1063,17.7,5,88.6,0,0,,0,0.0,60,1063,17.7,5,,jared-wayne-1
24,Trey Palmer,Nebraska,Big Ten,12,71,1043,14.7,9,86.9,5,75,15.0,0,6.3,76,1118,14.7,9,,trey-palmer-1
25,Tyrin Smith,UTEP,CUSA,12,71,1039,14.6,7,86.6,5,36,7.2,0,3.0,76,1075,14.1,7,,tyrin-smith-1
26,Jacob Cowing,Arizona,Pac-12,12,85,1034,12.2,7,86.2,3,1,0.3,0,0.1,88,1035,11.8,7,,jacob-cowing-1
27,Tyler Hudson*,Louisville,ACC,12,69,1034,15.0,2,86.2,0,0,,0,0.0,69,1034,15.0,2,,tyler-hudson-1
28,Josh Downs*,North Carolina,ACC,11,94,1029,10.9,11,93.5,0,0,,0,0.0,94,1029,10.9,11,,josh-downs-2
29,Malik Nabers*,LSU,SEC,14,72,1017,14.1,3,72.6,1,5,5.0,0,0.4,73,1022,14.0,3,,malik-nabers-1
30,C.J. Johnson*,East Carolina,American,13,67,1016,15.2,10,78.2,0,0,,0,0.0,67,1016,15.2,10,,cj-johnson-6
31,Kris Thornton,James Madison,Sun Belt,11,59,1015,17.2,7,92.3,4,27,6.8,0,2.5,63,1042,16.5,7,,kris-thornton-1
32,Sam Pinckney*,Coastal Carolina,Sun Belt,13,71,996,14.0,3,76.6,0,0,,0,0.0,71,996,14.0,3,,sam-pinckney-1
33,Demario Douglas*,Liberty,Ind,13,79,993,12.6,6,76.4,5,105,21.0,1,8.1,84,1098,13.1,7,,demario-douglas-1
34,Joshua Cephus*,UTSA,CUSA,13,87,985,11.3,6,75.8,3,10,3.3,1,0.8,90,995,11.1,7,,joshua-cephus-1
35,Oronde Gadsden II*,Syracuse,ACC,13,61,975,16.0,6,75.0,0,0,,0,0.0,61,975,16.0,6,,oronde-gadsden-ii-1
36,Malik Heath*,Ole Miss,SEC,13,60,971,16.2,5,74.7,0,0,,0,0.0,60,971,16.2,5,,malik-heath-1
37,Jeremiah Hunter,California,Pac-12,11,60,965,16.1,5,87.7,0,0,,0,0.0,60,965,16.1,5,,jeremiah-hunter-1
38,Ali Jennings,Old Dominion,Sun Belt,9,54,959,17.8,9,106.6,0,0,,0,0.0,54,959,17.8,9,,ali-jennings-1
39,Elijah Spencer,Charlotte,CUSA,12,57,943,16.5,9,78.6,0,0,,0,0.0,57,943,16.5,9,,elijah-spencer-1
40,Brock Bowers*,Georgia,SEC,15,63,942,15.0,7,62.8,9,109,12.1,3,7.3,72,1051,14.6,10,,brock-bowers-1
41,Jaylin Lane*,Middle Tennessee State,CUSA,11,69,940,13.6,5,85.5,3,4,1.3,0,0.4,72,944,13.1,5,,jaylin-lane-1
42,Tre Harris,Louisiana Tech,CUSA,12,65,935,14.4,10,77.9,5,22,4.4,0,1.8,70,957,13.7,10,,tre-harris-1
43,Shocky Jacques-Louis,Akron,MAC,12,74,931,12.6,2,77.6,0,0,,0,0.0,74,931,12.6,2,,shocky-jacques-louis-1
44,Antwane Wells Jr.*,South Carolina,SEC,13,68,928,13.6,6,71.4,3,10,3.3,1,0.8,71,938,13.2,7,,antwane-wells-jr-1
45,Khaleb Hood*,Georgia Southern,Sun Belt,13,87,925,10.6,3,71.2,2,3,1.5,0,0.2,89,928,10.4,3,,khaleb-hood-1
46,Brian Cobbs*,Utah State,MWC,13,76,923,12.1,5,71.0,2,6,3.0,0,0.5,78,929,11.9,5,,brian-cobbs-2
47,Trea Shropshire*,UAB,CUSA,12,41,923,22.5,6,76.9,0,0,,0,0.0,41,923,22.5,6,,trea-shropshire-1
48,Devontez Walker,Kent State,MAC,12,58,921,15.9,11,76.8,3,29,9.7,1,2.4,61,950,15.6,12,,devontez-walker-1
49,Jose Barbon,Temple,American,12,72,918,12.8,2,76.5,0,0,,0,0.0,72,918,12.8,2,,jose-barbon-1
50,Matt Landers*,Arkansas,SEC,13,47,901,19.2,8,69.3,2,21,10.5,0,1.6,49,922,18.8,8,,matt-landers-1
51,Tyler Scott*,Cincinnati,American,11,54,899,16.6,9,81.7,0,0,,0,0.0,54,899,16.6,9,,tyler-scott-3
52,Johnny Wilson*,Florida State,ACC,13,43,897,20.9,5,69.0,0,0,,0,0.0,43,897,20.9,5,,johnny-wilson-3
53,Jason Brownlee*,Southern Mississippi,Sun Belt,13,55,891,16.2,8,68.5,0,0,,0,0.0,55,891,16.2,8,,jason-brownlee-1
54,Troy Franklin*,Oregon,Pac-12,13,61,891,14.6,9,68.5,0,0,,0,0.0,61,891,14.6,9,,troy-franklin-2
55,Dalton Kincaid*,Utah,Pac-12,12,70,890,12.7,8,74.2,0,0,,0,0.0,70,890,12.7,8,,dalton-kincaid-1
56,Ronnie Bell*,Michigan,Big Ten,14,62,889,14.3,4,63.5,3,23,7.7,1,1.6,65,912,14.0,5,,ronnie-bell-3
57,Sam Wiglusz*,Ohio,MAC,14,73,877,12.0,11,62.6,2,23,11.5,0,1.6,75,900,12.0,11,,sam-wiglusz-1
58,Brad Rozner*,Rice,CUSA,13,44,876,19.9,10,67.4,0,0,,0,0.0,44,876,19.9,10,,brad-rozner-1
59,Jordan Addison*,USC,Pac-12,11,59,875,14.8,8,79.5,4,33,8.3,0,3.0,63,908,14.4,8,,jordan-addison-1
60,Jalon Calhoun*,Duke,ACC,13,62,873,14.1,4,67.2,0,0,,0,0.0,62,873,14.1,4,,jalon-calhoun-1
61,Daewood Davis*,Western Kentucky,CUSA,12,63,872,13.8,7,72.7,1,15,15.0,0,1.3,64,887,13.9,7,,daewood-davis-1
62,Jaylen Hall*,Western Kentucky,CUSA,14,68,869,12.8,6,62.1,3,48,16.0,0,3.4,71,917,12.9,6,,jaylen-hall-2
63,Devin Voisin*,South Alabama,Sun Belt,13,64,867,13.5,5,66.7,0,0,,0,0.0,64,867,13.5,5,,devin-voisin-1
64,Elijhah Badger,Arizona State,Pac-12,12,70,866,12.4,7,72.2,4,23,5.8,0,1.9,74,889,12.0,7,,elijhah-badger-1
65,Tez Johnson*,Troy,Sun Belt,13,56,863,15.4,4,66.4,5,11,2.2,0,0.8,61,874,14.3,4,,tez-johnson-1
66,Jonathan Mingo*,Ole Miss,SEC,13,51,861,16.9,5,66.2,4,-7,-1.8,1,-0.5,55,854,15.5,6,,jonathan-mingo-1
67,J.C. Santana,Tulsa,American,12,53,859,16.2,7,71.6,0,0,,0,0.0,53,859,16.2,7,,jc-santana-1
68,Alex Adams,Akron,MAC,11,63,856,13.6,9,77.8,0,0,,0,0.0,63,856,13.6,9,,alex-adams-1
69,Nikko Remigio*,Fresno State,MWC,14,74,852,11.5,6,60.9,6,42,7.0,2,3.0,80,894,11.2,8,,nikko-remigio-1
70,Tyrone Howell,Louisiana-Monroe,Sun Belt,12,50,852,17.0,6,71.0,0,0,,0,0.0,50,852,17.0,6,,tyrone-howell-1
71,Dominic Lovett*,Missouri,SEC,12,56,846,15.1,3,70.5,7,6,0.9,0,0.5,63,852,13.5,3,,dominic-lovett-1
72,Justin Marshall*,Buffalo,MAC,13,64,837,13.1,9,64.4,0,0,,0,0.0,64,837,13.1,9,,justin-marshall-1
73,Jerjuan Newton*,Toledo,MAC,14,53,830,15.7,9,59.3,1,-1,-1.0,0,-0.1,54,829,15.4,9,,jerjuan-newton-1
74,Jayson Jackson,Ball State,MAC,12,73,823,11.3,3,68.6,13,105,8.1,0,8.8,86,928,10.8,3,,jayson-jackson-1
75,Jake Bobo*,UCLA,Pac-12,13,57,817,14.3,7,62.8,0,0,,0,0.0,57,817,14.3,7,,jake-bobo-1
76,Jalen Wayne*,South Alabama,Sun Belt,13,58,817,14.1,9,62.8,0,0,,0,0.0,58,817,14.1,9,,jalen-wayne-1
77,Corey Crooms,Western Michigan,MAC,12,57,814,14.3,5,67.8,2,-5,-2.5,0,-0.4,59,809,13.7,5,,corey-crooms-1
78,Brennan Presley*,Oklahoma State,Big 12,13,67,813,12.1,2,62.5,5,12,2.4,1,0.9,72,825,11.5,3,,brennan-presley-1
79,Caullin Lacy*,South Alabama,Sun Belt,13,64,812,12.7,6,62.5,1,2,2.0,0,0.2,65,814,12.5,6,,caullin-lacy-1
80,Michael Jefferson*,Louisiana,Sun Belt,12,51,810,15.9,7,67.5,0,0,,0,0.0,51,810,15.9,7,,michael-jefferson-1
81,Michael Mayer*,Notre Dame,Ind,12,67,809,12.1,9,67.4,0,0,,0,0.0,67,809,12.1,9,AA,michael-mayer-1
82,Antoine Green*,North Carolina,ACC,9,43,798,18.6,7,88.7,0,0,,0,0.0,43,798,18.6,7,,antoine-green-1
83,Keon Coleman,Michigan State,Big Ten,12,58,798,13.8,7,66.5,0,0,,0,0.0,58,798,13.8,7,,keon-coleman-1
84,Javon Baker*,UCF,American,14,56,796,14.2,5,56.9,0,0,,0,0.0,56,796,14.2,5,,javon-baker-1
85,Daniel George,Akron,MAC,12,67,793,11.8,2,66.1,1,5,5.0,0,0.4,68,798,11.7,2,,daniel-george-1
86,Grant Dubose,Charlotte,CUSA,12,64,792,12.4,9,66.0,0,0,,0,0.0,64,792,12.4,9,,grant-dubose-1
87,Jared Brown*,Coastal Carolina,Sun Belt,13,49,789,16.1,6,60.7,20,187,9.4,1,14.4,69,976,14.1,7,,jared-brown-2
88,Tahj Washington*,USC,Pac-12,14,50,785,15.7,6,56.1,0,0,,0,0.0,50,785,15.7,6,,tahj-washington-1
89,Jacoby Jones*,Ohio,MAC,14,45,777,17.3,6,55.5,2,11,5.5,0,0.8,47,788,16.8,6,,jacoby-jones-3
90,Will Sheppard,Vanderbilt,SEC,12,60,776,12.9,9,64.7,0,0,,0,0.0,60,776,12.9,9,,will-sheppard-1
91,Corey Gammage*,Marshall,Sun Belt,13,52,774,14.9,6,59.5,0,0,,0,0.0,52,774,14.9,6,,corey-gammage-1
92,Mac Hippenhammer*,Miami (OH),MAC,13,54,769,14.2,9,59.2,0,0,,0,0.0,54,769,14.2,9,,mac-hippenhammer-1
93,Ladd McConkey*,Georgia,SEC,15,58,762,13.1,7,50.8,7,134,19.1,2,8.9,65,896,13.8,9,,ladd-mcconkey-1
94,Xavier Worthy*,Texas,Big 12,13,60,760,12.7,9,58.5,2,14,7.0,0,1.1,62,774,12.5,9,,xavier-worthy-1
95,J. Michael Sturdivant,California,Pac-12,12,65,755,11.6,7,62.9,2,-8,-4.0,0,-0.7,67,747,11.1,7,,j-michael-sturdivant-1
96,Odieu Hiliare*,Bowling Green,MAC,13,58,747,12.9,6,57.5,6,5,0.8,0,0.4,64,752,11.8,6,,odieu-hiliare-1
97,Sam James,West Virginia,Big 12,12,46,745,16.2,6,62.1,3,9,3.0,0,0.8,49,754,15.4,6,,sam-james-1
98,Dante Cephas,Kent State,MAC,9,48,744,15.5,3,82.7,2,12,6.0,0,1.3,50,756,15.1,3,,dante-cephas-1
99,Jerand Bradley*,Texas Tech,Big 12,12,51,744,14.6,6,62.0,0,0,,0,0.0,51,744,14.6,6,,jerand-bradley-1
100,Quian Williams*,Buffalo,MAC,13,61,743,12.2,5,57.2,2,2,1.0,0,0.2,63,745,11.8,5,,quian-williams-1
101,De'Corian Clark*,UTSA,CUSA,9,51,741,14.5,8,82.3,0,0,,0,0.0,51,741,14.5,8,,decorian-clark-1
102,Malik Knowles*,Kansas State,Big 12,14,48,725,15.1,2,51.8,8,164,20.5,3,11.7,56,889,15.9,5,,malik-knowles-1
103,Ryan O'Keefe*,UCF,American,13,73,725,9.9,5,55.8,23,222,9.7,0,17.1,96,947,9.9,5,,ryan-okeefe-1
104,Luke McCaffrey*,Rice,CUSA,11,58,723,12.5,6,65.7,12,148,12.3,1,13.5,70,871,12.4,7,,luke-mccaffrey-1
105,LaJohntay Wester,Florida Atlantic,CUSA,12,62,719,11.6,8,59.9,15,106,7.1,1,8.8,77,825,10.7,9,,lajohntay-wester-1
106,Xavier Weaver,South Florida,American,9,53,718,13.5,6,79.8,1,1,1.0,0,0.1,54,719,13.3,6,,xavier-weaver-1
107,Derwin Burgess Jr.*,Georgia Southern,Sun Belt,10,58,717,12.4,7,71.7,2,10,5.0,0,1.0,60,727,12.1,7,,derwin-burgess-jr-1
108,Lawrence Arnold*,Kansas,Big 12,13,44,716,16.3,4,55.1,0,0,,0,0.0,44,716,16.3,4,,lawrence-arnold-2
109,Isaiah Williams*,Illinois,Big Ten,13,82,715,8.7,5,55.0,7,5,0.7,0,0.4,89,720,8.1,5,,isaiah-williams-7
110,Jeremy Singleton*,Georgia Southern,Sun Belt,12,66,714,10.8,2,59.5,0,-8,,0,-0.7,66,706,10.7,2,,jeremy-singleton-1
111,Rajae' Johnson-Sanders*,Troy,Sun Belt,14,36,713,19.8,7,50.9,0,0,,0,0.0,36,713,19.8,7,,rajae-johnson-sanders-1
112,Elijah Higgins,Stanford,Pac-12,12,59,704,11.9,2,58.7,4,48,12.0,0,4.0,63,752,11.9,2,,elijah-higgins-1
113,Jadon Haselwood*,Arkansas,SEC,12,59,704,11.9,3,58.7,8,7,0.9,0,0.6,67,711,10.6,3,,jadon-haselwood-1
114,Tetairoa McMillan,Arizona,Pac-12,12,39,702,18.0,8,58.5,0,0,,0,0.0,39,702,18.0,8,,tetairoa-mcmillan-1
115,Devaughn Vele*,Utah,Pac-12,14,55,695,12.6,5,49.6,2,-4,-2.0,0,-0.3,57,691,12.1,5,,devaughn-vele-1
116,Ja'lynn Polk*,Washington,Pac-12,13,41,694,16.9,6,53.4,1,15,15.0,0,1.2,42,709,16.9,6,,jalynn-polk-1
117,Malik Washington,Northwestern,Big Ten,12,65,694,10.7,1,57.8,9,16,1.8,0,1.3,74,710,9.6,1,,malik-washington-1
118,Shae Wyatt*,Tulane,American,14,35,692,19.8,7,49.4,0,0,,0,0.0,35,692,19.8,7,,shae-wyatt-1
119,Chimere Dike*,Wisconsin,Big Ten,13,47,689,14.7,6,53.0,5,32,6.4,1,2.5,52,721,13.9,7,,chimere-dike-1
120,Jermaine Burton*,Alabama,SEC,13,40,677,16.9,7,52.1,0,0,,0,0.0,40,677,16.9,7,,jermaine-burton-1
121,Roderic Burns*,North Texas,CUSA,14,40,676,16.9,1,48.3,1,3,3.0,0,0.2,41,679,16.6,1,,roderic-burns-1
122,Bryce Ford-Wheaton,West Virginia,Big 12,12,62,675,10.9,7,56.3,0,0,,0,0.0,62,675,10.9,7,,bryce-ford-wheaton-1
123,Ja'Corey Brooks*,Alabama,SEC,13,39,674,17.3,8,51.8,0,0,,0,0.0,39,674,17.3,8,,jacorey-brooks-1
124,Kaleb Smith,Virginia Tech,ACC,11,37,674,18.2,3,61.3,0,0,,0,0.0,37,674,18.2,3,,kaleb-smith-2
125,Tre Tucker*,Cincinnati,American,12,52,671,12.9,3,55.9,1,8,8.0,0,0.7,53,679,12.8,3,,tre-tucker-1
126,Bru McCoy*,Tennessee,SEC,12,52,667,12.8,4,55.6,1,3,3.0,0,0.3,53,670,12.6,4,,bru-mccoy-1
127,Ricky Pearsall*,Florida,SEC,13,33,661,20.0,5,50.8,8,113,14.1,1,8.7,41,774,18.9,6,,ricky-pearsall-1
128,Duece Watts*,Tulane,American,14,33,657,19.9,8,46.9,1,1,1.0,0,0.1,34,658,19.4,8,,duece-watts-1
129,Sam Laporta*,Iowa,Big Ten,12,58,657,11.3,1,54.8,2,6,3.0,0,0.5,60,663,11.1,1,,sam-laporta-1
130,Jordan Moore*,Duke,ACC,13,60,656,10.9,5,50.5,4,33,8.3,0,2.5,64,689,10.8,5,,jordan-moore-5
131,Nate McCollum,Georgia Tech,ACC,11,60,655,10.9,3,59.5,6,56,9.3,1,5.1,66,711,10.8,4,,nate-mccollum-1
132,Seydou Traore,Arkansas State,Sun Belt,12,50,655,13.1,4,54.6,0,0,,0,0.0,50,655,13.1,4,,seydou-traore-1
133,Jordan Whittington*,Texas,Big 12,13,50,652,13.0,1,50.2,0,0,,0,0.0,50,652,13.0,1,,jordan-whittington-2
134,Evan Stewart,Texas A&M,SEC,10,53,649,12.2,2,64.9,1,-1,-1.0,0,-0.1,54,648,12.0,2,,evan-stewart-2
135,Tyrell Shavers*,San Diego State,MWC,13,38,643,16.9,3,49.5,0,0,,0,0.0,38,643,16.9,3,,tyrell-shavers-1
136,Donavon Greene*,Wake Forest,ACC,13,37,642,17.4,6,49.4,0,0,,0,0.0,37,642,17.4,6,,donavon-greene-1
137,Thayer Thomas*,North Carolina State,ACC,13,57,642,11.3,4,49.4,1,-7,-7.0,0,-0.5,58,635,10.9,4,,thayer-thomas-1
138,Kobe Hudson*,UCF,American,12,39,641,16.4,7,53.4,0,0,,0,0.0,39,641,16.4,7,,kobe-hudson-1
139,Jahmal Banks*,Wake Forest,ACC,12,42,636,15.1,9,53.0,0,0,,0,0.0,42,636,15.1,9,,jahmal-banks-1
140,Jayden Reed,Michigan State,Big Ten,11,55,636,11.6,5,57.8,4,11,2.8,0,1.0,59,647,11.0,5,,jayden-reed-1
141,Smoke Harris,Louisiana Tech,CUSA,12,65,635,9.8,5,52.9,8,-1,-0.1,0,-0.1,73,634,8.7,5,,smoke-harris-1
142,Cole Tucker,Northern Illinois,MAC,11,45,632,14.0,4,57.5,0,0,,0,0.0,45,632,14.0,4,,cole-tucker-1
143,Tanner Knue*,Eastern Michigan,MAC,12,45,632,14.0,9,52.7,2,16,8.0,0,1.3,47,648,13.8,9,,tanner-knue-1
144,Mario Williams*,USC,Pac-12,12,40,631,15.8,5,52.6,1,10,10.0,0,0.8,41,641,15.6,5,,mario-williams-2
145,Barion Brown*,Kentucky,SEC,13,50,628,12.6,4,48.3,4,-2,-0.5,0,-0.2,54,626,11.6,4,,barion-brown-1
146,Jyaire Shorter*,North Texas,CUSA,13,23,628,27.3,11,48.3,0,0,,0,0.0,23,628,27.3,11,,jyaire-shorter-1
147,Rara Thomas*,Mississippi State,SEC,12,44,626,14.2,7,52.2,0,0,,0,0.0,44,626,14.2,7,,rara-thomas-1
148,Puka Nacua*,BYU,Ind,9,48,625,13.0,5,69.4,25,209,8.4,5,23.2,73,834,11.4,10,,puka-nacua-1
149,Terrell Vaughn*,Utah State,MWC,13,56,624,11.1,5,48.0,13,72,5.5,1,5.5,69,696,10.1,6,,terrell-vaughn-1
150,Luke Grimm*,Kansas,Big 12,12,52,623,12.0,6,51.9,0,0,,0,0.0,52,623,12.0,6,,luke-grimm-1
151,Zane Pope*,Fresno State,MWC,14,50,623,12.5,4,44.5,0,0,,0,0.0,50,623,12.5,4,,zane-pope-1
152,Christian Horn,Appalachian State,Sun Belt,12,34,620,18.2,4,51.7,0,0,,0,0.0,34,620,18.2,4,,christian-horn-1
153,Ricky White,Nevada-Las Vegas,MWC,12,51,619,12.1,4,51.6,1,3,3.0,0,0.3,52,622,12.0,4,,ricky-white-2
154,Michael Mathison*,Western Kentucky,CUSA,14,52,615,11.8,3,43.9,5,61,12.2,0,4.4,57,676,11.9,3,,michael-mathison-1
155,Ja'Tavion Sanders*,Texas,Big 12,13,54,613,11.4,5,47.2,0,0,,0,0.0,54,613,11.4,5,,jatavion-sanders-1
156,Taye Barber*,Texas Christian,Big 12,15,37,613,16.6,5,40.9,1,-2,-2.0,0,-0.1,38,611,16.1,5,,taye-barber-1
157,Brenden Rice*,USC,Pac-12,14,39,611,15.7,4,43.6,0,0,,0,0.0,39,611,15.7,4,,brenden-rice-1
158,Parker Washington*,Penn State,Big Ten,10,46,611,13.3,2,61.1,2,8,4.0,0,0.8,48,619,12.9,2,,parker-washington-1
159,Moose Muhammad III,Texas A&M,SEC,10,38,610,16.1,4,61.0,0,0,,0,0.0,38,610,16.1,4,,moose-muhammad-iii-1
160,James Bostic*,Ohio,MAC,14,33,607,18.4,1,43.4,0,0,,0,0.0,33,607,18.4,1,,james-bostic-2
161,Antonio Williams*,Clemson,ACC,14,56,604,10.8,4,43.1,5,8,1.6,0,0.6,61,612,10.0,4,,antonio-williams-2
162,Tre'Shaun Harrison*,Oregon State,Pac-12,13,52,604,11.6,4,46.5,1,-2,-2.0,0,-0.2,53,602,11.4,4,,treshaun-harrison-1
163,Eddie Lewis*,Memphis,American,13,41,603,14.7,7,46.4,2,10,5.0,0,0.8,43,613,14.3,7,,eddie-lewis-2
164,Caden Prieskorn*,Memphis,American,13,48,602,12.5,7,46.3,0,0,,0,0.0,48,602,12.5,7,,caden-prieskorn-1
165,De'Zhaun Stribling*,Washington State,Pac-12,12,51,602,11.8,5,50.2,0,0,,0,0.0,51,602,11.8,5,,dezhaun-stribling-1
166,KeSean Carter*,Houston,American,13,38,601,15.8,5,46.2,0,0,,0,0.0,38,601,15.8,5,,kesean-carter-1
167,Jordan Kerley*,SMU,American,10,37,588,15.9,6,58.8,0,0,,0,0.0,37,588,15.9,6,,jordan-kerley-1
168,Ashtyn Hawkins,Texas State,Sun Belt,9,56,587,10.5,7,65.2,1,-4,-4.0,0,-0.4,57,583,10.2,7,,ashtyn-hawkins-1
169,Phillip Brooks*,Kansas State,Big 12,14,45,587,13.0,4,41.9,4,29,7.3,0,2.1,49,616,12.6,4,,phillip-brooks-1
170,Jason Ivory*,Memphis,American,12,46,586,12.7,2,48.8,0,0,,0,0.0,46,586,12.7,2,,jason-ivory-1
171,Bryson Green*,Oklahoma State,Big 12,11,36,584,16.2,5,53.1,1,-5,-5.0,0,-0.5,37,579,15.6,5,,bryson-green-1
172,Matthew Golden*,Houston,American,11,38,584,15.4,7,53.1,0,0,,0,0.0,38,584,15.4,7,,matthew-golden-1
173,Robert Ferrel*,Washington State,Pac-12,11,56,582,10.4,4,52.9,1,-3,-3.0,0,-0.3,57,579,10.2,4,,robert-ferrel-1
174,Brian Casteel,Nevada,MWC,12,48,581,12.1,4,48.4,0,0,,0,0.0,48,581,12.1,4,,brian-casteel-1
175,Keytaon Thompson,Virginia,ACC,8,53,579,10.9,0,72.4,4,25,6.3,1,3.1,57,604,10.6,1,,keytaon-thompson-1
176,Justin Lockhart*,San Jose State,MWC,12,36,578,16.1,1,48.2,0,0,,0,0.0,36,578,16.1,1,,justin-lockhart-1
177,Justin Shorter*,Florida,SEC,9,29,577,19.9,2,64.1,0,0,,0,0.0,29,577,19.9,2,,justin-shorter-1
178,Mitchell Tinsley*,Penn State,Big Ten,13,51,577,11.3,5,44.4,0,0,,0,0.0,51,577,11.3,5,,mitchell-tinsley-1
179,Taylor Morin*,Wake Forest,ACC,13,47,575,12.2,9,44.2,0,0,,0,0.0,47,575,12.2,9,,taylor-morin-1
180,Jaylin Noel,Iowa State,Big 12,12,60,572,9.5,3,47.7,3,47,15.7,0,3.9,63,619,9.8,3,,jaylin-noel-1
181,Keanu Hill*,BYU,Ind,13,36,572,15.9,7,44.0,0,0,,0,0.0,36,572,15.9,7,,keanu-hill-2
182,Xavier White*,Texas Tech,Big 12,13,45,572,12.7,3,44.0,1,5,5.0,0,0.4,46,577,12.5,3,,xavier-white-1
183,Jahmal Edrine,Florida Atlantic,CUSA,11,39,570,14.6,6,51.8,0,0,,0,0.0,39,570,14.6,6,,jahmal-edrine-1
184,Cam Camper,Indiana,Big Ten,7,46,569,12.4,2,81.3,0,0,,0,0.0,46,569,12.4,2,,cam-camper-1
185,Braydon Johnson*,Oklahoma State,Big 12,10,32,566,17.7,3,56.6,2,17,8.5,0,1.7,34,583,17.1,3,,braydon-johnson-1
186,Monaray Baldwin*,Baylor,Big 12,11,33,565,17.1,4,51.4,7,71,10.1,1,6.5,40,636,15.9,5,,monaray-baldwin-1
187,Ramel Keyton*,Tennessee,SEC,13,31,562,18.1,5,43.2,0,0,,0,0.0,31,562,18.1,5,,ramel-keyton-1
188,Miles Cross*,Ohio,MAC,14,47,560,11.9,3,40.0,3,5,1.7,0,0.4,50,565,11.3,3,,miles-cross-1
189,Payne Durham*,Purdue,Big Ten,13,56,560,10.0,8,43.1,1,4,4.0,0,0.3,57,564,9.9,8,,payne-durham-1
190,Izaiah Gathings*,Middle Tennessee State,CUSA,12,60,559,9.3,2,46.6,0,0,,0,0.0,60,559,9.3,2,,izaiah-gathings-1
191,Javon Harvey,Old Dominion,Sun Belt,12,30,558,18.6,4,46.5,2,-6,-3.0,0,-0.5,32,552,17.3,4,,javon-harvey-1
192,Daniel Jackson*,Minnesota,Big Ten,11,37,557,15.1,5,50.6,0,0,,0,0.0,37,557,15.1,5,,daniel-jackson-5
