,name,prediction 2024
0,Caleb Williams,13.962166666666667
1,Jayden Daniels,10.460499999999996
2,Bo Nix,9.180000000000001
3,Drake Maye,11.238999999999997
4,Spencer Rattler,1.1235
5,Jordan Travis,0.9336666666666668
6,Devin Leary,1.3328333333333333
7,Michael Pratt,0.6255
8,Joe Milton,0.584333333333333
9,J.J. McCarthy,9.850333333333333
