Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Awards,-9999
176,Sammy Watkins,28,BAL,WR,13,9,49,27,394,17,300,11.1,94,3.5,13.1,0,,6,12.2,1,79.8,,WatkSa00
177,Mark Ingram,32,2TM,RB,14,10,35,27,162,9,-2,-0.1,164,6.1,0.0,2,13.5,0,0.0,0,85.7,,IngrMa01
177,Mark Ingram,32,HOU,RB,7,7,9,7,24,1,-7,-1.0,31,4.4,2.1,0,,0,0.0,0,79.2,,IngrMa01
177,Mark Ingram,32,NOR,RB,7,3,26,20,138,8,5,0.3,133,6.7,-0.8,2,10.0,0,0.0,0,88.3,,IngrMa01
178,Damiere Byrd,28,CHI,WR,17,4,38,26,329,18,213,8.2,116,4.5,8.6,1,26.0,2,5.3,2,82.0,,ByrdDa00
179,Hayden Hurst,28,ATL,TE,13,5,31,26,221,11,132,5.1,89,3.4,6.6,2,13.0,0,0.0,1,115.2,,HursHa00
180,Kyle Rudolph,32,NYG,TE,16,13,39,26,257,12,120,4.6,137,5.3,5.9,1,26.0,0,0.0,0,93.6,,RudoKy00
181,Miles Sanders,24,PHI,RB,12,12,34,26,158,6,-69,-2.7,227,8.7,-0.5,6,4.3,1,2.9,0,85.2,,SandMi01
182,Darius Slayton,24,NYG,WR,13,5,58,26,339,14,274,10.5,65,2.5,13.3,1,26.0,6,10.3,3,53.7,,SlayDa01
183,Marquez Valdes-Scantling,27,GNB,WR,11,7,55,26,430,18,284,10.9,146,5.6,17.9,0,,0,0.0,1,84.7,,ValdMa00
184,Jamaal Williams,26,DET,RB,13,11,28,26,157,6,1,0.0,156,6.0,0.4,1,26.0,1,3.6,0,90.0,,WillJa06
185,Rex Burkhead,31,HOU,RB,16,5,32,25,186,9,45,1.8,141,5.6,1.6,1,25.0,0,0.0,0,90.9,,BurkRe00
186,Josiah Deguara,24,GNB,TE,16,2,33,25,245,9,41,1.6,204,8.2,3.5,1,25.0,2,6.1,1,103.7,,DeguJo00
187,Chuba Hubbard,22,CAR,RB,17,10,37,25,174,8,14,0.6,160,6.4,0.4,3,8.3,7,18.9,1,75.7,,HubbCh01
188,Demarcus Robinson,27,KAN,WR,17,10,41,25,264,13,202,8.1,62,2.5,10.4,0,,1,2.4,0,104.1,,RobiDe01
189,Tajae Sharpe,27,ATL,WR,15,7,37,25,230,14,161,6.4,69,2.8,9.4,0,,1,2.7,0,84.3,,SharTa00
190,Freddie Swain,23,SEA,WR,17,8,40,25,343,12,137,5.5,206,8.2,8.1,0,,2,5.0,0,123.2,,SwaiFr00
191,Albert Wilson,29,MIA,WR,14,5,39,25,213,10,70,2.8,143,5.7,5.4,4,6.3,4,10.3,1,67.6,,WilsAl02
192,Jamal Agnew,26,JAX,WR,10,2,39,24,229,14,108,4.5,121,5.0,7.4,0,,1,2.6,0,86.4,,AgneJa00
193,Jordan Akins,29,HOU,TE,13,3,33,24,214,11,133,5.5,81,3.4,6.3,1,24.0,3,9.1,1,77.1,,AkinJo00
194,Mo Alie-Cox,28,IND,TE,17,7,45,24,316,14,166,6.9,150,6.3,9.9,2,12.0,2,4.4,1,96.2,,AlieMo00
195,Danny Amendola,36,HOU,WR,8,0,38,24,248,10,143,6.0,105,4.4,8.4,0,,1,2.6,2,86.3,,AmenDa00
196,Tavon Austin,31,JAX,WR,13,3,37,24,213,11,154,6.4,59,2.5,8.9,1,24.0,2,5.4,3,55.3,,AustTa00
197,DeAndre Carter,28,WAS,WR,17,6,44,24,296,17,218,9.1,78,3.3,11.0,0,,2,4.5,2,79.4,,CartDe02
198,Rashard Higgins,27,CLE,WR,15,4,47,24,275,16,228,9.5,47,2.0,11.5,0,,3,6.4,1,67.2,,HiggRa00
199,Jauan Jennings,24,SFO,WR,16,1,38,24,282,15,179,7.5,103,4.3,9.1,2,12.0,5,13.2,1,114.3,,JennJa00
200,James O'Shaughnessy,29,JAX,TE,7,6,34,24,244,10,130,5.4,114,4.8,6.6,2,12.0,3,8.8,0,90.8,,O'ShJa00
201,Henry Ruggs III,22,LVR,WR,7,7,36,24,469,16,360,15.0,109,4.5,16.9,3,8.0,2,5.6,0,128.2,,RuggHe00
202,James Washington,25,PIT,WR,15,2,44,24,285,9,206,8.6,79,3.3,11.7,0,,2,4.5,1,80.2,,WashJa00
203,Giovani Bernard,30,TAM,RB,12,0,29,23,123,8,-11,-0.5,134,5.8,1.0,1,23.0,1,3.4,0,118.8,,BernGi00
204,Pharaoh Brown,27,HOU,TE,15,12,34,23,171,6,65,2.8,106,4.6,4.3,2,11.5,1,2.9,1,67.2,,BrowPh01
205,Jamycal Hasty,25,SFO,RB,11,0,29,23,157,7,29,1.3,128,5.6,2.4,2,11.5,1,3.4,0,89.2,,HastJa02
206,T.Y. Hilton,32,IND,WR,10,9,37,23,331,15,260,11.3,71,3.1,12.2,0,,1,2.7,0,118.2,,HiltT.00
207,Marcedes Lewis,37,GNB,TE,17,17,28,23,214,10,70,3.0,144,6.3,3.7,5,4.6,0,0.0,0,98.5,,LewiMa00
208,Zack Moss,24,BUF,RB,13,0,32,23,197,12,-3,-0.1,200,8.7,0.8,2,11.5,3,9.4,1,85.0,,MossZa00
209,Chris Conley,29,HOU,WR,16,10,37,22,323,15,197,9.0,126,5.7,9.1,3,7.3,2,5.4,1,94.8,,ConlCh00
210,Kareem Hunt,26,CLE,RB,8,1,27,22,174,10,2,0.1,172,7.8,0.1,0,,1,3.7,0,93.5,,HuntKa00
211,Justin Jackson,25,LAC,RB,14,2,25,22,178,8,13,0.6,165,7.5,0.8,1,22.0,2,8.0,0,96.3,,JackJu01
212,Harrison Bryant,23,CLE,TE,16,3,28,21,233,14,154,7.3,79,3.8,9.3,0,,1,3.6,2,105.2,,BryaHa00
213,DeeJay Dallas,23,SEA,RB,17,0,23,21,133,4,23,1.1,110,5.2,1.7,1,21.0,1,4.3,0,90.8,,DallDe00
214,Will Dissly,25,SEA,TE,15,14,26,21,231,11,88,4.2,143,6.8,4.3,2,10.5,3,11.5,0,116.5,,DissWi00
215,Sony Michel,26,LAR,RB,17,7,33,21,128,6,-5,-0.2,133,6.3,-0.4,3,7.0,3,9.1,1,68.7,,MichSo00
216,Chris Moore,28,HOU,WR,12,1,22,21,227,6,77,3.7,150,7.1,4.1,1,21.0,0,0.0,0,140.0,,MoorCh00
217,John Bates,24,WAS,TE,17,8,25,20,249,11,110,5.5,139,7.0,6.0,2,10.0,0,0.0,1,104.8,,BateJo00
218,Nick Chubb,26,CLE,RB,14,14,25,20,174,9,2,0.1,172,8.6,1.0,4,5.0,0,0.0,0,109.0,PB,ChubNi00
219,Marquise Goodwin,31,CHI,WR,14,2,40,20,313,12,230,11.5,83,4.2,11.9,0,,2,5.0,1,74.3,,GoodMa00
220,Brevin Jordan,21,HOU,TE,9,2,28,20,178,10,79,4.0,99,5.0,5.7,1,20.0,1,3.6,0,123.8,,JordBr00
221,Isaiah McKenzie,26,BUF,WR,15,2,26,20,178,13,97,4.9,81,4.1,6.0,1,20.0,3,11.5,0,107.5,,McKeIs00
222,Donald Parham,24,LAC,TE,14,9,27,20,190,13,55,2.8,135,6.8,4.6,2,10.0,2,7.4,0,130.2,,ParhDo00
223,Tommy Tremble,21,CAR,TE,16,11,35,20,180,10,110,5.5,70,3.5,8.2,0,,2,5.7,0,80.7,,TremTo00
224,DeSean Jackson,35,2TM,WR,16,4,34,20,454,12,279,14.0,175,8.8,19.0,0,,1,2.9,2,98.3,,JackDe00
224,DeSean Jackson,35,LAR,WR,7,0,15,8,221,4,117,14.6,104,13.0,23.1,0,,0,0.0,1,93.1,,JackDe00
224,DeSean Jackson,35,LVR,WR,9,4,19,12,233,8,162,13.5,71,5.9,15.8,0,,1,5.3,1,101.4,,JackDe00
225,Clyde Edwards-Helaire,22,KAN,RB,10,10,23,19,129,8,-40,-2.1,169,8.9,-2.3,0,,1,4.3,1,100.9,,EdwaCl00
226,Zach Gentry,25,PIT,TE,17,12,25,19,167,11,40,2.1,127,6.7,3.0,1,19.0,0,0.0,0,93.2,,GentZa00
227,Dontrell Hilliard,26,TEN,RB,8,5,26,19,87,7,-21,-1.1,108,5.7,-0.9,0,,3,11.5,1,60.9,,HillDo00
228,D'Ernest Johnson,25,CLE,RB,17,2,25,19,137,7,-1,-0.1,138,7.3,0.2,4,4.8,3,12.0,0,88.2,,JohnDE04
229,Elijah Mitchell,23,SFO,RB,11,10,20,19,137,6,-14,-0.7,151,7.9,-0.6,1,19.0,1,5.0,0,111.9,,MitcEl00
230,Antoine Wesley,24,ARI,WR,15,4,32,19,208,9,147,7.7,61,3.2,10.5,0,,1,3.1,1,96.9,,WeslAn01
231,Demetric Felton,23,CLE,WR,16,2,21,18,181,10,-20,-1.1,201,11.2,0.4,2,9.0,1,4.8,0,134.3,,FeltDe00
232,Damien Harris,24,NWE,RB,15,15,21,18,132,4,-2,-0.1,134,7.4,-0.3,1,18.0,0,0.0,0,92.9,,HarrDa06
233,Derrick Henry,27,TEN,RB,8,8,20,18,154,7,-6,-0.3,160,8.9,-0.2,1,18.0,0,0.0,0,98.7,,HenrDe00
234,Ian Thomas,25,CAR,TE,17,13,30,18,188,6,96,5.3,92,5.1,6.2,1,18.0,4,13.3,3,38.6,,ThomIa00
235,Logan Thomas,30,WAS,TE,6,6,25,18,196,10,114,6.3,82,4.6,9.4,1,18.0,0,0.0,1,117.7,,ThomLo00
236,Robert Tonyan,27,GNB,TE,8,5,29,18,204,10,94,5.2,110,6.1,8.8,0,,0,0.0,0,106.1,,TonyRo00
237,Brandon Zylstra,28,CAR,WR,13,3,25,18,250,10,132,7.3,118,6.6,10.5,1,18.0,0,0.0,0,117.1,,ZylsBr00
238,C.J. Ham,28,MIN,FB,17,8,18,17,125,6,64,3.8,61,3.6,3.7,1,17.0,0,0.0,0,95.6,,HamxC.00
239,Terrace Marshall Jr.,21,CAR,WR,13,3,30,17,138,7,77,4.5,61,3.6,7.1,1,17.0,0,0.0,2,40.7,,MarsTe00
240,Stephen Anderson,28,LAC,TE,17,4,19,16,165,9,36,2.3,129,8.1,3.5,0,,0,0.0,1,98.5,,AndeSt01
241,Noah Brown,25,DAL,WR,13,1,25,16,184,6,116,7.3,68,4.3,9.1,1,16.0,1,4.0,0,86.1,,BrowNo00
242,Travis Homer,23,SEA,RB,14,0,20,16,161,8,33,2.1,128,8.0,2.4,3,5.3,1,5.0,1,79.4,,HomeTr00
243,Tyler Kroft,29,NYJ,TE,9,6,25,16,173,9,99,6.2,74,4.6,5.8,1,16.0,4,16.0,0,97.6,,KrofTy00
244,Ty Montgomery,28,NOR,WR,14,3,26,16,95,5,8,0.5,87,5.4,1.8,0,,2,7.7,0,68.6,,MontTy01
245,James Proche,25,BAL,WR,14,0,20,16,202,10,147,9.2,55,3.4,9.6,0,,0,0.0,1,87.9,,ProcJa00
246,Damien Williams,29,CHI,RB,12,2,23,16,103,3,-6,-0.4,109,6.8,1.8,3,5.3,0,0.0,0,93.2,,WillDa05
247,Maxx Williams,27,ARI,TE,5,5,17,16,193,9,68,4.3,125,7.8,5.3,1,16.0,0,0.0,0,133.6,,WillMa04
248,Quintez Cephus,23,DET,WR,5,3,22,15,204,9,109,7.3,95,6.3,11.4,2,7.5,0,0.0,0,127.8,,CephQu00
249,Chris Evans,24,CIN,RB,14,1,17,15,151,6,38,2.5,113,7.5,2.9,3,5.0,0,0.0,0,142.9,,EvanCh02
250,Kendall Hinton,24,DEN,WR,16,1,23,15,175,10,118,7.9,57,3.8,8.0,1,15.0,1,4.3,1,84.5,,HintKe00
251,Mohamed Sanu,32,SFO,WR,8,0,24,15,177,12,133,8.9,44,2.9,9.5,0,,1,4.2,0,84.9,,SanuMo00
252,Cam Sims,25,WAS,WR,14,3,23,15,211,11,169,11.3,42,2.8,11.7,1,15.0,1,4.3,1,105.5,,SimsCa00
253,JuJu Smith-Schuster,25,PIT,WR,5,5,28,15,129,6,61,4.1,68,4.5,6.5,3,5.0,0,0.0,1,51.0,,SmitJu00
254,Jimmy Graham,35,CHI,TE,15,6,23,14,167,10,112,8.0,55,3.9,8.0,0,,1,4.3,0,122.6,,GrahJi00
255,Khalil Herbert,23,CHI,RB,17,2,16,14,96,6,-5,-0.4,101,7.2,-0.3,1,14.0,1,6.3,0,91.7,,HerbKh00
256,Mack Hollins,28,MIA,WR,17,3,28,14,223,11,186,13.3,37,2.6,15.3,0,,1,3.6,1,101.6,,HollMa00
257,O.J. Howard,27,TAM,TE,17,9,21,14,135,10,52,3.7,83,5.9,6.5,1,14.0,0,0.0,0,100.3,,HowaO.00
258,MyCole Pruitt,29,TEN,TE,16,9,18,14,145,10,86,6.1,59,4.2,6.6,0,,0,0.0,1,116.7,,PruiMy00
259,Rhamondre Stevenson,23,NWE,RB,12,2,18,14,123,3,-22,-1.6,145,10.4,-0.3,5,2.8,1,5.6,0,95.1,,StevRh00
260,Ashton Dulin,24,IND,WR,17,1,22,13,173,9,123,9.5,50,3.8,13.8,0,,2,9.1,0,114.4,AP-2,DuliAs00
261,KhaDarel Hodge,26,DET,WR,16,1,27,13,157,7,120,9.2,37,2.8,11.3,0,,2,7.4,2,35.6,,HodgKh00
262,Lil'Jordan Humphrey,23,NOR,WR,10,4,18,13,249,9,148,11.4,101,7.8,10.7,1,13.0,0,0.0,1,128.2,,HumpLi01
263,Juwan Johnson,25,NOR,WR,14,2,22,13,159,12,117,9.0,42,3.2,10.9,0,,1,4.5,1,102.1,,JohnJu02
264,Jerick McKinnon,29,KAN,RB,13,0,20,13,107,6,-18,-1.4,125,9.6,-0.5,2,6.5,1,5.0,0,95.2,,McKiJe00
265,Dare Ogunbowale,27,JAX,RB,17,2,21,13,114,3,14,1.1,100,7.7,1.5,0,,3,14.3,0,92.2,,OgunDa00
266,Boston Scott,26,PHI,RB,16,4,16,13,83,3,-13,-1.0,96,7.4,-0.6,0,,0,0.0,1,62.2,,ScotBo02
267,Salvon Ahmed,23,MIA,RB,12,0,19,12,117,4,4,0.3,113,9.4,2.7,1,12.0,4,21.1,0,80.4,,AhmeSa01
268,Dyami Brown,22,WAS,WR,15,6,25,12,165,6,131,10.9,34,2.8,15.2,1,12.0,1,4.0,0,69.6,,BrowDy00
269,Eric Ebron,28,PIT,TE,8,3,18,12,84,6,63,5.3,21,1.8,6.4,0,,1,5.6,0,95.6,,EbroEr00
270,Isaiah Ford,25,MIA,WR,13,2,17,12,161,7,101,8.4,60,5.0,8.1,1,12.0,0,0.0,0,139.6,,FordIs00
271,N'Keal Harry,24,NWE,WR,12,4,22,12,184,7,159,13.3,25,2.1,14.9,0,,1,4.5,1,63.4,,HarrNK00
272,Carlos Hyde,31,JAX,RB,12,2,21,12,65,1,-10,-0.8,75,6.3,1.5,0,,1,4.8,0,62.6,,HydeCa00
273,Jalen Richard,28,LVR,RB,10,0,14,12,72,4,5,0.4,67,5.6,0.5,1,12.0,0,0.0,1,58.3,,RichJa01
274,Adam Shaheen,27,MIA,TE,12,7,16,12,110,5,69,5.8,41,3.4,5.8,1,12.0,2,12.5,0,93.2,,ShahAd00
275,Malik Turner,25,DAL,WR,14,0,16,12,149,8,75,6.3,74,6.2,9.3,2,6.0,1,6.3,1,116.9,,TurnMa00
276,James White,29,NWE,RB,3,0,14,12,94,5,24,2.0,70,5.8,3.6,1,12.0,1,7.1,0,94.6,,WhitJa02
277,Brock Wright,23,DET,TE,10,5,17,12,117,6,53,4.4,64,5.3,4.1,0,,1,5.9,1,104.3,,WrigBr01
278,Tevin Coleman,28,NYJ,RB,11,5,16,11,49,2,-34,-3.1,83,7.5,-1.1,0,,2,12.5,0,72.1,,ColeTe01
279,Kylen Granson,23,IND,TE,17,0,15,11,106,4,30,2.7,76,6.9,3.9,0,,0,0.0,0,92.6,,GranKy00
280,Blake Jarwin,27,DAL,TE,8,5,17,11,96,5,58,5.3,38,3.5,7.5,0,,0,0.0,1,94.2,,JarwBl00
281,Collin Johnson,24,NYG,WR,12,1,21,11,105,6,87,7.9,18,1.6,8.5,2,5.5,1,4.8,1,46.7,,JohnCo01
282,Breshad Perriman,28,TAM,WR,6,0,18,11,167,5,65,5.9,102,9.3,8.4,1,11.0,1,5.6,0,110.2,,PerrBr02
283,John Ross,26,NYG,WR,10,1,20,11,224,8,185,16.8,39,3.5,15.7,1,11.0,1,5.0,0,111.2,,RossJo00
284,Drew Sample,25,CIN,TE,17,8,15,11,81,3,-1,-0.1,82,7.5,2.3,2,5.5,1,6.7,0,85.7,,SampDr00
285,Ben Skowronek,24,LAR,WR,14,1,20,11,133,7,80,7.3,53,4.8,10.5,1,11.0,3,15.0,1,54.8,,SkowBe00
286,Jakeem Grant,29,2TM,WR,15,0,17,11,132,7,29,2.6,103,9.4,4.7,3,3.7,2,11.8,1,103.1,PBAP-2,GranJa00
286,Jakeem Grant,29,MIA,WR,4,0,2,2,-7,0,1,0.5,-8,-4.0,0.5,0,,0,0.0,0,79.2,,GranJa00
286,Jakeem Grant,29,CHI,WR,11,0,15,9,139,7,28,3.1,111,12.3,5.3,3,3.0,2,13.3,1,102.5,,GranJa00
287,Peyton Barber,27,LVR,RB,10,1,13,10,67,3,-6,-0.6,73,7.3,1.5,2,5.0,2,15.4,0,87.7,,BarbPe01
288,Trinity Benson,24,DET,WR,8,2,22,10,103,4,52,5.2,51,5.1,7.5,0,,3,13.6,1,40.5,,BensTr00
289,Parris Campbell,24,IND,WR,6,3,20,10,162,7,145,14.5,17,1.7,16.7,0,,0,0.0,0,94.2,,CampPa00
290,D'Wayne Eskridge,24,SEA,WR,10,0,20,10,64,4,32,3.2,32,3.2,12.6,2,5.0,0,0.0,0,73.7,,EskrDW00
291,Cyril Grayson,28,TAM,WR,5,3,12,10,212,8,142,14.2,70,7.0,15.4,0,,0,0.0,0,158.3,,GrayCy01
292,Alec Ingold,25,LVR,FB,9,3,12,10,85,4,39,3.9,46,4.6,4.7,1,10.0,1,8.3,0,124.0,,IngoAl01
293,Ronald Jones II,24,TAM,RB,16,3,13,10,64,2,-13,-1.3,77,7.7,-1.2,1,10.0,1,7.7,0,86.7,,JoneRo01
294,Latavius Murray,31,BAL,RB,14,6,13,10,75,2,4,0.4,71,7.1,0.1,0,,1,7.7,0,90.2,,MurrLa00
295,Jaret Patterson,22,WAS,RB,17,1,11,10,73,5,-2,-0.2,75,7.5,-0.3,0,,0,0.0,0,94.3,,PattJa01
296,Dante Pettis,26,NYG,WR,3,0,16,10,87,5,49,4.9,38,3.8,6.4,0,,2,12.5,1,71.6,,PettDa00
297,Anthony Schwartz,21,CLE,WR,14,2,23,10,135,6,125,12.5,10,1.0,17.2,0,,1,4.3,1,59.1,,SchwAn00
298,Dede Westbrook,28,MIN,WR,15,0,15,10,68,3,51,5.1,17,1.7,7.3,0,,0,0.0,0,76.5,,WestDe00
299,Royce Freeman,25,2TM,RB,15,0,16,10,77,4,2,0.2,75,7.5,-0.4,0,,1,6.3,0,74.2,,FreeRo00
299,Royce Freeman,25,CAR,RB,8,0,6,3,15,0,4,1.3,11,3.7,-1.3,0,,1,16.7,0,56.2,,FreeRo00
299,Royce Freeman,25,HOU,RB,7,0,10,7,62,4,-2,-0.3,64,9.1,0.2,0,,0,0.0,0,86.2,,FreeRo00
300,Blake Bell,30,KAN,TE,16,5,13,9,87,4,20,2.2,67,7.4,2.4,0,,1,7.7,0,87.7,,BellBl00
301,Alex Collins,27,SEA,RB,11,6,10,9,87,3,-9,-1.0,96,10.7,0.2,1,9.0,0,0.0,0,102.9,,CollAl00
302,D'Onta Foreman,25,TEN,RB,9,3,11,9,123,6,2,0.2,121,13.4,0.2,1,9.0,1,9.1,0,113.3,,ForeDO00
303,Jacob Hollister,28,JAX,TE,7,2,14,9,55,2,27,3.0,28,3.1,5.7,0,,1,7.1,2,56.2,,HollJa03
304,Marcus Johnson,27,TEN,WR,7,3,19,9,160,7,65,7.2,95,10.6,9.0,1,9.0,0,0.0,1,54.7,,JohnMa07
305,Dax Milne,22,WAS,WR,13,1,14,9,83,4,49,5.4,34,3.8,7.6,0,,0,0.0,0,80.4,,MilnDa00
306,Josh Oliver,24,BAL,TE,14,1,15,9,66,4,41,4.6,25,2.8,8.7,0,,0,0.0,0,70.4,,OlivJo00
307,Elijhaa Penny,28,NYG,RB,17,3,13,9,30,4,-4,-0.4,34,3.8,-0.2,2,4.5,0,0.0,0,97.9,,PennEl00
308,Trent Sherfield,25,SFO,WR,17,1,20,9,87,7,64,7.1,23,2.6,8.7,0,,1,5.0,1,53.5,,SherTr00
309,Keith Smith,29,ATL,FB,17,8,10,9,56,3,18,2.0,38,4.2,2.1,2,4.5,1,10.0,0,90.0,,SmitKe03
310,Lee Smith,34,ATL,TE,16,6,11,9,65,3,34,3.8,31,3.4,3.5,0,,0,0.0,0,121.6,,SmitLe00
311,Equanimeous St. Brown,25,GNB,WR,13,2,17,9,98,6,40,4.4,58,6.4,10.3,0,,1,5.9,1,45.7,,St.BEq00
312,Tommy Sweeney,26,BUF,TE,13,3,12,9,44,3,30,3.3,14,1.6,5.8,0,,1,8.3,1,72.9,,SweeTo00
313,Nick Vannett,28,NOR,TE,7,2,15,9,133,7,41,4.6,92,10.2,5.5,1,9.0,3,20.0,0,111.2,,VannNi00
314,Ty'Son Williams,25,BAL,RB,13,3,12,9,84,4,13,1.4,71,7.9,2.5,0,,0,0.0,0,93.7,,WillTy01
315,Derrick Gore,27,KAN,RB,11,0,9,8,105,3,15,1.9,90,11.3,1.2,2,4.0,0,0.0,0,115.3,,GoreDe00
316,Denzel Mims,24,NYJ,WR,11,3,23,8,133,5,84,10.5,49,6.1,11.7,0,,2,8.7,0,55.2,,MimsDe00
317,Patrick Ricard,27,BAL,FB,13,11,13,8,63,3,18,2.3,45,5.6,1.1,1,8.0,0,0.0,1,67.1,PB,RicaPa00
318,Eric Saubert,27,DEN,TE,17,4,12,8,47,2,18,2.3,29,3.6,3.3,2,4.0,1,8.3,1,67.0,,SaubEr00
319,Jeff Smith,24,NYJ,WR,12,3,17,8,113,6,98,12.3,15,1.9,11.3,0,,1,5.9,0,69.0,,SmitJe03
320,Juwann Winfree,25,GNB,WR,7,0,13,8,58,5,27,3.4,31,3.9,5.8,1,8.0,1,7.7,0,72.0,,WinfJu00
321,Matt Breida,26,BUF,RB,9,0,9,7,72,4,11,1.6,61,8.7,0.9,0,,0,0.0,0,139.6,,BreiMa00
322,DJ Chark,25,JAX,WR,4,4,22,7,154,7,130,18.6,24,3.4,16.3,0,,1,4.5,1,69.1,,CharDJ00
323,Luke Farrell,24,JAX,TE,15,4,11,7,56,3,28,4.0,28,4.0,6.6,0,,1,9.1,1,38.4,,FarrLu00
324,Noah Gray,22,KAN,TE,16,1,10,7,36,2,18,2.6,18,2.6,2.3,0,,1,10.0,0,108.7,,GrayNo00
325,Penny Hart,25,SEA,WR,17,0,12,7,59,3,18,2.6,41,5.9,9.0,0,,1,8.3,0,71.2,,HartPe01
326,Godwin Igwebuike,27,DET,RB,17,1,10,7,60,4,-4,-0.6,64,9.1,1.5,1,7.0,2,20.0,0,85.4,,IgweGo00
327,Jesse James,27,CHI,TE,14,9,8,7,62,3,44,6.3,18,2.6,6.8,0,,0,0.0,0,138.5,,JameJe00
328,Craig Reynolds,25,DET,RB,5,2,8,7,52,3,-4,-0.6,56,8.0,0.0,2,3.5,0,0.0,0,93.7,,ReynCr00
329,Greg Ward,26,PHI,WR,17,0,11,7,95,4,79,11.3,16,2.3,7.7,0,,2,18.2,0,130.7,,WardGr02
330,Jeff Wilson,26,SFO,RB,9,4,8,7,31,1,-12,-1.7,43,6.1,-1.3,0,,0,0.0,0,82.8,,WilsJe01
331,Phillip Dorsett,28,3TM,WR,6,0,14,7,110,3,83,11.9,27,3.9,15.0,0,,0,0.0,0,76.5,,DorsPh00
331,Phillip Dorsett,28,JAX,WR,1,0,1,0,0,0,0,,0,,22.0,0,,0,0.0,0,39.6,,DorsPh00
331,Phillip Dorsett,28,SEA,WR,2,0,1,1,3,0,-2,-2.0,5,5.0,-2.0,0,,0,0.0,0,79.2,,DorsPh00
331,Phillip Dorsett,28,HOU,WR,3,0,12,6,107,3,85,14.2,22,3.7,15.8,0,,0,0.0,0,80.9,,DorsPh00
332,Eno Benjamin,22,ARI,RB,9,0,7,6,42,4,-4,-0.7,46,7.7,-0.1,2,3.0,0,0.0,0,91.7,,BenjEn00
333,Chris Carson,27,SEA,RB,4,4,6,6,29,1,-13,-2.2,42,7.0,-2.2,2,3.0,0,0.0,0,86.8,,CarsCh00
334,Corey Clement,27,DAL,RB,17,0,7,6,29,1,12,2.0,17,2.8,1.7,0,,1,14.3,0,123.5,,ClemCo00
335,Jaelon Darden,22,TAM,WR,9,0,12,6,43,1,19,3.2,24,4.0,13.0,0,,0,0.0,1,24.0,,DardJa00
336,Tom Kennedy,25,DET,WR,12,0,10,6,54,2,37,6.2,17,2.8,7.7,1,6.0,1,10.0,1,35.0,,KennTo01
337,Chris Manhertz,29,JAX,TE,17,10,9,6,71,4,45,7.5,26,4.3,7.6,0,,0,0.0,0,127.5,,ManhCh00
338,Tre' McKitty,22,LAC,TE,11,4,8,6,45,3,11,1.8,34,5.7,2.3,0,,0,0.0,0,88.0,,McKiTr00
339,Rashaad Penny,25,SEA,RB,10,6,8,6,48,3,-14,-2.3,62,10.3,-2.0,1,6.0,1,12.5,0,89.6,,PennRa00
340,Curtis Samuel,25,WAS,WR,5,1,9,6,27,4,-13,-2.2,40,6.7,2.3,0,,0,0.0,1,30.6,,SamuCu00
341,Shi Smith,23,CAR,WR,6,0,11,6,104,3,33,5.5,71,11.8,6.7,0,,0,0.0,1,49.1,,SmitSh03
342,Kenny Stills,29,NOR,WR,13,4,23,6,68,4,58,9.7,10,1.7,18.4,0,,1,4.3,1,36.0,,StilKe00
343,Preston Williams,24,MIA,WR,8,3,16,6,71,3,33,5.5,38,6.3,8.2,2,3.0,3,18.8,0,51.8,,WillPr01
344,Anthony Miller,27,2TM,WR,3,1,12,6,25,3,15,2.5,10,1.7,6.3,0,,0,0.0,2,44.4,,MillAn02
344,Anthony Miller,27,HOU,WR,2,1,11,5,23,3,13,2.6,10,2.0,6.7,0,,0,0.0,2,43.2,,MillAn02
344,Anthony Miller,27,PIT,WR,1,0,1,1,2,0,2,2.0,0,0.0,2.0,0,,0,0.0,0,79.2,,MillAn02
345,Antony Auclair,28,HOU,TE,16,13,5,5,47,2,22,4.4,25,5.0,4.4,1,5.0,0,0.0,0,145.4,,AuclAn00
346,Dez Fitzpatrick,24,TEN,WR,4,0,8,5,49,4,46,9.2,3,0.6,13.6,0,,0,0.0,2,79.7,,FitzDe00
347,Jody Fortson,26,KAN,TE,6,0,5,5,47,3,38,7.6,9,1.8,7.6,0,,0,0.0,0,145.4,,FortJo01
348,Josh Gordon,30,KAN,WR,12,7,14,5,32,3,27,5.4,5,1.0,10.9,0,,2,14.3,2,28.6,,GordJo02
349,KJ Hamler,22,DEN,WR,3,2,10,5,74,4,58,11.6,16,3.2,20.1,0,,1,10.0,0,74.6,,HamlKJ00
350,Parker Hesse,26,ATL,DE,8,1,6,5,43,3,22,4.4,21,4.2,3.7,0,,0,0.0,0,96.5,,HessPa00
351,Tony Jones,24,NOR,RB,11,4,8,5,29,2,1,0.2,28,5.6,0.1,0,,0,0.0,0,69.3,,JoneTo04
352,Joshua Kelley,24,LAC,RB,10,0,6,5,38,1,7,1.4,31,6.2,2.2,1,5.0,0,0.0,0,93.1,,KellJo01
353,Scott Miller,24,TAM,WR,9,0,9,5,38,2,29,5.8,9,1.8,13.0,0,,0,0.0,2,26.4,,MillSc01
354,Colby Parkinson,22,SEA,TE,14,1,8,5,33,2,13,2.6,20,4.0,5.9,0,,0,0.0,0,71.4,,ParkCo02
