Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Awards,-9999
173,Pierre Garcon,32,SFO,WR,8,8,46,24,286,14,188,7.8,98,4.1,8.8,2,12.0,3,6.5,1,69.7,,GarcPi00
174,Ryan Griffin,28,HOU,TE,14,11,43,24,305,15,155,6.5,150,6.3,7.5,1,24.0,4,9.3,1,68.5,,GrifRy00
175,Tyler Higbee,25,LAR,TE,16,16,34,24,292,16,155,6.5,137,5.7,6.7,3,8.0,1,2.9,0,116.3,,HigbTy00
176,Matt LaCosse,26,DEN,TE,15,5,37,24,250,11,102,4.3,148,6.2,5.5,0,,1,2.7,1,82.0,,LaCoMa00
177,James O'Shaughnessy,26,JAX,TE,14,9,38,24,214,10,92,3.8,122,5.1,6.0,2,12.0,1,2.6,2,56.2,,O'ShJa00
178,DeVante Parker,25,MIA,WR,11,7,47,24,309,14,215,9.0,94,3.9,12.9,2,12.0,2,4.3,1,70.3,,ParkDe01
179,Nick Boyle,25,BAL,TE,16,13,37,23,213,10,73,3.2,140,6.1,3.2,0,,2,5.4,1,66.6,,BoylNi00
180,Marquise Goodwin,28,SFO,WR,11,8,43,23,395,19,269,11.7,126,5.5,13.4,1,23.0,3,7.0,4,77.2,,GoodMa00
181,Tim Patrick,25,DEN,WR,16,4,41,23,315,15,203,8.8,112,4.9,10.2,2,11.5,4,9.8,1,78.8,,PatrTi00
182,Damien Williams,26,KAN,RB,16,3,24,23,160,9,-48,-2.1,208,9.0,-1.8,1,23.0,0,0.0,0,122.2,,WillDa05
183,Corey Clement,24,PHI,RB,11,0,25,22,192,10,-72,-3.3,264,12.0,-1.2,4,5.5,0,0.0,0,98.7,,ClemCo00
184,Jason Croom,24,BUF,TE,15,3,35,22,259,10,122,5.5,137,6.2,7.6,2,11.0,1,2.9,2,71.0,,CrooJa00
185,Leonard Fournette,23,JAX,RB,8,8,26,22,185,10,-28,-1.3,213,9.7,-0.5,0,,2,7.7,0,109.1,,FourLe00
186,Mike Gesicki,23,MIA,TE,16,7,32,22,202,9,106,4.8,96,4.4,8.6,1,22.0,0,0.0,1,72.7,,GesiMi00
187,Latavius Murray,28,MIN,RB,16,6,26,22,141,7,26,1.2,115,5.2,1.1,3,7.3,2,7.7,1,73.2,,MurrLa00
188,Demarcus Robinson,24,KAN,WR,16,5,33,22,288,12,172,7.8,116,5.3,11.7,0,,0,0.0,1,121.0,,RobiDe01
189,DeAndre Carter,25,2TM,WR,14,4,25,22,216,10,66,3.0,150,6.8,3.4,1,22.0,0,0.0,0,102.7,,CartDe02
189,DeAndre Carter,25,PHI,WR,7,1,2,2,21,1,7,3.5,14,7.0,3.5,0,,0,0.0,0,110.4,,CartDe02
189,DeAndre Carter,25,HOU,WR,7,3,23,20,195,9,59,3.0,136,6.8,3.4,1,20.0,0,0.0,0,102.0,,CartDe02
190,Charles Clay,29,BUF,TE,13,12,36,21,184,11,113,5.4,71,3.4,8.1,0,,1,2.8,1,60.4,,ClayCh00
191,Isaiah Crowell,25,NYJ,RB,13,6,28,21,152,7,-21,-1.0,173,8.2,-0.3,2,10.5,2,7.1,0,87.2,,CrowIs00
192,Jakeem Grant,26,MIA,WR,10,2,34,21,268,13,128,6.1,140,6.7,8.1,1,21.0,1,2.9,1,93.7,,GranJa00
193,Mark Ingram,29,NOR,RB,12,6,27,21,170,5,15,0.7,155,7.4,0.3,1,21.0,0,0.0,1,89.8,,IngrMa01
194,Cordarrelle Patterson,27,NWE,WR,15,5,28,21,247,11,85,4.0,162,7.7,6.2,0,,1,3.6,0,137.1,AP-2,PattCo00
195,John Ross,23,CIN,WR,13,10,58,21,210,13,151,7.2,59,2.8,13.8,1,21.0,7,12.1,5,51.0,,RossJo00
196,Equanimeous St. Brown,22,GNB,WR,12,7,36,21,328,13,208,9.9,120,5.7,14.0,0,,2,5.6,0,88.7,,St.BEq00
197,Levine Toilolo,27,DET,TE,16,10,24,21,263,15,153,7.3,110,5.2,7.5,2,10.5,0,0.0,0,126.2,,ToilLe00
198,Geronimo Allison,24,GNB,WR,5,4,30,20,303,11,197,9.9,106,5.3,12.9,1,20.0,3,10.0,0,121.9,,AlliGe01
199,Peyton Barber,24,TAM,RB,16,16,29,20,92,4,28,1.4,64,3.2,1.4,1,20.0,2,6.9,0,84.3,,BarbPe01
200,Alfred Blue,27,HOU,RB,16,2,27,20,154,4,47,2.4,107,5.4,2.7,2,10.0,1,3.7,0,87.6,,BlueAl00
201,Chris Carson,24,SEA,RB,14,14,24,20,163,7,0,0.0,163,8.2,0.0,2,10.0,1,4.2,0,95.0,,CarsCh00
202,Nick Chubb,23,CLE,RB,16,9,29,20,149,5,-32,-1.6,181,9.1,1.6,0,,3,10.3,0,104.0,,ChubNi00
203,Chase Edmonds,22,ARI,RB,16,0,23,20,103,5,-18,-0.9,121,6.1,-0.5,3,6.7,1,4.3,0,85.3,,EdmoCh00
204,Alex Erickson,26,CIN,WR,16,6,29,20,167,7,92,4.6,75,3.8,8.3,0,,1,3.4,0,83.5,,EricAl01
205,Jordan Howard,24,CHI,RB,16,15,26,20,145,7,18,0.9,127,6.4,0.8,1,20.0,0,0.0,0,89.4,,HowaJo00
206,Allen Hurns,27,DAL,WR,16,7,35,20,295,11,217,10.9,78,3.9,11.4,0,,2,5.7,0,103.9,,HurnAl01
207,Jordan Matthews,26,PHI,WR,14,3,28,20,300,14,217,10.9,83,4.2,10.2,2,10.0,1,3.6,0,130.1,,MattJo00
208,Adrian Peterson,33,WAS,RB,16,16,26,20,208,9,7,0.4,201,10.1,0.3,7,2.9,3,11.5,0,112.3,AP CPoY-3,PeteAd01
209,Paul Richardson,26,WAS,WR,7,4,35,20,262,12,216,10.8,46,2.3,12.3,1,20.0,0,0.0,0,99.9,,RichPa01
210,Jonnu Smith,23,TEN,TE,13,12,30,20,258,10,78,3.9,180,9.0,5.2,4,5.0,3,10.0,2,99.0,,SmitJo01
211,Jordan Thomas,22,HOU,TE,16,10,27,20,215,12,120,6.0,95,4.8,5.6,2,10.0,1,3.7,0,136.6,,ThomJo05
212,Spencer Ware,27,KAN,RB,13,2,23,20,224,9,-21,-1.1,245,12.3,0.2,4,5.0,2,8.7,0,107.2,,WareSp00
213,Martavis Bryant,27,LVR,WR,8,2,27,19,266,10,135,7.1,131,6.9,11.9,4,4.8,2,7.4,2,70.9,,BryaMa00
214,Anthony Firkser,23,TEN,FB,12,0,20,19,225,11,128,6.7,97,5.1,6.7,0,,0,0.0,0,130.2,,FirkAn00
215,Virgil Green,30,LAC,TE,16,16,27,19,210,10,108,5.7,102,5.4,5.4,2,9.5,3,11.1,0,105.5,,GreeVi00
216,T.J. Jones,26,DET,WR,15,3,26,19,190,10,154,8.1,36,1.9,10.3,1,19.0,0,0.0,2,87.0,,JoneT.00
217,Lance Kendricks,30,GNB,TE,16,3,25,19,170,9,58,3.1,112,5.9,5.6,0,,3,12.0,0,107.1,,KendLa00
218,Elijah McGuire,24,NYJ,RB,8,3,31,19,193,10,34,1.8,159,8.4,4.9,5,3.8,4,12.9,0,89.9,,McGuEl00
219,Chris Moore,25,BAL,WR,16,0,25,19,196,8,131,6.9,65,3.4,11.3,0,,0,0.0,0,111.4,,MoorCh00
220,Trent Sherfield,22,ARI,WR,13,2,28,19,210,11,172,9.1,38,2.0,11.3,0,,1,3.6,2,72.0,,SherTr00
221,Doug Martin,29,LVR,RB,16,9,24,18,116,6,22,1.2,94,5.2,0.9,1,18.0,2,8.3,0,84.7,,MartDo00
222,Isaiah McKenzie,23,BUF,WR,7,1,30,18,179,10,103,5.7,76,4.2,8.2,3,6.0,1,3.3,1,63.1,,McKeIs00
223,Jordan Akins,26,HOU,TE,16,6,25,17,225,11,102,6.0,123,7.2,6.9,3,5.7,0,0.0,0,96.2,,AkinJo00
224,Trenton Cannon,24,NYJ,RB,16,0,25,17,144,4,26,1.5,118,6.9,6.3,1,17.0,3,12.0,1,66.1,,CannTr00
225,Ted Ginn Jr.,33,NOR,WR,5,3,30,17,209,10,161,9.5,48,2.8,16.6,1,17.0,2,6.7,1,86.7,,GinnTe00
226,Marlon Mack,22,IND,RB,12,10,26,17,103,3,-23,-1.4,126,7.4,-1.1,0,,3,11.5,1,69.9,,MackMa00
227,Aldrick Robinson,30,MIN,WR,14,0,35,17,231,12,189,11.1,42,2.5,17.2,0,,2,5.7,1,97.7,,RobiAl00
228,Torrey Smith,29,CAR,WR,11,6,31,17,190,12,142,8.4,48,2.8,13.5,2,8.5,1,3.2,0,94.8,,SmitTo02
229,Chad Williams,24,ARI,WR,10,7,46,17,171,9,155,9.1,16,0.9,12.7,0,,3,6.5,2,37.5,,WillCh05
230,Deonte Thompson,29,2TM,WR,13,6,30,17,161,10,123,7.2,38,2.2,12.6,1,17.0,2,6.7,2,43.9,,ThomDe04
230,Deonte Thompson,29,DAL,WR,8,4,20,14,124,7,90,6.4,34,2.4,9.4,1,14.0,2,10.0,1,65.4,,ThomDe04
230,Deonte Thompson,29,BUF,WR,5,2,10,3,37,3,33,11.0,4,1.3,19.0,0,,0,0.0,1,2.9,,ThomDe04
231,Bennie Fowler,27,NYG,WR,10,5,27,16,199,11,123,7.7,76,4.8,9.7,3,5.3,2,7.4,2,63.7,,FowlBe00
232,Josh Hill,28,NOR,TE,16,11,24,16,185,11,15,0.9,170,10.6,3.0,4,4.0,2,8.3,0,103.6,,HillJo02
233,Breshad Perriman,25,CLE,WR,10,2,25,16,340,13,265,16.6,75,4.7,18.4,0,,0,0.0,0,134.2,,PerrBr02
234,James Washington,22,PIT,WR,14,6,38,16,217,11,164,10.3,53,3.3,16.8,1,16.0,2,5.3,0,69.7,,WashJa00
235,Jordan Wilkins,24,IND,RB,16,3,17,16,85,2,-20,-1.3,105,6.6,-1.5,2,8.0,0,0.0,0,87.5,,WilkJo01
236,Maxx Williams,24,BAL,TE,13,6,17,16,143,7,46,2.9,97,6.1,2.7,1,16.0,0,0.0,0,121.3,,WillMa04
237,Terrelle Pryor,29,2TM,WR,8,1,30,16,252,11,190,11.9,62,3.9,12.4,0,,1,3.3,2,76.0,,PryoTe00
237,Terrelle Pryor,29,NYJ,WR,6,0,22,14,235,11,174,12.4,61,4.4,12.4,0,,1,4.5,1,111.0,,PryoTe00
237,Terrelle Pryor,29,BUF,WR,2,1,8,2,17,0,16,8.0,1,0.5,12.5,0,,0,0.0,1,0.0,,PryoTe00
238,Kapri Bibbs,25,2TM,RB,12,0,23,16,115,4,7,0.4,108,6.8,1.7,0,,3,13.0,2,59.1,,BibbKa00
238,Kapri Bibbs,25,WAS,RB,10,0,18,13,102,4,2,0.2,100,7.7,1.6,0,,3,16.7,1,81.2,,BibbKa00
238,Kapri Bibbs,25,GNB,RB,2,0,5,3,13,0,5,1.7,8,2.7,1.8,0,,0,0.0,1,25.0,,BibbKa00
239,Marcell Ateman,24,LVR,WR,7,6,31,15,154,7,123,8.2,31,2.1,10.9,0,,2,6.5,0,73.9,,AtemMa00
240,Alex Collins,24,BAL,RB,10,10,21,15,105,6,8,0.5,97,6.5,1.3,4,3.8,2,9.5,0,98.3,,CollAl00
241,Tyler Eifert,28,CIN,TE,4,2,19,15,179,10,125,8.3,54,3.6,9.2,1,15.0,1,5.3,1,101.5,,EifeTy00
242,Derrick Henry,24,TEN,RB,16,12,18,15,99,4,-16,-1.1,115,7.7,-0.7,3,5.0,0,0.0,0,89.6,,HenrDe00
243,Justin Jackson,22,LAC,RB,13,1,19,15,135,5,-17,-1.1,152,10.1,-1.0,1,15.0,1,5.3,0,96.3,,JackJu01
244,Marshawn Lynch,32,LVR,RB,6,6,20,15,84,6,-6,-0.4,90,6.0,-0.3,1,15.0,4,20.0,0,82.1,,LyncMa00
245,Darren Sproles,35,PHI,RB,6,2,23,15,160,6,33,2.2,127,8.5,1.2,2,7.5,2,8.7,0,114.4,,SproDa00
246,Luke Stocker,30,TEN,TE,16,11,21,15,165,10,101,6.7,64,4.3,7.8,0,,1,4.8,0,126.1,,StocLu00
247,Josh Bellamy,29,CHI,WR,16,2,25,14,117,8,71,5.1,46,3.3,11.8,1,14.0,1,4.0,2,48.2,,BellJo02
248,Jaron Brown,28,SEA,WR,16,2,19,14,166,9,120,8.6,46,3.3,12.8,0,,0,0.0,1,117.5,,BrowJa03
249,Rex Burkhead,28,NWE,RB,8,4,20,14,131,4,10,0.7,121,8.6,2.2,0,,0,0.0,1,83.5,,BurkRe00
250,DJ Chark,22,JAX,WR,11,0,32,14,174,6,129,9.2,45,3.2,9.8,0,,2,6.3,1,48.2,,CharDJ00
251,Royce Freeman,22,DEN,RB,14,8,20,14,72,2,13,0.9,59,4.2,0.8,1,14.0,2,10.0,0,75.4,,FreeRo00
252,Wayne Gallman,24,NYG,RB,15,1,22,14,89,5,8,0.6,81,5.8,1.3,3,4.7,2,9.1,0,72.0,,GallWa00
253,Justin Hardy,27,ATL,WR,16,0,22,14,133,8,62,4.4,71,5.1,6.3,1,14.0,1,4.5,1,91.7,,HardJu00
254,Jordan Leggett,23,NYJ,TE,15,4,24,14,114,6,65,4.6,49,3.5,6.7,0,,0,0.0,0,84.4,,LeggJo00
255,Cody Core,24,CIN,WR,14,3,28,13,160,7,124,9.5,36,2.8,12.5,1,13.0,2,7.1,1,61.6,,CoreCo00
256,Hayden Hurst,25,BAL,TE,12,0,23,13,163,8,89,6.8,74,5.7,7.2,1,13.0,0,0.0,0,93.2,,HursHa00
257,Chris Ivory,30,BUF,RB,13,1,21,13,205,7,1,0.1,204,15.7,-0.3,1,13.0,4,19.0,0,94.3,,IvorCh00
258,Keith Kirkwood,24,NOR,WR,8,1,21,13,209,10,160,12.3,49,3.8,13.4,1,13.0,2,9.5,1,107.0,,KirkKe00
259,Damion Ratley,23,CLE,WR,13,3,20,13,144,5,93,7.2,51,3.9,11.4,0,,2,10.0,1,65.4,,RatlDa00
260,Luke Willson,28,DET,TE,14,8,19,13,87,5,29,2.2,58,4.5,3.7,2,6.5,2,10.5,2,38.6,,WillLu00
261,Andre Holmes,30,2TM,WR,15,3,24,13,162,8,112,8.6,50,3.8,13.0,1,13.0,2,8.3,2,40.6,,HolmAn00
261,Andre Holmes,30,BUF,WR,12,3,23,12,157,7,115,9.6,42,3.5,13.7,1,12.0,2,8.7,2,37.8,,HolmAn00
261,Andre Holmes,30,DEN,WR,3,0,1,1,5,1,-3,-3.0,8,8.0,-3.0,0,,0,0.0,0,87.5,,HolmAn00
262,Dan Arnold,23,NOR,WR,10,1,19,12,150,9,120,10.0,30,2.5,10.8,0,,1,5.3,1,83.2,,ArnoDa00
263,Travis Benjamin,29,LAC,WR,12,3,24,12,186,9,124,10.3,62,5.2,19.8,0,,3,12.5,2,55.2,,BenjTr00
264,James Develin,30,NWE,FB,16,8,17,12,61,3,25,2.1,36,3.0,2.4,0,,0,0.0,1,51.3,,DeveJa00
265,Ed Dickson,31,SEA,TE,10,1,13,12,143,6,65,5.4,78,6.5,5.5,1,12.0,0,0.0,0,152.1,,DickEd00
266,Frank Gore,35,MIA,RB,14,14,16,12,124,8,9,0.8,115,9.6,1.3,5,2.4,0,0.0,0,117.7,,GoreFr00
267,Demetrius Harris,27,KAN,TE,15,3,25,12,164,9,89,7.4,75,6.3,7.7,1,12.0,4,16.0,1,92.3,,HarrDe03
268,Brandon LaFell,32,LVR,WR,6,5,16,12,135,9,82,6.8,53,4.4,8.3,0,,0,0.0,0,139.3,,LaFeBr00
269,Eli Rogers,26,PIT,WR,3,3,14,12,79,5,39,3.3,40,3.3,4.4,1,12.0,0,0.0,0,90.2,,RogeEl00
270,Dalton Schultz,22,DAL,TE,11,7,17,12,116,6,50,4.2,66,5.5,4.1,2,6.0,1,5.9,0,89.3,,SchuDa00
271,Logan Thomas,27,BUF,TE,12,3,17,12,77,3,43,3.6,34,2.8,7.9,0,,1,5.9,0,79.8,,ThomLo00
272,Jeff Wilson,23,SFO,RB,6,2,15,12,98,5,1,0.1,97,8.1,0.5,1,12.0,1,6.7,1,66.1,,WilsJe01
273,Darren Fells,32,CLE,TE,16,11,12,11,117,6,51,4.6,66,6.0,4.8,1,11.0,0,0.0,0,146.9,,FellDa01
274,C.J. Ham,25,MIN,RB,15,2,15,11,85,4,1,0.1,84,7.6,-0.4,2,5.5,2,13.3,0,86.8,,HamxC.00
275,Darius Jennings,26,TEN,WR,16,0,15,11,101,2,64,5.8,37,3.4,10.2,0,,1,6.7,1,63.5,,JennDa00
276,Andy Jones,24,DET,WR,8,3,24,11,80,6,54,4.9,26,2.4,9.1,2,5.5,1,4.2,0,68.1,,JoneAn01
277,Cody Latimer,26,NYG,WR,6,2,16,11,190,6,167,15.2,23,2.1,19.9,0,,0,0.0,0,129.7,,LatiCo00
278,Brandon Marshall,34,SEA,WR,7,2,23,11,136,7,113,10.3,23,2.1,11.2,0,,3,13.0,1,63.0,,MarsBr00
279,Marcus Murphy,27,BUF,RB,11,1,19,11,26,2,-11,-1.0,37,3.4,1.4,2,5.5,3,15.8,1,40.9,,MurpMa03
280,Bilal Powell,30,NYJ,RB,7,7,18,11,110,3,26,2.4,84,7.6,4.9,1,11.0,0,0.0,1,73.8,,PoweBi00
281,Brandon Powell,23,DET,WR,6,1,17,11,129,6,14,1.3,115,10.5,3.4,1,11.0,0,0.0,0,87.6,,PoweBr00
282,Austin Seferian-Jenkins,26,JAX,TE,5,5,19,11,90,6,54,4.9,36,3.3,5.0,0,,0,0.0,1,65.7,,SefeAu00
283,LeGarrette Blount,32,DET,RB,16,8,15,10,67,4,-20,-2.0,87,8.7,-1.3,1,10.0,2,13.3,0,76.2,,BlouLe00
284,Deontay Burnett,21,NYJ,WR,5,1,15,10,143,7,118,11.8,25,2.5,10.8,1,10.0,1,6.7,1,69.6,,BurnDe00
285,Michael Floyd,29,WAS,WR,13,3,24,10,100,5,71,7.1,29,2.9,14.3,1,10.0,4,16.7,1,50.7,,FloyMi00
286,Marvin Hall,25,ATL,WR,16,0,19,10,149,5,92,9.2,57,5.7,10.9,0,,0,0.0,0,96.2,,HallMa02
287,Niles Paul,29,JAX,WR,6,1,13,10,98,5,66,6.6,32,3.2,8.2,0,,0,0.0,0,97.6,,PaulNi00
288,Andre Roberts,30,NYJ,WR,16,1,17,10,79,4,62,6.2,17,1.7,9.0,1,10.0,2,11.8,2,50.5,PBAP-1,RobeAn00
289,Russell Shepard,28,NYG,WR,12,0,19,10,188,7,172,17.2,16,1.6,16.8,0,,1,5.3,2,82.7,,ShepRu00
290,Lee Smith,31,LVR,TE,16,4,11,10,73,5,18,1.8,55,5.5,1.8,0,,0,0.0,0,133.9,,SmitLe00
291,Carlos Hyde,28,2TM,RB,14,7,16,10,33,0,-26,-2.6,59,5.9,-0.8,0,,1,6.3,0,66.7,,HydeCa00
291,Carlos Hyde,28,CLE,RB,6,5,9,6,29,0,-14,-2.3,43,7.2,0.1,0,,0,0.0,0,71.1,,HydeCa00
291,Carlos Hyde,28,JAX,RB,8,2,7,4,4,0,-12,-3.0,16,4.0,-2.0,0,,1,14.3,0,62.2,,HydeCa00
292,Kalen Ballage,23,MIA,RB,12,0,11,9,56,2,-20,-2.2,76,8.4,-1.3,0,,1,9.1,1,50.0,,BallKa00
293,Austin Carr,25,NOR,WR,14,2,14,9,97,5,75,8.3,22,2.4,9.4,0,,0,0.0,0,124.1,,CarrAu00
294,Corey Grant,27,JAX,RB,5,1,12,9,67,5,-16,-1.8,83,9.2,-0.3,3,3.0,0,0.0,0,87.8,,GranCo00
295,Jermaine Gresham,30,ARI,TE,13,11,12,9,94,6,19,2.1,75,8.3,2.0,1,9.0,2,16.7,0,97.2,,GresJe00
296,Dontrell Hilliard,23,CLE,RB,11,0,10,9,105,4,15,1.7,90,10.0,1.9,3,3.0,0,0.0,0,110.4,,HillDo00
297,Richie James,23,SFO,WR,13,2,14,9,130,4,29,3.2,101,11.2,4.0,3,3.0,2,14.3,2,78.6,,JameRi00
298,Cameron Meredith,26,NOR,WR,6,1,10,9,114,4,76,8.4,38,4.2,9.2,0,,0,0.0,0,147.5,,MereCa00
299,Logan Paulsen,31,ATL,TE,15,10,9,9,91,6,33,3.7,58,6.4,3.7,0,,0,0.0,0,145.8,,PaulLo00
300,Rashaad Penny,22,SEA,RB,14,0,12,9,75,3,2,0.2,73,8.1,0.5,1,9.0,2,16.7,1,55.9,,PennRa00
301,MyCole Pruitt,26,TEN,TE,15,1,11,9,102,6,74,8.2,28,3.1,9.6,0,,0,0.0,0,135.6,,PruiMy00
302,Trey Quinn,23,WAS,WR,3,2,10,9,75,5,58,6.4,17,1.9,7.3,0,,0,0.0,1,91.7,,QuinTr00
303,Michael Roberts,24,DET,TE,8,2,20,9,100,5,77,8.6,23,2.6,6.3,0,,3,15.0,2,60.4,,RobeMi01
304,Scott Simonson,26,NYG,TE,16,4,14,9,86,6,55,6.1,31,3.4,4.7,0,,0,0.0,1,75.3,,SimoSc00
305,Rod Smith,26,DAL,RB,16,1,12,9,60,1,3,0.3,57,6.3,-0.4,1,9.0,0,0.0,0,85.4,,SmitRo06
306,Tavon Austin,28,DAL,WR,7,0,13,8,140,5,103,12.9,37,4.6,16.0,0,,2,15.4,1,105.8,,AustTa00
307,Cameron Batson,23,TEN,WR,11,2,11,8,82,5,28,3.5,54,6.8,6.6,0,,0,0.0,1,55.9,,BatsCa00
308,Blake Bell,27,JAX,TE,10,4,11,8,67,3,29,3.6,38,4.8,5.3,1,8.0,0,0.0,0,88.1,,BellBl00
309,Jake Butt,23,DEN,TE,3,3,13,8,85,4,41,5.1,44,5.5,7.5,1,8.0,0,0.0,2,41.0,,ButtJa00
310,Will Dissly,22,SEA,TE,4,4,14,8,156,5,63,7.9,93,11.6,10.1,2,4.0,0,0.0,0,135.7,,DissWi00
311,Andy Janovich,25,DEN,FB,16,7,10,8,112,5,49,6.1,63,7.9,5.1,1,8.0,0,0.0,0,146.7,,JanoAn00
312,Jake Kumerow,26,GNB,WR,5,2,11,8,103,4,80,10.0,23,2.9,10.1,0,,0,0.0,0,132.0,,KumeJa00
313,Taquan Mizzell,25,CHI,RB,9,1,10,8,78,4,44,5.5,34,4.3,5.0,0,,0,0.0,0,132.5,,MizzTa00
314,Alfred Morris,30,SFO,RB,12,1,13,8,73,5,6,0.8,67,8.4,-0.3,2,4.0,0,0.0,1,44.7,,MorrAl00
315,Nick O'Leary,26,MIA,TE,12,7,10,8,86,6,21,2.6,65,8.1,3.9,0,,0,0.0,0,135.8,,OLeaNi00
316,Elijhaa Penny,25,NYG,RB,14,3,9,8,50,1,-1,-0.1,51,6.4,0.2,1,8.0,0,0.0,0,89.8,,PennEl00
317,Anthony Sherman,30,KAN,RB,16,1,9,8,96,5,40,5.0,56,7.0,4.9,1,8.0,1,11.1,0,148.1,PB,SherAn00
318,Erik Swoope,26,IND,TE,7,2,10,8,87,5,70,8.8,17,2.1,9.4,0,,1,10.0,0,142.5,,SwooEr00
319,Eric Tomlinson,26,NYJ,TE,15,12,14,8,72,3,-17,-2.1,89,11.1,3.2,2,4.0,2,14.3,1,41.4,,TomlEr01
320,Josh Adams,22,PHI,RB,14,5,13,7,58,3,-7,-1.0,65,9.3,-0.7,0,,2,15.4,0,65.5,,AdamJo03
321,Mo Alie-Cox,25,IND,TE,9,1,13,7,133,6,83,11.9,50,7.1,11.7,1,7.0,1,7.7,1,97.1,,AlieMo00
322,Antony Auclair,25,TAM,TE,16,10,8,7,48,1,40,5.7,8,1.1,5.0,0,,0,0.0,0,91.7,,AuclAn00
323,Derek Carrier,28,LVR,TE,16,2,12,7,67,3,51,7.3,16,2.3,8.8,0,,0,0.0,1,67.0,,CarrDe00
324,Ronald Jones II,21,TAM,RB,9,0,9,7,33,2,-9,-1.3,42,6.0,-1.6,1,7.0,2,22.2,0,81.9,,JoneRo01
325,T.J. Logan,24,ARI,FB,10,0,7,7,37,1,-2,-0.3,39,5.6,-0.3,0,,0,0.0,0,88.7,,LogaT.00
326,Sony Michel,23,NWE,RB,13,8,11,7,50,3,0,0.0,50,7.1,1.0,0,,2,18.2,0,74.1,,MichSo00
327,JJ Nelson,26,ARI,WR,14,2,19,7,64,4,40,5.7,24,3.4,18.8,0,,0,0.0,2,7.2,,NelsJJ00
328,Zach Zenner,27,DET,RB,8,1,10,7,56,3,-3,-0.4,59,8.4,0.6,0,,2,20.0,0,83.7,,ZennZa00
329,Kamar Aiken,29,PHI,WR,5,1,7,6,53,2,42,7.0,11,1.8,6.7,0,,0,0.0,0,98.2,,AikeKa00
330,Tommy Bohanon,28,JAX,FB,16,6,9,6,41,1,6,1.0,35,5.8,3.6,1,6.0,0,0.0,0,76.6,,BohaTo00
331,Brice Butler,28,2TM,WR,8,1,10,6,60,4,59,9.8,1,0.2,13.8,0,,0,0.0,0,110.4,,ButlBr00
331,Brice Butler,28,DAL,WR,2,0,1,0,0,0,0,,0,,46.0,0,,0,0.0,0,39.6,,ButlBr00
331,Brice Butler,28,MIA,WR,6,1,9,6,60,4,59,9.8,1,0.2,10.2,0,,0,0.0,0,122.5,,ButlBr00
332,Kenneth Dixon,24,BAL,RB,6,0,7,6,51,2,-3,-0.5,54,9.0,-0.9,1,6.0,0,0.0,0,97.0,,DixoKe00
333,Russell Gage,22,ATL,WR,15,0,10,6,63,2,44,7.3,19,3.2,10.5,0,,2,20.0,0,78.3,,GageRu00
334,Rashad Greene,26,JAX,WR,8,1,8,6,60,3,45,7.5,15,2.5,7.5,0,,1,12.5,0,95.8,,GreeRa00
335,Xavier Grimble,26,PIT,TE,16,2,8,6,86,4,30,5.0,56,9.3,7.0,0,,0,0.0,0,109.4,,GrimXa00
336,David Grinnage,24,JAX,TE,4,2,8,6,61,2,43,7.2,18,3.0,7.9,0,,0,0.0,0,96.4,,GrinDa00
337,Dwayne Harris,31,LVR,WR,15,1,6,6,40,1,-7,-1.2,47,7.8,-1.2,1,6.0,0,0.0,0,94.4,,HarrDw00
338,Marcus Johnson,24,IND,WR,5,0,8,6,102,5,74,12.3,28,4.7,13.8,0,,1,12.5,0,156.2,,JohnMa07
339,Raheem Mostert,26,SFO,RB,9,0,7,6,25,1,-19,-3.2,44,7.3,-0.6,0,,0,0.0,0,81.5,,MostRa00
340,Durham Smythe,23,MIA,TE,15,2,11,6,50,2,43,7.2,7,1.2,4.3,0,,0,0.0,1,28.6,,SmytDu00
341,Neal Sterling,26,NYJ,WR,5,4,8,6,47,2,18,3.0,29,4.8,3.9,1,6.0,0,0.0,0,89.1,,SterNe00
342,Darren Waller,26,LVR,WR,4,0,6,6,75,4,19,3.2,56,9.3,3.2,1,6.0,0,0.0,0,118.7,,WallDa01
343,Jay Ajayi,25,PHI,RB,4,3,6,5,20,1,-10,-2.0,30,6.0,0.0,1,5.0,0,0.0,0,80.6,,AjayJa00
344,Malcolm Brown,25,LAR,RB,12,0,7,5,52,2,13,2.6,39,7.8,2.6,0,,0,0.0,0,132.1,,BrowMa03
345,Noah Brown,22,DAL,WR,8,2,8,5,54,2,34,6.8,20,4.0,9.4,0,,0,0.0,0,82.3,,BrowNo00
346,Garrett Celek,30,SFO,TE,15,1,8,5,90,5,47,9.4,43,8.6,11.3,0,,1,12.5,1,101.0,,CeleGa00
347,Corey Coleman,24,NYG,WR,8,1,8,5,71,5,63,12.6,8,1.6,12.5,0,,1,12.5,0,91.1,,ColeCo00
348,Tyler Conklin,23,MIN,TE,16,3,7,5,77,3,46,9.2,31,6.2,8.4,0,,1,14.3,0,107.4,,ConkTy00
349,Seth Devalve,25,CLE,TE,13,4,7,5,74,3,59,11.8,15,3.0,12.4,0,,1,14.3,1,105.7,,DevaSe00
350,Devonta Freeman,26,ATL,RB,2,2,7,5,23,0,3,0.6,20,4.0,0.1,1,5.0,1,14.3,0,75.3,,FreeDe00
