Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player-additional
36,Justin Fields*,Ohio State,Big Ten,8,158,225,70.2,2100,22,9.8,6,2.7,9.3,10.09,13.3,262.5,175.6,H-7,justin-fields-2
37,Grant Wells*,Marshall,CUSA,10,165,270,61.1,2091,18,6.7,9,3.3,7.7,7.58,12.7,209.1,141.5,,grant-wells-1
38,Bailey Hockman*,North Carolina State,ACC,10,171,266,64.3,2088,13,4.9,11,4.1,7.8,6.97,12.2,208.8,138.1,,bailey-hockman-1
39,Chevan Cordeiro*,Hawaii,MWC,9,195,313,62.3,2083,14,4.5,6,1.9,6.7,6.69,10.7,231.4,129.1,,chevan-cordeiro-1
40,Layne Hatcher,Arkansas State,Sun Belt,11,116,194,59.8,2058,19,9.8,2,1.0,10.6,12.10,17.7,187.1,179.2,,layne-hatcher-1
41,Clayton Tune*,Houston,American,8,170,285,59.6,2048,15,5.3,10,3.5,7.2,6.66,12.0,256.0,130.4,,clayton-tune-1
42,Jake Haener,Fresno State,MWC,6,150,232,64.7,2021,14,6.0,5,2.2,8.7,8.95,13.5,336.8,153.4,,jake-haener-1
43,Spencer Sanders*,Oklahoma State,Big 12,9,155,247,62.8,2007,14,5.7,8,3.2,8.1,7.80,12.9,223.0,143.2,,spencer-sanders-1
44,Will Rogers*,Mississippi State,SEC,9,239,346,69.1,1976,11,3.2,7,2.0,5.7,5.44,8.3,219.6,123.5,,will-rogers-1
45,Asher O'Hara,Middle Tennessee State,CUSA,9,192,288,66.7,1960,12,4.2,8,2.8,6.8,6.39,10.2,217.8,132.0,,asher-ohara-1
46,Charlie Brewer,Baylor,Big 12,9,198,321,61.7,1958,14,4.4,8,2.5,6.1,5.85,9.9,217.6,122.3,,charlie-brewer-1
47,Zach Smith*,Tulsa,American,9,147,263,55.9,1947,13,4.9,10,3.8,7.4,6.68,13.2,216.3,126.8,,zach-smith-6
48,Ken Seals,Vanderbilt,SEC,9,186,288,64.6,1928,12,4.2,10,3.5,6.7,5.97,10.4,214.2,127.6,,ken-seals-1
49,Brady McBride,Texas State,Sun Belt,9,173,282,61.3,1925,17,6.0,7,2.5,6.8,6.91,11.1,213.9,133.6,,brady-mcbride-1
50,Holton Ahlers,East Carolina,American,8,165,269,61.3,1921,18,6.7,9,3.3,7.1,6.97,11.6,240.1,136.7,,holton-ahlers-1
51,Kedon Slovis,USC,Pac-12,6,177,264,67.0,1921,17,6.4,7,2.7,7.3,7.37,10.9,320.2,144.1,,kedon-slovis-1
52,Desmond Trotter,South Alabama,Sun Belt,10,160,248,64.5,1917,11,4.4,4,1.6,7.7,7.89,12.0,191.7,140.9,,desmond-trotter-1
53,Sean Clifford,Penn State,Big Ten,9,152,251,60.6,1883,16,6.4,9,3.6,7.5,7.16,12.4,209.2,137.4,,sean-clifford-1
54,Jeff Sims,Georgia Tech,ACC,10,141,257,54.9,1881,13,5.1,13,5.1,7.3,6.05,13.3,188.1,122.9,,jeff-sims-1
55,Logan Bonner,Arkansas State,Sun Belt,11,156,262,59.5,1863,18,6.9,6,2.3,7.1,7.45,11.9,169.4,137.4,,logan-bonner-1
56,Michael Pratt*,Tulane,American,10,140,254,55.1,1806,20,7.9,8,3.1,7.1,7.27,12.9,180.6,134.5,,michael-pratt-1
57,Max Duggan,Texas Christian,Big 12,10,146,240,60.8,1795,10,4.2,4,1.7,7.5,7.56,12.3,179.5,134.1,,max-duggan-1
58,Peyton Ramsey*,Northwestern,Big Ten,9,172,282,61.0,1733,12,4.3,8,2.8,6.1,5.72,10.1,192.6,121.0,,peyton-ramsey-1
59,Kaleb Eleby,Western Michigan,MAC,6,99,153,64.7,1715,18,11.8,2,1.3,11.2,12.97,17.3,285.8,195.1,,kaleb-eleby-1
60,Preston Hutchinson,Eastern Michigan,MAC,6,126,198,63.6,1657,12,6.1,6,3.0,8.4,8.22,13.2,276.2,147.9,,preston-hutchinson-1
61,Austin Aune*,North Texas,CUSA,8,101,185,54.6,1650,13,7.0,4,2.2,8.9,9.35,16.3,206.3,148.4,,austin-aune-1
62,Michael Penix Jr.*,Indiana,Big Ten,6,124,220,56.4,1645,14,6.4,4,1.8,7.5,7.93,13.3,274.2,136.5,,michael-penix-jr-1
63,Frank Harris*,UTSA,CUSA,12,159,250,63.6,1630,12,4.8,6,2.4,6.5,6.40,10.3,135.8,129.4,,frank-harris-3
64,Tyrrell Pigrome*,Western Kentucky,CUSA,11,171,297,57.6,1603,9,3.0,2,0.7,5.4,5.70,9.4,145.7,111.6,,tyrrell-pigrome-1
65,Alan Bowman,Texas Tech,Big 12,8,150,232,64.7,1602,10,4.3,7,3.0,6.9,6.41,10.7,200.3,130.8,,alan-bowman-1
66,Spencer Petras,Iowa,Big Ten,8,140,245,57.1,1569,9,3.7,5,2.0,6.4,6.22,11.2,196.1,119.0,,spencer-petras-1
67,Tyler Shough*,Oregon,Pac-12,7,106,167,63.5,1559,13,7.8,6,3.6,9.3,9.28,14.7,222.7,160.4,,tyler-shough-1
68,Colby Suits,Louisiana-Monroe,Sun Belt,8,152,249,61.0,1541,8,3.2,7,2.8,6.2,5.57,10.1,192.6,118.0,,colby-suits-1
69,Davis Mills,Stanford,Pac-12,5,129,195,66.2,1508,7,3.6,3,1.5,7.7,7.76,11.7,301.6,139.9,,davis-mills-1
70,Luke Anthony*,Louisiana Tech,CUSA,9,138,221,62.4,1479,16,7.2,5,2.3,6.7,7.12,10.7,164.3,138.0,,luke-anthony-1
71,Gavin Hardison,UTEP,CUSA,7,108,199,54.3,1419,5,2.5,5,2.5,7.1,6.50,13.1,202.7,117.4,,gavin-hardison-1
72,Collin Hill,South Carolina,SEC,8,127,215,59.1,1411,6,2.8,6,2.8,6.6,5.87,11.1,176.4,117.8,,collin-hill-1
73,Tanner Morgan,Minnesota,Big Ten,7,106,183,57.9,1374,7,3.8,5,2.7,7.5,7.04,13.0,196.3,128.2,,tanner-morgan-2
74,Ross Bowers,Northern Illinois,MAC,6,123,212,58.0,1365,10,4.7,2,0.9,6.4,6.96,11.1,227.5,125.8,,ross-bowers-1
75,Jordan McCloud,South Florida,American,8,120,194,61.9,1341,9,4.6,2,1.0,6.9,7.38,11.2,167.6,133.2,,jordan-mccloud-1
76,Hendon Hooker,Virginia Tech,ACC,8,98,150,65.3,1339,9,6.0,5,3.3,8.9,8.63,13.7,167.4,153.5,,hendon-hooker-1
77,Kyle Vantrease*,Buffalo,MAC,7,96,154,62.3,1326,7,4.5,3,1.9,8.6,8.64,13.8,189.4,145.8,,kyle-vantrease-1
78,Chris Reynolds,Charlotte,CUSA,6,96,175,54.9,1305,8,4.6,2,1.1,7.5,7.86,13.6,217.5,130.3,,chris-reynolds-1
79,K.J. Costello*,Mississippi State,SEC,6,134,209,64.1,1283,6,2.9,11,5.3,6.1,4.34,9.6,213.8,114.6,,kj-costello-1
80,Noah Vedral,Rutgers,Big Ten,7,136,221,61.5,1253,9,4.1,8,3.6,5.7,4.86,9.2,179.0,115.4,,noah-vedral-1
81,Graham Mertz*,Wisconsin,Big Ten,7,118,193,61.1,1238,9,4.7,5,2.6,6.4,6.18,10.5,176.9,125.2,,graham-mertz-1
82,JT Daniels*,Georgia,SEC,4,80,119,67.2,1231,10,8.4,2,1.7,10.3,11.27,15.4,307.8,178.5,,jt-daniels-1
83,Jack Abraham,Southern Mississippi,CUSA,5,97,149,65.1,1224,7,4.7,4,2.7,8.2,7.95,12.6,244.8,144.2,,jack-abraham-1
84,Terry Wilson*,Kentucky,SEC,10,125,200,62.5,1187,7,3.5,4,2.0,5.9,5.74,9.5,118.7,119.9,,terry-wilson-3
85,Dustin Crum,Kent State,MAC,4,83,113,73.5,1181,12,10.6,2,1.8,10.5,11.78,14.2,295.3,192.7,,dustin-crum-1
86,Stetson Bennett*,Georgia,SEC,8,86,155,55.5,1179,8,5.2,6,3.9,7.6,6.90,13.7,147.4,128.7,,stetson-bennett-1
87,Will Howard,Kansas State,Big 12,9,90,168,53.6,1178,8,4.8,10,6.0,7.0,5.29,13.1,130.9,116.3,,will-howard-2
88,Hank Bachmeier,Boise State,MWC,5,96,156,61.5,1150,6,3.8,2,1.3,7.4,7.56,12.0,230.0,133.6,,hank-bachmeier-1
89,Jason Bean*,North Texas,CUSA,8,79,145,54.5,1131,14,9.7,5,3.4,7.8,8.18,14.3,141.4,145.0,,jason-bean-1
90,Dorian Thompson-Robinson,UCLA,Pac-12,5,90,138,65.2,1120,12,8.7,4,2.9,8.1,8.55,12.4,224.0,156.3,,dorian-thompson-robinson-1
91,Jarrett Guarantano,Tennessee,SEC,7,103,166,62.0,1112,6,3.6,4,2.4,6.7,6.34,10.8,158.9,125.4,,jarrett-guarantano-1
92,Myles Brennan,LSU,SEC,3,79,131,60.3,1112,11,8.4,3,2.3,8.5,9.14,14.1,370.7,154.7,,myles-brennan-1
93,Eli Peters,Toledo,MAC,4,88,129,68.2,1106,9,7.0,2,1.6,8.6,9.27,12.6,276.5,160.2,,eli-peters-1
94,Sam Noyer*,Colorado,Pac-12,6,88,160,55.0,1101,6,3.8,7,4.4,6.9,5.66,12.5,183.5,116.4,,sam-noyer-1
95,Rocky Lombardi,Michigan State,Big Ten,6,84,157,53.5,1090,8,5.1,9,5.7,6.9,5.38,13.0,181.7,117.2,,rocky-lombardi-1
96,Joe Milton,Michigan,Big Ten,6,80,141,56.7,1077,4,2.8,4,2.8,7.6,6.93,13.5,179.5,124.6,,joe-milton-2
97,Max Johnson,LSU,SEC,6,88,150,58.7,1069,8,5.3,1,0.7,7.1,7.89,12.1,178.2,134.8,,max-johnson-2
98,Henry Colombi,Texas Tech,Big 12,6,109,166,65.7,1065,8,4.8,4,2.4,6.4,6.30,9.8,177.5,130.6,,henry-colombi-1
99,Shai Werts*,Georgia Southern,Sun Belt,11,80,133,60.2,1062,8,6.0,6,4.5,8.0,7.16,13.3,96.5,138.1,,shai-werts-1
100,Jordan Travis,Florida State,ACC,8,72,131,55.0,1056,6,4.6,6,4.6,8.1,6.92,14.7,132.0,128.6,,jordan-travis-1
101,Adrian Martinez,Nebraska,Big Ten,7,108,151,71.5,1055,4,2.6,3,2.0,7.0,6.62,9.8,150.7,135.0,,adrian-martinez-2
102,Jacob Free,Troy,Sun Belt,6,88,152,57.9,1051,6,3.9,5,3.3,6.9,6.22,11.9,175.2,122.4,,jacob-free-1
103,Rex Culpepper,Syracuse,ACC,10,94,190,49.5,1028,9,4.7,8,4.2,5.4,4.46,10.9,102.8,102.1,,rex-culpepper-1
104,Taulia Tagovailoa,Maryland,Big Ten,4,75,122,61.5,1011,7,5.7,7,5.7,8.3,6.85,13.5,252.8,138.5,,taulia-tagovailoa-1
105,Bryson Lucero,UAB,CUSA,7,79,146,54.1,969,7,4.8,8,5.5,6.6,5.13,12.3,138.4,114.7,,bryson-lucero-1
106,TJ Finley,LSU,SEC,5,80,140,57.1,941,5,3.6,5,3.6,6.7,5.83,11.8,188.2,118.2,,tj-finley-1
107,Jack Plummer,Purdue,Big Ten,3,88,124,71.0,938,8,6.5,2,1.6,7.6,8.13,10.7,312.7,152.6,,jack-plummer-1
108,Tyler Vitt,Texas State,Sun Belt,7,74,122,60.7,933,9,7.4,6,4.9,7.6,6.91,12.6,133.3,139.4,,tyler-vitt-1
109,Aidan O'Connell,Purdue,Big Ten,3,88,136,64.7,916,7,5.1,2,1.5,6.7,7.10,10.4,305.3,135.3,,aidan-oconnell-1
110,D.J. Uiagalelei*,Clemson,ACC,10,78,117,66.7,914,5,4.3,0,0.0,7.8,8.67,11.7,91.4,146.4,,dj-uiagalelei-1
111,Nick Tronti*,Florida Atlantic,CUSA,9,89,167,53.3,905,6,3.6,3,1.8,5.4,5.33,10.2,100.6,107.1,,nick-tronti-1
112,Dylan Morris,Washington,Pac-12,4,67,110,60.9,897,4,3.6,3,2.7,8.2,7.65,13.4,224.3,136.0,,dylan-morris-1
113,Devin Leary*,North Carolina State,ACC,4,66,110,60.0,890,8,7.3,2,1.8,8.1,8.73,13.5,222.5,148.3,,devin-leary-1
114,Jayden De Laura,Washington State,Pac-12,4,78,129,60.5,886,5,3.9,4,3.1,6.9,6.25,11.4,221.5,124.7,,jayden-de-laura-1
115,Jake Bentley,Utah,Pac-12,5,77,124,62.1,882,6,4.8,6,4.8,7.1,5.90,11.5,176.4,128.1,,jake-bentley-2
116,Levi Williams,Wyoming,MWC,6,59,119,49.6,877,1,0.8,3,2.5,7.4,6.40,14.9,146.2,109.2,,levi-williams-1
117,Anthony Russo,Temple,American,4,92,135,68.1,863,9,6.7,6,4.4,6.4,5.73,9.4,215.8,135.0,,anthony-russo-3
118,Carter Bradley,Toledo,MAC,4,55,89,61.8,849,9,10.1,5,5.6,9.5,9.03,15.4,212.3,164.1,,carter-bradley-1
119,Tyler Johnston III,UAB,CUSA,5,57,97,58.8,843,7,7.2,1,1.0,8.7,9.67,14.8,168.6,153.5,,tyler-johnston-iii-1
120,Tristan Gebbia,Oregon State,Pac-12,4,80,129,62.0,824,3,2.3,3,2.3,6.4,5.81,10.3,206.0,118.7,,tristan-gebbia-1
121,Michael Collins,Rice,CUSA,3,53,86,61.6,802,10,11.6,1,1.2,9.3,11.13,15.1,267.3,176.0,,michael-collins-4
122,Max Gilliam,Nevada-Las Vegas,MWC,6,89,148,60.1,786,5,3.4,4,2.7,5.3,4.77,8.8,131.0,110.5,,max-gilliam-1
123,Zach Gibson,Akron,MAC,6,76,132,57.6,784,4,3.0,5,3.8,5.9,4.84,10.3,130.7,109.9,,zach-gibson-1
124,Chase Garbers,California,Pac-12,4,85,136,62.5,771,6,4.4,3,2.2,5.7,5.56,9.1,192.8,120.3,,chase-garbers-1
125,Daniel Richardson,Central Michigan,MAC,5,64,100,64.0,769,4,4.0,2,2.0,7.7,7.59,12.0,153.8,137.8,,daniel-richardson-1
126,Jeremy Hunt,Louisiana-Monroe,Sun Belt,7,70,129,54.3,742,6,4.7,4,3.1,5.8,5.29,10.6,106.0,111.7,,jeremy-hunt-1
127,Jalon Daniels,Kansas,Big 12,7,76,152,50.0,718,1,0.7,4,2.6,4.7,3.67,9.4,102.6,86.6,,jalon-daniels-1
128,Matt McDonald,Bowling Green,MAC,5,54,123,43.9,712,1,0.8,6,4.9,5.8,3.76,13.2,142.4,85.5,,matt-mcdonald-1
129,Jayden Daniels,Arizona State,Pac-12,4,49,84,58.3,701,5,6.0,1,1.2,8.3,9.00,14.3,175.3,145.7,,jayden-daniels-1
130,Braxton Burmeister,Virginia Tech,ACC,6,48,84,57.1,687,2,2.4,1,1.2,8.2,8.12,14.3,114.5,131.3,,braxton-burmeister-1
131,Miles Kendrick,Kansas,Big 12,7,73,120,60.8,647,6,5.0,5,4.2,5.4,4.52,8.9,92.4,114.3,,miles-kendrick-1
132,Skylar Thompson,Kansas State,Big 12,3,40,64,62.5,626,4,6.3,0,0.0,9.8,11.03,15.7,208.7,165.3,,skylar-thompson-1
133,Grant Gunnell,Arizona,Pac-12,4,64,93,68.8,625,6,6.5,2,2.2,6.7,7.04,9.8,156.3,142.3,,grant-gunnell-1
134,Chance Lovertich,South Alabama,Sun Belt,6,47,86,54.7,619,5,5.8,2,2.3,7.2,7.31,13.2,103.2,129.6,,chance-lovertich-1
135,Carson Baker,San Diego State,MWC,6,59,104,56.7,617,3,2.9,3,2.9,5.9,5.21,10.5,102.8,110.3,,carson-baker-2
136,Aaron Allen*,Louisiana Tech,CUSA,10,73,121,60.3,602,4,3.3,8,6.6,5.0,2.66,8.2,60.2,99.8,,aaron-allen-1
137,Tommy Devito,Syracuse,ACC,4,48,96,50.0,593,4,4.2,2,2.1,6.2,6.07,12.4,148.3,111.5,,tommy-devito-1
138,Patrick O'Brien,Colorado State,MWC,4,45,80,56.3,591,3,3.8,2,2.5,7.4,7.01,13.1,147.8,125.7,,patrick-obrien-1
139,Payton Thorne,Michigan State,Big Ten,4,48,85,56.5,582,3,3.5,3,3.5,6.8,5.96,12.1,145.5,118.6,,payton-thorne-1
140,Dalen Morris,Navy,American,9,33,65,50.8,579,3,4.6,2,3.1,8.9,8.45,17.5,64.3,134.7,,dalen-morris-1
141,Dalen Morris,Navy,American,9,33,65,50.8,579,3,4.6,2,3.1,8.9,8.45,17.5,64.3,134.7,,dalen-morris-2
142,Harrison Bailey,Tennessee,SEC,6,48,68,70.6,578,4,5.9,2,2.9,8.5,8.35,12.0,96.3,155.5,,harrison-bailey-1
143,Dennis Grosel,Boston College,ACC,3,37,54,68.5,568,6,11.1,3,5.6,10.5,10.24,15.4,189.3,182.4,,dennis-grosel-1
144,Shane Illingworth*,Oklahoma State,Big 12,4,41,70,58.6,554,4,5.7,1,1.4,7.9,8.41,13.5,138.5,141.1,,shane-illingworth-1
145,Chance Nolan,Oregon State,Pac-12,4,46,91,50.5,537,6,6.6,2,2.2,5.9,6.23,11.7,134.3,117.5,,chance-nolan-1
146,Trae Hall,New Mexico,MWC,4,53,101,52.5,518,0,0.0,3,3.0,5.1,3.79,9.8,129.5,89.6,,trae-hall-1
147,Tevaka Tuioti,New Mexico,MWC,2,37,66,56.1,475,4,6.1,1,1.5,7.2,7.73,12.8,237.5,133.5,,tevaka-tuioti-1
148,Luke McCaffrey,Nebraska,Big Ten,7,48,76,63.2,466,1,1.3,6,7.9,6.1,2.84,9.7,66.6,103.2,,luke-mccaffrey-1
149,Tate Whatley,Southern Mississippi,CUSA,4,37,65,56.9,460,3,4.6,2,3.1,7.1,6.62,12.4,115.0,125.4,,tate-whatley-1
150,Noah Johnson,South Florida,American,6,48,77,62.3,459,3,3.9,1,1.3,6.0,6.16,9.6,76.5,122.7,,noah-johnson-3
151,Chase Griffin,UCLA,Pac-12,4,40,62,64.5,451,6,9.7,2,3.2,7.3,7.76,11.3,112.8,151.1,,chase-griffin-1
152,Lindell Stone,Virginia,ACC,6,60,102,58.8,449,4,3.9,3,2.9,4.4,3.86,7.5,74.8,102.9,,lindell-stone-1
153,Artur Sitkowski,Rutgers,Big Ten,4,52,81,64.2,444,3,3.7,0,0.0,5.5,6.22,8.5,111.0,122.5,,artur-sitkowski-1
154,Haaziq Daniels,Air Force,MWC,6,30,54,55.6,433,3,5.6,3,5.6,8.0,6.63,14.4,72.2,130.1,,haaziq-daniels-1
155,Trey Lowe III,Southern Mississippi,CUSA,4,36,59,61.0,433,2,3.4,3,5.1,7.3,5.73,12.0,108.3,123.7,,trey-lowe-iii-1
156,Brandon Peters,Illinois,Big Ten,5,39,80,48.8,429,3,3.8,0,0.0,5.4,6.11,11.0,85.8,106.2,,brandon-peters-1
157,Cade McNamara,Michigan,Big Ten,4,43,71,60.6,425,5,7.0,0,0.0,6.0,7.39,9.9,106.3,134.1,,cade-mcnamara-1
158,Will Levis,Penn State,Big Ten,8,33,55,60.0,421,1,1.8,0,0.0,7.7,8.02,12.8,52.6,130.3,,will-levis-1
159,Jason Shelley,Utah State,MWC,4,51,99,51.5,420,2,2.0,2,2.0,4.2,3.74,8.2,105.0,89.8,,jason-shelley-2
160,Lowell Narcisse*,UTSA,CUSA,4,35,56,62.5,417,3,5.4,0,0.0,7.4,8.52,11.9,104.3,142.7,,lowell-narcisse-1
161,Jordon Brookshire,San Diego State,MWC,3,42,74,56.8,410,2,2.7,2,2.7,5.5,4.86,9.8,136.7,106.8,,jordon-brookshire-1
162,Luke Doty,South Carolina,SEC,8,43,71,60.6,405,2,2.8,3,4.2,5.7,4.37,9.4,50.6,109.3,,luke-doty-1
163,Joey Yellen,Pitt,ACC,6,35,78,44.9,402,1,1.3,3,3.8,5.2,3.68,11.5,67.0,84.7,,joey-yellen-1
164,Javion Posey*,Florida Atlantic,CUSA,6,33,63,52.4,395,2,3.2,3,4.8,6.3,4.76,12.0,65.8,106.0,,javion-posey-1
165,Tanner Mordecai*,Oklahoma,Big 12,4,32,40,80.0,395,2,5.0,1,2.5,9.9,9.75,12.3,98.8,174.5,,tanner-mordecai-1
166,Isaiah Williams,Illinois,Big Ten,6,26,63,41.3,393,4,6.3,2,3.2,6.2,6.08,15.1,65.5,108.3,,isaiah-williams-7
167,Andrew Peasley,Utah State,MWC,5,37,69,53.6,391,4,5.8,3,4.3,5.7,4.87,10.6,78.2,111.7,,andrew-peasley-1
168,Will Plummer,Arizona,Pac-12,3,43,80,53.8,388,0,0.0,3,3.8,4.9,3.16,9.0,129.3,87.0,,will-plummer-1
169,Kurtis Rourke,Ohio,MAC,3,30,44,68.2,386,3,6.8,0,0.0,8.8,10.14,12.9,128.7,164.4,,kurtis-rourke-1
170,Brett Gabbert,Miami (OH),MAC,3,23,35,65.7,384,4,11.4,0,0.0,11.0,13.26,16.7,128.0,195.6,,brett-gabbert-1
171,Coran Taylor,Illinois,Big Ten,2,23,46,50.0,379,3,6.5,2,4.3,8.2,7.59,16.5,189.5,132.0,,coran-taylor-1
172,Kevaris Thomas*,Western Kentucky,CUSA,3,37,70,52.9,369,3,4.3,2,2.9,5.3,4.84,10.0,123.0,105.6,,kevaris-thomas-1
173,James Blackman,Florida State,ACC,4,43,76,56.6,366,2,2.6,3,3.9,4.8,3.57,8.5,91.5,97.8,,james-blackman-1
174,Jack Tuttle*,Indiana,Big Ten,3,44,72,61.1,362,2,2.8,1,1.4,5.0,4.96,8.2,120.7,109.7,,jack-tuttle-1
175,Jonah Johnson,New Mexico State,Ind,2,36,60,60.0,358,1,1.7,3,5.0,6.0,4.05,9.9,179.0,105.6,,jonah-johnson-1
176,Ty Brock,Central Michigan,MAC,5,38,65,58.5,351,2,3.1,2,3.1,5.4,4.63,9.2,70.2,107.8,,ty-brock-1
177,N'Kosi Perry*,Miami (FL),ACC,5,26,47,55.3,348,3,6.4,1,2.1,7.4,7.72,13.4,69.6,134.3,,nkosi-perry-1
178,Tyger Goslin,Navy,American,4,15,35,42.9,333,3,8.6,1,2.9,9.5,9.94,22.2,83.3,145.3,,tyger-goslin-1
179,Jack Sears,Boise State,MWC,3,23,27,85.2,332,3,11.1,0,0.0,12.3,14.52,14.4,110.7,225.1,,jack-sears-1
180,AJ Mayer,Miami (OH),MAC,3,23,49,46.9,328,4,8.2,1,2.0,6.7,7.41,14.3,109.3,126.0,,aj-mayer-1
