Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player-additional
153,J.W. Walsh*,Oklahoma State,Big 12,13,57,85,67.1,787,13,15.3,1,1.2,9.3,11.79,13.8,60.5,193.0,,jw-walsh-1
154,Matt Johnson,Charlotte,CUSA,11,47,87,54.0,771,7,8.0,8,9.2,8.9,6.33,16.4,70.1,136.6,,matt-johnson-10
155,George Bollas,Kent State,MAC,12,94,167,56.3,756,2,1.2,6,3.6,4.5,3.15,8.0,63.0,91.1,,george-bollas-1
156,Montell Cozart,Kansas,Big 12,5,66,105,62.9,752,2,1.9,1,1.0,7.2,7.11,11.4,150.4,127.4,,montell-cozart-1
157,Austin Apodaca*,New Mexico,MWC,11,57,109,52.3,723,1,0.9,6,5.5,6.6,4.34,12.7,65.7,100.0,,austin-apodaca-1
158,Bram Kohlhausen*,Texas Christian,Big 12,8,55,88,62.5,720,5,5.7,2,2.3,8.2,8.30,13.1,90.0,145.4,,bram-kohlhausen-1
159,Ryan Graham*,Northern Illinois,MAC,10,55,102,53.9,691,6,5.9,3,2.9,6.8,6.63,12.6,69.1,124.4,,ryan-graham-1
160,Kyler Murray*,Texas A&M,SEC,8,72,121,59.5,686,5,4.1,7,5.8,5.7,3.89,9.5,85.8,109.2,,kyler-murray-1
161,James Summers,East Carolina,American,10,60,94,63.8,683,5,5.3,2,2.1,7.3,7.37,11.4,68.3,138.2,,james-summers-1
162,Maty Mauk,Missouri,SEC,5,57,110,51.8,654,6,5.5,4,3.6,5.9,5.40,11.5,130.8,112.5,,maty-mauk-1
163,Jordy Joseph,Tulane,American,6,46,91,50.5,619,6,6.6,3,3.3,6.8,6.64,13.5,103.2,122.9,,jordy-joseph-1
164,Kevin Ellison*,Georgia Southern,Sun Belt,11,40,89,44.9,597,4,4.5,5,5.6,6.7,5.08,14.9,54.3,104.9,,kevin-ellison-3
165,Cade Apsay,Colorado,Pac-12,5,59,92,64.1,582,3,3.3,5,5.4,6.3,4.53,9.9,116.4,117.2,,cade-apsay-1
166,Jeff Lockie*,Oregon,Pac-12,6,61,99,61.6,580,5,5.1,4,4.0,5.9,5.05,9.5,96.7,119.4,,jeff-lockie-1
167,Parker Boehme*,Duke,ACC,10,43,78,55.1,579,2,2.6,1,1.3,7.4,7.36,13.5,57.9,123.4,,parker-boehme-1
168,Nick Mitchell,Oregon State,Pac-12,5,51,113,45.1,571,3,2.7,4,3.5,5.1,3.99,11.2,114.2,89.3,,nick-mitchell-3
169,Mitch Trubisky*,North Carolina,ACC,9,40,47,85.1,555,6,12.8,0,0.0,11.8,14.36,13.9,61.7,226.4,,mitch-trubisky-1
170,Earnest Carrington,Louisiana-Monroe,Sun Belt,8,56,119,47.1,539,5,4.2,7,5.9,4.5,2.72,9.6,67.4,87.2,,earnest-carrington-1
171,Tyrone Swoopes,Texas,Big 12,11,47,93,50.5,537,4,4.3,1,1.1,5.8,6.15,11.4,48.8,111.1,,tyrone-swoopes-1
172,Zack Mahoney,Syracuse,ACC,8,54,117,46.2,535,7,6.0,2,1.7,4.6,5.00,9.9,66.9,100.9,,zack-mahoney-1
173,Bo Schneider,UCF,American,8,54,105,51.4,534,2,1.9,7,6.7,5.1,2.47,9.9,66.8,87.1,,bo-schneider-1
174,Nick Jeanty,New Mexico State,Sun Belt,7,54,101,53.5,531,3,3.0,2,2.0,5.3,4.96,9.8,75.9,103.5,,nick-jeanty-1
175,Jerrard Randall*,Arizona,Pac-12,11,47,95,49.5,518,5,5.3,3,3.2,5.5,5.08,11.0,47.1,106.3,,jerrard-randall-1
176,Kyle Shurmur,Vanderbilt,SEC,6,44,103,42.7,503,5,4.9,3,2.9,4.9,4.54,11.4,83.8,93.9,,kyle-shurmur-1
177,Peyton Bender*,Washington State,Pac-12,5,53,91,58.2,498,3,3.3,4,4.4,5.5,4.15,9.4,99.6,106.3,,peyton-bender-1
178,Ryan Finley*,Boise State,MWC,3,46,70,65.7,485,1,1.4,4,5.7,6.9,4.64,10.5,161.7,117.2,,ryan-finley-1
179,John Fadule,Boston College,ACC,3,38,73,52.1,464,1,1.4,4,5.5,6.4,4.16,12.2,154.7,99.0,,john-fadule-1
180,Kyle Postma*,Houston,American,9,43,68,63.2,453,3,4.4,1,1.5,6.7,6.88,10.5,50.3,130.8,,kyle-postma-1
