Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player-additional
51,J.J. McCarthy*,Michigan,Big Ten,14,208,322,64.6,2719,22,6.8,5,1.6,8.4,9.11,13.1,194.2,155.0,,jj-mccarthy-1
52,John Paddock,Ball State,MAC,12,286,480,59.6,2719,18,3.8,14,2.9,5.7,5.10,9.5,226.6,113.7,,john-paddock-1
53,N'Kosi Perry,Florida Atlantic,CUSA,12,215,371,58.0,2712,25,6.7,5,1.3,7.3,8.05,12.6,226.0,138.9,,nkosi-perry-1
54,Grayson McCall*,Coastal Carolina,Sun Belt,11,207,297,69.7,2700,24,8.1,2,0.7,9.1,10.40,13.0,245.5,171.4,,grayson-mccall-1
55,Todd Centeio,James Madison,Sun Belt,10,181,284,63.7,2697,25,8.8,5,1.8,9.5,10.46,14.9,269.7,169.0,,todd-centeio-1
56,Payton Thorne,Michigan State,Big Ten,12,242,387,62.5,2679,19,4.9,11,2.8,6.9,6.63,11.1,223.3,131.2,,payton-thorne-1
57,Matt McDonald*,Bowling Green,MAC,12,231,378,61.1,2654,22,5.8,9,2.4,7.0,7.11,11.5,221.2,134.5,,matt-mcdonald-1
58,Layne Hatcher,Texas State,Sun Belt,12,275,442,62.2,2653,19,4.3,10,2.3,6.0,5.84,9.6,221.1,122.3,,layne-hatcher-1
59,Tommy Devito*,Illinois,Big Ten,13,257,369,69.6,2650,15,4.1,4,1.1,7.2,7.51,10.3,203.8,141.2,,tommy-devito-1
60,Spencer Sanders*,Oklahoma State,Big 12,10,212,368,57.6,2642,17,4.6,9,2.4,7.2,7.00,12.5,264.2,128.3,,spencer-sanders-1
61,Garrett Shrader*,Syracuse,ACC,12,205,317,64.7,2640,17,5.4,7,2.2,8.3,8.41,12.9,220.0,147.9,,garrett-shrader-1
62,K.J. Jefferson*,Arkansas,SEC,11,204,300,68.0,2636,24,8.0,5,1.7,8.8,9.64,12.9,239.6,164.9,,kj-jefferson-1
63,Demarcus Irons Jr.,Akron,MAC,10,253,379,66.8,2606,10,2.6,7,1.8,6.9,6.57,10.3,260.6,129.5,,demarcus-irons-jr-1
64,John Rhys Plumlee*,UCF,American,13,218,346,63.0,2586,14,4.0,8,2.3,7.5,7.24,11.9,198.9,134.5,,john-rhys-plumlee-1
65,Anthony Richardson*,Florida,SEC,12,176,327,53.8,2549,17,5.2,9,2.8,7.8,7.60,14.5,212.4,131.0,,anthony-richardson-2
66,Chris Reynolds,Charlotte,CUSA,10,201,316,63.6,2540,22,7.0,11,3.5,8.0,7.86,12.6,254.0,147.1,,chris-reynolds-1
67,D.J. Uiagalelei*,Clemson,ACC,13,229,370,61.9,2521,22,5.9,7,1.9,6.8,7.15,11.0,193.9,135.0,,dj-uiagalelei-1
68,James Blackman,Arkansas State,Sun Belt,11,223,347,64.3,2471,14,4.0,3,0.9,7.1,7.54,11.1,224.6,135.7,,james-blackman-1
69,Darren Grainger,Georgia State,Sun Belt,12,174,297,58.6,2443,18,6.1,7,2.4,8.2,8.38,14.0,203.6,143.0,,darren-grainger-1
70,Casey Thompson,Nebraska,Big Ten,10,173,274,63.1,2407,17,6.2,10,3.6,8.8,8.38,13.9,240.7,150.1,,casey-thompson-1
71,Will Levis*,Kentucky,SEC,11,185,283,65.4,2406,19,6.7,10,3.5,8.5,8.25,13.0,218.7,151.9,,will-levis-1
72,Chandler Rogers,Louisiana-Monroe,Sun Belt,12,216,320,67.5,2403,15,4.7,7,2.2,7.5,7.46,11.1,200.3,141.7,,chandler-rogers-3
73,Kedon Slovis*,Pitt,ACC,11,184,315,58.4,2397,10,3.2,9,2.9,7.6,6.96,13.0,217.9,127.1,,kedon-slovis-1
74,Brayden Schager,Hawaii,MWC,12,221,400,55.3,2348,13,3.3,10,2.5,5.9,5.40,10.6,195.7,110.3,,brayden-schager-1
75,Connor Bazelak,Indiana,Big Ten,10,235,426,55.2,2312,13,3.1,10,2.3,5.4,4.98,9.8,231.2,106.1,,connor-bazelak-1
76,DeQuan Finn*,Toledo,MAC,12,189,316,59.8,2269,23,7.3,12,3.8,7.2,6.93,12.0,189.1,136.5,,dequan-finn-1
77,Brennan Armstrong,Virginia,ACC,10,185,338,54.7,2210,7,2.1,12,3.6,6.5,5.36,11.9,221.0,109.4,,brennan-armstrong-1
78,Quinn Ewers*,Texas,Big 12,10,172,296,58.1,2177,15,5.1,6,2.0,7.4,7.46,12.7,217.7,132.6,,quinn-ewers-1
79,Grant Wells,Virginia Tech,ACC,11,196,332,59.0,2171,9,2.7,9,2.7,6.5,5.86,11.1,197.4,117.5,,grant-wells-1
80,Davis Brin,Tulsa,American,9,148,250,59.2,2138,17,6.8,8,3.2,8.6,8.47,14.4,237.6,147.1,,davis-brin-1
81,Graham Mertz*,Wisconsin,Big Ten,12,164,286,57.3,2136,19,6.6,10,3.5,7.5,7.22,13.0,178.0,135.0,,graham-mertz-1
82,Taylor Powell*,Eastern Michigan,MAC,9,174,269,64.7,2111,16,5.9,8,3.0,7.8,7.70,12.1,234.6,144.3,,taylor-powell-1
83,Collin Schlee,Kent State,MAC,11,157,266,59.0,2109,13,4.9,5,1.9,7.9,8.06,13.4,191.7,138.0,,collin-schlee-1
84,JT Daniels,West Virginia,Big 12,10,200,327,61.2,2107,13,4.0,9,2.8,6.4,6.00,10.5,210.7,122.9,,jt-daniels-1
85,TJ Mcmahon*,Rice,CUSA,10,160,266,60.2,2102,18,6.8,14,5.3,7.9,6.89,13.1,210.2,138.3,,tj-mcmahon-1
86,Gavin Hardison,UTEP,CUSA,10,164,315,52.1,2044,11,3.5,8,2.5,6.5,6.04,12.5,204.4,113.0,,gavin-hardison-1
87,Taylen Green*,Boise State,MWC,13,166,271,61.3,2042,14,5.2,6,2.2,7.5,7.57,12.3,157.1,137.2,,taylen-green-1
88,Jalen Mayden*,San Diego State,MWC,13,141,237,59.5,2030,12,5.1,10,4.2,8.6,7.68,14.4,156.2,139.7,,jalen-mayden-1
89,Drew Pyne*,Notre Dame,Ind,11,164,254,64.6,2021,22,8.7,6,2.4,8.0,8.63,12.3,183.7,155.3,,drew-pyne-1
90,Jalon Daniels*,Kansas,Big 12,9,152,230,66.1,2014,18,7.8,4,1.7,8.8,9.54,13.3,223.8,162.0,,jalon-daniels-1
91,Daniel Richardson,Central Michigan,MAC,12,179,318,56.3,1988,15,4.7,5,1.6,6.3,6.49,11.1,165.7,121.2,,daniel-richardson-1
92,Grayson James,Florida International,CUSA,11,210,358,58.7,1969,11,3.1,11,3.1,5.5,4.73,9.4,179.0,108.9,,grayson-james-1
93,Dylan Hopkins*,UAB,CUSA,11,136,215,63.3,1913,10,4.7,4,1.9,8.9,8.99,14.1,173.9,149.6,,dylan-hopkins-1
94,Clay Millen,Colorado State,MWC,10,169,234,72.2,1910,10,4.3,6,2.6,8.2,7.86,11.3,191.0,149.8,,clay-millen-1
95,Parker McNeil,Louisiana Tech,CUSA,8,123,214,57.5,1908,18,8.4,8,3.7,8.9,8.92,15.5,238.5,152.7,,parker-mcneil-1
96,Doug Brumfield,Nevada-Las Vegas,MWC,10,164,254,64.6,1898,10,3.9,5,2.0,7.5,7.37,11.6,189.8,136.4,,doug-brumfield-1
97,Tyler Van Dyke,Miami (FL),ACC,9,160,253,63.2,1835,10,4.0,5,2.0,7.3,7.15,11.5,203.9,133.3,,tyler-van-dyke-1
98,Spencer Petras*,Iowa,Big Ten,12,157,281,55.9,1725,5,1.8,5,1.8,6.1,5.69,11.0,143.8,109.8,,spencer-petras-1
99,Phil Jurkovec,Boston College,ACC,8,147,247,59.5,1711,11,4.5,8,3.2,6.9,6.36,11.6,213.9,125.9,,phil-jurkovec-1
100,Ben Wooldridge*,Louisiana,Sun Belt,10,138,244,56.6,1661,15,6.1,5,2.0,6.8,7.11,12.0,166.1,129.9,,ben-wooldridge-1
101,Ryan Hilinski,Northwestern,Big Ten,8,144,258,55.8,1644,6,2.3,7,2.7,6.4,5.62,11.4,205.5,111.6,,ryan-hilinski-1
102,Will Howard*,Kansas State,Big 12,7,119,199,59.8,1633,15,7.5,4,2.0,8.2,8.81,13.7,233.3,149.6,,will-howard-2
103,Robby Ashford,Auburn,SEC,12,123,250,49.2,1613,7,2.8,7,2.8,6.5,5.75,13.1,134.4,107.0,,robby-ashford-1
104,Andrew Peasley*,Wyoming,MWC,12,144,275,52.4,1574,10,3.6,9,3.3,5.7,4.98,10.9,131.2,105.9,,andrew-peasley-1
105,Malik Cunningham*,Louisville,ACC,10,136,218,62.4,1568,8,3.7,5,2.3,7.2,6.89,11.5,156.8,130.3,,malik-cunningham-1
106,Cam Fancher*,Marshall,Sun Belt,13,131,235,55.7,1558,10,4.3,6,2.6,6.6,6.33,11.9,119.8,120.4,,cam-fancher-1
107,Johnathan Bennett*,Liberty,Ind,12,131,224,58.5,1534,12,5.4,9,4.0,6.8,6.11,11.7,127.8,125.7,,johnathan-bennett-1
108,Emory Jones,Arizona State,Pac-12,8,125,199,62.8,1533,7,3.5,4,2.0,7.7,7.50,12.3,191.6,135.1,,emory-jones-1
109,Donovan Smith*,Texas Tech,Big 12,12,146,221,66.1,1505,12,5.4,8,3.6,6.8,6.27,10.3,125.4,133.9,,donovan-smith-2
110,Cooper Legas*,Utah State,MWC,10,135,221,61.1,1499,11,5.0,10,4.5,6.8,5.74,11.1,149.9,125.4,,cooper-legas-1
111,Trenton Bourguet,Arizona State,Pac-12,7,145,203,71.4,1490,11,5.4,5,2.5,7.3,7.32,10.3,212.9,146.0,,trenton-bourguet-1
112,Nate Cox,Nevada,MWC,12,133,251,53.0,1466,5,2.0,5,2.0,5.8,5.34,11.0,122.2,104.6,,nate-cox-1
113,Ben Gulbranson*,Oregon State,Pac-12,10,121,194,62.4,1455,9,4.6,5,2.6,7.5,7.27,12.0,145.5,135.5,,ben-gulbranson-1
114,Diego Pavia*,New Mexico State,Ind,12,101,190,53.2,1450,13,6.8,6,3.2,7.6,7.58,14.4,120.8,133.5,,diego-pavia-1
115,Zion Turner*,Connecticut,Ind,13,149,258,57.8,1407,9,3.5,10,3.9,5.5,4.41,9.4,108.2,107.3,,zion-turner-1
116,Tanner Morgan*,Minnesota,Big Ten,9,107,160,66.9,1382,9,5.6,5,3.1,8.6,8.36,12.9,153.6,151.7,,tanner-morgan-2
117,Tyler Shough*,Texas Tech,Big 12,7,106,177,59.9,1304,7,4.0,4,2.3,7.4,7.14,12.3,186.3,130.3,,tyler-shough-1
118,Aveon Smith*,Miami (OH),MAC,10,108,217,49.8,1299,11,5.1,5,2.3,6.0,5.96,12.0,129.9,112.2,,aveon-smith-1
119,Jack Salopek,Western Michigan,MAC,7,104,212,49.1,1285,7,3.3,11,5.2,6.1,4.39,12.4,183.6,100.5,,jack-salopek-1
120,Jason Bean*,Kansas,Big 12,12,87,136,64.0,1280,14,10.3,4,2.9,9.4,10.15,14.7,106.7,171.1,,jason-bean-1
121,AJ Swann,Vanderbilt,SEC,9,115,198,58.1,1274,10,5.1,2,1.0,6.4,6.99,11.1,141.6,126.8,,aj-swann-1
122,Devin Leary*,North Carolina State,ACC,6,118,193,61.1,1265,11,5.7,4,2.1,6.6,6.76,10.7,210.8,130.9,,devin-leary-1
123,Adrian Martinez*,Kansas State,Big 12,10,118,184,64.1,1261,6,3.3,1,0.5,6.9,7.26,10.7,126.1,131.4,,adrian-martinez-2
124,Emmett Morehead,Boston College,ACC,10,115,192,59.9,1254,10,5.2,6,3.1,6.5,6.17,10.9,125.4,125.7,,emmett-morehead-1
125,Haynes King,Texas A&M,SEC,6,104,187,55.6,1220,7,3.7,6,3.2,6.5,5.83,11.7,203.3,116.4,,haynes-king-1
126,JT Shrout,Colorado,Pac-12,9,90,203,44.3,1220,7,3.4,8,3.9,6.0,4.93,13.6,135.6,98.3,,jt-shrout-1
127,Zach Wilcke*,Southern Mississippi,Sun Belt,8,101,176,57.4,1163,9,5.1,9,5.1,6.6,5.33,11.5,145.4,119.5,,zach-wilcke-1
128,Braylon Braxton,Tulsa,American,9,92,163,56.4,1133,10,6.1,2,1.2,7.0,7.63,12.3,125.9,132.6,,braylon-braxton-1
129,Chandler Fields*,Louisiana,Sun Belt,8,106,182,58.2,1123,11,6.0,4,2.2,6.2,6.39,10.6,140.4,125.6,,chandler-fields-1
130,Behren Morton*,Texas Tech,Big 12,9,96,169,56.8,1117,7,4.1,6,3.6,6.6,5.84,11.6,124.1,118.9,,behren-morton-1
131,Jeff Sims,Georgia Tech,ACC,7,110,188,58.5,1115,5,2.7,3,1.6,5.9,5.74,10.1,159.3,113.9,,jeff-sims-1
132,Kaidon Salter*,Liberty,Ind,8,87,149,58.4,1088,8,5.4,5,3.4,7.3,6.87,12.5,136.0,130.7,,kaidon-salter-1
133,Gerry Bohanon,South Florida,American,7,91,160,56.9,1070,6,3.8,6,3.8,6.7,5.75,11.8,152.9,117.9,,gerry-bohanon-1
134,Brock Domann*,Louisville,ACC,10,79,144,54.9,998,4,2.8,6,4.2,6.9,5.61,12.6,99.8,113.9,,brock-domann-1
135,Mike Wright,Vanderbilt,SEC,10,85,148,57.4,974,12,8.1,4,2.7,6.6,6.99,11.5,97.4,134.1,,mike-wright-8
136,Joe Milton*,Tennessee,SEC,9,53,82,64.6,971,10,12.2,0,0.0,11.8,14.28,18.3,107.9,204.3,,joe-milton-2
137,Trey Lowe III*,Southern Mississippi,Sun Belt,7,62,119,52.1,965,5,4.2,2,1.7,8.1,8.19,15.6,137.9,130.7,,trey-lowe-iii-1
138,Athan Kaliakmanis*,Minnesota,Big Ten,11,60,111,54.1,946,3,2.7,4,3.6,8.5,7.44,15.8,86.0,127.4,,athan-kaliakmanis-1
139,Chance Nolan*,Oregon State,Pac-12,5,66,111,59.5,939,7,6.3,8,7.2,8.5,6.48,14.2,187.8,136.9,,chance-nolan-1
140,Henry Colombi*,Marshall,Sun Belt,7,94,128,73.4,938,6,4.7,4,3.1,7.3,6.86,10.0,134.0,144.2,,henry-colombi-1
141,Hudson Card*,Texas,Big 12,12,75,108,69.4,928,6,5.6,1,0.9,8.6,9.29,12.4,77.3,158.1,,hudson-card-1
142,Conner Weigman,Texas A&M,SEC,5,73,132,55.3,896,8,6.1,0,0.0,6.8,8.00,12.3,179.2,132.3,,conner-weigman-1
143,Logan Fife*,Fresno State,MWC,11,84,120,70.0,892,2,1.7,6,5.0,7.4,5.52,10.6,81.1,127.9,,logan-fife-1
144,Tucker Gleason*,Toledo,MAC,9,58,122,47.5,884,8,6.6,3,2.5,7.2,7.45,15.2,98.2,125.1,,tucker-gleason-1
145,Miles Kendrick,New Mexico,MWC,8,84,143,58.7,863,3,2.1,7,4.9,6.0,4.25,10.3,107.9,106.6,,miles-kendrick-1
146,Haaziq Daniels*,Air Force,MWC,13,40,83,48.2,836,7,8.4,2,2.4,10.1,10.67,20.9,64.3,155.8,,haaziq-daniels-1
147,Katravis Marsh,South Florida,American,6,58,113,51.3,827,7,6.2,2,1.8,7.3,7.76,14.3,137.8,129.7,,katravis-marsh-1
148,Brett Gabbert*,Miami (OH),MAC,4,74,115,64.3,816,4,3.5,0,0.0,7.1,7.79,11.0,204.0,135.4,,brett-gabbert-1
149,Jake Garcia,Miami (FL),ACC,8,68,115,59.1,803,5,4.3,4,3.5,7.0,6.29,11.8,100.4,125.2,,jake-garcia-1
150,Garrett Nussmeier*,LSU,SEC,7,52,84,61.9,800,5,6.0,4,4.8,9.5,8.57,15.4,114.3,152.0,,garrett-nussmeier-1
151,Ethan Hampton,Northern Illinois,MAC,4,72,122,59.0,798,7,5.7,6,4.9,6.5,5.48,11.1,199.5,123.1,,ethan-hampton-1
152,Brady Olson,Massachusetts,Ind,9,77,153,50.3,791,2,1.3,8,5.2,5.2,3.08,10.3,87.9,87.6,,brady-olson-1
153,Jeff Undercuffler,Akron,MAC,7,70,120,58.3,791,5,4.2,5,4.2,6.6,5.55,11.3,113.0,119.1,,jeff-undercuffler-2
154,Tai Lavatai,Navy,American,8,42,91,46.2,785,5,5.5,3,3.3,8.6,8.24,18.7,98.1,130.2,,tai-lavatai-1
155,Evan Simon,Rutgers,Big Ten,9,79,137,57.7,777,4,2.9,6,4.4,5.7,4.28,9.8,86.3,106.2,,evan-simon-1
156,Austin Smith*,Eastern Michigan,MAC,9,68,119,57.1,774,6,5.0,4,3.4,6.5,6.00,11.4,86.0,121.7,,austin-smith-5
157,Landry Lyddy,Louisiana Tech,CUSA,7,82,126,65.1,767,3,2.4,4,3.2,6.1,5.13,9.4,109.6,117.7,,landry-lyddy-1
158,Shane Illingworth,Nevada,MWC,6,84,145,57.9,761,2,1.4,3,2.1,5.2,4.59,9.1,126.8,102.4,,shane-illingworth-1
159,Gavin Wimsatt,Rutgers,Big Ten,8,65,145,44.8,757,5,3.4,7,4.8,5.2,3.74,11.6,94.6,90.4,,gavin-wimsatt-1
160,Logan Bonner*,Utah State,MWC,4,62,110,56.4,753,6,5.5,8,7.3,6.8,4.66,12.1,188.3,117.3,,logan-bonner-1
161,Ben Finley*,North Carolina State,ACC,3,65,123,52.8,741,3,2.4,3,2.4,6.0,5.41,11.4,247.0,106.6,,ben-finley-1
162,Gavin Frakes*,New Mexico State,Ind,11,55,110,50.0,736,4,3.6,7,6.4,6.7,4.55,13.4,66.9,105.5,,gavin-frakes-1
163,Jacob Zeno*,UAB,CUSA,9,58,102,56.9,721,5,4.9,3,2.9,7.1,6.73,12.4,80.1,126.5,,jacob-zeno-1
164,Garret Rangel*,Oklahoma State,Big 12,4,59,115,51.3,711,4,3.5,5,4.3,6.2,4.92,12.1,177.8,106.0,,garret-rangel-1
165,Cade Klubnik*,Clemson,ACC,10,61,100,61.0,697,2,2.0,3,3.0,7.0,6.02,11.4,69.7,120.1,,cade-klubnik-1
166,Tyler Buchner*,Notre Dame,Ind,3,46,83,55.4,651,3,3.6,5,6.0,7.8,5.86,14.2,217.0,121.2,,tyler-buchner-1
167,MJ Morris*,North Carolina State,ACC,5,52,86,60.5,648,7,8.1,1,1.2,7.5,8.64,12.5,129.6,148.3,,mj-morris-1
168,Mikey Keene*,UCF,American,4,60,83,72.3,647,6,7.2,1,1.2,7.8,8.70,10.8,161.8,159.2,,mikey-keene-1
169,Rocky Lombardi,Northern Illinois,MAC,4,50,75,66.7,645,5,6.7,1,1.3,8.6,9.33,12.9,161.3,158.2,,rocky-lombardi-1
170,AJ Padgett*,Rice,CUSA,3,39,77,50.6,634,5,6.5,1,1.3,8.2,8.95,16.3,211.3,138.6,,aj-padgett-1
171,Treyson Bourguet,Western Michigan,MAC,4,54,109,49.5,601,2,1.8,1,0.9,5.5,5.47,11.1,150.3,100.1,,treyson-bourguet-1
172,Nevan Cremascoli,Northern Illinois,MAC,4,49,102,48.0,600,5,4.9,7,6.9,5.9,3.77,12.2,150.0,99.9,,nevan-cremascoli-1
173,Owen McCown,Colorado,Pac-12,4,57,100,57.0,600,2,2.0,2,2.0,6.0,5.50,10.5,150.0,110.0,,owen-mccown-1
174,Brendan Sullivan,Northwestern,Big Ten,5,71,96,74.0,589,4,4.2,3,3.1,6.1,5.56,8.3,117.8,133.0,,brendan-sullivan-1
175,Zach Gibson,Georgia Tech,ACC,6,57,104,54.8,589,1,1.0,2,1.9,5.7,4.99,10.3,98.2,101.7,,zach-gibson-1
176,CJ Harris*,Ohio,MAC,7,52,97,53.6,577,3,3.1,1,1.0,5.9,6.10,11.1,82.4,111.7,,cj-harris-2
177,Jarret Doege*,Troy,Sun Belt,7,44,64,68.8,575,5,7.8,3,4.7,9.0,8.44,13.1,82.1,160.6,,jarret-doege-1
178,Zach Pyron,Georgia Tech,ACC,3,49,82,59.8,565,3,3.7,3,3.7,6.9,5.98,11.5,188.3,122.4,,zach-pyron-1
179,Haden Carlson,Florida International,CUSA,8,47,88,53.4,553,4,4.5,5,5.7,6.3,4.64,11.8,69.1,109.8,,haden-carlson-1
