Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player-additional
329,Kai Kroeger*,South Carolina,SEC,13,1,1,100.0,44,1,100.0,0,0.0,44.0,64.00,44.0,3.4,799.6,,kai-kroeger-1
330,Tory Horton*,Nevada,MWC,12,1,1,100.0,44,0,0.0,0,0.0,44.0,44.00,44.0,3.7,469.6,,tory-horton-1
331,Anthony Russo*,Michigan State,Big Ten,3,7,9,77.8,43,0,0.0,0,0.0,4.8,4.78,6.1,14.3,117.9,,anthony-russo-3
332,Jahan Dotson*,Penn State,Big Ten,12,2,2,100.0,43,0,0.0,0,0.0,21.5,21.50,21.5,3.6,280.6,,jahan-dotson-1
333,Samson Evans*,Eastern Michigan,MAC,12,4,4,100.0,43,3,75.0,0,0.0,10.8,25.75,10.8,3.6,437.8,,samson-evans-1
334,Jacob Zeno*,Baylor,Big 12,2,1,3,33.3,41,0,0.0,0,0.0,13.7,13.67,41.0,20.5,148.1,,jacob-zeno-1
335,Jalen Milroe*,Alabama,SEC,4,3,7,42.9,41,1,14.3,0,0.0,5.9,8.71,13.7,10.3,139.2,,jalen-milroe-1
336,Lew Nichols*,Central Michigan,MAC,13,3,3,100.0,41,0,0.0,0,0.0,13.7,13.67,13.7,3.2,214.8,,lew-nichols-1
337,Trent Whittemore*,Florida,SEC,11,3,4,75.0,41,2,50.0,0,0.0,10.3,20.25,13.7,3.7,326.1,,trent-whittemore-1
338,Rodrigues Clark,Memphis,American,10,1,1,100.0,40,1,100.0,0,0.0,40.0,60.00,40.0,4.0,766.0,,rodrigues-clark-1
339,CJ Montes,New Mexico,MWC,3,10,33,30.3,39,0,0.0,2,6.1,1.2,-1.55,3.9,13.0,28.1,,cj-montes-1
340,Kaidon Salter*,Liberty,Ind,2,1,2,50.0,39,1,50.0,0,0.0,19.5,29.50,39.0,19.5,378.8,,kaidon-salter-1
341,Cameron Odom,Ohio,MAC,12,1,2,50.0,38,0,0.0,0,0.0,19.0,19.00,38.0,3.2,209.6,,cameron-odom-1
342,Drew Zaubi*,Western Kentucky,CUSA,7,3,4,75.0,38,0,0.0,0,0.0,9.5,9.50,12.7,5.4,154.8,,drew-zaubi-1
343,Evan Prater*,Cincinnati,American,7,5,11,45.5,38,2,18.2,1,9.1,3.5,3.00,7.6,5.4,116.3,,evan-prater-1
344,Chris Smith*,Louisiana,Sun Belt,13,1,1,100.0,37,1,100.0,0,0.0,37.0,57.00,37.0,2.8,740.8,,chris-smith-22
345,Jared Wayne*,Pitt,ACC,13,2,3,66.7,36,1,33.3,0,0.0,12.0,18.67,18.0,2.8,277.5,,jared-wayne-1
346,Andrew Brito*,UCF,American,3,2,2,100.0,35,0,0.0,0,0.0,17.5,17.50,17.5,11.7,247.0,,andrew-brito-1
347,Drew Carter,Colorado,Pac-12,6,5,12,41.7,35,0,0.0,0,0.0,2.9,2.92,7.0,5.8,66.2,,drew-carter-2
348,Derek Wright*,Utah State,MWC,14,1,2,50.0,34,0,0.0,0,0.0,17.0,17.00,34.0,2.4,192.8,,derek-wright-2
349,Kekoa Crawford,California,Pac-12,11,1,1,100.0,34,0,0.0,0,0.0,34.0,34.00,34.0,3.1,385.6,,kekoa-crawford-1
350,Malik Williams*,Appalachian State,Sun Belt,14,1,2,50.0,34,1,50.0,0,0.0,17.0,27.00,34.0,2.4,357.8,,malik-williams-2
351,Tyjon Lindsey*,Oregon State,Pac-12,10,1,1,100.0,34,0,0.0,0,0.0,34.0,34.00,34.0,3.4,385.6,,tyjon-lindsey-1
352,Joshua Cephus*,UTSA,CUSA,14,2,3,66.7,33,1,33.3,0,0.0,11.0,17.67,16.5,2.4,269.1,,joshua-cephus-1
353,Kyle Maxwell,Louisiana Tech,CUSA,11,1,1,100.0,33,1,100.0,0,0.0,33.0,53.00,33.0,3.0,707.2,,kyle-maxwell-2
354,Tahj Magee,Louisiana Tech,CUSA,12,1,1,100.0,33,0,0.0,0,0.0,33.0,33.00,33.0,2.8,377.2,,tahj-magee-1
355,Tommy Heatherly,Florida International,CUSA,12,2,2,100.0,33,0,0.0,0,0.0,16.5,16.50,16.5,2.8,238.6,,tommy-heatherly-1
356,Brenden Brady*,UTSA,CUSA,8,2,3,66.7,32,0,0.0,0,0.0,10.7,10.67,16.0,4.0,156.3,,brenden-brady-1
357,Reid Bauer*,Arkansas,SEC,13,1,1,100.0,32,1,100.0,0,0.0,32.0,52.00,32.0,2.5,698.8,,reid-bauer-1
358,Billy Wiles*,Clemson,ACC,1,2,4,50.0,31,1,25.0,0,0.0,7.8,12.75,15.5,31.0,197.6,,billy-wiles-1
359,Ben Finley,North Carolina State,ACC,4,5,9,55.6,28,0,0.0,0,0.0,3.1,3.11,5.6,7.0,81.7,,ben-finley-1
360,Will Crowder*,West Virginia,Big 12,1,2,2,100.0,28,0,0.0,0,0.0,14.0,14.00,14.0,28.0,217.6,,will-crowder-1
361,Isaiah Washington*,Rutgers,Big Ten,12,1,2,50.0,27,0,0.0,0,0.0,13.5,13.50,27.0,2.3,163.4,,isaiah-washington-2
362,Jalen Walker*,Miami (OH),MAC,13,1,1,100.0,27,0,0.0,0,0.0,27.0,27.00,27.0,2.1,326.8,,jalen-walker-2
363,Tahj Bullock*,Virginia Tech,ACC,1,2,4,50.0,27,0,0.0,0,0.0,6.8,6.75,13.5,27.0,106.7,,tahj-bullock-1
364,Tate Martell,Nevada-Las Vegas,MWC,2,2,6,33.3,27,0,0.0,0,0.0,4.5,4.50,13.5,13.5,71.1,,tate-martell-1
365,Warren Thompson*,Arkansas,SEC,13,1,2,50.0,27,0,0.0,1,50.0,13.5,-9.00,27.0,2.1,63.4,,warren-thompson-2
366,Avery Atkins*,LSU,SEC,13,1,2,50.0,26,0,0.0,1,50.0,13.0,-9.50,26.0,2.0,59.2,,avery-atkins-2
367,Dan Villari*,Michigan,Big Ten,4,1,3,33.3,26,0,0.0,0,0.0,8.7,8.67,26.0,6.5,106.1,,dan-villari-1
368,Darius Bracy*,Central Michigan,MAC,8,3,3,100.0,26,1,33.3,0,0.0,8.7,15.33,8.7,3.3,282.8,,darius-bracy-1
369,Dylan Plautz,Stanford,Pac-12,1,2,5,40.0,26,0,0.0,1,20.0,5.2,-3.80,13.0,26.0,43.7,,dylan-plautz-1
370,Jay Rose,Connecticut,Ind,10,1,2,50.0,26,0,0.0,0,0.0,13.0,13.00,26.0,2.6,159.2,,jay-rose-1
371,Jayson Jackson*,Ball State,MAC,13,1,2,50.0,26,0,0.0,0,0.0,13.0,13.00,26.0,2.0,159.2,,jayson-jackson-1
372,Matthew Downing,TCU,Big 12,3,3,4,75.0,26,0,0.0,0,0.0,6.5,6.50,8.7,8.7,129.6,,matthew-downing-1
373,Neil Pau'u*,BYU,Ind,10,3,3,100.0,26,0,0.0,0,0.0,8.7,8.67,8.7,2.6,172.8,,neil-pauu-1
374,Cam Johnson,Vanderbilt,SEC,12,1,1,100.0,25,0,0.0,0,0.0,25.0,25.00,25.0,2.1,310.0,,cam-johnson-2
375,Isaac Ross,Massachusetts,Ind,10,1,1,100.0,25,0,0.0,0,0.0,25.0,25.00,25.0,2.5,310.0,,isaac-ross-1
376,Jeremy Moussa,Vanderbilt,SEC,2,5,8,62.5,24,0,0.0,0,0.0,3.0,3.00,4.8,12.0,87.7,,jeremy-moussa-1
377,Preston Stone,SMU,American,3,3,7,42.9,24,0,0.0,0,0.0,3.4,3.43,8.0,8.0,71.7,,preston-stone-1
378,Bryson Barnes*,Utah,Pac-12,3,2,2,100.0,23,1,50.0,0,0.0,11.5,21.50,11.5,7.7,361.6,,bryson-barnes-1
379,Ethan Hampton*,Northern Illinois,MAC,3,4,10,40.0,23,0,0.0,0,0.0,2.3,2.30,5.8,7.7,59.3,,ethan-hampton-1
380,Tee Webb,Southern Mississippi,CUSA,5,4,11,36.4,23,0,0.0,2,18.2,2.1,-6.09,5.8,4.6,17.6,,tee-webb-1
381,Tucker Melton,Bowling Green,MAC,4,2,10,20.0,23,0,0.0,1,10.0,2.3,-2.20,11.5,5.8,19.3,,tucker-melton-1
382,Bub Means,Louisiana Tech,CUSA,11,1,1,100.0,22,0,0.0,0,0.0,22.0,22.00,22.0,2.0,284.8,,bub-means-1
383,Jay Butterfield*,Oregon,Pac-12,1,2,3,66.7,22,0,0.0,0,0.0,7.3,7.33,11.0,22.0,128.3,,jay-butterfield-1
384,Zamar Wise,Massachusetts,Ind,7,6,9,66.7,22,0,0.0,0,0.0,2.4,2.44,3.7,3.1,87.2,,zamar-wise-1
385,Luca Diamont,Duke,ACC,2,2,3,66.7,21,0,0.0,0,0.0,7.0,7.00,10.5,10.5,125.5,,luca-diamont-1
386,Mason Garcia,East Carolina,American,6,2,3,66.7,21,1,33.3,1,33.3,7.0,-1.33,10.5,3.5,168.8,,mason-garcia-1
387,Jack Salopek*,Western Michigan,MAC,2,3,5,60.0,20,0,0.0,0,0.0,4.0,4.00,6.7,10.0,93.6,,jack-salopek-1
388,Jonah Wieland,Ohio,MAC,12,1,1,100.0,20,0,0.0,0,0.0,20.0,20.00,20.0,1.7,268.0,,jonah-wieland-1
389,Ralph Rucker*,Oklahoma,Big 12,1,2,2,100.0,20,0,0.0,0,0.0,10.0,10.00,10.0,20.0,184.0,,ralph-rucker-1
390,Sam Kenerson,Georgia Southern,Sun Belt,7,2,3,66.7,20,0,0.0,1,33.3,6.7,-8.33,10.0,2.9,56.0,,sam-kenerson-1
391,Carl Richardson,Northwestern,Big Ten,4,2,4,50.0,19,0,0.0,0,0.0,4.8,4.75,9.5,4.8,89.9,,carl-richardson-2
392,Colten Gauthier*,South Carolina,SEC,1,1,1,100.0,19,0,0.0,0,0.0,19.0,19.00,19.0,19.0,259.6,,colten-gauthier-1
393,Dontario Drummond*,Ole Miss,SEC,12,1,1,100.0,19,0,0.0,0,0.0,19.0,19.00,19.0,1.6,259.6,,dontario-drummond-1
394,Blake Bost,Texas A&M,SEC,4,2,7,28.6,18,0,0.0,1,14.3,2.6,-3.86,9.0,4.5,21.6,,blake-bost-1
395,Dontayvion Wicks,Virginia,ACC,12,1,3,33.3,18,0,0.0,0,0.0,6.0,6.00,18.0,1.5,83.7,,dontayvion-wicks-1
396,Jordan Stout*,Penn State,Big Ten,13,1,2,50.0,18,0,0.0,0,0.0,9.0,9.00,18.0,1.4,125.6,,jordan-stout-2
397,Kenny McIntosh*,Georgia,SEC,14,1,1,100.0,18,1,100.0,0,0.0,18.0,38.00,18.0,1.3,581.2,,kenny-mcintosh-1
398,Joey Gatewood*,UCF,American,10,2,8,25.0,17,1,12.5,0,0.0,2.1,4.63,8.5,1.7,84.1,,joey-gatewood-1
399,Matt Masker,Nebraska,Big Ten,2,3,3,100.0,17,0,0.0,0,0.0,5.7,5.67,5.7,8.5,147.6,,matt-masker-1
400,Will Spiers*,Clemson,ACC,13,1,1,100.0,17,0,0.0,0,0.0,17.0,17.00,17.0,1.3,242.8,,will-spiers-1
401,Austin Smith*,Eastern Michigan,MAC,1,1,1,100.0,16,0,0.0,0,0.0,16.0,16.00,16.0,16.0,234.4,,austin-smith-5
402,Chance Warren,Navy,American,12,1,1,100.0,16,0,0.0,0,0.0,16.0,16.00,16.0,1.3,234.4,,chance-warren-1
403,Ethan Bullock*,Oklahoma State,Big 12,3,2,3,66.7,16,0,0.0,0,0.0,5.3,5.33,8.0,5.3,111.5,,ethan-bullock-1
404,Harrison Bailey*,Tennessee,SEC,1,3,7,42.9,16,0,0.0,0,0.0,2.3,2.29,5.3,16.0,62.1,,harrison-bailey-1
405,Chaucey Magwood*,Kentucky,SEC,13,1,1,100.0,15,0,0.0,0,0.0,15.0,15.00,15.0,1.2,226.0,,chaucey-magwood-1
406,Dominic Johnson,Buffalo,MAC,12,1,1,100.0,15,0,0.0,0,0.0,15.0,15.00,15.0,1.3,226.0,,dominic-johnson-1
407,Jacob Drena,Connecticut,Ind,1,2,3,66.7,15,0,0.0,0,0.0,5.0,5.00,7.5,15.0,108.7,,jacob-drena-1
408,Tyler Hunt*,Michigan State,Big Ten,11,1,1,100.0,15,0,0.0,0,0.0,15.0,15.00,15.0,1.4,226.0,,tyler-hunt-6
409,Christian Daniels,Tulane,American,4,2,2,100.0,14,0,0.0,0,0.0,7.0,7.00,7.0,3.5,158.8,,christian-daniels-1
410,Quadry Jones*,UCF,American,1,1,1,100.0,14,0,0.0,0,0.0,14.0,14.00,14.0,14.0,217.6,,quadry-jones-1
411,Chance McDonald*,Western Kentucky,CUSA,2,1,5,20.0,13,0,0.0,1,20.0,2.6,-6.40,13.0,6.5,1.8,,chance-mcdonald-1
412,CJ Daniels*,Liberty,Ind,13,1,1,100.0,13,0,0.0,0,0.0,13.0,13.00,13.0,1.0,209.2,,cj-daniels-1
413,Dylan Drummond*,Eastern Michigan,MAC,13,1,1,100.0,13,1,100.0,0,0.0,13.0,33.00,13.0,1.0,539.2,,dylan-drummond-1
414,Justice McCoy,Colorado State,MWC,12,1,2,50.0,12,0,0.0,0,0.0,6.0,6.00,12.0,1.0,100.4,,justice-mccoy-1
415,Natano Woods,San Jose State,MWC,2,4,7,57.1,12,0,0.0,0,0.0,1.7,1.71,3.0,6.0,71.5,,natano-woods-1
416,Ryan Wright,Tulane,American,12,1,2,50.0,12,0,0.0,0,0.0,6.0,6.00,12.0,1.0,100.4,,ryan-wright-1
417,Tyler Pape*,Central Michigan,MAC,1,2,2,100.0,12,0,0.0,0,0.0,6.0,6.00,6.0,12.0,150.4,,tyler-pape-1
418,Isaiah Garcia-Castaneda,New Mexico State,Ind,10,1,2,50.0,11,1,50.0,0,0.0,5.5,15.50,11.0,1.1,261.2,,isaiah-garcia-castaneda-1
419,Javion Posey,Florida Atlantic,CUSA,10,1,1,100.0,11,0,0.0,0,0.0,11.0,11.00,11.0,1.1,192.4,,javion-posey-1
420,Joey Marousek,Akron,MAC,1,3,5,60.0,11,0,0.0,0,0.0,2.2,2.20,3.7,11.0,78.5,,joey-marousek-1
421,Braxton Barker*,Alabama,SEC,1,1,1,100.0,10,0,0.0,0,0.0,10.0,10.00,10.0,10.0,184.0,,braxton-barker-1
422,Mario Williams*,Oklahoma,Big 12,12,1,1,100.0,10,0,0.0,0,0.0,10.0,10.00,10.0,0.8,184.0,,mario-williams-2
423,Alan Bowman*,Michigan,Big Ten,3,2,4,50.0,9,0,0.0,1,25.0,2.3,-9.00,4.5,3.0,18.9,,alan-bowman-1
424,Chandler Pittman,Southern Mississippi,CUSA,6,1,1,100.0,9,0,0.0,0,0.0,9.0,9.00,9.0,1.5,175.6,,chandler-pittman-1
425,Ryan Rizk,Miami (FL),ACC,2,1,2,50.0,9,0,0.0,0,0.0,4.5,4.50,9.0,4.5,87.8,,ryan-rizk-1
426,Sione Tupou,Texas State,Sun Belt,12,1,1,100.0,9,0,0.0,0,0.0,9.0,9.00,9.0,0.8,175.6,,sione-tupou-1
427,Gabriel Rogers,Memphis,American,9,1,1,100.0,8,0,0.0,0,0.0,8.0,8.00,8.0,0.9,167.2,,gabriel-rogers-1
428,Hassan Beydoun*,Eastern Michigan,MAC,13,1,1,100.0,8,0,0.0,0,0.0,8.0,8.00,8.0,0.6,167.2,,hassan-beydoun-1
429,Leo Kelly*,Wake Forest,ACC,3,1,4,25.0,8,0,0.0,1,25.0,2.0,-9.25,8.0,2.7,-8.2,,leo-kelly-1
430,Sam Vidlak*,Oregon State,Pac-12,1,2,3,66.7,8,0,0.0,0,0.0,2.7,2.67,4.0,8.0,89.1,,sam-vidlak-1
431,Walker Eget,San Jose State,MWC,1,1,8,12.5,8,0,0.0,0,0.0,1.0,1.00,8.0,8.0,20.9,,walker-eget-1
432,Kenny Scribner,South Florida,American,10,1,1,100.0,7,0,0.0,0,0.0,7.0,7.00,7.0,0.7,158.8,,kenny-scribner-1
433,Kinkead Dent*,Ole Miss,SEC,3,2,4,50.0,7,0,0.0,0,0.0,1.8,1.75,3.5,2.3,64.7,,kinkead-dent-1
434,Tate Rodemaker,Florida State,ACC,3,1,2,50.0,7,0,0.0,0,0.0,3.5,3.50,7.0,2.3,79.4,,tate-rodemaker-1
435,Taye Barber,TCU,Big 12,12,1,2,50.0,7,0,0.0,0,0.0,3.5,3.50,7.0,0.6,79.4,,taye-barber-1
436,Weston Eget,New Mexico State,Ind,2,1,10,10.0,7,0,0.0,0,0.0,0.7,0.70,7.0,3.5,15.9,,weston-eget-1
437,Brennan Presley*,Oklahoma State,Big 12,14,1,2,50.0,6,0,0.0,0,0.0,3.0,3.00,6.0,0.4,75.2,,brennan-presley-1
438,Gaston Moore*,Tennessee,SEC,1,2,2,100.0,6,0,0.0,0,0.0,3.0,3.00,3.0,6.0,125.2,,gaston-moore-1
439,John Rhys Plumlee*,Ole Miss,SEC,13,1,1,100.0,6,0,0.0,0,0.0,6.0,6.00,6.0,0.5,150.4,,john-rhys-plumlee-1
440,Josh Vann*,South Carolina,SEC,13,1,1,100.0,6,0,0.0,0,0.0,6.0,6.00,6.0,0.5,150.4,,josh-vann-1
441,Tyquan Thornton*,Baylor,Big 12,14,1,1,100.0,6,1,100.0,0,0.0,6.0,26.00,6.0,0.4,480.4,,tyquan-thornton-1
442,JaMichael Thompson*,Middle Tennessee State,CUSA,11,1,1,100.0,5,0,0.0,0,0.0,5.0,5.00,5.0,0.5,142.0,,jamichael-thompson-1
443,Joah Flores,New Mexico,MWC,6,1,1,100.0,5,0,0.0,0,0.0,5.0,5.00,5.0,0.8,142.0,,joah-flores-1
444,Jordan Jones*,Cincinnati,American,5,1,1,100.0,5,1,100.0,0,0.0,5.0,25.00,5.0,1.0,472.0,,jordan-jones-1
445,Trae Hall,New Mexico,MWC,8,1,2,50.0,5,0,0.0,0,0.0,2.5,2.50,5.0,0.6,71.0,,trae-hall-1
446,Zachary Stevens*,Coastal Carolina,Sun Belt,1,1,1,100.0,5,1,100.0,0,0.0,5.0,25.00,5.0,5.0,472.0,,zachary-stevens-1
447,Demetrius Knight,Georgia Tech,ACC,6,1,1,100.0,4,0,0.0,0,0.0,4.0,4.00,4.0,0.7,133.6,,demetrius-knight-1
448,Demetrius Knight II,Georgia Tech,ACC,12,1,1,100.0,4,0,0.0,0,0.0,4.0,4.00,4.0,0.3,133.6,,demetrius-knight-ii-1
449,Kalil Pimpleton*,Central Michigan,MAC,13,1,2,50.0,4,0,0.0,0,0.0,2.0,2.00,4.0,0.3,66.8,,kalil-pimpleton-1
450,Parker Navarro*,UCF,American,5,1,2,50.0,4,0,0.0,0,0.0,2.0,2.00,4.0,0.8,66.8,,parker-navarro-1
451,Clint Ratkovich*,Northern Illinois,MAC,14,1,1,100.0,3,0,0.0,0,0.0,3.0,3.00,3.0,0.2,125.2,,clint-ratkovich-1
452,Dajon Richard,Southern Mississippi,CUSA,11,1,1,100.0,3,0,0.0,0,0.0,3.0,3.00,3.0,0.3,125.2,,dajon-richard-2
453,JaCobian Morgan,Syracuse,ACC,2,1,1,100.0,3,0,0.0,0,0.0,3.0,3.00,3.0,1.5,125.2,,jacobian-morgan-1
454,Tayvion Robinson*,Virginia Tech,ACC,12,1,1,100.0,3,1,100.0,0,0.0,3.0,23.00,3.0,0.3,455.2,,tayvion-robinson-1
455,Tory Taylor*,Iowa,Big Ten,14,1,1,100.0,3,0,0.0,0,0.0,3.0,3.00,3.0,0.2,125.2,,tory-taylor-1
456,Clay Millen*,Nevada,MWC,2,1,2,50.0,2,0,0.0,0,0.0,1.0,1.00,2.0,1.0,58.4,,clay-millen-1
457,Derek Green,SMU,American,12,2,5,40.0,2,0,0.0,0,0.0,0.4,0.40,1.0,0.2,43.4,,derek-green-2
458,Deuce Hogan*,Iowa,Big Ten,1,1,1,100.0,2,0,0.0,0,0.0,2.0,2.00,2.0,2.0,116.8,,deuce-hogan-1
459,Mikele Colasurdo*,Georgia State,Sun Belt,11,2,2,100.0,2,0,0.0,0,0.0,1.0,1.00,1.0,0.2,108.4,,mikele-colasurdo-1
460,Roschon Johnson,Texas,Big 12,12,1,1,100.0,2,0,0.0,0,0.0,2.0,2.00,2.0,0.2,116.8,,roschon-johnson-1
461,Will Shipley*,Clemson,ACC,10,1,1,100.0,2,1,100.0,0,0.0,2.0,22.00,2.0,0.2,446.8,,will-shipley-1
462,Isiah Pacheco*,Rutgers,Big Ten,12,1,1,100.0,1,0,0.0,0,0.0,1.0,1.00,1.0,0.1,108.4,,isaih-pacheco-1
463,Patrick O'Brien,Washington,Pac-12,2,1,3,33.3,1,0,0.0,0,0.0,0.3,0.33,1.0,0.5,36.1,,patrick-obrien-1
464,A.J. Davis*,UAB,CUSA,11,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,aj-davis-5
465,Amad Anderson Jr.,Temple,American,11,0,1,0.0,0,0,0.0,1,100.0,0.0,-45.00,,0.0,-200.0,,amad-anderson-jr-1
466,Andrew Erickson,New Mexico,MWC,11,0,2,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,andrew-erickson-1
467,Behren Morton*,Texas Tech,Big 12,2,1,3,33.3,0,0,0.0,0,0.0,0.0,0.00,0.0,0.0,33.3,,behren-morton-1
468,Brock Vandagriff*,Georgia,SEC,2,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,brock-vandagriff-1
469,Cade Ballard*,Army,Ind,3,0,2,0.0,0,0,0.0,1,50.0,0.0,-22.50,,0.0,-100.0,,cade-ballard-1
470,Caleb Griffin,Illinois,Big Ten,2,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,caleb-griffin-1
471,Calvin Turner,Hawaii,MWC,13,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,calvin-turner-2
472,Casey Washington,Illinois,Big Ten,12,0,2,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,casey-washington-1
473,Chance Luper*,Missouri,SEC,8,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,chance-luper-1
474,Dane Kinamon*,Air Force,MWC,12,0,1,0.0,0,0,0.0,1,100.0,0.0,-45.00,,0.0,-200.0,,dane-kinamon-1
475,Davis Koetter,Boise State,MWC,11,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,davis-koetter-1
476,De'Vion Warren*,Arkansas,SEC,13,0,2,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,devion-warren-1
477,Devonte Lee*,Nevada,MWC,13,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,devonte-lee-1
478,Devyn McCormick,Louisiana-Monroe,Sun Belt,12,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,devyn-mccormick-1
479,Drew Cassens*,Northern Illinois,MAC,10,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,drew-cassens-1
480,Gavin Williams*,Iowa,Big Ten,14,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,gavin-williams-1
481,Ira Armstead,Virginia,ACC,9,0,2,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,ira-armstead-1
482,Isaiah Williams,Illinois,Big Ten,12,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,isaiah-williams-7
483,Isiah Cox,Ohio,MAC,10,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,isiah-cox-1
484,Jack Albers*,Purdue,Big Ten,13,0,1,0.0,0,0,0.0,1,100.0,0.0,-45.00,,0.0,-200.0,,jack-albers-1
485,Jackson Anthrop*,Purdue,Big Ten,13,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,jackson-anthrop-1
486,Jaden Walley*,Mississippi State,SEC,13,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,jaden-walley-1
487,Jaedyn McKinstry,Bowling Green,MAC,12,0,2,0.0,0,0,0.0,1,50.0,0.0,-22.50,,0.0,-100.0,,jaedyn-mckinstry-1
488,Jakarius Caston,Southern Mississippi,CUSA,12,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,jakarius-caston-1
489,Jake Smithhart,Southern Mississippi,CUSA,2,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,jake-smithhart-1
490,Jalen McMillan,Washington,Pac-12,11,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,jalen-mcmillan-1
491,Jared Sparks,Louisiana-Monroe,Sun Belt,11,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,jared-sparks-1
492,Jason Goldstein,Southern Mississippi,CUSA,3,0,1,0.0,0,0,0.0,1,100.0,0.0,-45.00,,0.0,-200.0,,jason-goldstein-1
493,Je'Quan Burton,Florida Atlantic,CUSA,12,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,jequan-burton-1
494,John Paul Richardson*,Oklahoma State,Big 12,10,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,john-paul-richardson-1
495,John Stephen Jones*,Arkansas,SEC,2,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,john-stephen-jones-1
496,Jordan Burch*,South Carolina,SEC,13,0,1,0.0,0,0,0.0,1,100.0,0.0,-45.00,,0.0,-200.0,,jordan-burch-1
497,Kaylon Geiger*,Texas Tech,Big 12,13,0,2,0.0,0,0,0.0,1,50.0,0.0,-22.50,,0.0,-100.0,,kaylon-geiger-1
498,Khalil Shakir,Boise State,MWC,12,0,1,0.0,0,0,0.0,1,100.0,0.0,-45.00,,0.0,-200.0,,khalil-shakir-1
499,Konata Mumpfield,Akron,MAC,12,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,konata-mumpfield-1
500,Kyle Monangai*,Rutgers,Big Ten,11,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,kyle-monangai-1
501,Lincoln Victor*,Washington State,Pac-12,13,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,lincoln-victor-1
502,Lucas Krull*,Pitt,ACC,14,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,lucas-krull-1
503,Luke Ashworth,Arizona,Pac-12,2,0,1,0.0,0,0,0.0,1,100.0,0.0,-45.00,,0.0,-200.0,,luke-ashworth-2
504,Luke Loecher*,Oregon State,Pac-12,13,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,luke-loecher-1
505,Malachi Holt-Bennett,Indiana,Big Ten,8,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,malachi-holt-bennett-1
506,Malik Davis*,Florida,SEC,12,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,malik-davis-1
507,Marcel Dancy,California,Pac-12,12,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,marcel-dancy-1
508,Mareyohn Hrabowski*,Western Michigan,MAC,4,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,mareyohn-hrabowski-1
509,Matt Alaimo*,Rutgers,Big Ten,12,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,matt-alaimo-1
510,Matt Naranjo,Bowling Green,MAC,12,0,1,0.0,0,0,0.0,0,0.0,0.0,0.00,,0.0,0.0,,matt-naranjo-1
511,Max Morgan*,Liberty,Ind,10,0,1,0.0,0,0,0.0,1,100.0,0.0,-45.00,,0.0,-200.0,,max-morgan-2
