Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player-additional
1,Dwayne Haskins*,Ohio State,Big Ten,14,373,533,70.0,4831,50,9.4,8,1.5,9.1,10.26,13.0,345.1,174.1,H-3,dwayne-haskins-1
2,Gardner Minshew*,Washington State,Pac-12,13,468,662,70.7,4779,38,5.7,9,1.4,7.2,7.76,10.2,367.6,147.6,H-5,gardner-minshew-1
3,Kyler Murray*,Oklahoma,Big 12,14,260,377,69.0,4361,42,11.1,7,1.9,11.6,12.96,16.8,311.5,199.2,H,kyler-murray-1
4,Taylor Cornelius*,Oklahoma State,Big 12,13,288,485,59.4,3978,32,6.6,13,2.7,8.2,8.32,13.8,306.0,144.7,,taylor-cornelius-1
5,Tua Tagovailoa*,Alabama,SEC,15,245,355,69.0,3966,43,12.1,6,1.7,11.2,12.83,16.2,264.4,199.4,H-2MaxwellAA,tua-tagovailoa-1
6,Ryan Finley*,North Carolina State,ACC,13,326,484,67.4,3928,25,5.2,11,2.3,8.1,8.13,12.0,302.2,148.0,,ryan-finley-1
7,Jordan Ta'amu,Ole Miss,SEC,12,266,418,63.6,3918,19,4.5,8,1.9,9.4,9.42,14.7,326.5,153.5,,jordan-taamu-1
8,Cole McDonald*,Hawaii,MWC,13,285,484,58.9,3875,36,7.4,10,2.1,8.0,8.56,13.6,298.1,146.5,,cole-mcdonald-1
9,Will Grier*,West Virginia,Big 12,11,266,397,67.0,3864,37,9.3,8,2.0,9.7,10.69,14.5,351.3,175.5,H-4,will-grier-1
10,Mason Fine*,North Texas,CUSA,13,303,469,64.6,3793,27,5.8,5,1.1,8.1,8.76,12.5,291.8,149.4,,mason-fine-1
11,Brett Rypien,Boise State,MWC,13,301,447,67.3,3705,30,6.7,7,1.6,8.3,8.93,12.3,285.0,156.0,,brett-rypien-1
12,David Blough*,Purdue,Big Ten,13,305,462,66.0,3705,25,5.4,10,2.2,8.0,8.13,12.1,285.0,146.9,,david-blough-1
13,Marcus McMaryion*,Fresno State,MWC,14,293,427,68.6,3629,25,5.9,5,1.2,8.5,9.14,12.4,259.2,157.0,,marcus-mcmaryion-1
14,Jordan Love*,Utah State,MWC,13,267,417,64.0,3567,32,7.7,6,1.4,8.6,9.44,13.4,274.4,158.3,,jordan-love-2
15,Brent Stockstill*,Middle Tennessee State,CUSA,14,326,464,70.3,3544,29,6.3,10,2.2,7.6,7.92,10.9,253.1,150.7,,brent-stockstill-1
16,K.J. Costello*,Stanford,Pac-12,13,269,413,65.1,3540,29,7.0,11,2.7,8.6,8.78,13.2,272.3,155.0,,kj-costello-1
17,Drew Lock*,Missouri,SEC,13,275,437,62.9,3498,28,6.4,8,1.8,8.0,8.46,12.7,269.1,147.7,,drew-lock-1
