Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player-additional
21,Holton Ahlers,East Carolina,American,12,264,442,59.7,3387,21,4.8,10,2.3,7.7,7.60,12.8,282.3,135.3,,holton-ahlers-1
22,Zach Smith,Tulsa,American,12,246,429,57.3,3279,19,4.4,9,2.1,7.6,7.59,13.3,273.3,132.0,,zach-smith-6
23,Justin Fields*,Ohio State,Big Ten,14,238,354,67.2,3273,41,11.6,3,0.8,9.2,11.18,13.8,233.8,181.4,H-3,justin-fields-2
24,Tanner Morgan*,Minnesota,Big Ten,13,210,318,66.0,3253,30,9.4,7,2.2,10.2,11.13,15.5,250.2,178.7,,tanner-morgan-2
25,Mike Glass III*,Eastern Michigan,MAC,12,266,401,66.3,3169,24,6.0,11,2.7,7.9,7.87,11.9,264.1,147.0,,mike-glass-iii-1
26,Charlie Brewer*,Baylor,Big 12,14,251,389,64.5,3161,21,5.4,7,1.8,8.1,8.40,12.6,225.8,147.0,,charlie-brewer-1
27,Jacob Eason*,Washington,Pac-12,13,260,405,64.2,3132,23,5.7,8,2.0,7.7,7.98,12.0,240.9,143.9,,jacob-eason-1
28,Kenny Pickett*,Pitt,ACC,12,289,469,61.6,3098,13,2.8,9,1.9,6.6,6.30,10.7,258.2,122.4,,kenny-pickett-1
29,Jon Wassink*,Western Michigan,MAC,13,241,407,59.2,3097,20,4.9,8,2.0,7.6,7.71,12.9,238.2,135.4,,jon-wassink-1
30,Tyler Huntley*,Utah,Pac-12,14,220,301,73.1,3092,19,6.3,4,1.3,10.3,10.94,14.1,220.9,177.6,,tyler-huntley-1
31,Mason Fine,North Texas,CUSA,12,257,414,62.1,3088,29,7.0,9,2.2,7.5,7.88,12.0,257.3,143.5,,mason-fine-1
32,Brian Lewerke*,Michigan State,Big Ten,13,260,436,59.6,3079,17,3.9,13,3.0,7.1,6.50,11.8,236.8,125.9,,brian-lewerke-1
33,Shea Patterson*,Michigan,Big Ten,13,214,381,56.2,3061,23,6.0,8,2.1,8.0,8.30,14.3,235.5,139.4,,shea-patterson-1
34,Levi Lewis*,Louisiana,Sun Belt,14,243,378,64.3,3050,26,6.9,4,1.1,8.1,8.97,12.6,217.9,152.6,,levi-lewis-1
35,Ian Book*,Notre Dame,Ind,13,240,399,60.2,3034,34,8.5,6,1.5,7.6,8.63,12.6,233.4,149.1,,ian-book-1
36,J'mar Smith*,Louisiana Tech,CUSA,11,236,367,64.3,2977,18,4.9,5,1.4,8.1,8.48,12.6,270.6,145.9,,jmar-smith-1
37,Nathan Stanley*,Iowa,Big Ten,13,237,399,59.4,2951,16,4.0,7,1.8,7.4,7.41,12.5,227.0,131.2,,nathan-stanley-2
38,Layne Hatcher*,Arkansas State,Sun Belt,10,204,310,65.8,2946,27,8.7,10,3.2,9.5,9.79,14.4,294.6,167.9,,layne-hatcher-1
39,Jayden Daniels*,Arizona State,Pac-12,12,205,338,60.7,2943,17,5.0,2,0.6,8.7,9.45,14.4,245.3,149.2,,jayden-daniels-1
40,Caleb Evans,Louisiana-Monroe,Sun Belt,12,239,390,61.3,2942,21,5.4,10,2.6,7.5,7.47,12.3,245.2,137.3,,caleb-evans-2
41,Kyle Trask*,Florida,SEC,12,237,354,66.9,2941,25,7.1,7,2.0,8.3,8.83,12.4,245.1,156.1,,kyle-trask-1
42,Drew Plitt,Ball State,MAC,12,238,370,64.3,2918,24,6.5,7,1.9,7.9,8.33,12.3,243.2,148.2,,drew-plitt-1
43,Kellen Mond*,Texas A&M,SEC,13,258,419,61.6,2897,20,4.8,9,2.1,6.9,6.90,11.2,222.8,131.1,,kellen-mond-1
44,Jamie Newman*,Wake Forest,ACC,12,220,361,60.9,2868,26,7.2,11,3.0,7.9,8.01,13.0,239.0,145.3,,jamie-newman-1
45,Anthony Russo*,Temple,American,13,246,419,58.7,2861,21,5.0,12,2.9,6.8,6.54,11.6,220.1,126.9,,anthony-russo-3
46,Jake Fromm*,Georgia,SEC,14,234,385,60.8,2860,24,6.2,5,1.3,7.4,8.09,12.2,204.3,141.2,,jake-fromm-1
47,Jett Duffey,Texas Tech,Big 12,10,239,367,65.1,2840,18,4.9,5,1.4,7.7,8.11,11.9,284.0,143.6,,jett-duffey-1
48,Tua Tagovailoa*,Alabama,SEC,9,180,252,71.4,2840,33,13.1,3,1.2,11.3,13.35,15.8,315.6,206.9,H-10,tua-tagovailoa-1
49,Nathan Rourke*,Ohio,MAC,13,200,328,61.0,2820,20,6.1,5,1.5,8.6,9.13,14.1,216.9,150.3,,nathan-rourke-1
50,Steven Montez,Colorado,Pac-12,12,255,405,63.0,2808,17,4.2,10,2.5,6.9,6.66,11.0,234.0,130.1,,steven-montez-1
51,Patrick O'Brien,Colorado State,MWC,11,209,338,61.8,2803,13,3.8,7,2.1,8.3,8.13,13.4,254.8,140.0,,patrick-obrien-1
52,Jack Coan*,Wisconsin,Big Ten,14,236,339,69.6,2727,18,5.3,5,1.5,8.0,8.44,11.6,194.8,151.8,,jack-coan-1
53,Zac Thomas*,Appalachian State,Sun Belt,14,225,359,62.7,2718,28,7.8,6,1.7,7.6,8.38,12.1,194.1,148.7,,zac-thomas-2
54,Jake Luton,Oregon State,Pac-12,11,222,358,62.0,2714,28,7.8,3,0.8,7.6,8.77,12.2,246.7,149.8,,jake-luton-1
55,Dorian Thompson-Robinson,UCLA,Pac-12,11,216,362,59.7,2701,21,5.8,12,3.3,7.5,7.13,12.5,245.5,134.9,,dorian-thompson-robinson-1
56,Carter Stanley,Kansas,Big 12,12,226,371,60.9,2664,24,6.5,11,3.0,7.2,7.14,11.8,222.0,136.7,,carter-stanley-1
57,Jorge Reyna,Fresno State,MWC,12,236,365,64.7,2655,15,4.1,11,3.0,7.3,6.74,11.3,221.3,133.3,,jorge-reyna-1
58,Sean Clifford*,Penn State,Big Ten,12,189,319,59.2,2654,23,7.2,7,2.2,8.3,8.77,14.0,221.2,148.5,,sean-clifford-1
59,Dustin Crum*,Kent State,MAC,13,216,312,69.2,2622,20,6.4,2,0.6,8.4,9.40,12.1,201.7,159.7,,dustin-crum-1
60,Asher O'Hara,Middle Tennessee State,CUSA,12,210,335,62.7,2616,20,6.0,8,2.4,7.8,7.93,12.5,218.0,143.2,,asher-ohara-1
61,Josh Adkins,New Mexico State,Ind,12,275,437,62.9,2588,14,3.2,15,3.4,5.9,5.02,9.4,215.7,116.4,,josh-adkins-1
62,Ty Storey*,Western Kentucky,CUSA,11,241,345,69.9,2567,14,4.1,7,2.0,7.4,7.34,10.7,233.4,141.7,,ty-storey-1
63,Chris Reynolds*,Charlotte,CUSA,13,181,291,62.2,2564,22,7.6,11,3.8,8.8,8.62,14.2,197.2,153.6,,chris-reynolds-1
64,James Morgan*,Florida International,CUSA,13,207,357,58.0,2560,14,3.9,5,1.4,7.2,7.32,12.4,196.9,128.4,,james-morgan-1
65,Bo Nix*,Auburn,SEC,13,217,377,57.6,2542,16,4.2,6,1.6,6.7,6.88,11.7,195.5,125.0,,bo-nix-1
66,Ryan Agnew*,San Diego State,MWC,12,234,371,63.1,2462,14,3.8,6,1.6,6.6,6.66,10.5,205.2,128.0,,ryan-agnew-1
67,Peyton Ramsey*,Indiana,Big Ten,11,204,300,68.0,2454,13,4.3,5,1.7,8.2,8.30,12.0,223.1,147.7,,peyton-ramsey-1
68,Dan Ellington*,Georgia State,Sun Belt,13,227,355,63.9,2447,22,6.2,8,2.3,6.9,7.12,10.8,188.2,137.8,,dan-ellington-1
69,Justin McMillan*,Tulane,American,13,183,314,58.3,2444,17,5.4,10,3.2,7.8,7.43,13.4,188.0,135.2,,justin-mcmillan-1
70,Isaiah Green*,Marshall,CUSA,13,189,336,56.3,2438,15,4.5,11,3.3,7.3,6.68,12.9,187.5,125.4,,isaiah-green-2
71,Brett Gabbert*,Miami (OH),MAC,14,175,316,55.4,2411,11,3.5,8,2.5,7.6,7.19,13.8,172.2,125.9,,brett-gabbert-1
72,Zach Wilson*,BYU,Ind,9,199,319,62.4,2382,11,3.4,9,2.8,7.5,6.89,12.0,264.7,130.8,,zach-wilson-3
73,Tommy Devito,Syracuse,ACC,12,213,337,63.2,2360,19,5.6,5,1.5,7.0,7.46,11.1,196.7,137.7,,tommy-devito-1
74,Ryan Hilinski,South Carolina,SEC,11,236,406,58.1,2357,11,2.7,5,1.2,5.8,5.79,10.0,214.3,113.4,,ryan-hilinski-1
75,James Blackman*,Florida State,ACC,12,184,292,63.0,2339,17,5.8,11,3.8,8.0,7.48,12.7,194.9,142.0,,james-blackman-1
76,Carson Strong*,Nevada,MWC,10,237,374,63.4,2335,11,2.9,7,1.9,6.2,5.99,9.9,233.5,121.8,,carson-strong-1
77,Skylar Thompson*,Kansas State,Big 12,13,177,297,59.6,2315,12,4.0,5,1.7,7.8,7.85,13.1,178.1,135.0,,skylar-thompson-1
78,Quinten Dormady*,Central Michigan,MAC,10,190,294,64.6,2312,14,4.8,9,3.1,7.9,7.44,12.2,231.2,140.3,,quinten-dormady-1
79,Tyler Johnston III*,UAB,CUSA,11,147,249,59.0,2250,17,6.8,15,6.0,9.0,7.69,15.3,204.5,145.4,,tyler-johnston-iii-1
80,Kelly Bryant,Missouri,SEC,10,181,292,62.0,2215,15,5.1,6,2.1,7.6,7.69,12.2,221.5,138.5,,kelly-bryant-1
81,Jarren Williams*,Miami (FL),ACC,12,169,276,61.2,2187,19,6.9,7,2.5,7.9,8.16,12.9,182.3,145.4,,jarren-williams-1
82,Desmond Ridder*,Cincinnati,American,13,179,325,55.1,2164,18,5.5,9,2.8,6.7,6.52,12.1,166.5,123.7,,desmond-ridder-1
83,Jarrett Guarantano*,Tennessee,SEC,13,152,257,59.1,2158,16,6.2,8,3.1,8.4,8.24,14.2,166.0,144.0,,jarrett-guarantano-1
84,Ross Bowers,Northern Illinois,MAC,9,166,287,57.8,2130,7,2.4,8,2.8,7.4,6.66,12.8,236.7,122.7,,ross-bowers-1
85,Kenyon Oblad,Nevada-Las Vegas,MWC,11,167,308,54.2,2081,18,5.8,9,2.9,6.8,6.61,12.5,189.2,124.4,,kenyon-oblad-1
86,Quentin Harris,Duke,ACC,12,209,357,58.5,2078,16,4.5,11,3.1,5.8,5.33,9.9,173.2,116.1,,quentin-harris-2
87,Max Duggan,TCU,Big 12,12,181,339,53.4,2077,15,4.4,10,2.9,6.1,5.68,11.5,173.1,113.6,,max-duggan-1
88,Malik Cunningham*,Louisville,ACC,12,112,179,62.6,2065,22,12.3,5,2.8,11.5,12.74,18.4,172.1,194.4,,malik-cunningham-1
89,Spencer Sanders*,Oklahoma State,Big 12,11,155,247,62.8,2065,16,6.5,11,4.5,8.4,7.65,13.3,187.7,145.4,,spencer-sanders-1
90,Austin Kendall,West Virginia,Big 12,9,187,304,61.5,1989,12,3.9,10,3.3,6.5,5.85,10.6,221.0,122.9,,austin-kendall-1
91,Davis Mills,Stanford,Pac-12,8,158,241,65.6,1960,11,4.6,5,2.1,8.1,8.11,12.4,245.0,144.8,,davis-mills-1
92,Adrian Martinez,Nebraska,Big Ten,10,149,251,59.4,1956,10,4.0,9,3.6,7.8,6.98,13.1,195.6,130.8,,adrian-martinez-2
93,Khalil Tate,Arizona,Pac-12,11,160,266,60.2,1954,14,5.3,11,4.1,7.3,6.54,12.2,177.6,131.0,,khalil-tate-1
94,Brandon Peters*,Illinois,Big Ten,11,152,275,55.3,1884,18,6.5,8,2.9,6.9,6.85,12.4,171.3,128.6,,brandon-peters-1
95,Hank Bachmeier*,Boise State,MWC,8,137,219,62.6,1879,9,4.1,6,2.7,8.6,8.17,13.7,234.9,142.7,,hank-bachmeier-1
96,Kato Nelson,Akron,MAC,10,151,280,53.9,1825,11,3.9,6,2.1,6.5,6.34,12.1,182.5,117.4,,kato-nelson-1
97,Jack Zergiotis,Connecticut,American,10,150,260,57.7,1782,9,3.5,11,4.2,6.9,5.64,11.9,178.2,118.2,,jack-zergiotis-1
98,Chase Garbers*,California,Pac-12,9,131,215,60.9,1772,14,6.5,3,1.4,8.2,8.92,13.5,196.9,148.9,,chase-garbers-1
99,Jack Plummer,Purdue,Big Ten,9,144,241,59.8,1603,11,4.6,8,3.3,6.7,6.07,11.1,178.1,124.0,,jack-plummer-1
100,Tyler Vitt,Texas State,Sun Belt,9,147,231,63.6,1590,11,4.8,14,6.1,6.9,5.11,10.8,176.7,125.0,,tyler-vitt-1
101,Riley Neal,Vanderbilt,SEC,11,149,258,57.8,1585,9,3.5,5,1.9,6.1,5.97,10.6,144.1,117.0,,riley-neal-1
102,Hendon Hooker*,Virginia Tech,ACC,11,99,162,61.1,1555,13,8.0,2,1.2,9.6,10.65,15.7,141.4,165.8,,hendon-hooker-1
103,Clayton Tune,Houston,American,7,106,179,59.2,1533,11,6.1,9,5.0,8.6,7.53,14.5,219.0,141.4,,clayton-tune-1
104,Mac Jones*,Alabama,SEC,12,97,141,68.8,1503,14,9.9,3,2.1,10.7,11.69,15.5,125.3,186.8,,mac-jones-1
105,Tevaka Tuioti,New Mexico,MWC,9,102,195,52.3,1460,7,3.6,6,3.1,7.5,6.82,14.3,162.2,120.9,,tevaka-tuioti-1
106,Jordan McCloud,South Florida,American,12,124,224,55.4,1429,12,5.4,8,3.6,6.4,5.84,11.5,119.1,119.5,,jordan-mccloud-1
107,Fred Payton,Coastal Carolina,Sun Belt,10,119,187,63.6,1421,12,6.4,7,3.7,7.6,7.20,11.9,142.1,141.2,,fred-payton-1
108,Michael Penix Jr.*,Indiana,Big Ten,6,110,160,68.8,1394,10,6.3,4,2.5,8.7,8.84,12.7,232.3,157.6,,michael-penix-jr-1
109,Matt Corral,Ole Miss,SEC,10,105,178,59.0,1362,6,3.4,3,1.7,7.7,7.57,13.0,136.2,131.0,,matt-corral-1
110,Kai Locksley,UTEP,CUSA,11,103,181,56.9,1329,6,3.3,5,2.8,7.3,6.76,12.9,120.8,124.0,,kai-locksley-1
111,Donald Hammond III*,Air Force,MWC,13,56,111,50.5,1316,13,11.7,6,5.4,11.9,11.77,23.5,101.2,177.9,,donald-hammond-iii-1
112,Gresch Jensen,Texas State,Sun Belt,7,129,206,62.6,1291,5,2.4,6,2.9,6.3,5.44,10.0,184.4,117.4,,gresch-jensen-1
113,Josh Jackson,Maryland,Big Ten,10,98,207,47.3,1274,12,5.8,6,2.9,6.2,6.01,13.0,127.4,112.4,,josh-jackson-3
114,Anthony Brown*,Boston College,ACC,6,81,137,59.1,1250,9,6.6,2,1.5,9.1,9.78,15.4,208.3,154.5,,anthony-brown-11
115,Grant Gunnell,Arizona,Pac-12,8,101,155,65.2,1239,9,5.8,1,0.6,8.0,8.86,12.3,154.9,150.2,,grant-gunnell-1
116,Lowell Narcisse,UTSA,CUSA,11,107,201,53.2,1226,8,4.0,5,2.5,6.1,5.78,11.5,111.5,112.6,,lowell-narcisse-1
117,Devin Leary,North Carolina State,ACC,8,101,210,48.1,1219,8,3.8,5,2.4,5.8,5.50,12.1,152.4,104.7,,devin-leary-1
118,Kyle Vantrease*,Buffalo,MAC,13,101,172,58.7,1193,8,4.7,2,1.2,6.9,7.34,11.8,91.8,130.0,,kyle-vantrease-1
119,Garrett Shrader*,Mississippi State,SEC,10,88,153,57.5,1170,8,5.2,5,3.3,7.6,7.22,13.3,117.0,132.5,,garrett-shrader-1
120,James Graham,Georgia Tech,ACC,11,87,193,45.1,1164,12,6.2,7,3.6,6.0,5.64,13.4,105.8,109.0,,james-graham-1
121,Tommy Stevens*,Mississippi State,SEC,9,97,161,60.2,1155,11,6.8,5,3.1,7.2,7.14,11.9,128.3,136.8,,tommy-stevens-1
122,Nick Starkel,Arkansas,SEC,8,96,179,53.6,1152,7,3.9,10,5.6,6.4,4.70,12.0,144.0,109.4,,nick-starkel-1
123,David Moore*,Central Michigan,MAC,6,94,164,57.3,1143,5,3.0,4,2.4,7.0,6.48,12.2,190.5,121.0,,david-moore-5
124,Grant Loy,Bowling Green,MAC,12,115,204,56.4,1137,6,2.9,11,5.4,5.6,3.74,9.9,94.8,102.1,,grant-loy-1
125,Aidan O'Connell,Purdue,Big Ten,6,103,164,62.8,1101,8,4.9,4,2.4,6.7,6.59,10.7,183.5,130.4,,aidan-oconnell-1
126,Mitchell Guadagni,Toledo,MAC,6,79,122,64.8,1099,8,6.6,2,1.6,9.0,9.58,13.9,183.2,158.8,,mitchell-guadagni-1
127,Malcolm Perry*,Navy,American,13,48,86,55.8,1084,7,8.1,3,3.5,12.6,12.66,22.6,83.4,181.6,,malcolm-perry-1
128,Jaylon Henderson*,Boise State,MWC,9,89,143,62.2,1080,12,8.4,2,1.4,7.6,8.60,12.1,120.0,150.6,,jaylon-henderson-2
129,Tom Stewart,Rice,CUSA,10,92,153,60.1,1054,8,5.2,2,1.3,6.9,7.35,11.5,105.4,132.6,,tom-stewart-1
130,Logan Bonner*,Arkansas State,Sun Belt,5,91,153,59.5,1052,10,6.5,1,0.7,6.9,7.89,11.6,210.4,137.5,,logan-bonner-1
131,N'Kosi Perry*,Miami (FL),ACC,9,85,159,53.5,1045,8,5.0,3,1.9,6.6,6.73,12.3,116.1,121.5,,nkosi-perry-1
132,K.J. Costello,Stanford,Pac-12,5,102,167,61.1,1038,6,3.6,3,1.8,6.2,6.13,10.2,207.6,121.6,,kj-costello-1
133,Alan Bowman,Texas Tech,Big 12,3,101,154,65.6,1020,6,3.9,3,1.9,6.6,6.53,10.1,340.0,130.2,,alan-bowman-1
134,Stone Smartt,Old Dominion,CUSA,10,101,177,57.1,1006,1,0.6,6,3.4,5.7,4.27,10.0,100.6,99.9,,stone-smartt-1
135,Alex Hornibrook*,Florida State,ACC,5,84,122,68.9,986,7,5.7,2,1.6,8.1,8.49,11.7,197.2,152.4,,alex-hornibrook-1
136,Dennis Grosel*,Boston College,ACC,13,75,155,48.4,983,9,5.8,3,1.9,6.3,6.63,13.1,75.6,116.9,,dennis-grosel-1
137,Elijah Sindelar,Purdue,Big Ten,5,72,112,64.3,978,9,8.0,3,2.7,8.7,9.13,13.6,195.6,158.8,,elijah-sindelar-1
138,Bryce Carpenter,Coastal Carolina,Sun Belt,11,93,142,65.5,927,8,5.6,2,1.4,6.5,7.02,10.0,84.3,136.1,,bryce-carpenter-1
139,Sean Chambers*,Wyoming,MWC,8,52,121,43.0,915,7,5.8,3,2.5,7.6,7.60,17.6,114.4,120.6,,sean-chambers-1
140,John Rhys Plumlee,Ole Miss,SEC,9,79,150,52.7,910,4,2.7,3,2.0,6.1,5.70,11.5,101.1,108.4,,john-rhys-plumlee-1
141,Matt McKay,North Carolina State,ACC,6,86,150,57.3,910,3,2.0,1,0.7,6.1,6.17,10.6,151.7,113.6,,matt-mckay-1
142,Chevan Cordeiro*,Hawaii,MWC,12,69,120,57.5,907,8,6.7,3,2.5,7.6,7.77,13.1,75.6,138.0,,chevan-cordeiro-1
143,Ryan Willis*,Virginia Tech,ACC,5,72,117,61.5,906,9,7.7,5,4.3,7.7,7.36,12.6,181.2,143.4,,ryan-willis-2
144,Cephus Johnson,South Alabama,Sun Belt,8,83,161,51.6,900,5,3.1,7,4.3,5.6,4.25,10.8,112.5,100.1,,cephus-johnson-2
145,Randall West,Massachusetts,Ind,8,93,155,60.0,864,6,3.9,6,3.9,5.6,4.61,9.3,108.0,111.9,,randall-west-1
146,Collin Hill,Colorado State,MWC,3,69,102,67.6,840,8,7.8,2,2.0,8.2,8.92,12.2,280.0,158.8,,collin-hill-1
147,Johnny Langan,Rutgers,Big Ten,11,80,159,50.3,840,4,2.5,9,5.7,5.3,3.24,10.5,76.4,91.7,,johnny-langan-1
148,Andrew Brito,Massachusetts,Ind,10,93,170,54.7,830,7,4.1,6,3.5,4.9,4.12,8.9,83.0,102.2,,andrew-brito-1
149,Sam Hartman*,Wake Forest,ACC,4,55,97,56.7,830,4,4.1,2,2.1,8.6,8.45,15.1,207.5,138.1,,sam-hartman-1
150,Eli Peters,Toledo,MAC,5,62,105,59.0,828,6,5.7,3,2.9,7.9,7.74,13.4,165.6,138.4,,eli-peters-1
151,Desmond Trotter,South Alabama,Sun Belt,8,56,97,57.7,820,8,8.2,2,2.1,8.5,9.18,14.6,102.5,151.8,,desmond-trotter-1
152,Jarret Doege,West Virginia,Big 12,4,79,120,65.8,818,7,5.8,3,2.5,6.8,6.86,10.4,204.5,137.3,,jarret-doege-1
153,Dru Brown*,Oklahoma State,Big 12,7,72,107,67.3,810,7,6.5,1,0.9,7.6,8.46,11.3,115.7,150.6,,dru-brown-1
154,Shai Werts*,Georgia Southern,Sun Belt,11,67,127,52.8,799,9,7.1,1,0.8,6.3,7.35,11.9,72.6,127.4,,shai-werts-1
155,Steven Duncan*,Western Kentucky,CUSA,3,70,119,58.8,790,5,4.2,4,3.4,6.6,5.97,11.3,263.3,121.7,,steven-duncan-1
156,Wiley Green,Rice,CUSA,7,75,142,52.8,787,4,2.8,2,1.4,5.5,5.47,10.5,112.4,105.9,,wiley-green-1
157,Aiden Smith,Northwestern,Big Ten,9,86,171,50.3,760,3,1.8,9,5.3,4.4,2.43,8.8,84.4,82.9,,aiden-smith-1
158,Darius Wade,Bowling Green,MAC,7,74,130,56.9,751,3,2.3,3,2.3,5.8,5.20,10.1,107.3,108.4,,darius-wade-1
159,Baylor Romney*,BYU,Ind,4,54,85,63.5,747,7,8.2,2,2.4,8.8,9.38,13.8,186.8,159.8,,baylor-romney-1
160,Ben Hicks,Arkansas,SEC,7,65,137,47.4,738,2,1.5,2,1.5,5.4,5.02,11.4,105.4,94.6,,ben-hicks-1
161,Hayden Wolff,Old Dominion,CUSA,3,75,129,58.1,737,2,1.6,3,2.3,5.7,4.98,9.8,245.7,106.6,,hayden-wolff-1
162,Tyrrell Pigrome,Maryland,Big Ten,11,69,118,58.5,719,3,2.5,6,5.1,6.1,4.31,10.4,65.4,107.9,,tyrrell-pigrome-1
163,Devon Modster*,California,Pac-12,6,62,122,50.8,705,5,4.1,5,4.1,5.8,4.75,11.4,117.5,104.7,,devon-modster-1
164,Feleipe Franks*,Florida,SEC,4,54,71,76.1,698,5,7.0,3,4.2,9.8,9.34,12.9,174.5,173.4,,feleipe-franks-1
165,Sawyer Smith*,Kentucky,SEC,9,57,126,45.2,690,4,3.2,5,4.0,5.5,4.33,12.1,76.7,93.8,,sawyer-smith-1
166,Chase Cord*,Boise State,MWC,9,57,95,60.0,670,9,9.5,3,3.2,7.1,7.53,11.8,74.4,144.2,,chase-cord-1
167,D'Eriq King,Houston,American,4,58,110,52.7,663,6,5.5,2,1.8,6.0,6.30,11.4,165.8,117.7,,deriq-king-1
168,Matt Fink*,USC,Pac-12,8,58,88,65.9,648,4,4.5,5,5.7,7.4,5.72,11.2,81.0,131.4,,matt-fink-1
169,Brandon Jones,UTEP,CUSA,6,47,87,54.0,628,2,2.3,3,3.4,7.2,6.13,13.4,104.7,115.3,,brandon-jones-16
170,Evan Conley*,Louisville,ACC,7,40,71,56.3,613,4,5.6,3,4.2,8.6,7.86,15.3,87.6,139.0,,evan-conley-1
171,Matt Myers*,Buffalo,MAC,5,49,105,46.7,602,6,5.7,4,3.8,5.7,5.16,12.3,120.4,106.1,,matt-myers-2
172,Malik Henry*,Nevada,MWC,3,42,78,53.8,593,1,1.3,4,5.1,7.6,5.55,14.1,197.7,111.7,,malik-henry-3
173,Chase Brice*,Clemson,ACC,13,50,85,58.8,581,4,4.7,1,1.2,6.8,7.25,11.6,44.7,129.4,,chase-brice-1
174,Kelvin Hopkins Jr.,Army,Ind,11,33,77,42.9,577,4,5.2,6,7.8,7.5,5.03,17.5,52.5,107.4,,kelvin-hopkins-jr-1
175,Dylan Hopkins*,UAB,CUSA,10,44,85,51.8,563,3,3.5,5,5.9,6.6,4.68,12.8,56.3,107.3,,dylan-hopkins-1
176,Bailey Hockman,North Carolina State,ACC,7,54,97,55.7,546,1,1.0,4,4.1,5.6,3.98,10.1,78.0,98.1,,bailey-hockman-1
177,Brian Maurer*,Tennessee,SEC,8,35,75,46.7,541,2,2.7,5,6.7,7.2,4.75,15.5,67.6,102.7,,brian-maurer-1
178,Clayton Welch,Syracuse,ACC,9,36,68,52.9,523,4,5.9,2,2.9,7.7,7.54,14.5,58.1,131.1,,clayton-welch-1
179,Tyler Vander Waal*,Wyoming,MWC,8,49,95,51.6,512,1,1.1,4,4.2,5.4,3.71,10.4,64.0,91.9,,tyler-vander-waal-1
180,Mike Beaudry,Connecticut,American,6,53,83,63.9,503,1,1.2,2,2.4,6.1,5.22,9.5,83.8,113.9,,mike-beaudry-1
181,Carter Bradley,Toledo,MAC,7,46,100,46.0,502,1,1.0,2,2.0,5.0,4.32,10.9,71.7,87.5,,carter-bradley-1
182,Sheriron Jones,New Mexico,MWC,6,34,76,44.7,500,2,2.6,7,9.2,6.6,2.96,14.7,83.3,90.3,,sheriron-jones-1
183,Frank Harris,UTSA,CUSA,4,66,91,72.5,486,3,3.3,2,2.2,5.3,5.01,7.4,121.5,123.9,,frank-harris-3
184,Matt Robinson*,Illinois,Big Ten,8,42,77,54.5,475,1,1.3,0,0.0,6.2,6.43,11.3,59.4,110.6,,matt-robinson-6
185,Marcus Childers,Northern Illinois,MAC,9,48,82,58.5,474,6,7.3,3,3.7,5.8,5.60,9.9,52.7,123.9,,marcus-childers-1
186,Preston Hutchinson*,Eastern Michigan,MAC,8,43,57,75.4,462,3,5.3,1,1.8,8.1,8.37,10.7,57.8,157.4,,preston-hutchinson-1
187,Jordan Weeks,UTSA,CUSA,3,38,66,57.6,451,2,3.0,3,4.5,6.8,5.39,11.9,150.3,115.9,,jordan-weeks-1
188,Aaron Allen*,Louisiana Tech,CUSA,6,43,75,57.3,446,3,4.0,1,1.3,5.9,6.15,10.4,74.3,117.8,,aaron-allen-1
189,Todd Centeio*,Temple,American,10,34,51,66.7,444,5,9.8,1,2.0,8.7,9.78,13.1,44.4,168.2,,todd-centeio-1
190,Blake Barnett,South Florida,American,4,40,77,51.9,434,4,5.2,2,2.6,5.6,5.51,10.9,108.5,111.2,,blake-barnett-2
191,Hunter Johnson,Northwestern,Big Ten,7,50,108,46.3,432,1,0.9,4,3.7,4.0,2.52,8.6,61.7,75.5,,hunter-johnson-2
192,Artur Sitkowski,Rutgers,Big Ten,3,44,68,64.7,429,1,1.5,2,2.9,6.3,5.28,9.8,143.0,116.7,,artur-sitkowski-1
193,Zach Gibson,Akron,MAC,4,41,81,50.6,425,1,1.2,3,3.7,5.2,3.83,10.4,106.3,91.4,,zach-gibson-1
194,Jaren Hall*,BYU,Ind,7,31,46,67.4,420,1,2.2,0,0.0,9.1,9.57,13.5,60.0,151.3,,jaren-hall-1
195,Noah Vedral,Nebraska,Big Ten,6,34,52,65.4,418,0,0.0,0,0.0,8.0,8.04,12.3,69.7,132.9,,noah-vedral-1
196,Lynn Bowden Jr.*,Kentucky,SEC,13,35,74,47.3,403,3,4.1,3,4.1,5.4,4.43,11.5,31.0,98.3,AA,lynn-bowden-jr-1
197,Armani Rogers,Nevada-Las Vegas,MWC,5,41,79,51.9,393,2,2.5,3,3.8,5.0,3.77,9.6,78.6,94.4,,armani-rogers-1
198,Ben Bryant*,Cincinnati,American,7,29,51,56.9,388,1,2.0,2,3.9,7.6,6.24,13.4,55.4,119.4,,ben-bryant-1
199,McLane Carter,Rutgers,Big Ten,2,27,47,57.4,368,2,4.3,4,8.5,7.8,4.85,13.6,184.0,120.2,,mclane-carter-1
200,Austin Burton,UCLA,Pac-12,6,44,64,68.8,365,1,1.6,0,0.0,5.7,6.02,8.3,60.8,121.8,,austin-burton-1
201,Terry Wilson*,Kentucky,SEC,4,33,52,63.5,360,2,3.8,0,0.0,6.9,7.69,10.9,90.0,134.3,,terry-wilson-3
